Team1,Team2,Year,Team1Win,SRS,ORB,PF,3P,STL,AST,BLK,FT%,TS%,SEED
Oregon State,Loyola (IL),2021,1,-3.639999999999999,2.7018572825024423,4.465298142717499,-0.1593352883675463,-1.147605083088954,-1.2609970674486828,1.095796676441838,0.04300000000000004,-0.050999999999999934,4.0
Syracuse,Houston,2021,0,-8.39,-4.133928571428571,-3.3616071428571423,-0.6294642857142865,0.13839285714285765,1.0267857142857135,0.3794642857142856,0.051000000000000045,0.007000000000000006,9.0
Baylor,Villanova,2021,1,7.359999999999999,3.186666666666669,1.620000000000001,0.8066666666666684,3.8200000000000003,1.9399999999999977,1.8200000000000003,-0.05500000000000005,0.020000000000000018,-4.0
Oral Roberts,Arkansas,2021,0,-16.07,-3.6400862068965516,0.4353448275862064,3.856681034482758,-1.2575431034482758,-1.8038793103448274,-1.109913793103448,0.08099999999999996,0.03199999999999992,12.0
Gonzaga,Creighton,2021,1,10.919999999999998,0.6764112903225801,0.9264112903225801,-1.951612903225806,0.969758064516129,3.13608870967742,-0.5100806451612905,0.08999999999999997,0.06900000000000006,-4.0
Oregon,Southern California,2021,0,-4.350000000000001,-2.567398119122256,-0.1253918495297821,1.5841170323928946,2.4148380355276906,-0.46499477533960487,-1.5391849529780561,0.061999999999999944,0.013999999999999901,1.0
UCLA,Michigan,2021,1,-5.699999999999999,0.8214285714285712,1.3482142857142865,-0.5446428571428568,0.6517857142857144,-2.165178571428571,-1.3973214285714288,-0.05400000000000005,-0.029999999999999916,10.0
Oregon State,Houston,2021,0,-10.18,-4.191287878787881,0.819128787878789,-2.1240530303030303,-2.180871212121212,0.6079545454545432,-1.1410984848484849,0.031000000000000028,-0.0010000000000000009,10.0
Baylor,Arkansas,2021,1,7.029999999999998,0.6541666666666686,0.22500000000000142,2.6854166666666686,1.0562500000000004,2.3374999999999986,-1.2374999999999998,-0.03200000000000003,0.041999999999999926,-2.0
Southern California,Gonzaga,2021,0,-6.699999999999999,2.6051136363636367,-1.1903409090909083,-1.0151515151515156,-3.179924242424242,-4.902462121212119,2.278409090909091,-0.08099999999999996,-0.08199999999999996,5.0
Baylor,Houston,2021,1,3.169999999999998,-1.8458333333333314,-0.8687499999999986,0.8729166666666686,0.9312500000000004,2.9624999999999986,-0.9562499999999998,-0.02300000000000002,0.04399999999999993,-1.0
UCLA,Gonzaga,2021,0,-10.899999999999999,0.71875,-0.21875,-0.6875,-3.0,-5.125,-0.03125,-0.015000000000000013,-0.08199999999999996,10.0
Baylor,Gonzaga,2021,1,-2.370000000000001,3.4354166666666686,0.8187500000000014,2.4666666666666686,0.9625000000000004,-1.8812500000000014,0.8875000000000002,-0.02200000000000002,-0.04700000000000004,0.0
