Team1,Team2,Year,Team1Win,SRS,ORB,PF,3P,STL,AST,BLK,FT%,TS%,SEED
Wisconsin,Kentucky,2015,1,-4.109999999999999,-3.01474358974359,-4.526282051282051,1.994871794871795,-2.1371794871794876,-1.579487179487181,-3.6967948717948715,0.03700000000000003,0.026999999999999913,0.0
Wisconsin,Duke,2015,0,-0.35999999999999943,-1.8352564102564113,-3.0391025641025635,-0.05641025641025621,-2.778205128205129,-2.476923076923077,-0.6455128205128209,0.06400000000000006,-0.008000000000000007,0.0
Florida Gulf Coast,Fairleigh Dickinson,2016,1,10.11,1.3688311688311732,-2.5610389610389603,-1.8978354978354979,-1.004329004329005,-0.5030303030303038,1.3922077922077927,-0.052999999999999936,0.0,0.0
Tulsa,Michigan,2016,0,-3.960000000000001,2.0381944444444446,2.09375,-2.65625,1.1111111111111107,-1.322916666666666,0.5,-0.06099999999999994,-0.03699999999999992,0.0
Wichita State,Vanderbilt,2016,1,0.19000000000000128,2.172294372294372,0.9913419913419901,-1.1298701298701301,3.0735930735930737,-0.7861471861471863,-1.9437229437229435,0.02200000000000002,-0.030000000000000027,0.0
Southern,Holy Cross,2016,0,3.5199999999999996,2.4571428571428573,2.7142857142857117,-1.1428571428571432,1.1142857142857139,-2.8285714285714274,1.057142857142857,-0.017000000000000015,0.01200000000000001,0.0
North Carolina,Florida Gulf Coast,2016,1,24.23,2.285714285714283,-1.307142857142857,0.2857142857142856,0.15357142857142847,3.8999999999999986,0.39642857142857135,0.10299999999999998,0.015000000000000013,-15.0
Southern California,Providence,2016,0,1.58,0.3084033613445385,0.46722689075630086,0.7092436974789917,-0.21932773109243708,-0.8907563025210052,1.8092436974789914,-0.04899999999999993,0.026000000000000023,-1.0
Indiana,Chattanooga,2016,1,16.35,0.9428571428571431,1.4571428571428555,2.371428571428572,-0.9428571428571431,1.5999999999999996,-0.8000000000000003,-0.0020000000000000018,0.04700000000000004,-7.0
Stony Brook,Kentucky,2016,0,-16.48,0.07575757575757436,-4.56818181818182,-0.11111111111111072,0.45959595959595934,2.171717171717175,-1.2045454545454541,-0.016999999999999904,-0.015999999999999903,9.0
Notre Dame,Michigan,2016,1,0.34999999999999964,2.5277777777777786,-0.3888888888888893,-2.2222222222222223,-0.16666666666666696,-1.5833333333333321,1.7222222222222223,0.0040000000000000036,0.0,-5.0
West Virginia,Stephen F. Austin,2016,0,12.379999999999999,4.031092436974793,2.81176470588235,-1.9403361344537808,0.6823529411764735,-4.105042016806722,-0.9310924369747902,-0.061999999999999944,-0.040999999999999925,-11.0
Wisconsin,Pittsburgh,2016,1,-2.0700000000000003,-1.2649350649350648,-0.8060606060606048,0.36103896103896105,0.9480519480519476,-5.1471861471861455,-0.4095238095238094,-0.049000000000000044,-0.027000000000000024,-3.0
Weber State,Xavier,2016,0,-18.4,-4.252100840336137,-2.4840336134453835,0.814285714285715,-2.235294117647059,-2.489075630252101,0.42941176470588216,-0.05399999999999994,0.028999999999999915,13.0
Virginia,Hampton,2016,1,30.78,-5.23902027027027,-4.173141891891891,-0.3834459459459456,0.09712837837837807,2.985641891891891,-0.4400337837837842,0.09299999999999997,0.07799999999999996,-15.0
Texas Tech,Butler,2016,0,-4.050000000000001,-0.9034090909090917,-1.1695075757575708,-1.3702651515151514,-0.9412878787878789,-1.1193181818181817,0.9450757575757578,0.01100000000000001,-0.016999999999999904,-1.0
Little Rock,Purdue,2016,1,-13.05,-2.37142857142857,0.9428571428571431,-0.05714285714285783,2.371428571428571,-4.685714285714287,-1.685714285714286,-0.015000000000000013,-0.017999999999999905,7.0
Iona,Utah,2016,0,-11.91,0.9065656565656539,4.204545454545453,2.3257575757575752,1.987373737373738,1.2247474747474758,-0.047979797979798455,-0.010000000000000009,-0.02200000000000002,10.0
Gonzaga,Seton Hall,2016,1,2.2600000000000016,-2.271241830065362,-1.4003267973856204,1.7467320261437909,-2.2712418300653603,0.5343137254901933,-1.4754901960784315,0.09999999999999998,0.05799999999999994,5.0
Fresno State,Iowa State,2016,0,-11.66,2.9999999999999982,6.342857142857143,-2.1142857142857148,2.2,-3.1714285714285673,-0.11428571428571388,-0.008000000000000007,-0.06599999999999995,11.0
Syracuse,Dayton,2016,1,3.2799999999999994,2.117936117936118,-2.8075348075348074,1.8165438165438168,2.1687141687141693,-1.2211302211302186,-0.015561015561015523,0.019999999999999907,-0.013000000000000012,3.0
Michigan State,Middle Tennessee,2016,0,19.93,1.6571428571428548,-0.8285714285714292,1.1999999999999993,-1.685714285714286,7.5428571428571445,1.5428571428571427,0.11299999999999999,0.050999999999999934,-13.0
Kansas,Austin Peay,2016,1,29.91,-1.1432748538011683,1.3377192982456165,1.8055555555555554,-0.28654970760233933,2.5891812865497084,1.3523391812865495,0.04299999999999993,0.04299999999999993,-15.0
Colorado,Connecticut,2016,0,-3.8500000000000014,3.728758169934638,0.5147058823529456,0.3284313725490202,-0.6274509803921564,-0.02450980392156943,-0.1437908496732021,-0.05800000000000005,-0.02100000000000002,-1.0
Maryland,South Dakota State,2016,1,11.27,-2.344771241830065,-2.9003267973856204,-0.08333333333333304,0.8627450980392153,2.3496732026143796,2.9183006535947715,0.025000000000000022,0.03599999999999992,-7.0
California,Hawaii,2016,0,6.360000000000001,0.7058823529411775,0.3235294117647065,-0.02941176470588136,-3.470588235294117,-2.7941176470588243,1.0294117647058822,-0.028000000000000025,-0.0050000000000000044,-9.0
Wichita State,Arizona,2016,1,-1.3999999999999986,0.06890756302520806,1.8781512605041968,0.6428571428571432,2.46218487394958,-0.2932773109243705,-1.1638655462184868,-0.0040000000000000036,-0.04399999999999993,5.0
Buffalo,Miami (FL),2016,0,-17.18,2.7142857142857135,4.771428571428569,0.6285714285714281,0.7142857142857135,0.08571428571428541,-0.0857142857142863,-0.039000000000000035,-0.041999999999999926,11.0
Iowa,Temple,2016,1,9.32,0.6363636363636385,0.09090909090909349,0.42424242424242564,1.5151515151515156,2.3636363636363633,1.6060606060606073,0.03299999999999992,0.04800000000000004,-3.0
UNC Asheville,Villanova,2016,0,-22.979999999999997,2.872058823529411,0.23970588235294343,-2.939705882352942,2.126470588235292,-3.5132352941176492,-0.1058823529411761,-0.08800000000000008,-0.05599999999999994,13.0
Oregon,Holy Cross,2016,1,29.25,3.660150375939848,1.0488721804511272,-0.329323308270677,0.9796992481202995,-0.10902255639097724,3.3586466165413533,0.027999999999999914,0.04700000000000004,-15.0
