Team1,Team2,Year,Team1Win,ROUND,TP,OP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,DRB,ORB,TRB,AST,STL,BLK,TOV,PF,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,eFG%,TOV%,ORB%,FT/FGA,+-,SEED,SRS
Connecticut,George Washington,2014,1,R64,-1.3568181818181841,-3.7749999999999986,-1.149242424242427,-0.8340909090909037,-0.014000000000000012,1.5083333333333329,2.9492424242424224,0.02300000000000002,-0.5666666666666664,-4.881060606060608,0.126,-0.2530303030303038,-2.2643939393939387,-2.517424242424241,-1.7696969696969695,-0.09621212121212075,1.6590909090909092,-1.5446969696969681,-0.05530303030302974,-2.5,1.6000000000000085,-0.08300000000000002,0.05900000000000005,0.016000000000000014,-0.02300000000000002,-0.04599999999999993,0.0,-0.010000000000000009,-0.046999999999999986,-0.006000000000000005,2.4181818181818144,-4.0,6.630000000000001
Milwaukee,Villanova,2014,0,R64,-7.542016806722685,4.0428571428571445,-2.502521008403363,-2.145378151260502,-0.028000000000000025,-1.9411764705882355,-3.6042016806722685,-0.030999999999999972,-0.5957983193277308,-1.4268907563025195,0.018000000000000016,-2.0285714285714285,-1.3470588235294105,-3.375630252100841,-1.7823529411764731,-1.226890756302522,-1.7184873949579837,1.4588235294117649,-1.7647058823529456,0.30000000000001137,-10.600000000000009,-0.009000000000000008,-0.04899999999999999,-0.03299999999999992,-0.038000000000000034,-0.01200000000000001,-0.04300000000000004,0.02200000000000002,-0.04300000000000004,0.0020000000000000018,-11.58487394957983,13.0,-20.5
Wichita State,Cal Poly,2014,1,R64,12.196078431372548,-4.145424836601308,2.712418300653596,-0.46732026143791927,0.05300000000000005,0.5326797385620914,0.5702614379085098,0.01799999999999996,6.238562091503267,7.709150326797385,0.03700000000000003,5.575163398692808,0.5506535947712408,6.125816993464063,2.0506535947712408,1.037581699346405,2.375816993464052,1.477124183006536,-1.2924836601307241,3.700000000000003,12.599999999999994,0.14599999999999996,0.013000000000000012,0.06799999999999995,0.06499999999999995,0.02499999999999991,0.06,0.01200000000000001,0.032999999999999974,0.11800000000000002,16.341503267973856,-15.0,17.99
Kansas State,Kentucky,2014,0,R64,-5.709090909090904,-1.200757575757578,-0.918181818181818,0.43257575757575495,-0.020000000000000018,0.9249999999999998,2.8462121212121207,-0.0010000000000000009,-4.79772727272727,-6.195454545454545,-0.026000000000000023,-2.6704545454545467,-1.7469696969696962,-4.417424242424239,4.092424242424242,1.4871212121212123,-2.9303030303030306,0.5174242424242426,3.3363636363636395,-0.30000000000001137,-8.200000000000003,-0.11499999999999999,0.04899999999999999,-0.02300000000000002,-0.05900000000000005,0.186,-0.01200000000000001,0.01100000000000001,-0.067,-0.08899999999999997,-4.508333333333326,1.0,-5.93
Saint Louis,NC State,2014,1,R64,-1.3153594771241757,-7.643790849673195,-2.0065359477124183,-2.2516339869280984,-0.017000000000000015,1.143790849673202,3.0931372549019596,0.01100000000000001,1.5539215686274517,1.0392156862745097,0.039999999999999925,3.3643790849673216,-1.5751633986928084,1.7892156862745026,1.232026143790847,2.63562091503268,-0.08006535947712479,2.2598039215686256,-1.0522875816993462,2.5,-5.699999999999989,0.03400000000000003,0.067,0.0040000000000000036,0.015000000000000013,0.08999999999999997,-0.006000000000000005,0.027999999999999997,-0.04800000000000004,0.038000000000000034,6.328431372549019,-7.0,2.610000000000001
Manhattan,Louisville,2014,0,R64,-4.057330057330063,8.895167895167894,-3.314496314496317,-4.657657657657666,-0.019999999999999962,-1.4807534807534815,-4.0712530712530715,0.0010000000000000009,4.052416052416053,6.013923013923016,0.0020000000000000018,0.6830466830466797,-1.0188370188370204,-0.33579033579033535,-2.2301392301392315,-1.7272727272727266,1.3849303849303851,3.6142506142506132,4.671580671580671,1.2999999999999972,-10.300000000000011,0.14300000000000007,-0.043999999999999984,-0.015000000000000013,-0.014000000000000012,-0.017000000000000015,-0.028000000000000025,0.04000000000000001,-0.027000000000000024,0.09599999999999997,-12.952497952497957,9.0,-18.650000000000002
Tennessee,Massachusetts,2014,1,R64,-3.6019656019656026,-9.509418509418516,-2.218673218673228,-4.103194103194092,-0.006000000000000005,0.17690417690417704,1.538902538902537,-0.020999999999999963,0.6584766584766601,-0.27600327600327645,0.03599999999999992,-1.2055692055692049,1.2981162981162981,0.09254709254708615,-2.364455364455363,-1.6592956592956591,-0.7452907452907453,-3.0286650286650296,-2.9909909909909906,-8.900000000000006,8.900000000000006,0.023999999999999966,0.046999999999999986,0.007000000000000006,0.04300000000000004,-0.04499999999999993,-0.0010000000000000009,-0.024000000000000105,0.05399999999999994,0.030999999999999972,5.907452907452914,5.0,6.73
Duke,Mercer,2014,0,R64,-0.34920634920634086,0.4555555555555628,-0.7349206349206341,0.4642857142857224,-0.01599999999999996,0.9730158730158731,1.8857142857142897,0.01100000000000001,0.14761904761904532,0.3992063492063487,-0.007000000000000006,-3.089682539682542,0.40873015873015817,-2.6809523809523697,-1.734920634920634,1.1103174603174617,-1.083333333333333,-2.295238095238094,0.9849206349206341,-0.20000000000000284,3.6000000000000085,0.0040000000000000036,0.030000000000000027,-0.008000000000000007,-0.014000000000000012,-0.049000000000000044,-0.009000000000000008,-0.025999999999999995,0.004999999999999949,0.0010000000000000009,-0.8047619047619037,-11.0,14.180000000000001
Texas,Arizona State,2014,1,R64,-1.1047619047619008,1.290043290043286,0.523809523809529,3.7359307359307223,-0.019000000000000017,-3.0354978354978357,-5.277056277056277,-0.063,0.8831168831168803,2.122943722943724,-0.02299999999999991,-0.6857142857142797,6.570562770562768,5.884848484848476,-1.3584415584415552,0.6251082251082254,0.37056277056277054,0.747186147186147,-0.12813852813851767,0.09999999999999432,-0.20000000000000284,0.009000000000000008,-0.11099999999999999,-0.04400000000000004,0.062000000000000055,-0.06399999999999995,-0.050000000000000044,-0.0010000000000000009,0.15100000000000002,-0.0040000000000000036,-2.394805194805187,-3.0,-0.6500000000000004
Wofford,Michigan,2014,0,R64,-7.127764127764138,-2.8386568386568385,-1.055692055692056,1.0990990990990923,-0.02899999999999997,-2.6822276822276816,-4.974610974610975,-0.04200000000000004,-2.3341523341523356,-0.7362817362817431,-0.09899999999999998,-0.4471744471744472,2.1261261261261257,1.6789516789516803,-1.3710073710073711,1.0499590499590497,-0.742014742014742,1.555282555282556,3.2719082719082717,0.5,-11.900000000000006,-0.020999999999999963,-0.09900000000000003,-0.06299999999999994,0.009000000000000008,-0.03200000000000003,-0.05500000000000005,0.016999999999999987,0.031000000000000028,-0.048000000000000015,-4.289107289107299,13.0,-22.84
Florida,Albany (NY),2014,1,R64,4.070135746606326,-6.1719457013574655,1.73076923076923,1.7473604826545994,0.019000000000000017,1.744343891402715,4.907239819004522,-0.0010000000000000009,-1.1357466063348411,0.9215686274509771,-0.08199999999999996,-0.16289592760181293,1.1168929110105559,0.953996983408743,1.9924585218702884,1.6138763197586723,0.055052790346907354,-1.8702865761689331,-1.3921568627450984,-0.10000000000000142,7.799999999999997,0.0040000000000000036,0.08499999999999996,0.013000000000000012,0.0129999999999999,0.04700000000000004,0.03400000000000003,-0.026000000000000023,0.02799999999999997,-0.03200000000000003,10.242081447963791,-15.0,24.0
Colorado,Pittsburgh,2014,0,R64,-1.6333333333333258,6.283333333333346,-1.6039682539682545,-0.5428571428571445,-0.025000000000000022,0.08809523809523867,1.7571428571428562,-0.032999999999999974,1.486507936507941,1.8833333333333329,0.006000000000000005,1.9674603174603185,-0.5428571428571445,1.4246031746031704,-4.296031746031746,-1.1412698412698408,0.31349206349206327,2.953174603174606,-0.7650793650793659,4.600000000000001,-9.299999999999997,0.03999999999999998,0.034999999999999976,-0.016000000000000014,-0.002000000000000113,-0.14100000000000001,-0.02400000000000002,0.03100000000000011,-0.032999999999999974,0.030999999999999972,-7.916666666666671,-1.0,-6.66
Stephen F. Austin,Virginia Commonwealth,2014,1,R64,1.0571428571428498,-1.8000000000000043,0.0,-5.828571428571429,0.04300000000000004,-0.3428571428571434,-0.7428571428571367,-0.0040000000000000036,1.3999999999999986,0.8000000000000007,0.03699999999999992,-2.942857142857143,-0.7999999999999972,-3.7428571428571473,3.2857142857142847,-3.8285714285714283,-1.314285714285714,-0.8571428571428559,1.2571428571428562,-4.900000000000006,10.200000000000003,0.050000000000000044,0.020999999999999963,0.049000000000000044,0.03199999999999992,0.125,0.04600000000000004,0.0,0.04100000000000009,0.04899999999999999,2.857142857142854,7.0,-9.73
Tulsa,UCLA,2014,0,R64,-8.485691573926871,-2.7607313195548357,-4.4411764705882355,-3.4984101748807745,-0.04899999999999999,-0.3950715421303661,1.4379968203497597,-0.05299999999999999,0.7917329093799701,3.6184419713831417,-0.07299999999999995,-0.02305246422893603,0.8775834658187627,0.8545310015898124,-4.630365659777425,-2.39268680445151,0.7352941176470589,1.3449920508744047,3.7019077901430855,-1.2999999999999972,-10.099999999999994,0.08899999999999997,0.04299999999999998,-0.04699999999999993,-0.009000000000000008,-0.08199999999999996,-0.049000000000000044,0.017999999999999988,0.0040000000000000036,0.03200000000000003,-5.724960254372036,9.0,-12.169999999999998
Dayton,Ohio State,2014,1,R64,2.7034749034749126,7.201544401544396,1.1845559845559848,0.969111969111971,0.013000000000000012,0.853281853281854,-0.22316602316602285,0.05299999999999999,-0.518918918918919,-0.5220077220077215,-0.007999999999999896,-0.37992277992277934,1.3034749034749034,0.9235521235521276,1.0795366795366803,-1.7142857142857144,-1.891119691119691,0.6888030888030876,3.4061776061776072,0.30000000000001137,3.5,-0.01699999999999996,-0.010000000000000009,0.015000000000000013,0.025000000000000022,0.020000000000000018,0.02100000000000002,0.006000000000000005,0.04400000000000004,-0.013999999999999957,-4.4980694980694835,5.0,-7.289999999999999
Western Michigan,Syracuse,2014,0,R64,3.9385026737967905,8.550802139037437,-0.48217468805703945,-4.057932263814614,0.026000000000000023,0.9973262032085559,3.11675579322638,-0.0020000000000000018,3.905525846702316,4.909982174688054,0.016000000000000014,2.6720142602495542,-3.32976827094474,-0.6577540106951929,-0.4295900178253138,-2.091800356506239,-1.665775401069518,5.0606060606060606,2.183600713012474,6.0,-5.099999999999994,0.126,0.08199999999999996,0.04599999999999993,-0.015000000000000013,-0.008000000000000007,0.038000000000000034,0.061,-0.065,0.09799999999999998,-4.612299465240646,11.0,-14.32
Stanford,New Mexico,2014,1,R64,-1.3333333333333286,2.132352941176464,-0.022875816993462195,-0.27450980392157476,0.0010000000000000009,-0.016339869281045694,-1.5800653594771248,0.03199999999999997,-1.2712418300653603,-1.0212418300653603,-0.02200000000000002,-2.2516339869281055,-0.9493464052287592,-3.2009803921568647,-3.8251633986928084,0.5408496732026142,-0.7810457516339868,0.7434640522875835,1.223856209150327,1.5,-3.200000000000003,-0.016000000000000014,-0.027000000000000024,-0.0030000000000000027,-0.02499999999999991,-0.15300000000000008,0.0020000000000000018,0.00899999999999998,-0.03200000000000003,-0.02200000000000002,-3.4656862745097925,3.0,0.6999999999999993
Eastern Kentucky,Kansas,2014,0,R64,-0.2361344537815171,0.797478991596634,-1.3739495798319332,-2.1075630252100837,-0.006000000000000005,3.8647058823529417,7.849579831932765,0.04999999999999999,-1.352941176470587,-3.2436974789915958,0.041000000000000036,-7.432773109243698,-4.738655462184874,-12.17142857142857,-0.2957983193277336,2.965546218487396,-3.6294117647058823,-2.6697478991596633,-0.1201680672268921,-1.0999999999999943,2.0,-0.04199999999999998,0.15900000000000003,0.031000000000000028,-0.11200000000000015,0.017000000000000015,0.03199999999999992,-0.02200000000000002,-0.137,-0.01200000000000001,-1.0336134453781511,13.0,-19.65
Arizona,Weber State,2014,1,R64,0.15874363327674246,-7.931239388794566,2.5976230899830313,6.1587436332767425,-0.006000000000000005,-1.7928692699490663,-3.4949066213921895,-0.028000000000000025,-3.243633276740237,-1.8471986417657043,-0.08199999999999996,0.08828522920203952,3.6884550084889636,3.7767402376910013,1.9762308998302203,1.6426146010186757,0.5848896434634971,-2.1383701188455007,-1.4210526315789487,-0.20000000000000284,1.0,-0.08800000000000002,-0.10299999999999998,-0.04599999999999993,0.026000000000000023,0.020000000000000018,-0.030000000000000027,-0.03499999999999989,0.07500000000000001,-0.09899999999999998,8.089983022071308,-15.0,24.28
Oklahoma State,Gonzaga,2014,0,R64,3.540849673202615,3.6699346405228823,-0.5882352941176485,2.5604575163398664,-0.03199999999999997,-0.05392156862745079,1.4330065359477118,-0.03300000000000003,4.77124183006536,6.325163398692808,0.010000000000000009,-0.7156862745097996,0.23692810457516167,-0.47875816993464326,-0.9656862745098067,1.1192810457516345,0.761437908496732,-1.1683006535947715,1.6944444444444393,1.4000000000000057,-1.2999999999999972,0.09299999999999997,0.010000000000000009,-0.02100000000000002,-0.03500000000000003,-0.02400000000000002,-0.03600000000000003,-0.022999999999999993,-0.025999999999999968,0.07100000000000001,-0.1290849673202672,1.0,3.459999999999999
North Dakota State,Oklahoma,2014,1,R64,-6.424242424242422,-10.424242424242422,-0.6363636363636367,-8.333333333333321,0.057999999999999996,-3.3030303030303036,-8.151515151515152,-0.015000000000000013,-1.8484848484848477,-2.5151515151515156,0.0020000000000000018,-2.1212121212121176,-2.757575757575756,-4.878787878787875,-3.0606060606060606,-0.5454545454545459,1.1212121212121207,-1.5454545454545467,-1.121212121212121,-7.800000000000004,4.799999999999997,0.014999999999999958,-0.09499999999999997,0.03299999999999992,0.02300000000000002,-0.10100000000000003,0.038000000000000034,-0.0010000000000000009,-0.007000000000000006,0.01200000000000001,4.0,7.0,-8.600000000000001
New Mexico State,San Diego State,2014,0,R64,6.694444444444457,10.083333333333329,1.75,-2.5277777777777786,0.05299999999999999,0.22222222222222232,0.11111111111111427,0.013000000000000012,2.972222222222218,3.472222222222218,0.02300000000000002,0.6666666666666714,-1.166666666666666,-0.5,3.277777777777777,-2.916666666666666,1.1388888888888893,2.833333333333334,0.3888888888888893,3.000000000000007,4.599999999999994,0.08600000000000002,0.015000000000000013,0.05699999999999994,-0.0010000000000000009,0.09800000000000003,0.05800000000000005,0.033,0.008000000000000007,0.07,-3.3888888888888715,9.0,-8.79
Baylor,Nebraska,2014,1,R64,8.034539473684205,2.6595394736842053,2.768092105263161,2.848684210526322,0.028000000000000025,1.4934210526315788,1.4539473684210513,0.05299999999999999,1.004934210526315,2.692434210526315,-0.03699999999999992,0.09375,5.128289473684211,5.222039473684212,5.315789473684211,-1.7532894736842106,2.2220394736842106,0.6726973684210513,-3.57236842105263,-1.2000000000000028,12.899999999999991,0.027000000000000024,0.008999999999999952,0.028000000000000025,0.061999999999999944,0.1640000000000001,0.038000000000000034,0.0,0.14900000000000002,0.0030000000000000027,5.375,-5.0,5.67
Louisiana,Creighton,2014,0,R64,2.2571428571428527,7.342857142857142,0.8857142857142861,5.714285714285715,-0.03199999999999997,-3.1428571428571423,-5.400000000000002,-0.046999999999999986,3.62857142857143,7.399999999999999,-0.07199999999999995,-0.9714285714285715,4.885714285714286,3.914285714285711,-4.057142857142859,3.1714285714285713,2.714285714285714,3.3428571428571416,3.314285714285713,5.900000000000006,-9.199999999999989,0.08999999999999997,-0.131,-0.061999999999999944,0.006000000000000005,-0.16400000000000003,-0.06699999999999995,0.01899999999999999,0.08600000000000008,0.035999999999999976,-5.085714285714289,11.0,-15.120000000000001
Oregon,Brigham Young,2014,1,R64,-1.8899159663865532,-3.167226890756311,-1.620168067226892,-4.3100840336134425,0.00599999999999995,2.560504201680672,5.3310924369747905,0.03400000000000003,-1.2100840336134446,-4.701680672268903,0.08000000000000007,-4.068067226890758,-2.75798319327731,-6.826050420168066,-1.0722689075630267,0.5638655462184872,0.380672268907563,0.15546218487394903,1.6092436974789912,-3.5999999999999943,3.0999999999999943,-0.044999999999999984,0.10900000000000001,0.03799999999999992,-0.025999999999999912,-0.007999999999999896,0.03200000000000003,0.01200000000000001,-0.024999999999999967,0.0040000000000000036,1.2773109243697576,-3.0,4.119999999999999
American,Wisconsin,2014,0,R64,-10.439393939393938,-4.878787878787875,-1.7280701754385959,-6.858851674641144,0.030999999999999972,-1.5430622009569381,-4.244019138755981,0.0030000000000000027,-5.440191387559807,-6.445773524720892,-0.039000000000000035,-1.5988835725677824,-1.8381180223285485,-3.4370015948963335,2.5933014354066977,1.1842105263157894,-0.008771929824561653,5.9816586921850075,2.076555023923447,-2.5999999999999943,-12.299999999999997,-0.07600000000000001,-0.03300000000000003,0.009000000000000008,-0.0050000000000000044,0.1529999999999999,0.025000000000000022,0.09500000000000008,-0.016000000000000014,-0.07,-5.560606060606062,13.0,-19.0
Virginia,Memphis,2014,1,R32,-10.69316375198727,-14.824324324324323,-5.068362480127185,-8.169316375198726,-0.022999999999999965,0.21462639109698056,-1.1271860095389492,0.03899999999999998,-0.7710651828298882,-2.1534181240063575,0.029000000000000026,0.4809220985691667,-2.3155802861685206,-1.8346581875993664,-4.30127186009539,-3.4308426073131955,-0.62241653418124,-3.4220985691573915,-1.9459459459459474,-9.999999999999993,0.5999999999999943,0.020999999999999963,0.021999999999999964,-0.0050000000000000044,0.03200000000000003,-0.050999999999999934,-0.014000000000000012,-0.01999999999999999,-0.023999999999999966,0.025999999999999968,4.131160572337052,-7.0,5.359999999999999
Harvard,Michigan State,2014,0,R32,-2.307565789473685,-4.55263157894737,-2.38486842105263,-3.9720394736842124,-0.008999999999999952,-2.328947368421053,-5.667763157894736,-0.007000000000000006,4.791118421052632,6.185855263157897,0.017000000000000015,-2.79111842105263,0.07401315789473628,-2.7171052631578974,-2.7319078947368425,0.7779605263157894,0.2648026315789478,0.09046052631578938,-1.286184210526315,-1.4000000000000057,-1.7000000000000028,0.14299999999999996,-0.08000000000000002,-0.009000000000000008,-0.016000000000000014,-0.050999999999999934,-0.026000000000000023,0.0030000000000000027,0.005999999999999894,0.10799999999999998,2.245065789473685,8.0,-8.560000000000002
Iowa State,North Carolina,2014,1,R32,6.439542483660119,4.624183006535944,1.470588235294116,1.6944444444444429,0.010999999999999954,4.066993464052287,10.568627450980387,0.021999999999999964,-0.5686274509803919,-3.3300653594771283,0.06699999999999995,2.6111111111111107,-3.7892156862745097,-1.1781045751633883,3.034313725490195,-1.379084967320261,-1.7908496732026142,-1.3856209150326801,-2.9885620915032653,1.7000000000000028,5.400000000000006,-0.065,0.164,0.04299999999999993,-0.02300000000000002,0.07500000000000007,0.04300000000000004,-0.014999999999999986,-0.09300000000000003,-0.016000000000000014,1.8153594771241757,-3.0,3.2799999999999994
Villanova,Connecticut,2014,0,R32,6.145588235294113,3.2749999999999986,1.31323529411765,2.013235294117642,0.007000000000000006,1.7661764705882357,6.622058823529414,-0.031000000000000028,1.7529411764705856,4.216176470588238,-0.061000000000000054,0.9499999999999993,1.4720588235294105,2.4220588235294116,3.1823529411764735,-0.08382352941176396,-1.6029411764705879,0.5161764705882348,1.7897058823529441,2.0999999999999943,4.299999999999997,0.062,0.10499999999999998,0.0119999999999999,0.02400000000000002,0.09799999999999998,0.02100000000000002,-0.0030000000000000027,0.02200000000000002,0.020000000000000018,2.8705882352941146,-5.0,1.7399999999999984
Kentucky,Wichita State,2014,1,R32,-0.36666666666667425,7.152777777777779,0.21111111111111214,1.38055555555556,-0.007000000000000006,-1.8694444444444445,-4.53055555555556,-0.01899999999999996,1.0805555555555557,3.2055555555555557,-0.04299999999999993,-0.5972222222222214,2.4111111111111114,1.8138888888888758,-2.488888888888889,-2.136111111111111,0.7888888888888896,1.3361111111111104,1.3277777777777793,1.4000000000000057,-3.6999999999999886,0.04600000000000004,-0.09099999999999997,-0.025999999999999912,0.013000000000000123,-0.10399999999999993,-0.026000000000000023,0.00899999999999998,0.063,0.010999999999999954,-7.519444444444453,7.0,1.4200000000000017
Saint Louis,Louisville,2014,0,R32,-11.203497615262322,0.7766295707472253,-4.023052464228936,-5.3537360890302,-0.02699999999999997,-2.1955484896661375,-3.485691573926868,-0.05199999999999999,-0.9618441971383138,-2.6589825119236856,0.03599999999999992,1.9236883942766276,-3.4475357710651853,-1.5238473767885594,-1.1748807631160592,-2.5588235294117645,-0.6168521462639109,2.1089030206677233,-1.9817170111287759,-1.5999999999999943,-15.0,-0.007999999999999952,-0.02899999999999997,-0.029000000000000026,-0.01100000000000001,0.040999999999999925,-0.041000000000000036,0.034,-0.07700000000000001,0.009000000000000008,-11.980127186009547,1.0,-13.06
Tennessee,Mercer,2014,1,R32,-6.561561561561561,-5.241741741741741,-2.223723723723726,-1.8986486486486385,-0.022999999999999965,-2.515015015015015,-3.9459459459459474,-0.059,0.4009009009009006,1.0548048048048067,-0.017000000000000015,-0.9151651651651633,2.234984984984985,1.3198198198198199,-3.5210210210210224,-0.6719219219219212,0.5653153153153152,-1.1801801801801801,-1.7965465465465442,-2.9000000000000057,-1.5999999999999943,0.03199999999999997,-0.059,-0.03699999999999992,0.03300000000000003,-0.08799999999999997,-0.04400000000000004,-0.010000000000000092,0.057999999999999885,0.017000000000000015,-1.3198198198198199,-3.0,12.01
