,Rk,School,G,Overall.W,Overall.L,W-L%,SRS,SOS,Conf.W,Conf.L,Home.W,Home.L,Away.W,Away.L,Tm.,Opp.,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
226,227,Northern Iowa,25,10,15,.400,-1.75,2.43,7,11,6,5,3,7,1738,1779,1010,651,1437,.453,200,609,.328,277,376,.737,178,836,342,183,71,303,390,68.9,102.3,.262,.424,.551,48.4,52.5,10.5,8.0,.523,15.8,21.2,.193
227,228,Northern Kentucky,25,14,11,.560,-6.78,-6.90,11,7,9,4,5,6,1784,1781,1015,641,1421,.451,188,530,.355,311,462,.673,275,843,345,154,54,317,413,66.2,105.9,.325,.373,.543,49.2,53.8,9.2,6.0,.517,16.2,32.7,.219
228,229,Northwestern State,29,11,18,.379,-13.48,-4.94,9,7,6,4,4,12,2106,2312,1170,843,1783,.473,201,623,.323,425,620,.685,335,1148,467,215,90,391,485,73.4,107.6,.348,.349,.556,52.7,55.4,10.0,7.6,.529,15.8,31.3,.238
229,230,Northwestern,24,9,15,.375,9.71,11.76,6,13,7,6,2,8,1686,1681,970,586,1369,.428,193,584,.330,316,446,.709,212,861,357,143,78,308,390,69.3,100.0,.326,.427,.532,51.6,60.9,8.5,9.3,.499,16.3,25.2,.231
230,231,Notre Dame,26,11,15,.423,7.73,9.38,7,11,6,5,4,8,1890,1933,1040,737,1665,.443,219,598,.366,240,328,.732,288,952,363,158,99,223,394,67.4,110.3,.197,.359,.531,52.3,49.3,9.0,11.8,.508,10.9,29.7,.144
231,232,Oakland,30,12,18,.400,-9.33,-2.80,10,10,5,4,6,11,2240,2436,1240,919,1937,.474,309,828,.373,289,412,.701,358,1167,630,189,110,410,542,70.6,111.3,.213,.427,.571,52.5,68.6,8.6,10.2,.554,16.1,33.6,.149
232,233,Ohio State NCAA,31,21,10,.677,18.25,12.19,12,8,10,4,7,4,2392,2204,1255,767,1821,.421,238,700,.340,432,610,.708,307,1041,424,149,82,312,588,67.6,103.9,.335,.384,.522,47.8,55.3,7.0,7.6,.487,12.9,26.9,.237
233,234,Ohio NCAA,25,17,8,.680,5.48,-0.57,9,5,8,3,4,4,1980,1815,1000,646,1468,.440,197,583,.338,326,429,.760,228,840,345,141,65,344,441,71.6,101.4,.292,.397,.543,48.8,53.4,7.9,7.0,.507,17.1,26.2,.222
234,235,Oklahoma State NCAA,30,21,9,.700,13.65,9.78,11,7,10,3,8,4,2297,2181,1225,768,1869,.411,223,698,.319,422,586,.720,348,1082,371,241,135,440,552,73.0,97.5,.314,.373,.508,48.5,48.3,10.8,11.2,.471,17.0,29.8,.226
235,236,Oklahoma NCAA,27,16,11,.593,13.52,8.86,9,8,10,3,4,7,2012,1886,1095,687,1627,.422,223,625,.357,289,386,.749,266,977,327,152,82,349,444,69.2,99.6,.237,.384,.521,50.3,47.6,8.0,8.1,.491,16.2,27.4,.178
236,237,Old Dominion,23,15,8,.652,-1.10,-0.87,11,5,9,1,6,6,1571,1556,925,547,1305,.419,196,559,.351,266,382,.696,205,779,303,147,77,300,375,68.2,98.7,.293,.428,.523,48.5,55.4,9.3,8.4,.494,16.8,25.4,.204
237,238,Oral Roberts NCAA,29,18,11,.621,1.73,-0.04,10,5,8,3,5,7,2352,2192,1165,797,1839,.433,198,585,.338,400,573,.698,348,1145,352,163,86,393,490,73.6,102.2,.312,.318,.519,53.2,44.2,7.6,9.0,.487,15.7,31.2,.218
238,239,Oregon State NCAA,33,20,13,.606,11.48,10.82,10,10,10,6,4,6,2325,2232,1330,763,1806,.422,210,699,.300,496,687,.722,328,1110,414,175,92,400,600,66.2,101.5,.380,.387,.523,49.5,54.3,8.0,7.7,.481,15.8,29.1,.275
239,240,Oregon NCAA,29,21,7,.750,16.15,9.65,14,4,11,2,7,2,2097,1915,1160,693,1570,.441,209,611,.342,320,419,.764,249,898,379,138,78,385,439,65.8,100.4,.267,.389,.541,49.2,54.7,7.2,7.6,.508,17.9,27.3,.204
240,241,Pacific,18,9,9,.500,2.64,5.23,6,7,6,2,3,6,1256,1272,735,444,1017,.437,145,424,.342,239,328,.729,134,582,223,83,52,230,308,69.1,100.2,.323,.417,.542,48.3,50.2,6.5,6.6,.508,16.4,23.3,.235
241,242,Penn State,25,11,14,.440,13.53,13.89,7,12,7,5,3,8,1816,1825,1010,649,1398,.464,185,537,.345,342,469,.729,200,851,363,139,106,347,432,69.7,103.8,.335,.384,.563,48.2,55.9,7.9,11.7,.530,17.6,24.8,.245
242,243,Pennsylvania,0,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,244,Pepperdine,27,15,12,.556,5.65,5.01,7,6,7,5,3,5,2076,1988,1100,707,1616,.438,171,608,.281,403,549,.734,257,948,373,180,53,366,518,72.2,100.1,.340,.376,.530,50.0,52.8,9.1,5.1,.490,16.3,26.0,.249
244,245,Pittsburgh,22,10,12,.455,7.80,6.75,6,10,7,6,3,5,1566,1543,880,543,1249,.435,163,505,.323,294,415,.708,199,729,348,130,93,263,386,68.5,102.3,.332,.404,.533,46.4,64.1,8.6,10.9,.500,15.4,26.1,.235
245,246,Portland State,22,9,13,.409,-6.33,-4.66,6,8,7,6,2,6,1512,1463,885,498,1140,.437,139,383,.363,328,475,.691,163,762,273,125,64,360,418,70.6,93.7,.417,.336,.536,47.8,54.8,8.0,7.8,.498,20.9,23.0,.288
246,247,Portland,21,6,15,.286,-12.58,5.08,0,11,5,8,1,6,1459,1748,845,661,1315,.503,204,544,.375,222,298,.745,213,814,405,137,91,299,402,73.0,113.3,.227,.414,.600,57.6,61.3,8.9,12.4,.580,17.0,31.6,.169
247,248,Prairie View,21,16,5,.762,-8.02,-15.07,13,0,8,0,5,3,1497,1349,840,461,1097,.420,117,368,.318,310,505,.614,231,757,230,144,66,382,323,70.7,90.9,.460,.335,.505,50.6,49.9,9.7,8.2,.474,22.2,31.4,.283
248,249,Presbyterian,22,7,15,.318,-13.96,-9.00,5,12,5,6,2,9,1411,1476,885,506,1106,.458,138,399,.346,326,465,.701,184,703,254,156,81,331,411,66.8,99.9,.420,.361,.556,48.8,50.2,10.6,10.4,.520,20.0,27.3,.295
249,250,Princeton,0,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,251,Providence,26,13,13,.500,8.94,8.82,9,10,8,3,4,7,1816,1813,1060,668,1533,.436,154,518,.297,323,462,.699,278,947,326,165,87,299,459,67.2,101.8,.301,.338,.517,50.5,48.8,9.3,8.6,.486,14.6,29.9,.211
251,252,Purdue NCAA,28,18,10,.643,15.55,11.23,13,6,11,1,5,6,1989,1868,1130,657,1579,.416,228,716,.318,324,476,.681,235,880,394,155,96,315,515,66.5,99.4,.301,.453,.517,45.5,60.0,8.2,9.7,.488,14.9,24.1,.205
252,253,Quinnipiac,22,9,13,.409,-9.10,-7.60,7,10,8,5,1,5,1485,1518,895,531,1362,.390,141,469,.301,315,445,.708,240,873,270,158,87,277,403,72.0,94.2,.327,.344,.482,52.4,50.8,9.8,11.8,.442,15.0,27.8,.231
253,254,Radford,27,15,12,.556,-6.20,-6.60,12,6,9,5,6,6,1826,1745,1100,628,1501,.418,222,603,.368,267,366,.730,224,789,311,169,72,330,513,64.7,98.0,.244,.402,.521,44.1,49.5,9.5,8.0,.492,16.5,24.2,.178
254,255,Rhode Island,25,10,15,.400,5.29,4.93,7,10,6,3,2,9,1786,1777,1020,622,1494,.416,186,563,.330,347,500,.694,247,877,341,173,95,314,475,70.3,99.1,.335,.377,.513,47.7,54.8,9.6,9.7,.479,15.4,26.2,.232
255,256,Rice,28,15,13,.536,-3.73,-1.49,6,10,9,3,3,9,2068,2062,1120,790,1767,.447,217,613,.354,265,378,.701,265,982,411,216,97,350,447,72.5,101.6,.214,.347,.530,48.7,52.0,10.6,11.3,.508,15.2,25.6,.150
256,257,Richmond,23,14,9,.609,9.04,5.00,6,5,6,4,5,3,1717,1587,920,592,1284,.461,148,468,.316,255,366,.697,211,806,276,120,61,353,352,69.6,99.1,.285,.364,.544,53.8,46.6,7.5,7.3,.519,19.5,28.2,.199
257,258,Rider,23,6,17,.261,-12.24,-5.76,5,13,1,8,4,8,1553,1702,925,601,1299,.463,184,521,.353,316,468,.675,204,785,322,148,73,273,395,68.6,107.2,.360,.401,.559,50.6,53.6,9.3,8.0,.533,15.2,26.7,.243
258,259,Robert Morris,19,4,15,.211,-13.20,-5.53,3,12,3,6,1,9,1374,1494,790,527,1125,.468,162,421,.385,278,385,.722,220,715,276,122,50,261,291,68.5,110.4,.342,.374,.571,52.5,52.4,9.0,6.5,.540,16.6,33.4,.247
259,260,Rutgers NCAA,28,16,12,.571,14.14,12.50,10,10,10,4,4,6,1939,1893,1125,670,1612,.416,185,573,.323,368,523,.704,296,1019,377,190,92,362,450,68.3,98.6,.324,.355,.509,50.8,56.3,9.9,8.4,.473,16.3,29.2,.228
260,261,Sacramento State,20,8,12,.400,-7.76,-3.65,5,9,5,3,3,8,1443,1442,815,527,1090,.483,137,383,.358,251,337,.745,155,654,268,90,42,256,343,66.2,107.0,.309,.351,.577,51.1,50.9,6.7,5.3,.546,17.0,26.1,.230
261,262,Sacred Heart,18,9,9,.500,-12.19,-7.47,9,7,4,3,5,6,1265,1350,735,506,1119,.452,122,371,.329,216,309,.699,210,676,233,106,74,191,325,68.0,108.1,.276,.332,.533,51.1,46.0,8.5,12.1,.507,13.1,31.7,.193
262,263,Saint Francis (PA),22,6,16,.273,-10.30,-5.80,5,13,4,6,2,10,1515,1614,890,591,1302,.454,157,501,.313,275,383,.718,221,785,294,152,80,288,394,69.7,104.0,.294,.385,.544,50.2,49.7,9.8,9.4,.514,16.3,28.6,.211
263,264,Saint Joseph's,20,5,15,.250,-4.56,5.89,3,9,3,3,1,9,1443,1652,825,602,1278,.471,165,470,.351,283,401,.706,226,830,331,145,69,259,322,73.0,109.7,.314,.368,.562,55.1,55.0,9.6,11.0,.536,15.0,30.7,.221
264,265,Saint Louis,21,14,7,.667,11.76,2.19,6,4,12,1,1,4,1575,1374,840,467,1114,.419,143,425,.336,297,409,.726,155,624,241,139,84,286,341,68.7,95.3,.367,.382,.525,43.6,51.6,9.6,9.6,.483,17.9,22.1,.267
265,266,Saint Mary's (CA),24,14,10,.583,8.05,6.43,4,6,9,3,2,3,1542,1503,960,558,1300,.429,124,352,.352,263,364,.723,174,760,214,125,84,290,378,65.9,95.1,.280,.271,.510,47.9,38.4,7.9,10.1,.477,16.5,21.9,.202
266,267,Saint Peter's,25,14,11,.560,-5.48,-7.20,10,8,8,3,4,7,1580,1537,1000,511,1323,.386,166,494,.336,349,523,.667,250,879,281,168,103,382,435,68.0,90.4,.395,.373,.489,48.7,55.0,9.9,11.3,.449,19.6,27.7,.264
267,268,Sam Houston State,28,19,9,.679,-3.29,-4.87,13,3,12,1,7,6,2229,1969,1120,680,1612,.422,176,604,.291,433,615,.704,315,1044,378,181,84,495,500,74.7,94.1,.382,.375,.517,50.3,55.6,8.7,8.1,.476,20.6,30.6,.269
268,269,Samford,19,6,13,.316,-8.93,-1.63,2,9,4,5,2,7,1460,1510,775,501,1145,.438,196,563,.348,312,439,.711,178,686,300,152,55,271,320,75.0,103.9,.383,.492,.558,47.6,59.9,10.5,7.5,.523,16.7,25.0,.272
269,270,San Diego State NCAA,28,23,5,.821,14.36,2.99,14,3,13,2,6,2,2062,1713,1125,573,1461,.392,225,670,.336,342,465,.735,224,895,349,127,81,421,513,66.9,91.0,.318,.459,.509,47.2,60.9,6.7,8.6,.469,20.0,23.5,.234
270,271,San Diego,14,3,11,.214,-5.22,5.64,2,7,0,5,3,5,927,1079,565,388,822,.472,100,260,.385,203,278,.730,123,547,190,98,44,186,229,72.2,105.8,.338,.316,.565,53.8,49.0,9.6,7.6,.533,16.3,25.6,.247
271,272,San Francisco,25,11,14,.440,6.00,3.84,4,9,3,5,4,6,1786,1732,1000,605,1339,.452,122,374,.326,400,535,.748,197,879,279,139,78,345,372,69.5,99.7,.400,.279,.544,51.4,46.1,8.0,10.4,.497,17.8,24.6,.299
272,273,San Jose State,21,5,16,.238,-17.50,0.98,2,12,4,6,0,8,1381,1708,840,631,1398,.451,173,553,.313,273,380,.718,275,941,328,135,76,215,356,72.4,112.4,.272,.396,.541,56.6,52.0,8.9,10.0,.513,12.0,33.4,.195
273,274,Santa Clara,20,12,8,.600,-0.05,2.16,4,5,6,3,4,3,1393,1412,800,503,1212,.415,142,439,.323,264,362,.729,180,723,262,121,55,246,430,72.1,97.9,.299,.362,.510,49.8,52.1,8.4,7.2,.474,15.1,24.2,.218
274,275,Seattle,23,12,11,.522,-5.24,-3.51,4,5,6,3,3,6,1677,1578,925,531,1265,.420,151,458,.330,365,490,.745,230,867,282,118,66,362,439,70.5,96.8,.387,.362,.527,52.8,53.1,7.2,7.9,.479,19.5,29.9,.289
275,276,Seton Hall,27,14,13,.519,11.12,9.53,10,9,7,4,6,7,1924,1881,1095,680,1576,.431,198,541,.366,323,430,.751,282,936,329,177,93,356,480,67.8,101.3,.273,.343,.528,49.9,48.4,9.5,9.6,.494,16.7,29.8,.205
276,277,Siena,17,12,5,.706,-3.99,-8.58,12,4,6,2,6,2,1149,1071,680,400,979,.409,100,309,.324,171,242,.707,164,555,166,107,46,200,310,66.2,95.2,.247,.316,.490,48.3,41.5,9.5,7.9,.460,15.5,27.1,.175
277,278,South Alabama,28,17,11,.607,-6.03,-5.86,10,7,10,5,6,5,2075,1985,1135,700,1706,.410,292,880,.332,293,394,.744,342,1062,413,168,111,388,451,68.4,102.3,.231,.516,.524,51.6,59.0,8.7,12.1,.496,17.0,32.0,.172
278,279,South Carolina State,18,1,17,.056,-24.90,-7.56,1,7,1,6,0,11,1102,1414,720,504,1030,.489,134,376,.356,272,371,.733,195,699,279,135,60,295,298,72.5,108.3,.360,.365,.586,55.4,55.4,10.3,9.3,.554,19.7,33.4,.264
279,280,South Carolina Upstate,23,5,18,.217,-13.70,-5.20,5,11,3,8,2,10,1515,1712,920,609,1289,.472,169,483,.350,325,465,.699,225,824,321,162,65,301,371,68.9,108.0,.361,.375,.567,53.5,52.7,10.2,8.5,.538,16.6,29.8,.252
280,281,South Carolina,21,6,15,.286,3.39,10.01,4,12,3,6,2,7,1523,1662,840,566,1222,.463,167,454,.368,363,477,.761,219,796,310,162,93,348,369,75.4,104.9,.390,.372,.574,51.3,54.8,10.2,10.4,.532,19.4,31.0,.297
281,282,South Dakota State,23,16,7,.696,3.27,-2.05,9,3,8,1,4,2,1850,1690,920,606,1390,.436,195,557,.350,283,357,.793,161,714,296,146,69,252,438,71.9,102.2,.257,.401,.542,46.5,48.8,8.8,8.1,.506,13.9,20.0,.204
282,283,South Dakota,25,14,11,.560,-1.25,-3.50,11,4,7,2,5,4,1899,1805,1000,616,1465,.420,202,580,.348,371,504,.736,218,854,262,117,58,277,467,70.2,102.8,.344,.396,.530,49.5,42.5,6.7,6.0,.489,14.0,24.0,.253
283,284,South Florida,22,9,13,.409,-0.02,6.27,4,10,4,6,3,4,1449,1571,885,553,1238,.447,179,519,.345,286,402,.711,190,743,330,143,86,265,398,68.3,104.0,.325,.419,.550,47.2,59.7,9.5,10.1,.519,15.6,25.5,.231
284,285,Southeast Missouri State,27,11,16,.407,-10.18,-7.51,9,11,7,6,3,9,1864,1936,1110,672,1478,.455,191,528,.362,401,575,.697,214,890,368,185,90,377,512,68.9,101.3,.389,.357,.553,48.4,54.8,9.7,10.2,.519,17.7,23.6,.271
285,286,Southeastern Louisiana,26,8,18,.308,-17.40,-8.02,5,11,3,4,4,13,1775,2019,1055,700,1452,.482,204,570,.358,415,552,.752,246,940,404,174,85,417,562,71.6,107.0,.380,.393,.589,51.5,57.7,9.2,9.5,.552,19.6,30.0,.286
286,287,Southern California NCAA,33,25,8,.758,20.50,10.65,15,5,13,2,7,3,2473,2148,1340,780,2000,.390,234,702,.333,354,482,.734,344,1076,420,185,91,382,618,67.7,94.7,.241,.351,.482,45.6,53.8,8.2,6.9,.449,14.6,27.7,.177
287,288,SIU Edwardsville,26,9,17,.346,-14.94,-6.02,7,12,2,8,6,7,1709,1897,1040,680,1504,.452,195,578,.337,342,501,.683,281,909,401,207,60,357,450,69.8,104.6,.333,.384,.544,51.6,59.0,11.4,6.6,.517,17.0,31.0,.227
288,289,Southern Illinois,26,12,14,.462,-3.56,0.72,5,13,8,5,3,8,1704,1770,1050,662,1447,.457,200,588,.340,246,342,.719,208,889,377,166,83,328,399,65.8,102.5,.236,.406,.550,53.5,56.9,9.6,10.3,.527,16.9,24.7,.170
289,290,Southern Methodist,17,11,6,.647,10.97,4.44,7,4,6,2,5,2,1269,1158,680,395,976,.405,134,381,.352,234,344,.680,185,594,237,121,68,243,309,70.8,96.3,.352,.390,.508,48.8,60.0,10.1,10.8,.473,17.6,29.2,.240
290,291,Southern Mississippi,25,8,17,.320,-6.88,-2.10,4,13,6,7,2,9,1605,1668,1005,590,1395,.423,207,620,.334,281,403,.697,206,852,311,176,55,336,382,68.5,96.9,.289,.444,.526,49.2,52.7,10.2,5.6,.497,17.5,23.5,.201
291,292,Southern Utah,24,20,4,.833,0.63,-5.69,12,2,14,0,5,3,2021,1669,965,607,1428,.425,182,555,.328,273,409,.667,190,757,311,119,70,329,476,73.1,94.7,.286,.389,.514,44.5,51.2,6.7,8.2,.489,16.9,21.8,.191
292,293,Southern,19,8,11,.421,-13.49,-13.07,8,6,5,2,3,7,1327,1335,775,457,1088,.420,115,348,.330,306,444,.689,176,651,216,145,79,291,353,72.9,94.5,.408,.320,.514,48.5,47.3,10.3,10.5,.473,18.3,25.8,.281
293,294,St. Bonaventure NCAA,21,16,5,.762,13.44,4.49,11,4,8,1,4,3,1471,1283,840,454,1166,.389,154,502,.307,221,334,.662,219,708,258,103,67,263,328,65.3,93.6,.286,.431,.484,47.7,56.8,7.5,8.0,.455,16.6,29.0,.190
294,295,St. Francis (NY),19,9,10,.474,-10.23,-8.38,9,9,4,6,5,4,1476,1511,765,520,1125,.462,146,383,.381,325,440,.739,205,704,271,116,79,280,338,73.6,107.4,.391,.340,.566,50.6,52.1,8.2,9.2,.527,17.3,30.3,.289
295,296,St. John's (NY),27,16,11,.593,9.41,7.19,10,9,11,3,4,6,2132,2072,1095,756,1634,.463,206,603,.342,354,520,.681,287,1023,395,186,108,443,452,74.1,102.2,.318,.369,.551,51.3,52.2,9.2,9.3,.526,19.1,30.0,.217
296,297,Stanford,27,14,13,.519,10.15,10.01,10,10,5,4,6,6,1883,1879,1100,669,1609,.416,215,640,.336,326,435,.749,280,905,342,189,97,388,494,69.7,98.1,.270,.398,.517,50.0,51.1,9.9,9.6,.483,17.6,28.7,.203
297,298,Stephen F. Austin,21,16,5,.762,-1.63,-8.46,13,3,10,1,6,4,1686,1484,850,500,1134,.441,136,405,.336,348,466,.747,186,603,272,160,67,381,428,72.7,96.1,.411,.357,.547,44.6,54.4,10.4,7.5,.501,21.9,26.9,.307
298,299,Stetson,27,12,15,.444,-7.26,-4.51,7,9,7,5,3,8,1925,1896,1090,691,1545,.447,198,573,.346,316,454,.696,242,920,394,154,86,341,411,68.4,101.7,.294,.371,.538,49.0,57.0,8.3,9.3,.511,16.2,26.4,.205
299,300,Stony Brook,23,9,14,.391,-6.14,-4.73,7,9,5,5,4,8,1522,1509,930,533,1308,.407,173,521,.332,270,386,.699,227,816,290,150,67,305,413,67.7,95.8,.295,.398,.506,48.3,54.4,9.5,7.9,.474,17.0,27.0,.206
300,301,Syracuse NCAA,28,18,10,.643,13.27,8.59,9,7,13,1,2,7,2095,1964,1125,707,1724,.410,242,762,.318,308,415,.742,355,1060,484,166,89,391,438,69.3,100.8,.241,.442,.511,51.7,68.5,8.5,8.9,.480,16.9,33.5,.179
301,302,Tarleton State,20,10,10,.500,-7.28,-3.02,5,7,6,3,4,7,1467,1246,800,398,985,.404,157,455,.345,293,409,.716,187,672,282,69,75,389,374,69.2,90.1,.415,.462,.528,51.3,70.9,5.0,8.9,.484,24.8,28.5,.297
302,303,Temple,16,5,11,.313,2.57,5.57,4,10,3,5,2,5,1053,1101,640,385,944,.408,123,359,.343,208,299,.696,169,592,213,90,55,175,290,68.3,100.7,.317,.380,.507,50.5,55.3,8.2,10.3,.473,13.9,28.1,.220
303,304,Tennessee-Martin,24,8,16,.333,-19.41,-5.89,6,14,6,7,2,9,1571,1847,970,650,1341,.485,207,562,.368,340,486,.700,257,886,413,164,79,348,402,68.7,110.8,.362,.419,.588,53.3,63.5,9.8,8.8,.562,18.1,33.3,.254
304,305,Tennessee State,23,4,19,.174,-14.10,-7.23,3,17,4,8,0,11,1573,1702,930,575,1292,.445,161,474,.340,391,559,.699,250,878,299,140,96,374,400,72.5,101.0,.433,.367,.546,53.1,52.0,8.3,11.1,.507,19.4,30.9,.303
305,306,Tennessee Tech,27,5,22,.185,-14.13,-3.84,5,15,5,6,0,16,1797,2075,1085,776,1615,.480,219,620,.353,304,431,.705,255,930,490,197,78,345,391,70.2,109.0,.267,.384,.570,50.6,63.1,10.4,9.0,.548,15.9,27.8,.188
306,307,Tennessee NCAA,27,18,9,.667,16.87,8.46,10,7,13,3,4,4,1941,1714,1080,599,1492,.401,184,568,.324,332,456,.728,272,917,278,175,73,424,521,68.7,92.3,.306,.381,.502,48.6,46.4,9.4,7.2,.463,19.9,28.8,.223
307,308,Texas A&M-Corpus Christi,24,5,19,.208,-16.77,-6.10,2,13,4,8,1,10,1554,1716,960,616,1402,.439,158,487,.324,326,441,.739,239,871,360,205,68,338,426,71.3,100.4,.315,.347,.532,51.7,58.4,12.0,8.2,.496,17.3,28.2,.233
308,309,Texas A&M,18,8,10,.444,2.20,4.86,2,8,6,4,2,4,1157,1205,720,432,959,.450,155,455,.341,186,284,.655,174,580,293,120,68,271,307,66.1,101.3,.296,.474,.551,49.1,67.8,10.1,11.8,.531,19.9,30.1,.194
309,310,UT Arlington,26,13,13,.500,-7.23,-4.57,9,8,9,4,3,8,1916,1827,1045,659,1558,.423,197,552,.357,312,445,.701,287,1018,393,160,80,383,409,71.6,97.6,.286,.354,.516,51.1,59.6,8.5,8.0,.486,17.8,30.0,.200
310,311,TCU,26,12,14,.462,2.61,6.99,5,11,6,7,3,6,1738,1852,1045,684,1523,.449,177,528,.335,307,447,.687,267,893,402,182,93,301,420,67.6,104.9,.293,.347,.534,49.8,58.8,10.3,10.2,.507,14.8,29.3,.202
311,312,UTEP,24,12,12,.500,1.07,1.26,8,8,10,2,2,9,1698,1644,965,573,1322,.433,148,430,.344,350,491,.713,193,849,266,124,65,316,380,69.6,97.9,.371,.325,.529,50.6,46.4,7.4,7.2,.489,16.9,23.8,.265
312,313,Texas-Rio Grande Valley,19,9,10,.474,-9.63,-5.23,2,5,8,3,1,6,1376,1287,760,436,1073,.406,105,351,.299,310,453,.684,224,757,259,126,59,355,419,74.5,91.0,.422,.327,.500,50.5,59.4,8.9,8.0,.455,21.6,31.5,.289
313,314,UTSA,26,15,11,.577,-1.22,-0.17,9,7,12,2,2,8,2050,1906,1040,650,1537,.423,199,589,.338,407,545,.747,250,952,328,144,80,361,409,73.4,99.9,.355,.383,.531,48.7,50.5,7.5,7.3,.488,16.7,26.3,.265
314,315,Texas Southern NCAA,26,17,9,.654,-6.15,-9.03,10,3,8,2,5,6,1921,1806,1045,626,1563,.401,189,610,.310,365,522,.699,261,928,314,165,94,378,501,73.9,93.6,.334,.390,.499,46.6,50.2,8.5,8.2,.461,17.3,25.8,.234
315,316,Texas State,25,18,7,.720,-3.85,-7.37,12,3,8,3,9,3,1660,1543,1015,537,1274,.422,179,513,.349,290,416,.697,201,744,283,148,72,374,404,64.7,94.0,.327,.403,.524,47.5,52.7,9.0,7.2,.492,20.3,25.4,.228
316,317,Texas Tech NCAA,29,18,11,.621,16.59,7.28,9,8,11,4,5,4,2103,1833,1170,631,1533,.412,200,585,.342,371,545,.681,284,965,284,159,87,465,576,67.1,93.4,.356,.382,.511,48.8,45.0,8.1,7.6,.477,20.6,29.4,.242
317,318,Texas NCAA,27,19,8,.704,15.51,9.36,11,6,8,5,6,2,2008,1842,1095,644,1579,.408,166,523,.317,388,567,.684,278,928,267,169,84,339,481,69.5,96.7,.359,.331,.498,47.3,41.5,8.9,9.4,.460,15.5,27.2,.246
318,319,Toledo,30,21,9,.700,6.59,-1.88,15,4,12,1,7,5,2433,2179,1215,811,1905,.426,228,766,.298,329,451,.729,358,1120,368,162,87,374,530,70.2,102.2,.237,.402,.514,49.8,45.4,7.6,8.5,.486,15.0,30.7,.173
319,320,Towson,18,4,14,.222,-9.83,-2.33,3,9,4,4,0,6,1214,1349,730,478,1067,.448,167,436,.383,226,313,.722,192,626,232,98,59,195,318,66.8,110.6,.293,.409,.555,48.5,48.5,8.0,7.9,.526,13.8,30.3,.212
320,321,Troy,28,11,17,.393,-12.06,-4.06,4,12,7,4,2,11,1829,1942,1125,696,1627,.428,221,622,.355,329,490,.671,262,1008,372,224,110,375,516,70.2,98.4,.301,.382,.522,48.8,53.4,11.3,11.3,.496,16.8,25.8,.202
321,322,Tulane,23,10,13,.435,1.03,3.59,4,12,6,6,3,6,1470,1529,920,538,1281,.420,197,551,.358,256,384,.667,247,890,367,122,78,344,388,67.8,98.1,.300,.430,.522,54.2,68.2,7.8,10.2,.497,19.0,30.6,.200
322,323,Tulsa,23,11,12,.478,4.19,5.43,7,9,7,5,4,4,1573,1509,920,520,1272,.409,181,540,.335,288,441,.653,252,806,287,172,58,338,394,68.0,96.4,.347,.425,.509,50.8,55.2,11.0,7.7,.480,18.6,30.4,.226
323,324,UCLA NCAA,32,22,10,.688,16.30,11.34,13,6,11,1,5,6,2349,2190,1325,798,1811,.441,230,683,.337,364,510,.714,253,1008,397,157,93,377,577,65.4,101.1,.282,.377,.533,47.4,49.7,7.2,7.3,.504,15.5,23.9,.201
324,325,Utah State NCAA,29,20,9,.690,10.99,1.32,13,4,10,2,5,3,2105,1808,1160,640,1640,.390,221,664,.333,307,414,.742,222,881,334,192,103,396,514,69.5,89.7,.252,.405,.492,42.7,52.2,9.5,8.8,.458,17.7,21.3,.187
325,326,Utah Valley,22,11,11,.500,-3.41,-1.61,9,4,8,4,3,6,1632,1635,885,565,1325,.426,157,458,.343,348,459,.758,193,713,304,148,68,249,470,72.0,102.7,.346,.346,.530,45.5,53.8,9.3,7.5,.486,13.9,23.9,.263
326,327,Utah,25,12,13,.480,11.86,9.54,8,11,8,5,3,7,1803,1745,1010,639,1427,.448,183,508,.360,284,390,.728,250,849,328,158,97,335,429,67.6,102.2,.273,.356,.541,52.1,51.3,9.3,10.6,.512,17.2,29.5,.199
327,328,Valparaiso,28,10,18,.357,-4.21,1.14,7,11,6,6,4,11,1821,1902,1130,701,1606,.436,191,574,.333,309,446,.693,252,1032,370,170,68,365,427,68.3,98.5,.278,.357,.523,52.9,52.8,8.8,7.2,.496,16.7,25.8,.192
328,329,Vanderbilt,25,9,16,.360,6.14,6.74,3,13,6,7,2,8,1794,1809,1000,646,1411,.458,178,526,.338,339,475,.714,237,867,340,170,105,345,439,69.6,103.9,.337,.373,.553,50.7,52.6,9.8,14.0,.521,17.4,28.4,.240
329,330,Vermont,15,10,5,.667,1.99,-7.61,10,4,6,3,4,2,1095,951,610,330,810,.407,101,324,.312,190,271,.701,120,467,145,76,33,192,291,66.4,93.9,.335,.400,.507,47.1,43.9,7.5,6.7,.470,17.0,23.2,.235
