,Rk,School,G,Overall.W,Overall.L,W-L%,SRS,SOS,Conf.W,Conf.L,Home.W,Home.L,Away.W,Away.L,Tm.,Opp.,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
315,316,Texas,37,21,16,.568,16.06,11.46,8,10,15,6,2,8,2628,2458,1495,929,2146,.433,325,934,.348,445,637,.699,358,1264,486,227,152,401,627,66.4,105.9,.297,.435,.537,49.3,52.3,9.1,11.4,.509,14.1,27.8,.207
316,317,Toledo,33,25,8,.758,8.21,0.71,13,5,14,2,8,5,2537,2256,1330,901,1990,.453,325,859,.378,410,531,.772,327,1281,538,170,152,402,517,69.7,109.4,.267,.432,.566,52.5,59.7,7.3,11.5,.534,15.2,28.2,.206
317,318,Towson,32,10,22,.313,-8.44,-3.57,6,12,5,8,4,8,2170,2294,1310,810,1860,.435,180,550,.327,370,532,.695,389,1184,319,154,94,390,561,64.5,102.7,.286,.296,.514,53.7,39.4,7.3,9.7,.484,15.6,34.6,.199
318,319,Troy,30,12,18,.400,-6.12,-1.01,5,13,8,8,4,10,2179,2242,1210,773,1719,.450,236,704,.335,397,550,.722,277,1021,392,171,135,408,523,69.6,103.6,.320,.410,.550,48.8,50.7,8.1,12.3,.518,17.1,27.1,.231
319,320,Tulane,31,4,27,.129,-6.72,3.63,0,18,3,12,0,11,2082,2403,1240,733,1783,.411,213,670,.318,403,585,.689,298,1131,444,147,109,467,535,72.0,93.4,.328,.376,.505,48.6,60.6,6.6,9.1,.471,18.5,26.2,.226
320,321,Tulsa,32,18,14,.563,4.65,3.86,8,10,14,3,3,8,2296,2271,1290,776,1732,.448,222,652,.340,522,751,.695,239,1119,430,176,76,404,529,69.9,101.9,.434,.376,.550,48.7,55.4,7.8,7.0,.512,16.2,22.5,.301
321,322,UCLA,33,17,16,.515,7.17,6.78,9,9,13,5,3,7,2580,2567,1335,919,2012,.457,256,721,.355,486,768,.633,380,1361,472,194,136,467,563,73.7,105.0,.382,.358,.543,52.8,51.4,7.9,10.7,.520,16.4,30.8,.242
322,323,Utah State NCAA,35,28,7,.800,11.98,0.89,15,3,14,1,9,4,2753,2349,1410,959,2038,.471,274,772,.355,559,747,.748,377,1405,598,215,147,449,649,70.0,111.5,.367,.379,.575,56.2,62.4,8.7,12.2,.538,15.8,31.9,.274
323,324,Utah Valley,35,25,10,.714,3.00,-2.30,12,4,14,1,8,8,2697,2474,1400,930,1929,.482,283,740,.382,554,764,.725,318,1271,484,201,89,487,612,70.4,109.5,.396,.384,.588,53.1,52.0,8.2,6.7,.555,17.5,28.3,.287
324,325,Utah,31,17,14,.548,6.13,5.10,11,7,10,5,6,5,2343,2311,1245,805,1735,.464,298,806,.370,435,616,.706,317,1096,440,144,80,409,548,67.9,110.9,.355,.465,.578,52.3,54.7,6.8,7.0,.550,16.8,30.7,.251
325,326,Valparaiso,33,15,18,.455,-3.38,-1.00,7,11,8,7,5,8,2205,2187,1335,802,1783,.450,185,585,.316,416,595,.699,294,1115,431,202,101,439,546,66.4,99.5,.334,.328,.534,50.8,53.7,9.1,8.6,.502,17.5,27.0,.233
326,327,Vanderbilt,32,9,23,.281,3.57,7.79,0,18,8,10,1,10,2180,2315,1285,736,1750,.421,230,739,.311,478,710,.673,325,1139,371,154,126,454,568,68.9,98.5,.406,.422,.522,50.1,50.4,7.0,10.4,.486,17.9,28.9,.273
327,328,Vermont NCAA,34,27,7,.794,4.88,-4.18,14,2,16,2,11,4,2508,2143,1370,864,1887,.458,273,761,.359,507,678,.748,304,1194,399,188,136,377,568,66.5,110.2,.359,.403,.568,53.2,46.2,8.3,11.9,.530,14.6,27.3,.269
328,329,Villanova NCAA,36,26,10,.722,14.33,7.97,13,5,13,2,5,6,2654,2425,1455,884,2019,.438,380,1081,.352,506,695,.728,368,1253,503,194,106,388,580,65.0,112.2,.344,.535,.565,51.3,56.9,8.2,8.7,.532,14.2,30.1,.251
329,330,Virginia Commonwealth NCAA,33,25,8,.758,11.96,2.87,16,2,16,1,8,4,2344,2044,1330,820,1872,.438,235,771,.305,469,669,.701,358,1208,450,263,148,458,650,69.0,102.1,.357,.412,.535,50.8,54.9,11.5,12.2,.501,17.3,31.0,.251
330,331,VMI,32,11,21,.344,-10.50,0.09,4,14,8,7,2,13,2433,2617,1290,843,1974,.427,323,899,.359,424,581,.730,280,1110,442,217,61,390,541,73.5,102.6,.294,.455,.541,47.2,52.4,9.1,5.1,.509,14.8,23.0,.215
331,332,Virginia Tech NCAA,35,26,9,.743,19.28,7.79,12,6,14,2,5,5,2574,2172,1410,893,1900,.470,327,831,.394,461,606,.761,310,1142,531,236,78,392,532,64.4,113.3,.319,.437,.588,51.9,59.5,10.4,8.4,.556,15.2,29.2,.243
332,333,Virginia NCAA,38,35,3,.921,25.46,10.15,16,2,15,1,10,1,2714,2132,1535,974,2056,.474,321,813,.395,445,598,.744,342,1326,544,211,149,342,542,60.8,116.3,.291,.395,.580,53.9,55.9,9.0,13.0,.552,12.8,29.7,.216
333,334,Wagner,30,13,17,.433,-12.99,-7.63,8,10,7,7,6,10,1974,2044,1205,655,1696,.386,236,773,.305,428,575,.744,378,1095,351,184,108,414,639,66.4,98.7,.339,.456,.501,52.0,53.6,9.2,12.0,.456,17.4,33.9,.252
334,335,Wake Forest,31,11,20,.355,1.21,8.47,4,14,8,8,1,10,2119,2344,1250,714,1812,.394,197,640,.308,494,681,.725,399,1174,329,150,77,417,555,68.8,98.6,.376,.353,.496,52.2,46.1,7.0,7.2,.448,16.3,33.7,.273
335,336,Washington State,32,11,21,.344,-1.67,2.20,4,14,9,7,2,8,2393,2517,1280,833,1861,.448,301,828,.364,426,564,.755,276,1076,478,169,89,440,554,71.6,104.4,.303,.445,.562,48.2,57.4,7.4,7.8,.528,17.1,25.2,.229
336,337,Washington NCAA,36,27,9,.750,12.01,7.01,15,3,15,1,7,4,2511,2331,1445,883,1956,.451,273,780,.350,472,679,.695,334,1129,419,323,206,479,653,67.4,103.2,.347,.399,.551,47.6,47.5,13.3,16.3,.521,17.4,28.8,.241
337,338,Weber State,33,18,15,.545,-4.37,-6.12,11,9,10,5,5,7,2617,2454,1330,920,1934,.476,249,684,.364,528,708,.746,220,1177,383,179,140,382,609,73.4,107.2,.366,.354,.576,48.9,41.6,7.3,10.0,.540,14.4,19.7,.273
338,339,West Virginia,36,15,21,.417,6.94,10.57,4,14,11,7,0,10,2655,2786,1460,901,2181,.413,269,852,.316,584,849,.688,519,1425,488,223,126,557,707,71.7,101.5,.389,.391,.514,53.1,54.2,8.5,9.4,.475,17.7,36.6,.268
339,340,Western Carolina,32,7,25,.219,-9.28,0.34,4,14,4,8,3,14,2304,2563,1295,792,1744,.454,296,800,.370,424,628,.675,303,1135,389,135,53,577,671,71.3,99.8,.360,.459,.564,52.4,49.1,5.8,4.6,.539,22.0,28.7,.243
340,341,Western Illinois,31,10,21,.323,-10.04,-5.18,4,12,7,6,2,14,2198,2272,1245,818,1860,.440,241,626,.385,321,440,.730,254,1100,319,165,132,353,487,69.5,101.6,.237,.337,.531,48.9,39.0,7.6,11.4,.505,14.6,22.7,.173
341,342,Western Kentucky,34,20,14,.588,3.14,0.96,11,7,10,4,6,8,2429,2355,1380,853,1910,.447,199,608,.327,524,724,.724,338,1256,417,235,174,466,528,69.0,102.1,.379,.318,.539,51.6,48.9,9.9,14.4,.499,17.1,29.0,.274
342,343,Western Michigan,32,8,24,.250,-6.26,1.48,2,16,5,9,2,14,2246,2439,1300,774,1822,.425,228,723,.315,470,680,.691,345,1197,374,147,78,490,564,70.2,98.5,.373,.397,.524,51.5,48.3,6.4,6.5,.487,18.6,30.0,.258
343,344,Wichita State,37,22,15,.595,7.72,5.91,10,8,10,4,7,7,2609,2542,1485,929,2277,.408,276,890,.310,475,655,.725,452,1417,499,174,135,446,705,69.3,101.4,.288,.391,.504,52.1,53.7,6.8,10.3,.469,14.7,32.1,.209
344,345,William & Mary,31,14,17,.452,-4.78,-2.08,10,8,9,5,5,11,2321,2385,1265,841,1773,.474,254,735,.346,385,576,.668,251,1057,529,158,146,390,516,69.2,106.1,.325,.415,.567,49.9,62.9,7.2,12.4,.546,16.0,24.2,.217
345,346,Winthrop,30,18,12,.600,-2.89,-3.74,10,6,11,3,7,8,2499,2358,1210,855,1878,.455,372,997,.373,417,565,.738,330,1232,460,134,83,456,535,75.1,110.0,.301,.531,.582,53.4,53.8,5.9,7.2,.554,17.5,29.8,.222
346,347,Wisconsin NCAA,34,23,11,.676,17.90,11.01,14,6,12,3,8,5,2333,2099,1385,874,1945,.449,241,672,.359,344,531,.648,283,1197,430,177,140,327,511,64.8,103.9,.273,.346,.531,49.8,49.2,7.9,11.0,.511,13.0,24.3,.177
347,348,Wofford NCAA,35,30,5,.857,13.92,0.80,18,0,15,1,11,3,2879,2295,1410,1044,2132,.490,385,929,.414,406,577,.704,365,1232,528,233,105,377,589,68.5,119.2,.271,.436,.598,54.5,50.6,9.6,9.1,.580,13.5,32.5,.190
348,349,Wright State,35,21,14,.600,3.29,-0.89,13,5,15,2,5,8,2561,2365,1405,885,2028,.436,281,818,.344,510,692,.737,382,1229,484,214,72,402,545,67.4,108.1,.341,.403,.543,52.3,54.7,9.0,6.1,.506,14.6,31.3,.251
349,350,Wyoming,32,8,24,.250,-9.75,0.19,4,14,6,10,1,11,2105,2411,1285,690,1656,.417,248,720,.344,477,660,.723,167,983,331,176,88,450,588,70.2,93.3,.399,.435,.534,44.7,48.0,7.8,7.9,.492,18.6,15.6,.288
350,351,Xavier,35,19,16,.543,9.61,8.06,9,9,13,5,4,8,2526,2472,1420,922,1977,.466,245,740,.331,437,644,.679,371,1281,519,190,128,450,550,66.5,107.0,.326,.374,.553,53.4,56.3,8.1,10.6,.528,16.5,32.2,.221
351,352,Yale NCAA,30,22,8,.733,5.52,-1.24,10,4,11,2,8,5,2427,2202,1215,893,1812,.493,230,634,.363,411,557,.738,259,1157,503,177,131,392,510,72.9,109.7,.307,.350,.584,52.9,56.3,8.0,11.2,.556,15.9,25.8,.227
352,353,Youngstown State,32,12,20,.375,-7.78,-2.05,8,10,6,7,5,11,2415,2526,1305,879,2057,.427,303,891,.340,354,505,.701,418,1207,449,210,115,423,656,70.6,104.8,.246,.433,.526,51.5,51.1,9.1,9.9,.501,15.6,33.7,.172
