,Rk,School,G,Overall.W,Overall.L,W-L%,SRS,SOS,Conf.W,Conf.L,Home.W,Home.L,Away.W,Away.L,Tm.,Opp.,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
21,22,Baylor,34,19,15,.559,14.60,9.17,8,10,15,5,2,9,2571,2369,1375,941,2007,.469,217,608,.357,470,640,.734,400,1292,516,185,152,463,608,68.5,109.1,.319,.303,.556,54.2,54.8,7.9,12.2,.523,16.7,35.6,.234
22,23,Belmont,33,24,9,.727,5.54,-2.88,15,3,14,2,9,6,2562,2284,1320,901,1853,.486,378,1005,.376,382,517,.739,258,1133,529,161,82,410,531,68.5,113.3,.279,.542,.610,51.5,58.7,7.1,6.5,.588,16.3,25.2,.206
23,24,Bethune-Cookman,32,18,14,.563,-12.19,-12.46,12,4,10,3,8,10,2621,2543,1290,903,2039,.443,241,759,.318,575,820,.701,424,1346,501,202,123,507,670,77.7,104.6,.402,.372,.540,52.1,55.5,8.1,8.9,.502,17.3,33.5,.282
24,25,Binghamton,31,11,20,.355,-10.27,-6.34,2,14,7,7,3,12,2147,2181,1245,787,1775,.443,235,671,.350,338,528,.640,283,1066,376,170,131,381,522,67.9,101.6,.297,.378,.530,49.6,47.8,8.0,11.6,.510,15.8,26.0,.190
25,26,Boise State,32,23,9,.719,11.21,3.05,13,5,15,1,6,6,2502,2210,1300,878,1903,.461,307,809,.379,439,595,.738,321,1232,427,183,70,433,573,70.7,108.9,.313,.425,.572,55.9,48.6,8.0,5.9,.542,16.5,29.4,.231
26,27,Boston College,35,19,16,.543,9.00,7.20,7,11,14,3,2,11,2673,2610,1415,948,2105,.450,298,831,.359,479,646,.741,369,1293,492,175,110,441,570,70.1,107.7,.307,.395,.554,51.6,51.9,7.1,8.8,.521,15.5,29.6,.228
27,28,Boston University,31,15,16,.484,-8.33,-5.83,10,8,6,7,9,9,2186,2226,1240,800,1730,.462,229,614,.373,357,559,.639,301,1044,420,229,103,427,531,68.7,102.6,.323,.355,.548,50.1,52.5,10.8,9.8,.529,17.6,29.0,.206
28,29,Bowling Green State,32,16,16,.500,-6.38,-2.88,7,11,9,6,6,9,2429,2490,1305,827,1963,.421,241,690,.349,534,730,.732,372,1226,425,189,82,408,569,71.9,103.6,.372,.352,.526,51.2,51.4,8.1,6.6,.483,15.0,30.0,.272
29,30,Bradley,33,20,13,.606,2.07,0.35,9,9,13,2,4,9,2223,2136,1320,768,1788,.430,217,613,.354,470,665,.707,359,1178,447,214,133,441,626,66.3,101.7,.372,.343,.528,51.8,58.2,9.8,12.9,.490,17.3,31.9,.263
30,31,Brigham Young,35,24,11,.686,8.05,1.53,11,7,13,3,7,6,2600,2372,1415,919,1905,.482,225,649,.347,537,716,.750,242,1146,533,224,133,403,596,67.9,108.2,.376,.341,.579,51.0,58.0,9.3,11.0,.541,15.2,22.4,.282
31,32,Brown,27,11,16,.407,-7.78,-4.67,4,10,8,5,3,11,2080,2133,1100,695,1631,.426,186,588,.316,504,667,.756,310,988,338,174,81,364,565,72.7,104.0,.409,.361,.534,50.7,48.6,8.7,8.1,.483,15.7,30.3,.309
32,33,Bryant,31,3,28,.097,-18.75,-5.42,2,16,1,11,2,17,2169,2582,1245,771,1881,.410,259,755,.343,368,522,.705,312,1000,417,190,43,401,600,71.0,98.2,.278,.401,.509,44.7,54.1,8.6,3.9,.479,15.9,26.1,.196
33,34,Bucknell NCAA,35,25,10,.714,4.49,-3.46,16,2,15,1,10,8,2837,2559,1420,965,2050,.471,280,804,.348,627,872,.719,325,1281,505,194,152,437,655,72.4,110.3,.425,.392,.576,50.8,52.3,7.5,10.4,.539,15.1,27.0,.306
34,35,Buffalo NCAA,36,27,9,.750,7.99,0.25,15,3,14,1,8,5,3047,2742,1455,1105,2334,.473,351,948,.370,486,695,.699,430,1388,597,225,146,446,755,73.9,113.4,.298,.406,.572,51.4,54.0,8.4,10.1,.549,14.3,31.8,.208
35,36,Butler NCAA,35,21,14,.600,16.92,10.55,9,9,14,3,3,7,2763,2540,1430,1020,2155,.473,287,805,.357,436,562,.776,324,1198,489,232,100,391,642,69.6,111.1,.261,.374,.570,51.3,47.9,9.3,8.2,.540,13.9,27.4,.202
36,37,Cal Poly,31,9,22,.290,-11.56,-1.83,4,12,7,6,1,13,2082,2302,1270,721,1817,.397,267,746,.358,373,478,.780,291,1034,372,154,122,366,565,66.6,98.4,.263,.411,.509,47.5,51.6,7.3,10.2,.470,15.2,25.8,.205
37,38,Cal State Bakersfield,30,12,18,.400,-6.58,-0.73,5,9,8,4,3,12,1981,2068,1200,697,1670,.417,185,613,.302,402,578,.696,343,1068,387,182,87,416,597,67.4,97.9,.346,.367,.509,51.4,55.5,9.0,9.6,.473,17.6,32.3,.241
38,39,Cal State Fullerton NCAA,32,20,12,.625,-0.93,-1.03,10,6,9,4,7,7,2318,2245,1290,804,1721,.467,167,500,.334,543,745,.729,280,1123,403,201,106,455,578,69.9,102.7,.433,.291,.559,51.1,50.1,8.9,8.6,.516,18.0,27.1,.316
39,40,Cal State Northridge,30,6,24,.200,-13.50,-3.53,3,13,4,9,2,13,1983,2206,1215,731,1689,.433,186,514,.362,335,473,.708,247,940,366,149,74,365,533,66.5,98.2,.280,.304,.518,46.0,50.1,7.4,6.3,.488,16.0,24.0,.198
40,41,UC Davis,33,22,11,.667,0.87,-1.84,12,4,10,2,9,7,2388,2241,1360,834,1792,.465,213,572,.372,505,705,.716,267,1064,409,233,77,425,644,67.3,104.3,.393,.319,.561,48.4,49.0,10.2,6.9,.525,16.7,24.9,.282
41,42,UC Irvine,35,18,17,.514,-0.22,-0.34,11,5,7,5,7,10,2440,2350,1410,900,2061,.437,220,657,.335,420,593,.708,420,1443,430,178,140,487,719,68.5,101.0,.288,.319,.521,55.0,47.8,7.4,10.7,.490,17.2,33.1,.204
42,43,UC Riverside,31,9,22,.290,-8.50,-1.54,4,12,6,8,3,13,2024,2163,1245,716,1779,.402,185,597,.310,407,580,.702,310,1089,389,190,95,428,617,69.8,93.2,.326,.336,.493,47.7,54.3,8.7,8.9,.454,17.2,26.9,.229
43,44,UC Santa Barbara,32,23,9,.719,2.10,-3.37,11,5,12,2,9,6,2425,2211,1285,877,1891,.464,257,674,.381,414,594,.697,326,1176,481,154,118,337,536,68.1,110.9,.314,.356,.558,52.1,54.8,7.0,9.8,.532,13.4,29.3,.219
44,45,California,32,8,24,.250,-3.40,6.05,2,16,5,12,3,8,2166,2483,1285,767,1887,.406,148,518,.286,484,717,.675,426,1140,313,220,154,470,648,70.6,95.6,.380,.275,.486,50.5,40.8,9.7,14.0,.446,17.4,34.7,.256
45,46,Campbell,34,18,16,.529,-5.68,-6.68,10,8,14,4,4,11,2581,2412,1370,891,1867,.477,313,806,.388,486,648,.750,231,1085,482,228,137,403,579,68.6,109.8,.347,.432,.593,48.5,54.1,9.7,11.1,.561,15.6,21.5,.260
46,47,Canisius,33,21,12,.636,0.44,-4.80,15,3,11,3,8,8,2519,2346,1325,901,1942,.464,304,874,.348,413,581,.711,336,1101,553,232,95,430,624,69.9,108.9,.299,.450,.568,49.5,61.4,10.0,8.1,.542,16.2,29.9,.213
47,48,Central Arkansas,35,18,17,.514,-5.83,-5.97,10,8,9,5,8,11,2819,2766,1425,980,2162,.453,286,804,.356,573,780,.735,359,1271,566,233,180,480,690,74.3,106.5,.361,.372,.557,47.5,57.8,8.8,12.1,.519,15.9,27.2,.265
48,49,Central Connecticut State,32,14,18,.438,-11.62,-7.59,7,11,8,4,6,14,2171,2300,1305,788,1740,.453,198,601,.329,397,568,.699,321,1130,397,161,107,473,549,66.3,100.3,.326,.345,.540,52.3,50.4,7.4,9.7,.510,19.1,31.1,.228
49,50,Central Florida,32,19,13,.594,4.76,3.76,9,9,12,4,5,6,2007,1975,1285,690,1627,.424,177,538,.329,450,702,.641,305,1108,339,169,111,431,488,64.9,96.2,.431,.331,.512,50.5,49.1,8.1,9.4,.478,18.0,28.5,.277
50,51,Central Michigan,36,21,15,.583,-1.39,-3.24,7,11,12,5,6,9,2835,2661,1465,953,2187,.436,356,1037,.343,573,711,.806,408,1305,492,228,119,417,573,69.1,112.0,.325,.474,.561,50.7,51.6,9.0,9.4,.517,14.2,31.4,.262
51,52,Charleston Southern,31,15,16,.484,-8.16,-6.16,9,9,9,6,6,10,2232,2133,1260,802,1793,.447,208,631,.330,420,581,.723,345,1071,368,224,106,408,517,67.5,105.0,.324,.352,.539,51.2,45.9,10.5,11.8,.505,16.5,31.6,.234
52,53,Charlotte,29,6,23,.207,-10.13,0.27,2,16,4,11,2,12,2066,2317,1165,706,1634,.432,198,563,.352,456,637,.716,270,990,319,165,65,428,524,72.2,98.2,.390,.345,.533,48.7,45.2,7.8,5.7,.493,18.1,26.3,.279
53,54,Chattanooga,33,10,23,.303,-11.09,-4.05,3,15,8,8,1,14,2289,2424,1345,784,1804,.435,276,776,.356,445,626,.711,307,1072,421,166,69,460,507,67.4,101.1,.347,.430,.545,49.2,53.7,7.3,5.6,.511,18.0,27.2,.247
54,55,Chicago State,32,3,29,.094,-21.53,1.17,1,13,3,8,0,19,2171,2756,1280,774,1898,.408,169,549,.308,454,627,.724,323,1042,367,232,81,483,697,74.0,91.7,.330,.289,.494,45.5,47.4,9.8,7.0,.452,18.0,26.7,.239
55,56,Cincinnati NCAA,36,31,5,.861,20.25,3.53,16,2,15,1,9,2,2673,2071,1440,944,2100,.450,262,742,.353,523,756,.692,479,1413,570,256,194,404,561,66.1,112.3,.360,.353,.543,55.6,60.4,10.8,15.8,.512,14.1,38.5,.249
56,57,The Citadel,32,11,21,.344,-13.64,-2.95,5,13,7,8,3,12,2639,2819,1290,889,2148,.414,386,1133,.341,475,673,.706,376,1183,528,301,99,477,586,79.6,102.8,.313,.527,.535,46.1,59.4,11.7,8.2,.504,16.2,27.5,.221
57,58,Clemson NCAA,35,25,10,.714,17.16,9.25,11,7,15,1,4,6,2584,2307,1410,899,1971,.456,288,786,.366,498,660,.755,313,1256,463,198,169,414,564,67.5,108.5,.335,.399,.566,51.7,51.5,8.3,13.3,.529,15.3,27.1,.253
58,59,Cleveland State,35,12,23,.343,-10.82,-3.64,6,12,7,7,2,15,2402,2613,1410,853,1965,.434,294,863,.341,402,572,.703,270,1063,456,231,90,458,595,69.2,98.5,.291,.439,.537,44.3,53.5,9.5,7.3,.509,17.0,22.2,.205
59,60,Coastal Carolina,32,14,18,.438,-3.94,-2.42,8,10,7,9,5,7,2298,2241,1290,787,1813,.434,218,660,.330,506,702,.721,388,1244,418,171,116,479,608,69.0,103.3,.387,.364,.535,54.2,53.1,7.7,11.5,.494,18.2,34.5,.279
60,61,Colgate,33,19,14,.576,-4.85,-5.72,12,6,13,3,6,11,2394,2315,1320,829,1897,.437,309,856,.361,427,552,.774,299,1083,426,201,110,363,542,67.5,107.5,.291,.451,.554,49.0,51.4,9.0,10.0,.518,14.4,26.2,.225
61,62,College of Charleston NCAA,34,26,8,.765,1.83,-3.29,14,4,14,0,7,6,2536,2331,1385,875,1905,.459,259,720,.360,527,699,.754,286,1129,387,177,119,339,563,65.9,111.1,.367,.378,.567,49.6,44.2,7.8,9.8,.527,13.2,25.7,.277
62,63,Colorado State,32,11,21,.344,-3.86,3.79,4,14,8,8,3,10,2314,2537,1295,811,1941,.418,225,684,.329,467,651,.717,375,1200,409,190,102,426,624,71.4,100.0,.335,.352,.514,50.7,50.4,8.2,9.5,.476,15.9,30.7,.241
63,64,Colorado,32,17,15,.531,6.06,7.00,8,10,12,3,1,10,2307,2337,1295,810,1839,.440,241,672,.359,446,612,.729,324,1200,409,140,122,451,619,69.5,102.5,.333,.365,.542,52.4,50.5,6.2,10.5,.506,17.5,29.4,.243
64,65,Columbia,27,8,19,.296,-5.63,-3.02,5,9,7,5,1,14,2062,2085,1090,746,1686,.442,269,733,.367,301,407,.740,277,962,384,177,93,338,504,71.0,106.6,.241,.435,.549,49.0,51.5,9.2,10.4,.522,15.2,27.6,.179
65,66,Connecticut,32,14,18,.438,1.08,6.05,7,11,11,5,2,9,2181,2340,1300,762,1832,.416,215,659,.326,442,593,.745,336,1096,334,190,119,403,592,67.1,100.0,.324,.360,.516,48.2,43.8,8.7,11.2,.475,16.0,29.4,.241
66,67,Coppin State,32,5,27,.156,-20.96,-7.24,5,11,4,6,1,20,1945,2384,1305,657,1824,.360,265,869,.305,366,497,.736,273,1082,338,172,82,462,649,69.1,86.3,.272,.476,.472,44.8,51.4,7.6,7.0,.433,18.3,22.3,.201
67,68,Cornell,28,12,16,.429,-8.80,-3.24,6,8,8,4,4,11,2124,2250,1150,744,1613,.461,217,639,.340,419,574,.730,232,961,449,144,98,376,499,70.7,104.5,.356,.396,.563,48.0,60.3,7.1,8.7,.529,16.6,24.2,.260
68,69,Creighton NCAA,33,21,12,.636,16.35,8.10,10,8,16,2,4,7,2756,2444,1330,1008,2050,.492,343,923,.372,397,531,.748,249,1206,588,187,88,371,501,72.8,113.8,.259,.450,.599,51.0,58.3,7.7,6.7,.575,13.9,22.5,.194
69,70,Dartmouth,27,7,20,.259,-10.31,-4.00,3,11,6,6,1,14,1841,1970,1085,651,1454,.448,200,557,.359,339,475,.714,208,847,359,152,86,365,421,67.8,100.2,.327,.383,.548,48.5,55.1,8.3,9.3,.517,17.9,23.7,.233
70,71,Davidson NCAA,33,21,12,.636,11.02,2.57,13,5,11,1,6,8,2519,2240,1335,899,1874,.480,353,907,.389,368,461,.798,229,1078,551,155,65,315,503,65.3,115.7,.246,.484,.602,50.8,61.3,7.1,6.1,.574,13.1,22.6,.196
71,72,Dayton,31,14,17,.452,1.64,2.71,8,10,12,4,1,10,2244,2277,1260,804,1671,.481,248,736,.337,388,531,.731,240,968,488,162,78,426,510,67.0,106.4,.318,.440,.583,49.7,60.7,7.7,7.3,.555,18.1,25.5,.232
72,73,Delaware State,32,4,28,.125,-24.57,-9.30,2,14,4,9,0,18,2034,2458,1300,742,1781,.417,192,591,.325,358,516,.694,340,1066,348,189,83,489,560,66.9,93.6,.290,.332,.502,48.2,46.9,8.7,8.2,.471,19.4,30.4,.201
73,74,Delaware,33,14,19,.424,-6.93,-2.96,6,12,7,8,4,10,2338,2428,1330,859,1880,.457,192,584,.329,428,657,.651,314,1150,386,164,75,354,554,67.0,105.0,.349,.311,.533,50.2,44.9,7.4,6.4,.508,13.9,27.2,.228
74,75,Denver,30,15,15,.500,-5.21,-2.53,8,6,10,4,3,9,2192,2189,1220,803,1699,.473,211,527,.400,375,540,.694,311,1107,452,129,72,451,561,68.7,104.5,.318,.310,.560,54.4,56.3,6.2,7.4,.535,18.7,31.4,.221
75,76,DePaul,31,11,20,.355,6.55,8.45,4,14,6,10,4,7,2230,2289,1245,819,1912,.428,194,626,.310,398,562,.708,383,1160,465,200,94,430,553,71.2,100.6,.294,.327,.512,51.7,56.8,9.0,9.2,.479,16.5,32.9,.208
76,77,Detroit Mercy,32,8,24,.250,-12.47,-2.07,4,14,5,11,2,11,2516,2743,1285,883,2031,.435,281,815,.345,469,621,.755,337,1114,437,212,88,435,649,75.4,103.9,.306,.401,.541,47.5,49.5,8.8,7.1,.504,15.8,27.8,.231
77,78,Drake,34,17,17,.500,-0.51,0.58,10,8,11,3,4,11,2506,2495,1390,862,1972,.437,289,795,.364,493,640,.770,279,1158,504,204,86,412,530,69.3,104.1,.325,.403,.551,48.4,58.5,8.5,6.7,.510,15.3,23.4,.250
78,79,Drexel,33,13,20,.394,-7.20,-2.48,6,12,9,5,2,11,2454,2591,1340,880,1994,.441,227,699,.325,467,646,.723,369,1197,380,176,138,409,583,70.1,104.4,.324,.351,.533,49.9,43.2,7.5,10.0,.498,15.1,30.7,.234
79,80,Duke NCAA,37,29,8,.784,24.43,9.70,13,5,15,1,6,5,3121,2576,1490,1125,2288,.492,309,831,.372,562,791,.710,496,1519,648,275,185,460,574,70.6,118.6,.346,.363,.586,55.5,57.6,10.5,12.4,.559,14.7,38.8,.246
80,81,Duquesne,32,16,16,.500,-1.08,-3.33,7,11,13,6,2,7,2317,2245,1310,801,1874,.427,261,745,.350,454,663,.685,387,1148,382,186,140,383,598,66.5,106.4,.354,.398,.529,51.2,47.7,8.5,11.7,.497,14.9,33.0,.242
81,82,East Carolina,30,10,20,.333,-8.72,-0.22,4,14,8,11,2,8,1993,2248,1215,741,1723,.430,182,597,.305,329,494,.666,292,1020,388,148,93,431,530,68.8,95.3,.287,.346,.509,47.9,52.4,7.1,7.9,.483,18.0,27.8,.191
82,83,East Tennessee State,34,25,9,.735,3.72,-4.09,14,4,12,4,11,4,2556,2241,1360,926,1957,.473,244,711,.343,460,648,.710,352,1265,500,265,146,454,613,69.7,107.8,.331,.363,.564,52.9,54.0,11.2,12.7,.536,16.7,31.2,.235
83,84,Eastern Illinois,31,12,19,.387,-8.33,-3.40,7,11,7,6,4,12,2065,2120,1245,732,1726,.424,224,627,.357,377,551,.684,332,1064,392,182,138,417,509,66.4,100.0,.319,.363,.519,49.9,53.6,8.8,13.1,.489,17.3,30.3,.218
84,85,Eastern Kentucky,31,11,20,.355,-10.57,-3.68,5,13,6,7,5,12,2230,2371,1245,778,1779,.437,226,638,.354,448,600,.747,297,1022,405,193,113,401,542,69.8,102.6,.337,.359,.540,48.0,52.1,8.9,9.9,.501,16.3,27.6,.252
85,86,Eastern Michigan,35,22,13,.629,-0.23,-2.81,11,7,14,3,7,9,2509,2339,1415,933,2010,.464,234,698,.335,409,599,.683,357,1230,450,303,227,447,559,67.5,105.0,.298,.347,.547,49.7,48.2,12.7,18.6,.522,16.3,30.0,.203
86,87,Eastern Washington,35,20,15,.571,-0.03,-1.54,13,5,11,1,6,12,2619,2520,1410,936,2017,.464,310,828,.374,437,572,.764,258,1163,440,185,106,402,667,69.2,107.4,.284,.411,.572,49.6,47.0,7.6,8.1,.541,14.9,22.4,.217
87,88,Elon,32,14,18,.438,-6.89,-1.69,6,12,8,5,4,12,2346,2437,1320,842,1916,.439,337,966,.349,325,457,.711,258,1140,507,140,66,373,494,68.0,104.5,.239,.504,.550,48.2,60.2,6.2,5.8,.527,14.9,22.6,.170
88,89,Evansville,32,17,15,.531,0.68,1.35,7,11,15,3,2,10,2094,2045,1285,731,1652,.442,184,448,.411,448,578,.775,247,1058,417,190,92,431,568,65.7,99.1,.350,.271,.543,50.8,57.0,9.0,9.5,.498,18.3,24.8,.271
89,90,Fairfield,33,17,16,.515,-4.98,-3.68,9,9,10,3,3,10,2506,2549,1345,881,2009,.439,303,893,.339,441,621,.710,299,1159,487,211,95,421,663,72.1,103.3,.309,.444,.544,48.3,55.3,8.7,7.6,.514,15.4,24.4,.220
90,91,Fairleigh Dickinson,31,13,18,.419,-10.41,-5.66,9,9,8,5,5,13,2313,2350,1240,842,1868,.451,213,623,.342,416,573,.726,339,1067,416,220,100,426,561,71.8,104.0,.307,.334,.540,48.3,49.4,9.9,8.7,.508,16.6,30.8,.223
91,92,Florida A&M,34,9,25,.265,-19.21,-8.33,7,9,6,4,2,20,2343,2684,1385,831,1981,.419,217,616,.352,464,641,.724,348,1094,370,194,104,471,612,69.5,97.4,.324,.311,.513,45.2,44.5,8.1,7.8,.474,17.1,27.8,.234
92,93,Florida Atlantic,31,12,19,.387,-5.35,-0.14,6,12,7,7,4,10,2155,2172,1245,790,1929,.410,179,551,.325,396,536,.739,357,1194,376,182,124,393,557,70.9,97.6,.278,.286,.493,50.6,47.6,8.2,10.0,.456,15.3,29.2,.205
93,94,Florida Gulf Coast,35,23,12,.657,1.94,-5.44,12,2,14,6,9,6,2847,2515,1400,1045,2117,.494,254,699,.363,503,680,.740,368,1338,535,256,97,494,653,73.3,111.0,.321,.330,.583,53.8,51.2,10.0,7.6,.554,16.8,31.7,.238
94,95,Florida International,32,14,18,.438,-4.30,-1.99,8,10,11,7,3,9,2262,2278,1310,815,1912,.426,203,632,.321,429,704,.609,319,1150,378,242,102,354,585,69.8,98.9,.368,.331,.503,47.8,46.4,10.6,9.0,.479,13.6,25.4,.224
95,96,Florida State NCAA,35,23,12,.657,15.78,8.50,9,9,13,2,4,7,2806,2551,1420,994,2125,.468,273,781,.350,543,786,.691,398,1322,523,241,186,456,652,72.2,109.5,.370,.368,.562,51.8,52.6,9.4,14.0,.532,15.4,32.0,.256
96,97,Florida NCAA,34,21,13,.618,16.66,10.08,11,7,12,5,5,4,2577,2353,1375,893,2065,.432,308,832,.370,483,673,.718,367,1198,445,237,164,335,591,68.4,109.6,.326,.403,.540,48.5,49.8,10.1,12.7,.507,12.3,28.7,.234
97,98,Fordham,31,9,22,.290,-6.74,1.26,4,14,8,9,1,10,1931,2179,1250,692,1680,.412,227,787,.288,320,452,.708,199,884,419,283,74,386,491,66.8,92.5,.269,.468,.510,42.6,60.5,13.6,6.4,.479,16.9,18.8,.190
98,99,Fresno State,32,21,11,.656,8.17,1.84,11,7,12,5,8,5,2459,2201,1295,885,1805,.490,216,548,.394,473,682,.694,293,1082,415,217,104,384,626,68.5,110.9,.378,.304,.578,51.9,46.9,9.8,9.3,.550,15.3,28.2,.262
99,100,Furman,33,23,10,.697,4.43,-3.64,13,5,13,3,7,6,2619,2260,1325,942,2006,.470,338,950,.356,397,557,.713,317,1157,526,265,72,382,531,70.5,112.1,.278,.474,.577,50.1,55.8,11.3,6.0,.554,14.4,27.6,.198
100,101,Gardner-Webb,32,14,18,.438,-9.70,-3.81,9,9,11,2,3,13,2258,2307,1300,822,1850,.444,236,676,.349,378,526,.719,300,1141,415,195,92,437,568,69.1,100.6,.284,.365,.538,50.7,50.5,8.7,8.5,.508,17.2,26.9,.204
