School,G,Overall.W,Overall.L,W-L%,SRS,SOS,Conf.W,Conf.L,Home.W,Home.L,Away.W,Away.L,TP,OP,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,DRB,ORB,TRB,AST,STL,BLK,TOV,PF,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,SEED,POSTSEASON,REGION
Boston College,32,13,19,0.406,6.32,7.94,4.0,14.0,9,8,2,7,65.78125,67.40625,1300,23.21875,52.125,0.445,6.46875,19.9375,0.324,12.875,18.25,0.705,22.5,8.21875,30.71875,13.15625,5.71875,2.6875,12.15625,18.96875,63.9,101.4,0.35,0.382,0.541,48.0,56.7,8.8,7.5,0.507,16.7,26.1,0.247,,,
Boston University,30,13,17,0.433,-5.63,-3.12,9.0,9.0,8,6,5,10,67.9,69.56666666666666,1210,22.266666666666666,49.93333333333333,0.446,7.733333333333333,21.033333333333335,0.368,15.633333333333333,22.466666666666665,0.696,23.0,8.766666666666667,31.766666666666666,12.266666666666667,5.666666666666667,1.8666666666666667,12.3,17.4,63.7,105.7,0.45,0.421,0.56,50.7,55.1,8.8,5.8,0.523,16.9,28.5,0.313,,,
Bowling Green State,33,21,12,0.636,2.93,-1.25,11.0,7.0,11,6,10,5,66.54545454545455,62.90909090909091,1325,23.575757575757574,54.72727272727273,0.431,6.606060606060606,19.606060606060606,0.337,12.727272727272727,17.818181818181817,0.714,24.272727272727273,10.757575757575758,35.03030303030303,12.303030303030303,6.636363636363637,3.727272727272727,11.696969696969697,16.666666666666668,63.8,103.9,0.326,0.358,0.527,51.0,52.2,10.4,11.2,0.491,15.6,31.4,0.233,,,
Bradley,33,9,24,0.273,-4.3,1.52,3.0,15.0,7,9,1,10,57.03030303030303,61.39393939393939,1340,19.363636363636363,51.515151515151516,0.376,5.424242424242424,18.0,0.301,12.878787878787879,19.424242424242426,0.663,21.848484848484848,11.424242424242424,33.27272727272727,9.333333333333334,6.878787878787879,2.8181818181818183,12.666666666666666,19.545454545454547,61.1,91.9,0.377,0.349,0.469,50.5,48.2,11.1,9.6,0.429,17.3,32.5,0.25,,,
Brigham Young,35,25,10,0.714,13.53,5.02,13.0,5.0,13,3,8,3,83.74285714285715,73.17142857142858,1420,27.885714285714286,59.714285714285715,0.467,8.571428571428571,21.8,0.393,19.4,25.314285714285713,0.766,26.514285714285716,12.028571428571428,38.542857142857144,16.97142857142857,7.3428571428571425,2.942857142857143,11.914285714285715,20.6,70.7,116.7,0.424,0.365,0.584,53.2,60.9,10.2,7.4,0.539,14.2,34.1,0.325,11.0,R68,WEST
Brown,31,13,18,0.419,-7.23,-1.99,4.0,10.0,9,6,3,11,66.06451612903226,69.16129032258064,1245,22.129032258064516,52.354838709677416,0.423,5.645161290322581,17.70967741935484,0.319,16.161290322580644,23.451612903225808,0.689,25.967741935483872,10.451612903225806,36.41935483870968,11.903225806451612,4.483870967741935,4.451612903225806,14.838709677419354,19.06451612903226,67.6,97.3,0.448,0.338,0.52,51.1,53.8,6.6,11.1,0.477,18.9,30.6,0.309,,,
Bryant,31,16,15,0.516,-6.28,-4.93,12.0,6.0,9,5,7,10,66.38709677419355,67.74193548387096,1255,22.870967741935484,54.29032258064516,0.421,7.290322580645161,21.06451612903226,0.346,13.35483870967742,17.806451612903224,0.75,23.322580645161292,9.870967741935484,33.193548387096776,12.290322580645162,5.064516129032258,2.4838709677419355,11.806451612903226,18.06451612903226,63.8,102.9,0.328,0.388,0.529,49.0,53.7,7.9,7.0,0.488,15.8,29.5,0.246,,,
Bucknell,34,19,15,0.559,-3.66,-2.75,13.0,5.0,12,4,6,11,68.79411764705883,69.0,1380,23.529411764705884,53.76470588235294,0.438,6.852941176470588,17.794117647058822,0.385,14.882352941176471,21.352941176470587,0.697,23.676470588235293,10.0,33.6764705882353,13.117647058823529,4.088235294117647,2.7941176470588234,11.088235294117647,18.558823529411764,64.1,105.8,0.397,0.331,0.538,51.6,55.8,6.3,7.3,0.501,14.8,29.9,0.277,,,
Buffalo,33,23,10,0.697,7.93,1.6,12.0,6.0,11,2,9,7,74.60606060606061,68.27272727272727,1320,25.363636363636363,58.24242424242424,0.435,6.03030303030303,17.666666666666668,0.341,17.848484848484848,24.818181818181817,0.719,25.454545454545453,12.727272727272727,38.18181818181818,13.121212121212121,7.515151515151516,4.0,11.454545454545455,18.575757575757574,68.7,108.5,0.426,0.303,0.533,52.0,51.7,10.9,11.3,0.487,14.1,34.5,0.306,12.0,R64,MIDWEST
Butler,34,23,11,0.676,16.64,8.62,12.0,6.0,13,3,7,4,69.0,60.970588235294116,1380,23.941176470588236,55.35294117647059,0.433,5.647058823529412,15.882352941176471,0.356,15.470588235294118,22.558823529411764,0.686,24.441176470588236,12.0,36.44117647058823,11.382352941176471,6.382352941176471,3.0294117647058822,11.058823529411764,17.41176470588235,64.2,105.9,0.408,0.287,0.522,54.2,47.5,9.8,8.8,0.484,14.3,34.7,0.279,6.0,R32,MIDWEST
Cal Poly,29,13,16,0.448,-0.57,0.43,6.0,10.0,7,4,5,10,60.41379310344828,59.3448275862069,1170,21.379310344827587,54.793103448275865,0.39,5.724137931034483,18.379310344827587,0.311,11.931034482758621,17.448275862068964,0.684,22.75862068965517,11.793103448275861,34.55172413793103,10.172413793103448,5.448275862068965,3.0,8.793103448275861,16.03448275862069,59.3,101.0,0.318,0.335,0.479,51.0,47.6,9.1,8.9,0.442,12.2,32.6,0.218,,,
Cal State Bakersfield,33,14,19,0.424,-6.4,-5.8,7.0,7.0,9,5,3,10,63.63636363636363,61.45454545454545,1345,21.666666666666668,51.60606060606061,0.42,5.636363636363637,16.78787878787879,0.336,14.666666666666666,20.272727272727273,0.723,23.484848484848484,11.151515151515152,34.63636363636363,12.93939393939394,5.757575757575758,1.7878787878787878,12.393939393939394,20.393939393939394,61.2,102.1,0.393,0.325,0.52,53.8,59.7,9.2,6.1,0.474,16.8,34.2,0.284,,,
Cal State Fullerton,31,9,22,0.29,-8.58,-1.06,1.0,15.0,6,9,1,13,64.2258064516129,69.51612903225806,1255,22.516129032258064,54.67741935483871,0.412,5.387096774193548,16.870967741935484,0.319,13.806451612903226,20.096774193548388,0.687,24.677419354838708,10.419354838709678,35.096774193548384,9.838709677419354,5.032258064516129,2.0,12.612903225806452,18.258064516129032,65.6,96.7,0.368,0.309,0.5,50.7,43.7,7.6,5.5,0.461,16.4,29.2,0.253,,,
Cal State Northridge,33,9,24,0.273,-6.61,0.39,4.0,12.0,7,9,1,14,65.0909090909091,70.45454545454545,1330,22.424242424242426,52.78787878787879,0.425,3.3333333333333335,10.212121212121213,0.326,16.90909090909091,22.09090909090909,0.765,24.484848484848484,9.848484848484848,34.333333333333336,13.424242424242424,5.454545454545454,3.787878787878788,13.181818181818182,18.09090909090909,65.9,98.0,0.418,0.193,0.514,50.4,59.9,8.2,11.0,0.456,17.2,29.7,0.32,,,
California,33,18,15,0.545,5.36,6.15,7.0,11.0,11,7,5,6,66.51515151515152,67.3030303030303,1330,24.87878787878788,56.60606060606061,0.44,5.606060606060606,15.606060606060606,0.359,11.151515151515152,17.181818181818183,0.649,26.393939393939394,9.06060606060606,35.45454545454545,12.484848484848484,4.151515151515151,3.8484848484848486,11.06060606060606,19.0,66.3,99.6,0.304,0.276,0.513,50.6,50.2,6.2,9.2,0.489,14.6,26.0,0.197,,,
Campbell,32,10,22,0.313,-11.13,-5.3,4.0,14.0,9,6,1,15,63.90625,66.375,1285,22.03125,51.6875,0.426,8.1875,23.0,0.356,11.65625,18.65625,0.625,21.34375,9.53125,30.875,13.09375,7.0625,2.875,12.59375,18.0,63.3,100.6,0.361,0.445,0.528,48.4,59.4,11.1,8.3,0.505,17.2,28.5,0.226,,,
Canisius,33,18,15,0.545,-0.04,-2.79,11.0,9.0,10,5,8,8,65.6969696969697,62.93939393939394,1330,23.09090909090909,56.484848484848484,0.409,6.515151515151516,20.515151515151516,0.318,13.0,18.060606060606062,0.72,22.90909090909091,12.151515151515152,35.06060606060606,14.090909090909092,6.757575757575758,3.272727272727273,11.909090909090908,18.424242424242426,64.2,101.5,0.32,0.363,0.505,50.4,61.0,10.4,10.1,0.466,15.5,34.0,0.23,,,
Central Arkansas,29,2,27,0.069,-22.84,-5.94,2.0,16.0,2,11,0,16,65.3103448275862,82.20689655172414,1160,22.275862068965516,52.55172413793103,0.424,6.758620689655173,19.17241379310345,0.353,14.0,20.655172413793103,0.678,21.724137931034484,9.413793103448276,31.137931034482758,12.448275862068966,6.275862068965517,3.9310344827586206,18.24137931034483,20.82758620689655,71.3,91.6,0.393,0.365,0.524,45.8,55.9,8.8,9.4,0.488,22.6,28.0,0.266,,,
Central Connecticut State,31,5,26,0.161,-16.56,-5.62,3.0,15.0,4,9,1,13,59.16129032258065,70.09677419354838,1245,21.741935483870968,54.03225806451613,0.402,4.709677419354839,14.64516129032258,0.322,10.96774193548387,15.451612903225806,0.71,23.032258064516128,10.709677419354838,33.74193548387097,10.96774193548387,4.935483870967742,3.5161290322580645,13.709677419354838,13.838709677419354,64.0,92.1,0.286,0.271,0.482,48.9,50.4,7.7,9.3,0.446,18.3,30.9,0.203,,,
Central Florida,30,12,18,0.4,-5.73,0.78,5.0,13.0,10,8,2,9,66.03333333333333,71.76666666666667,1230,23.466666666666665,54.03333333333333,0.434,6.733333333333333,19.233333333333334,0.35,12.366666666666667,19.233333333333334,0.643,22.8,10.433333333333334,33.233333333333334,12.3,5.166666666666667,4.266666666666667,13.0,15.666666666666666,64.0,100.7,0.356,0.356,0.523,47.5,52.4,7.9,10.2,0.497,17.1,30.7,0.229,,,
Central Michigan,32,23,9,0.719,5.56,-1.1,12.0,6.0,16,1,6,7,78.25,68.34375,1285,26.5,56.75,0.467,10.0625,27.0,0.373,15.1875,20.9375,0.725,23.53125,10.21875,33.75,13.96875,7.0625,2.625,10.15625,17.5625,66.6,117.0,0.369,0.476,0.587,50.0,52.7,10.6,7.5,0.556,13.2,30.3,0.268,,,
Charleston Southern,31,19,12,0.613,-4.48,-5.23,13.0,5.0,13,2,6,9,73.45161290322581,68.70967741935483,1259,25.06451612903226,59.54838709677419,0.421,9.290322580645162,27.258064516129032,0.341,14.03225806451613,20.419354838709676,0.687,24.774193548387096,13.0,37.774193548387096,12.806451612903226,6.903225806451613,2.225806451612903,11.419354838709678,17.419354838709676,66.5,108.8,0.343,0.458,0.53,52.3,51.1,10.2,6.8,0.499,14.2,34.1,0.236,,,
Charlotte,32,14,18,0.438,1.76,0.35,7.0,11.0,7,6,5,9,73.8125,72.40625,1320,26.8125,57.90625,0.463,6.28125,16.65625,0.377,13.90625,21.40625,0.65,24.5,11.9375,36.4375,13.65625,6.46875,2.5,13.59375,17.4375,67.2,106.5,0.37,0.288,0.542,51.4,50.9,9.3,6.8,0.517,16.6,33.8,0.24,,,
Chattanooga,32,22,10,0.688,-1.63,-4.06,15.0,3.0,15,2,7,7,72.65625,66.90625,1305,24.78125,54.8125,0.452,6.78125,19.40625,0.349,16.3125,23.8125,0.685,23.34375,11.59375,34.9375,12.0,6.5625,6.34375,13.0625,19.375,66.2,107.7,0.434,0.354,0.549,51.0,48.4,9.7,16.2,0.514,16.5,33.9,0.298,,,
Chicago State,32,8,24,0.25,-14.76,-2.48,4.0,10.0,7,5,1,16,57.96875,66.09375,1285,20.59375,54.59375,0.377,6.0625,20.125,0.301,10.71875,16.0625,0.667,20.59375,12.21875,32.8125,9.21875,8.375,2.90625,14.71875,21.25,64.5,89.5,0.294,0.369,0.466,48.8,44.8,12.9,9.8,0.433,19.1,33.4,0.196,,,
Cincinnati,34,23,11,0.676,10.72,4.4,13.0,5.0,15,3,6,5,62.14705882352941,55.8235294117647,1380,22.38235294117647,50.14705882352941,0.446,4.911764705882353,14.911764705882353,0.329,12.470588235294118,18.61764705882353,0.67,23.38235294117647,11.264705882352942,34.64705882352941,11.588235294117647,6.529411764705882,5.4411764705882355,12.705882352941176,14.911764705882353,59.6,102.8,0.371,0.297,0.527,53.5,51.8,10.8,15.4,0.495,17.7,37.3,0.249,8.0,R32,MIDWEST
Clemson,31,16,15,0.516,7.73,7.18,8.0,10.0,11,6,3,7,62.70967741935484,62.16129032258065,1250,22.225806451612904,54.354838709677416,0.409,5.516129032258065,18.451612903225808,0.299,12.741935483870968,18.677419354838708,0.682,24.29032258064516,11.903225806451612,36.193548387096776,10.64516129032258,5.419354838709677,4.774193548387097,11.774193548387096,16.193548387096776,62.8,99.1,0.344,0.339,0.496,51.5,47.9,8.6,12.9,0.46,15.7,34.1,0.234,,,
Cleveland State,34,19,15,0.559,3.07,-0.78,11.0,5.0,12,3,6,12,67.52941176470588,61.705882352941174,1335,24.58823529411765,53.529411764705884,0.459,7.264705882352941,19.0,0.382,11.617647058823529,16.91176470588235,0.687,21.147058823529413,10.382352941176471,31.529411764705884,13.352941176470589,7.823529411764706,3.2941176470588234,12.0,19.176470588235293,63.3,108.7,0.316,0.355,0.548,50.9,54.3,12.6,10.7,0.527,16.3,33.2,0.217,,,
Coastal Carolina,34,24,10,0.706,-1.02,-6.18,12.0,6.0,14,2,8,7,71.70588235294117,62.38235294117647,1360,24.58823529411765,55.85294117647059,0.44,6.705882352941177,18.61764705882353,0.36,15.823529411764707,22.941176470588236,0.69,26.205882352941178,13.147058823529411,39.35294117647059,11.323529411764707,7.0588235294117645,3.264705882352941,11.735294117647058,16.441176470588236,65.2,110.0,0.411,0.333,0.537,55.7,46.1,10.8,10.2,0.5,15.0,37.5,0.283,16.0,R64,WEST
Colgate,33,16,17,0.485,-2.91,-3.41,12.0,6.0,10,5,6,12,65.96969696969697,64.39393939393939,1345,24.363636363636363,50.333333333333336,0.484,7.666666666666667,19.666666666666668,0.39,9.575757575757576,13.727272727272727,0.698,23.181818181818183,6.9393939393939394,30.12121212121212,13.515151515151516,5.151515151515151,2.696969696969697,11.484848484848484,16.87878787878788,60.5,107.1,0.273,0.391,0.58,49.3,55.5,8.4,7.6,0.56,16.8,24.1,0.19,,,
College of Charleston,33,9,24,0.273,-7.23,-1.26,3.0,15.0,5,9,2,12,58.60606060606061,64.57575757575758,1330,20.78787878787879,51.75757575757576,0.402,5.96969696969697,17.424242424242426,0.343,11.06060606060606,16.757575757575758,0.66,22.727272727272727,9.515151515151516,32.24242424242424,9.606060606060606,5.515151515151516,2.909090909090909,12.030303030303031,20.575757575757574,61.7,94.2,0.324,0.337,0.491,47.4,46.2,8.9,8.5,0.459,16.8,27.6,0.214,,,
Colorado,34,16,18,0.471,7.01,6.19,7.0,11.0,12,5,2,11,68.97058823529412,68.1470588235294,1380,23.88235294117647,54.73529411764706,0.436,5.264705882352941,15.735294117647058,0.335,15.941176470588236,22.352941176470587,0.713,25.558823529411764,11.764705882352942,37.3235294117647,11.764705882352942,5.705882352941177,3.911764705882353,13.235294117647058,18.058823529411764,65.6,103.6,0.408,0.287,0.528,53.6,49.3,8.6,11.1,0.484,16.8,34.4,0.291,,,
Colorado State,34,27,7,0.794,8.12,0.69,13.0,5.0,15,2,8,4,72.17647058823529,64.1470588235294,1365,24.61764705882353,55.911764705882355,0.44,7.205882352941177,20.558823529411764,0.351,15.735294117647058,23.352941176470587,0.674,25.764705882352942,12.088235294117647,37.85294117647059,14.676470588235293,5.588235294117647,3.411764705882353,10.617647058823529,16.852941176470587,65.3,110.1,0.418,0.368,0.539,54.3,59.6,8.5,9.8,0.505,13.7,34.3,0.281,,,
Columbia,28,13,15,0.464,-0.38,-1.49,5.0,9.0,9,7,4,7,64.85714285714286,62.035714285714285,1120,22.75,51.892857142857146,0.438,8.714285714285714,23.928571428571427,0.364,10.642857142857142,14.857142857142858,0.716,22.464285714285715,10.25,32.714285714285715,11.892857142857142,4.892857142857143,3.5714285714285716,11.714285714285714,17.928571428571427,60.6,107.0,0.286,0.461,0.55,51.9,52.3,8.1,10.1,0.522,16.6,32.5,0.205,,,
Connecticut,35,20,15,0.571,8.28,4.22,10.0,8.0,11,5,4,7,64.08571428571429,60.02857142857143,1405,22.857142857142858,52.114285714285714,0.439,6.457142857142857,18.2,0.355,11.914285714285715,16.857142857142858,0.707,24.2,9.457142857142857,33.65714285714286,11.885714285714286,4.742857142857143,5.228571428571429,11.542857142857143,16.37142857142857,61.9,103.2,0.323,0.349,0.533,50.8,52.0,7.6,14.8,0.501,16.1,30.1,0.229,,,
