School,G,Overall.W,Overall.L,W-L%,SRS,SOS,Conf.W,Conf.L,Home.W,Home.L,Away.W,Away.L,TP,OP,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,DRB,ORB,TRB,AST,STL,BLK,TOV,PF,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,SEED,POSTSEASON,REGION
Davidson,33,21,12,0.636,11.02,2.57,13,5,11,1,6,8,76.33333333333333,67.87878787878788,1335,27.242424242424242,56.78787878787879,0.48,10.696969696969697,27.484848484848484,0.389,11.151515151515152,13.969696969696969,0.798,25.727272727272727,6.9393939393939394,32.666666666666664,16.696969696969695,4.696969696969697,1.9696969696969697,9.545454545454545,503,65.3,115.7,0.246,0.484,0.602,50.8,61.3,7.1,6.1,0.574,13.1,22.6,0.196,12.0,R64,SOUTH
Dayton,31,14,17,0.452,1.64,2.71,8,10,12,4,1,10,72.38709677419355,73.45161290322581,1260,25.93548387096774,53.903225806451616,0.481,8.0,23.741935483870968,0.337,12.516129032258064,17.129032258064516,0.731,23.483870967741936,7.741935483870968,31.225806451612904,15.741935483870968,5.225806451612903,2.5161290322580645,13.741935483870968,510,67.0,106.4,0.318,0.44,0.583,49.7,60.7,7.7,7.3,0.555,18.1,25.5,0.232,,,
Delaware,33,14,19,0.424,-6.93,-2.96,6,12,7,8,4,10,70.84848484848484,73.57575757575758,1330,26.03030303030303,56.96969696969697,0.457,5.818181818181818,17.696969696969695,0.329,12.969696969696969,19.90909090909091,0.651,25.333333333333332,9.515151515151516,34.84848484848485,11.696969696969697,4.96969696969697,2.272727272727273,10.727272727272727,554,67.0,105.0,0.349,0.311,0.533,50.2,44.9,7.4,6.4,0.508,13.9,27.2,0.228,,,
Delaware State,32,4,28,0.125,-24.57,-9.3,2,14,4,9,0,18,63.5625,76.8125,1300,23.1875,55.65625,0.417,6.0,18.46875,0.325,11.1875,16.125,0.694,22.6875,10.625,33.3125,10.875,5.90625,2.59375,15.28125,560,66.9,93.6,0.29,0.332,0.502,48.2,46.9,8.7,8.2,0.471,19.4,30.4,0.201,,,
Denver,30,15,15,0.5,-5.21,-2.53,8,6,10,4,3,9,73.06666666666666,72.96666666666667,1220,26.766666666666666,56.63333333333333,0.473,7.033333333333333,17.566666666666666,0.4,12.5,18.0,0.694,26.533333333333335,10.366666666666667,36.9,15.066666666666666,4.3,2.4,15.033333333333333,561,68.7,104.5,0.318,0.31,0.56,54.4,56.3,6.2,7.4,0.535,18.7,31.4,0.221,,,
DePaul,31,11,20,0.355,6.55,8.45,4,14,6,10,4,7,71.93548387096774,73.83870967741936,1245,26.419354838709676,61.67741935483871,0.428,6.258064516129032,20.193548387096776,0.31,12.838709677419354,18.129032258064516,0.708,25.06451612903226,12.35483870967742,37.41935483870968,15.0,6.451612903225806,3.032258064516129,13.870967741935484,553,71.2,100.6,0.294,0.327,0.512,51.7,56.8,9.0,9.2,0.479,16.5,32.9,0.208,,,
Detroit Mercy,32,8,24,0.25,-12.47,-2.07,4,14,5,11,2,11,78.625,85.71875,1285,27.59375,63.46875,0.435,8.78125,25.46875,0.345,14.65625,19.40625,0.755,24.28125,10.53125,34.8125,13.65625,6.625,2.75,13.59375,649,75.4,103.9,0.306,0.401,0.541,47.5,49.5,8.8,7.1,0.504,15.8,27.8,0.231,,,
Drake,34,17,17,0.5,-0.51,0.58,10,8,11,3,4,11,73.70588235294117,73.38235294117646,1390,25.352941176470587,58.0,0.437,8.5,23.38235294117647,0.364,14.5,18.823529411764707,0.77,25.852941176470587,8.205882352941176,34.05882352941177,14.823529411764707,6.0,2.5294117647058822,12.117647058823529,530,69.3,104.1,0.325,0.403,0.551,48.4,58.5,8.5,6.7,0.51,15.3,23.4,0.25,,,
Drexel,33,13,20,0.394,-7.2,-2.48,6,12,9,5,2,11,74.36363636363636,78.51515151515152,1340,26.666666666666668,60.42424242424242,0.441,6.878787878787879,21.181818181818183,0.325,14.151515151515152,19.575757575757574,0.723,25.09090909090909,11.181818181818182,36.27272727272727,11.515151515151516,5.333333333333333,4.181818181818182,12.393939393939394,583,70.1,104.4,0.324,0.351,0.533,49.9,43.2,7.5,10.0,0.498,15.1,30.7,0.234,,,
Duke,37,29,8,0.784,24.43,9.7,13,5,15,1,6,5,84.35135135135135,69.62162162162163,1490,30.405405405405407,61.83783783783784,0.492,8.35135135135135,22.45945945945946,0.372,15.18918918918919,21.37837837837838,0.71,27.64864864864865,13.405405405405405,41.054054054054056,17.513513513513512,7.4324324324324325,5.0,12.432432432432432,574,70.6,118.6,0.346,0.363,0.586,55.5,57.6,10.5,12.4,0.559,14.7,38.8,0.246,2.0,E8,MIDWEST
Duquesne,32,16,16,0.5,-1.08,-3.33,7,11,13,6,2,7,72.40625,70.15625,1310,25.03125,58.5625,0.427,8.15625,23.28125,0.35,14.1875,20.71875,0.685,23.78125,12.09375,35.875,11.9375,5.8125,4.375,11.96875,598,66.5,106.4,0.354,0.398,0.529,51.2,47.7,8.5,11.7,0.497,14.9,33.0,0.242,,,
East Carolina,30,10,20,0.333,-8.72,-0.22,4,14,8,11,2,8,66.43333333333334,74.93333333333334,1215,24.7,57.43333333333333,0.43,6.066666666666666,19.9,0.305,10.966666666666667,16.466666666666665,0.666,24.266666666666666,9.733333333333333,34.0,12.933333333333334,4.933333333333334,3.1,14.366666666666667,530,68.8,95.3,0.287,0.346,0.509,47.9,52.4,7.1,7.9,0.483,18.0,27.8,0.191,,,
East Tennessee State,34,25,9,0.735,3.72,-4.09,14,4,12,4,11,4,75.17647058823529,65.91176470588235,1360,27.235294117647058,57.55882352941177,0.473,7.176470588235294,20.91176470588235,0.343,13.529411764705882,19.058823529411764,0.71,26.852941176470587,10.352941176470589,37.205882352941174,14.705882352941176,7.794117647058823,4.294117647058823,13.352941176470589,613,69.7,107.8,0.331,0.363,0.564,52.9,54.0,11.2,12.7,0.536,16.7,31.2,0.235,,,
Eastern Illinois,31,12,19,0.387,-8.33,-3.4,7,11,7,6,4,12,66.61290322580645,68.38709677419355,1245,23.612903225806452,55.67741935483871,0.424,7.225806451612903,20.225806451612904,0.357,12.161290322580646,17.774193548387096,0.684,23.612903225806452,10.709677419354838,34.32258064516129,12.64516129032258,5.870967741935484,4.451612903225806,13.451612903225806,509,66.4,100.0,0.319,0.363,0.519,49.9,53.6,8.8,13.1,0.489,17.3,30.3,0.218,,,
Eastern Kentucky,31,11,20,0.355,-10.57,-3.68,5,13,6,7,5,12,71.93548387096774,76.48387096774194,1245,25.096774193548388,57.38709677419355,0.437,7.290322580645161,20.580645161290324,0.354,14.451612903225806,19.35483870967742,0.747,23.387096774193548,9.580645161290322,32.96774193548387,13.064516129032258,6.225806451612903,3.6451612903225805,12.935483870967742,542,69.8,102.6,0.337,0.359,0.54,48.0,52.1,8.9,9.9,0.501,16.3,27.6,0.252,,,
Eastern Michigan,35,22,13,0.629,-0.23,-2.81,11,7,14,3,7,9,71.68571428571428,66.82857142857142,1415,26.65714285714286,57.42857142857143,0.464,6.685714285714286,19.942857142857143,0.335,11.685714285714285,17.114285714285714,0.683,24.942857142857143,10.2,35.142857142857146,12.857142857142858,8.657142857142857,6.485714285714286,12.771428571428572,559,67.5,105.0,0.298,0.347,0.547,49.7,48.2,12.7,18.6,0.522,16.3,30.0,0.203,,,
Eastern Washington,35,20,15,0.571,-0.03,-1.54,13,5,11,1,6,12,74.82857142857142,72.0,1410,26.742857142857144,57.628571428571426,0.464,8.857142857142858,23.65714285714286,0.374,12.485714285714286,16.34285714285714,0.764,25.857142857142858,7.371428571428571,33.22857142857143,12.571428571428571,5.285714285714286,3.0285714285714285,11.485714285714286,667,69.2,107.4,0.284,0.411,0.572,49.6,47.0,7.6,8.1,0.541,14.9,22.4,0.217,,,
Elon,32,14,18,0.438,-6.89,-1.69,6,12,8,5,4,12,73.3125,76.15625,1320,26.3125,59.875,0.439,10.53125,30.1875,0.349,10.15625,14.28125,0.711,27.5625,8.0625,35.625,15.84375,4.375,2.0625,11.65625,494,68.0,104.5,0.239,0.504,0.55,48.2,60.2,6.2,5.8,0.527,14.9,22.6,0.17,,,
Evansville,32,17,15,0.531,0.68,1.35,7,11,15,3,2,10,65.4375,63.90625,1285,22.84375,51.625,0.442,5.75,14.0,0.411,14.0,18.0625,0.775,25.34375,7.71875,33.0625,13.03125,5.9375,2.875,13.46875,568,65.7,99.1,0.35,0.271,0.543,50.8,57.0,9.0,9.5,0.498,18.3,24.8,0.271,,,
Fairfield,33,17,16,0.515,-4.98,-3.68,9,9,10,3,3,10,75.93939393939394,77.24242424242425,1345,26.696969696969695,60.878787878787875,0.439,9.181818181818182,27.060606060606062,0.339,13.363636363636363,18.818181818181817,0.71,26.060606060606062,9.06060606060606,35.121212121212125,14.757575757575758,6.393939393939394,2.878787878787879,12.757575757575758,663,72.1,103.3,0.309,0.444,0.544,48.3,55.3,8.7,7.6,0.514,15.4,24.4,0.22,,,
Fairleigh Dickinson,31,13,18,0.419,-10.41,-5.66,9,9,8,5,5,13,74.61290322580645,75.80645161290323,1240,27.161290322580644,60.25806451612903,0.451,6.870967741935484,20.096774193548388,0.342,13.419354838709678,18.483870967741936,0.726,23.483870967741936,10.935483870967742,34.41935483870968,13.419354838709678,7.096774193548387,3.225806451612903,13.741935483870968,561,71.8,104.0,0.307,0.334,0.54,48.3,49.4,9.9,8.7,0.508,16.6,30.8,0.223,,,
Florida,34,21,13,0.618,16.66,10.08,11,7,12,5,5,4,75.79411764705883,69.20588235294117,1375,26.264705882352942,60.73529411764706,0.432,9.058823529411764,24.470588235294116,0.37,14.205882352941176,19.794117647058822,0.718,24.441176470588236,10.794117647058824,35.23529411764706,13.088235294117647,6.970588235294118,4.823529411764706,9.852941176470589,591,68.4,109.6,0.326,0.403,0.54,48.5,49.8,10.1,12.7,0.507,12.3,28.7,0.234,6.0,R32,EAST
Florida A&M,34,9,25,0.265,-19.21,-8.33,7,9,6,4,2,20,68.91176470588235,78.94117647058823,1385,24.441176470588236,58.26470588235294,0.419,6.382352941176471,18.11764705882353,0.352,13.647058823529411,18.852941176470587,0.724,21.941176470588236,10.235294117647058,32.1764705882353,10.882352941176471,5.705882352941177,3.0588235294117645,13.852941176470589,612,69.5,97.4,0.324,0.311,0.513,45.2,44.5,8.1,7.8,0.474,17.1,27.8,0.234,,,
Florida Atlantic,31,12,19,0.387,-5.35,-0.14,6,12,7,7,4,10,69.51612903225806,70.06451612903226,1245,25.483870967741936,62.225806451612904,0.41,5.774193548387097,17.774193548387096,0.325,12.774193548387096,17.29032258064516,0.739,27.0,11.516129032258064,38.516129032258064,12.129032258064516,5.870967741935484,4.0,12.67741935483871,557,70.9,97.6,0.278,0.286,0.493,50.6,47.6,8.2,10.0,0.456,15.3,29.2,0.205,,,
Florida Gulf Coast,35,23,12,0.657,1.94,-5.44,12,2,14,6,9,6,81.34285714285714,71.85714285714286,1400,29.857142857142858,60.48571428571429,0.494,7.257142857142857,19.97142857142857,0.363,14.371428571428572,19.428571428571427,0.74,27.714285714285715,10.514285714285714,38.22857142857143,15.285714285714286,7.314285714285714,2.7714285714285714,14.114285714285714,653,73.3,111.0,0.321,0.33,0.583,53.8,51.2,10.0,7.6,0.554,16.8,31.7,0.238,,,
Florida International,32,14,18,0.438,-4.3,-1.99,8,10,11,7,3,9,70.6875,71.1875,1310,25.46875,59.75,0.426,6.34375,19.75,0.321,13.40625,22.0,0.609,25.96875,9.96875,35.9375,11.8125,7.5625,3.1875,11.0625,585,69.8,98.9,0.368,0.331,0.503,47.8,46.4,10.6,9.0,0.479,13.6,25.4,0.224,,,
Florida State,35,23,12,0.657,15.78,8.5,9,9,13,2,4,7,80.17142857142858,72.88571428571429,1420,28.4,60.714285714285715,0.468,7.8,22.314285714285713,0.35,15.514285714285714,22.457142857142856,0.691,26.4,11.371428571428572,37.77142857142857,14.942857142857143,6.885714285714286,5.314285714285714,13.028571428571428,652,72.2,109.5,0.37,0.368,0.562,51.8,52.6,9.4,14.0,0.532,15.4,32.0,0.256,9.0,E8,WEST
Fordham,31,9,22,0.29,-6.74,1.26,4,14,8,9,1,10,62.29032258064516,70.29032258064517,1250,22.322580645161292,54.193548387096776,0.412,7.32258064516129,25.387096774193548,0.288,10.32258064516129,14.580645161290322,0.708,22.096774193548388,6.419354838709677,28.516129032258064,13.516129032258064,9.129032258064516,2.3870967741935485,12.451612903225806,491,66.8,92.5,0.269,0.468,0.51,42.6,60.5,13.6,6.4,0.479,16.9,18.8,0.19,,,
Fresno State,32,21,11,0.656,8.17,1.84,11,7,12,5,8,5,76.84375,68.78125,1295,27.65625,56.40625,0.49,6.75,17.125,0.394,14.78125,21.3125,0.694,24.65625,9.15625,33.8125,12.96875,6.78125,3.25,12.0,626,68.5,110.9,0.378,0.304,0.578,51.9,46.9,9.8,9.3,0.55,15.3,28.2,0.262,,,
Furman,33,23,10,0.697,4.43,-3.64,13,5,13,3,7,6,79.36363636363636,68.48484848484848,1325,28.545454545454547,60.78787878787879,0.47,10.242424242424242,28.78787878787879,0.356,12.030303030303031,16.87878787878788,0.713,25.454545454545453,9.606060606060606,35.06060606060606,15.93939393939394,8.030303030303031,2.1818181818181817,11.575757575757576,531,70.5,112.1,0.278,0.474,0.577,50.1,55.8,11.3,6.0,0.554,14.4,27.6,0.198,,,
Gardner-Webb,32,14,18,0.438,-9.7,-3.81,9,9,11,2,3,13,70.5625,72.09375,1300,25.6875,57.8125,0.444,7.375,21.125,0.349,11.8125,16.4375,0.719,26.28125,9.375,35.65625,12.96875,6.09375,2.875,13.65625,568,69.1,100.6,0.284,0.365,0.538,50.7,50.5,8.7,8.5,0.508,17.2,26.9,0.204,,,
George Mason,33,16,17,0.485,-2.97,0.85,9,9,10,7,5,7,71.84848484848484,75.66666666666667,1345,25.484848484848484,59.06060606060606,0.432,6.96969696969697,21.363636363636363,0.326,13.909090909090908,18.757575757575758,0.742,26.78787878787879,9.969696969696969,36.75757575757576,11.454545454545455,6.0606060606060606,2.909090909090909,12.878787878787879,541,69.6,101.4,0.318,0.362,0.529,50.8,44.9,8.6,8.0,0.491,15.9,27.9,0.236,,,
George Washington,33,15,18,0.455,-0.72,2.13,7,11,13,5,1,10,67.42424242424242,70.27272727272727,1320,25.21212121212121,56.39393939393939,0.447,5.454545454545454,17.0,0.321,11.545454545454545,16.272727272727273,0.709,23.333333333333332,10.606060606060606,33.93939393939394,13.333333333333334,5.7272727272727275,4.9393939393939394,12.696969696969697,486,66.3,101.8,0.289,0.301,0.526,50.8,52.9,8.6,13.1,0.495,16.5,31.7,0.205,,,
Georgetown,30,15,15,0.5,7.16,5.29,5,13,11,8,4,6,78.33333333333333,76.46666666666667,1235,26.666666666666668,58.766666666666666,0.454,7.533333333333333,20.6,0.366,17.466666666666665,22.533333333333335,0.775,27.466666666666665,10.9,38.36666666666667,17.4,5.466666666666667,3.6666666666666665,15.266666666666667,531,71.6,106.2,0.383,0.351,0.564,53.3,65.3,7.4,9.8,0.518,18.0,31.2,0.297,,,
Georgia,33,18,15,0.545,10.24,8.87,7,11,11,4,4,9,68.0909090909091,66.72727272727273,1340,23.242424242424242,55.303030303030305,0.42,6.090909090909091,19.151515151515152,0.318,15.515151515151516,22.181818181818183,0.699,27.12121212121212,12.303030303030303,39.42424242424242,12.181818181818182,3.8181818181818183,4.7272727272727275,12.727272727272727,533,65.3,102.7,0.401,0.346,0.517,53.6,52.4,5.8,12.7,0.475,16.2,34.8,0.281,,,
Georgia Southern,33,21,12,0.636,-0.54,-3.28,11,7,10,3,8,7,75.87878787878788,70.15151515151516,1325,25.96969696969697,60.36363636363637,0.43,8.090909090909092,23.757575757575758,0.341,15.848484848484848,23.90909090909091,0.663,25.666666666666668,12.151515151515152,37.81818181818182,10.090909090909092,6.878787878787879,3.6363636363636362,11.272727272727273,633,70.5,107.2,0.396,0.394,0.529,49.5,38.9,9.7,10.4,0.497,13.6,31.1,0.263,,,
Georgia State,35,24,11,0.686,3.22,-2.78,12,6,11,3,9,6,74.68571428571428,67.31428571428572,1415,26.771428571428572,58.08571428571429,0.461,9.228571428571428,23.97142857142857,0.385,11.914285714285715,17.571428571428573,0.678,24.942857142857143,8.82857142857143,33.77142857142857,13.0,7.314285714285714,4.571428571428571,11.285714285714286,639,67.9,108.8,0.303,0.413,0.562,47.7,48.6,10.7,15.1,0.54,14.5,26.0,0.205,15.0,R64,SOUTH
Georgia Tech,32,13,19,0.406,5.25,7.46,6,12,12,7,1,10,65.65625,67.875,1285,23.53125,55.3125,0.425,4.875,15.3125,0.318,13.71875,19.25,0.713,23.4375,10.4375,33.875,12.78125,6.90625,5.34375,12.84375,533,66.5,98.4,0.348,0.277,0.509,50.0,54.3,10.3,14.3,0.469,16.6,30.8,0.248,,,
Gonzaga,37,32,5,0.865,18.44,2.6,17,1,15,1,10,1,83.54054054054055,67.70270270270271,1500,30.405405405405407,61.108108108108105,0.498,8.864864864864865,24.08108108108108,0.368,13.864864864864865,19.594594594594593,0.708,28.756756756756758,11.162162162162161,39.91891891891892,15.243243243243244,6.324324324324325,3.6216216216216215,11.35135135135135,631,69.7,118.2,0.321,0.394,0.593,56.0,50.1,8.9,9.6,0.57,13.9,32.9,0.227,4.0,S16,WEST
Grambling,31,17,14,0.548,-12.97,-10.3,13,5,6,4,11,10,72.80645161290323,74.87096774193549,1250,25.06451612903226,59.74193548387097,0.42,4.967741935483871,15.161290322580646,0.328,17.64516129032258,24.806451612903224,0.711,26.29032258064516,12.193548387096774,38.483870967741936,11.03225806451613,7.709677419354839,3.6451612903225805,15.387096774193548,674,73.8,97.8,0.415,0.254,0.509,50.7,44.0,10.4,9.7,0.461,17.7,32.0,0.295,,,
Grand Canyon,34,22,12,0.647,3.78,-4.8,9,5,16,3,3,7,73.88235294117646,65.08823529411765,1370,25.147058823529413,58.588235294117645,0.429,7.382352941176471,22.91176470588235,0.322,16.205882352941178,23.08823529411765,0.702,26.61764705882353,11.911764705882353,38.529411764705884,15.882352941176471,6.205882352941177,3.9411764705882355,13.235294117647058,685,70.3,104.3,0.394,0.391,0.531,51.4,63.2,8.8,10.1,0.492,16.0,31.5,0.277,,,
Green Bay,33,13,20,0.394,-8.51,-4.08,7,11,10,6,2,13,76.27272727272727,75.72727272727273,1330,26.03030303030303,61.42424242424242,0.424,8.93939393939394,24.636363636363637,0.363,15.272727272727273,20.303030303030305,0.752,27.484848484848484,10.121212121212121,37.60606060606061,13.909090909090908,6.848484848484849,3.0303030303030303,13.727272727272727,635,74.1,102.2,0.331,0.401,0.537,48.7,53.4,9.2,7.8,0.497,16.2,26.3,0.249,,,
Hampton,34,18,16,0.529,-9.37,-9.56,12,4,11,3,5,11,79.5,76.55882352941177,1370,28.529411764705884,63.911764705882355,0.446,5.823529411764706,18.441176470588236,0.316,16.61764705882353,21.38235294117647,0.777,29.029411764705884,11.323529411764707,40.35294117647059,15.235294117647058,5.382352941176471,3.6176470588235294,12.941176470588236,672,75.0,105.2,0.335,0.289,0.537,50.9,53.4,7.1,8.9,0.492,14.9,29.6,0.26,,,
Hartford,33,19,14,0.576,-5.54,-5.26,11,5,9,7,9,6,70.48484848484848,70.24242424242425,1325,25.303030303030305,55.75757575757576,0.454,8.181818181818182,23.727272727272727,0.345,11.696969696969697,17.242424242424242,0.678,24.90909090909091,8.424242424242424,33.333333333333336,13.121212121212121,6.0606060606060606,3.727272727272727,12.181818181818182,601,67.7,103.7,0.309,0.426,0.551,48.9,51.9,8.9,11.2,0.527,16.0,25.2,0.21,,,
Harvard,32,18,14,0.563,-0.28,-1.7,12,2,10,2,6,11,68.1875,66.53125,1305,23.875,55.46875,0.43,8.03125,22.78125,0.353,12.40625,16.0,0.775,25.96875,8.875,34.84375,12.6875,5.40625,3.6875,13.90625,575,66.5,100.6,0.288,0.411,0.541,52.0,53.1,8.0,11.4,0.503,18.1,26.7,0.224,,,
Hawaii,30,17,13,0.567,-2.33,-2.51,8,8,13,7,4,5,70.13333333333334,69.03333333333333,1215,24.033333333333335,54.333333333333336,0.442,6.733333333333333,20.433333333333334,0.33,15.333333333333334,22.333333333333332,0.687,24.3,8.866666666666667,33.166666666666664,14.266666666666667,5.633333333333334,1.9666666666666666,13.4,584,68.9,100.5,0.411,0.376,0.54,50.8,59.4,8.1,5.7,0.504,17.1,26.6,0.282,,,
High Point,30,14,16,0.467,-6.75,-6.38,9,9,11,4,3,11,70.86666666666666,66.43333333333334,1205,25.833333333333332,56.36666666666667,0.458,5.433333333333334,15.2,0.357,13.766666666666667,19.6,0.702,23.833333333333332,10.8,34.63333333333333,11.766666666666667,7.4,2.7333333333333334,12.5,545,67.1,105.2,0.348,0.27,0.54,51.6,45.5,11.0,8.5,0.507,16.0,31.9,0.244,,,
Hofstra,31,19,12,0.613,-0.53,-1.6,12,6,9,4,9,4,79.48387096774194,77.3225806451613,1245,28.0,60.25806451612903,0.465,8.387096774193548,22.35483870967742,0.375,15.096774193548388,22.129032258064516,0.682,24.580645161290324,11.0,35.58064516129032,13.32258064516129,5.032258064516129,2.6774193548387095,10.774193548387096,576,70.3,112.6,0.367,0.371,0.562,51.4,47.6,7.1,7.0,0.534,13.2,31.0,0.251,,,
Holy Cross,31,12,19,0.387,-9.92,-5.82,8,10,6,7,6,10,63.61290322580645,67.70967741935483,1250,23.35483870967742,50.61290322580645,0.461,6.548387096774194,20.096774193548388,0.326,10.35483870967742,15.0,0.69,22.64516129032258,5.741935483870968,28.387096774193548,13.580645161290322,6.225806451612903,3.3870967741935485,12.290322580645162,537,63.7,99.0,0.296,0.397,0.551,45.0,58.1,9.7,11.4,0.526,17.6,19.3,0.205,,,
Houston,35,27,8,0.771,15.99,4.16,14,4,15,0,6,5,76.71428571428571,64.88571428571429,1400,27.2,59.02857142857143,0.461,8.485714285714286,21.942857142857143,0.387,13.82857142857143,19.257142857142856,0.718,26.97142857142857,11.657142857142857,38.628571428571426,14.428571428571429,6.228571428571429,3.0285714285714285,11.942857142857143,737,68.5,112.0,0.326,0.372,0.563,54.6,53.0,9.1,9.0,0.533,14.9,33.6,0.234,6.0,R32,WEST
Houston Christian,31,6,25,0.194,-16.14,-3.97,2,16,5,8,1,16,76.83870967741936,84.41935483870968,1250,27.741935483870968,66.38709677419355,0.418,7.064516129032258,21.838709677419356,0.323,14.290322580645162,22.903225806451612,0.624,23.93548387096774,15.387096774193548,39.32258064516129,13.935483870967742,6.645161290322581,2.903225806451613,14.129032258064516,605,75.5,100.9,0.345,0.329,0.497,50.9,50.2,8.7,7.5,0.471,15.5,35.6,0.215,,,
Howard,33,10,23,0.303,-17.26,-9.74,7,9,7,4,2,18,74.21212121212122,80.42424242424242,1345,25.666666666666668,60.515151515151516,0.424,8.121212121212121,23.393939393939394,0.347,14.757575757575758,20.848484848484848,0.708,23.666666666666668,11.272727272727273,34.93939393939394,12.333333333333334,5.393939393939394,2.8181818181818183,13.393939393939394,676,71.3,102.2,0.345,0.387,0.527,46.8,48.1,7.4,7.3,0.491,16.0,29.5,0.244,,,
Idaho,31,22,9,0.71,0.82,-3.94,14,4,11,2,9,4,75.16129032258064,68.83870967741936,1245,26.419354838709676,56.41935483870968,0.468,8.935483870967742,21.903225806451612,0.408,13.387096774193548,18.225806451612904,0.735,26.741935483870968,9.96774193548387,36.70967741935484,14.806451612903226,4.354838709677419,2.5806451612903225,13.258064516129032,553,68.0,110.1,0.323,0.388,0.577,54.8,56.0,6.4,7.8,0.547,16.9,31.4,0.237,,,
Idaho State,30,14,16,0.467,-5.76,-3.69,9,9,9,5,5,10,73.7,74.4,1200,25.933333333333334,54.63333333333333,0.475,8.4,21.233333333333334,0.396,13.433333333333334,19.8,0.678,25.266666666666666,6.8,32.06666666666667,11.8,5.633333333333334,2.4,13.6,525,70.8,104.0,0.362,0.389,0.575,48.0,45.5,8.0,6.1,0.552,17.5,21.3,0.246,,,
Illinois,32,14,18,0.438,8.5,7.53,4,14,12,6,1,10,75.8125,73.8125,1295,26.75,60.90625,0.439,7.375,22.03125,0.335,14.9375,20.40625,0.732,20.46875,12.4375,32.90625,13.8125,7.5,2.15625,13.28125,720,70.8,105.8,0.335,0.362,0.537,49.8,51.6,10.5,6.3,0.5,15.8,34.1,0.245,,,
Illinois State,33,18,15,0.545,1.07,3.67,10,8,11,3,3,10,71.63636363636364,73.27272727272727,1350,24.636363636363637,58.09090909090909,0.424,9.121212121212121,26.757575757575758,0.341,13.242424242424242,19.393939393939394,0.683,25.87878787878788,9.606060606060606,35.484848484848484,14.181818181818182,6.545454545454546,3.9696969696969697,13.272727272727273,677,69.3,101.0,0.334,0.461,0.532,47.6,57.6,9.2,11.2,0.503,16.5,25.9,0.228,,,
Illinois-Chicago,36,20,16,0.556,-2.91,-4.21,12,6,11,7,9,8,75.22222222222223,72.13888888888889,1445,26.416666666666668,58.75,0.45,6.722222222222222,19.36111111111111,0.347,15.666666666666666,21.333333333333332,0.734,28.13888888888889,10.305555555555555,38.44444444444444,12.527777777777779,6.777777777777778,6.722222222222222,15.11111111111111,687,73.6,101.9,0.363,0.33,0.546,50.9,47.4,9.2,16.1,0.507,18.0,28.8,0.267,,,
Incarnate Word,28,7,21,0.25,-17.71,-5.04,2,16,6,9,1,12,70.64285714285714,77.25,1120,23.964285714285715,55.92857142857143,0.428,5.928571428571429,17.607142857142858,0.337,16.785714285714285,22.5,0.746,24.857142857142858,10.0,34.857142857142854,11.107142857142858,6.035714285714286,5.107142857142857,15.785714285714286,521,72.5,97.4,0.402,0.315,0.53,47.6,46.3,8.3,12.3,0.481,19.2,28.3,0.3,,,
Indiana,31,16,15,0.516,9.89,8.25,9,9,12,6,3,8,71.90322580645162,70.25806451612904,1255,26.0,57.0,0.456,6.258064516129032,19.419354838709676,0.322,13.64516129032258,20.774193548387096,0.657,24.322580645161292,11.129032258064516,35.45161290322581,14.03225806451613,6.419354838709677,4.32258064516129,12.451612903225806,561,67.5,105.2,0.364,0.341,0.538,51.0,54.0,9.4,12.1,0.511,15.7,31.8,0.239,,,
Indiana State,31,13,18,0.419,1.53,2.43,8,10,8,7,5,7,72.51612903225806,72.6774193548387,1275,24.580645161290324,58.16129032258065,0.423,8.709677419354838,24.129032258064516,0.361,14.64516129032258,20.774193548387096,0.705,25.870967741935484,10.387096774193548,36.25806451612903,11.612903225806452,7.516129032258065,3.3870967741935485,14.35483870967742,614,70.1,100.6,0.357,0.415,0.533,51.1,47.2,10.4,9.7,0.498,17.4,28.2,0.252,,,
Iona,34,20,14,0.588,0.75,-2.19,11,7,8,3,7,8,79.47058823529412,76.52941176470588,1385,28.147058823529413,61.05882352941177,0.461,9.529411764705882,24.88235294117647,0.383,13.588235294117647,18.41176470588235,0.738,25.147058823529413,8.558823529411764,33.705882352941174,15.941176470588236,6.735294117647059,3.0294117647058822,11.617647058823529,587,71.5,109.2,0.302,0.408,0.569,47.2,56.6,9.3,7.6,0.539,14.3,24.4,0.223,15.0,R64,MIDWEST
Iowa,33,14,19,0.424,8.13,7.13,4,14,9,6,1,10,79.6969696969697,78.6969696969697,1330,28.666666666666668,59.84848484848485,0.479,7.636363636363637,20.363636363636363,0.375,14.727272727272727,21.181818181818183,0.695,26.272727272727273,11.848484848484848,38.121212121212125,18.242424242424242,5.212121212121212,4.0606060606060606,13.363636363636363,548,71.0,111.4,0.354,0.34,0.57,53.5,63.6,7.3,10.3,0.543,16.0,34.1,0.246,,,
