School,G,Overall.W,Overall.L,W-L%,SRS,SOS,Conf.W,Conf.L,Home.W,Home.L,Away.W,Away.L,TP,OP,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,DRB,ORB,TRB,AST,STL,BLK,TOV,PF,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,SEED,POSTSEASON,REGION
Arizona,37.0,33.0,4.0,0.892,22.75,6.84,18.0,2.0,17.0,0.0,9.0,3.0,83.97297297297297,68.05405405405405,1490.0,30.18918918918919,61.32432432432432,0.492,7.756756756756757,22.027027027027028,0.35200000000000004,15.837837837837839,21.43243243243243,0.7390000000000001,29.783783783783782,11.594594594594595,41.37837837837838,19.62162162162162,6.72972972972973,5.675675675675675,13.432432432432432,16.72972972972973,72.7,114.7,0.349,0.359,0.587,0.55,0.65,0.9199999999999999,0.134,0.556,0.158,0.346,0.258,1.0,S16,SOUTH
Arizona State,31.0,14.0,17.0,0.45200000000000007,7.64,9.48,10.0,10.0,9.0,6.0,5.0,7.0,65.38709677419355,67.2258064516129,1260.0,25.0,60.41935483870968,0.414,6.903225806451613,22.483870967741936,0.307,8.483870967741936,12.838709677419354,0.6609999999999999,26.129032258064516,9.419354838709678,35.54838709677419,13.35483870967742,6.67741935483871,4.225806451612903,11.935483870967742,18.129032258064516,67.9,94.7,0.21200000000000002,0.372,0.492,0.4720000000000001,0.534,0.97,0.124,0.471,0.152,0.24899999999999997,0.14,,,
Arkansas,37.0,28.0,9.0,0.757,16.27,8.62,13.0,5.0,17.0,1.0,5.0,4.0,75.94594594594595,68.29729729729729,1490.0,26.27027027027027,60.567567567567565,0.434,6.297297297297297,20.72972972972973,0.304,17.10810810810811,22.513513513513512,0.76,27.027027027027028,10.783783783783784,37.810810810810814,13.837837837837839,7.594594594594595,4.135135135135135,12.216216216216216,16.864864864864863,72.0,104.8,0.372,0.342,0.533,0.52,0.527,0.10500000000000001,0.11699999999999999,0.48600000000000004,0.146,0.29500000000000004,0.282,4.0,E8,WEST
Arkansas State,29.0,18.0,11.0,0.621,-3.27,-3.5,8.0,7.0,11.0,3.0,6.0,7.0,70.86206896551724,68.06896551724138,1165.0,25.689655172413794,57.0,0.45099999999999996,5.413793103448276,17.413793103448278,0.31100000000000005,14.068965517241379,18.896551724137932,0.745,25.862068965517242,10.137931034482758,36.0,15.586206896551724,7.896551724137931,3.310344827586207,13.89655172413793,16.620689655172413,69.5,101.5,0.332,0.306,0.537,0.515,0.607,0.11300000000000002,0.85,0.49799999999999994,0.174,0.298,0.24699999999999997,,,
Arkansas-Pine Bluff,31.0,7.0,24.0,0.22600000000000003,-18.96,-4.58,5.0,13.0,5.0,7.0,2.0,17.0,66.29032258064517,78.25806451612904,1245.0,22.838709677419356,55.87096774193548,0.409,6.838709677419355,22.741935483870968,0.30100000000000005,13.774193548387096,19.258064516129032,0.7150000000000001,20.70967741935484,8.774193548387096,29.483870967741936,11.451612903225806,7.161290322580645,2.5806451612903225,13.096774193548388,17.419354838709676,69.3,95.3,0.34500000000000003,0.40700000000000003,0.51,0.438,0.501,0.10300000000000001,0.64,0.47,0.168,0.246,0.24699999999999997,,,
Army,31.0,15.0,16.0,0.484,-10.53,-7.53,9.0,9.0,10.0,4.0,4.0,12.0,70.41935483870968,70.38709677419355,1250.0,25.93548387096774,59.32258064516129,0.437,6.741935483870968,21.032258064516128,0.321,11.806451612903226,18.741935483870968,0.63,26.129032258064516,11.096774193548388,37.225806451612904,12.548387096774194,7.838709677419355,1.8709677419354838,13.161290322580646,14.838709677419354,69.9,99.9,0.316,0.355,0.516,0.513,0.484,0.11099999999999999,0.53,0.49399999999999994,0.16199999999999998,0.3,0.19899999999999998,,,
Auburn,34.0,28.0,6.0,0.8240000000000001,19.2,8.17,15.0,3.0,16.0,0.0,8.0,3.0,78.23529411764706,67.20588235294117,1380.0,27.735294117647058,63.705882352941174,0.43499999999999994,8.058823529411764,25.352941176470587,0.318,14.705882352941176,20.11764705882353,0.731,27.647058823529413,12.794117647058824,40.44117647058823,14.735294117647058,8.352941176470589,8.0,12.088235294117647,18.5,71.3,108.1,0.316,0.39799999999999996,0.534,0.525,0.531,0.11499999999999999,0.21100000000000002,0.499,0.142,0.336,0.231,2.0,R32,MIDWEST
Austin Peay,29.0,12.0,17.0,0.414,-10.02,-3.39,8.0,10.0,6.0,5.0,6.0,11.0,64.65517241379311,69.10344827586206,1175.0,23.06896551724138,56.51724137931034,0.40800000000000003,7.896551724137931,25.03448275862069,0.315,10.620689655172415,15.03448275862069,0.706,22.275862068965516,10.551724137931034,32.827586206896555,13.517241379310345,6.413793103448276,2.0344827586206895,13.96551724137931,16.655172413793103,66.1,96.5,0.266,0.44299999999999995,0.508,0.48600000000000004,0.5860000000000001,0.96,0.61,0.4779999999999999,0.18,0.29500000000000004,0.188,,,
Ball State,31.0,14.0,17.0,0.45200000000000007,-7.99,-4.56,9.0,10.0,9.0,5.0,4.0,9.0,74.3225806451613,76.7741935483871,1245.0,25.419354838709676,57.516129032258064,0.442,8.548387096774194,23.70967741935484,0.36100000000000004,14.935483870967742,21.516129032258064,0.6940000000000001,25.93548387096774,9.709677419354838,35.645161290322584,13.161290322580646,6.064516129032258,2.4193548387096775,13.96774193548387,17.903225806451612,71.6,103.4,0.374,0.41200000000000003,0.549,0.496,0.518,0.8400000000000001,0.7,0.516,0.171,0.271,0.26,,,
Baylor,34.0,27.0,7.0,0.794,21.73,8.76,14.0,4.0,15.0,2.0,8.0,3.0,77.02941176470588,64.05882352941177,1370.0,28.294117647058822,61.26470588235294,0.462,8.058823529411764,23.5,0.34299999999999997,12.382352941176471,17.764705882352942,0.6970000000000001,24.323529411764707,12.852941176470589,37.1764705882353,15.941176470588236,8.764705882352942,3.4411764705882355,12.382352941176471,16.11764705882353,68.6,111.4,0.29,0.384,0.5529999999999999,0.534,0.563,0.127,0.97,0.5279999999999999,0.151,0.363,0.202,1.0,R32,EAST
Bellarmine,33.0,20.0,13.0,0.6060000000000001,-3.77,-1.28,11.0,5.0,11.0,4.0,8.0,8.0,70.12121212121212,67.18181818181819,1325.0,26.606060606060606,55.96969696969697,0.475,7.787878787878788,22.87878787878788,0.34,9.121212121212121,12.121212121212121,0.7529999999999999,23.060606060606062,7.2727272727272725,30.333333333333332,14.484848484848484,5.606060606060606,1.6666666666666667,9.454545454545455,14.333333333333334,63.8,109.5,0.217,0.409,0.568,0.483,0.5439999999999999,0.8800000000000001,0.58,0.545,0.133,0.23700000000000002,0.163,,,
Belmont,33.0,25.0,8.0,0.758,6.49,-2.57,15.0,3.0,13.0,1.0,10.0,5.0,78.27272727272727,68.60606060606061,1330.0,29.0,59.39393939393939,0.488,8.545454545454545,25.757575757575758,0.332,11.727272727272727,15.787878787878787,0.743,25.696969696969695,7.757575757575758,33.45454545454545,18.03030303030303,9.06060606060606,3.909090909090909,11.818181818181818,13.696969696969697,70.3,110.5,0.266,0.434,0.585,0.499,0.6220000000000001,0.128,0.11000000000000001,0.56,0.15,0.246,0.197,,,
Bethune-Cookman,30.0,9.0,21.0,0.3,-14.7,-6.7,7.0,11.0,4.0,6.0,4.0,13.0,63.36666666666667,69.53333333333333,1210.0,23.666666666666668,56.833333333333336,0.41600000000000004,4.8,14.3,0.336,11.233333333333333,16.3,0.6890000000000001,22.566666666666666,10.0,32.56666666666667,10.733333333333333,7.933333333333334,2.433333333333333,13.366666666666667,17.133333333333333,67.4,93.3,0.28700000000000003,0.252,0.491,0.48200000000000004,0.454,0.11699999999999999,0.71,0.45899999999999996,0.171,0.284,0.198,,,
Binghamton,29.0,12.0,17.0,0.414,-10.41,-6.18,8.0,10.0,5.0,8.0,7.0,9.0,67.65517241379311,68.37931034482759,1165.0,25.724137931034484,58.3448275862069,0.441,7.344827586206897,20.75862068965517,0.354,8.862068965517242,13.413793103448276,0.6609999999999999,26.517241379310345,9.517241379310345,36.03448275862069,11.517241379310345,5.655172413793103,3.6551724137931036,12.620689655172415,16.689655172413794,67.3,100.1,0.23,0.356,0.5229999999999999,0.505,0.44799999999999995,0.8400000000000001,1.0,0.504,0.163,0.27199999999999996,0.152,,,
Boise State,35.0,27.0,8.0,0.7709999999999999,11.93,5.22,15.0,3.0,13.0,3.0,9.0,3.0,68.25714285714285,60.857142857142854,1415.0,24.257142857142856,54.57142857142857,0.445,7.3428571428571425,21.2,0.346,12.4,19.085714285714285,0.65,24.6,10.228571428571428,34.82857142857143,11.4,6.0,3.4285714285714284,12.057142857142857,15.028571428571428,64.9,104.1,0.35,0.388,0.536,0.536,0.47000000000000003,0.9199999999999999,0.96,0.512,0.159,0.306,0.227,8.0,R64,WEST
Boston College,33.0,13.0,20.0,0.394,4.03,5.22,6.0,14.0,9.0,7.0,2.0,10.0,66.93939393939394,68.12121212121212,1340.0,24.606060606060606,57.484848484848484,0.42799999999999994,5.757575757575758,18.606060606060606,0.309,11.969696969696969,17.0,0.7040000000000001,23.575757575757574,10.666666666666666,34.24242424242424,12.363636363636363,7.181818181818182,2.9393939393939394,11.909090909090908,15.575757575757576,65.5,100.7,0.296,0.32399999999999995,0.511,0.509,0.502,0.10800000000000001,0.86,0.4779999999999999,0.154,0.3,0.20800000000000002,,,
Boston University,35.0,22.0,13.0,0.629,-5.07,-7.34,11.0,7.0,11.0,4.0,8.0,8.0,70.57142857142857,67.68571428571428,1415.0,25.514285714285716,56.2,0.454,7.514285714285714,21.228571428571428,0.354,12.028571428571428,16.285714285714285,0.7390000000000001,24.62857142857143,10.17142857142857,34.8,10.971428571428572,5.628571428571429,2.4285714285714284,12.114285714285714,15.571428571428571,65.3,106.9,0.29,0.378,0.552,0.534,0.43,0.85,0.6599999999999999,0.521,0.159,0.31100000000000005,0.21399999999999997,,,
Bowling Green State,31.0,13.0,18.0,0.41899999999999993,-8.82,-4.44,6.0,14.0,9.0,7.0,3.0,10.0,80.25806451612904,80.48387096774194,1250.0,28.419354838709676,65.29032258064517,0.43499999999999994,8.225806451612904,24.225806451612904,0.34,15.193548387096774,20.548387096774192,0.7390000000000001,26.64516129032258,12.129032258064516,38.774193548387096,12.580645161290322,7.32258064516129,3.4193548387096775,12.290322580645162,17.741935483870968,74.4,107.1,0.315,0.371,0.5349999999999999,0.5029999999999999,0.44299999999999995,0.9800000000000001,0.9400000000000001,0.49799999999999994,0.141,0.307,0.233,,,
Bradley,31.0,17.0,14.0,0.5479999999999999,5.79,1.19,11.0,7.0,12.0,2.0,3.0,8.0,70.48387096774194,65.19354838709677,1245.0,25.774193548387096,58.064516129032256,0.44399999999999995,7.774193548387097,23.032258064516128,0.33799999999999997,11.161290322580646,16.193548387096776,0.6890000000000001,27.612903225806452,11.161290322580646,38.774193548387096,13.516129032258064,6.354838709677419,4.580645161290323,13.548387096774194,17.0,68.1,103.2,0.279,0.397,0.536,0.549,0.524,0.93,0.131,0.511,0.171,0.321,0.192,,,
Brigham Young,35.0,24.0,11.0,0.6859999999999999,10.05,5.23,9.0,6.0,14.0,3.0,6.0,5.0,74.25714285714285,68.34285714285714,1410.0,27.428571428571427,60.02857142857143,0.457,8.0,22.65714285714286,0.353,11.4,15.885714285714286,0.718,28.62857142857143,10.685714285714285,39.31428571428572,14.657142857142857,4.8,3.1714285714285713,12.6,17.685714285714287,69.1,106.7,0.265,0.37700000000000006,0.549,0.5479999999999999,0.534,0.6900000000000001,0.86,0.524,0.15699999999999997,0.308,0.19,,,
Brown,29.0,13.0,16.0,0.44799999999999995,-3.32,-1.91,5.0,9.0,6.0,7.0,6.0,7.0,70.96551724137932,69.48275862068965,1160.0,25.482758620689655,58.55172413793103,0.43499999999999994,7.206896551724138,23.03448275862069,0.313,12.793103448275861,18.03448275862069,0.7090000000000001,25.0,10.482758620689655,35.48275862068966,12.206896551724139,6.689655172413793,3.8620689655172415,13.137931034482758,17.93103448275862,69.7,101.8,0.308,0.39299999999999996,0.529,0.507,0.479,0.96,0.11099999999999999,0.49700000000000005,0.16399999999999998,0.294,0.21800000000000003,,,
Bryant,32.0,22.0,10.0,0.688,-4.8,-7.41,15.0,2.0,14.0,1.0,7.0,7.0,78.03125,73.375,1290.0,27.46875,62.90625,0.437,8.25,27.125,0.304,14.84375,20.28125,0.732,28.6875,12.625,41.3125,13.875,6.46875,4.46875,13.875,17.0,73.0,106.1,0.322,0.43100000000000005,0.538,0.518,0.505,0.8800000000000001,0.101,0.502,0.161,0.331,0.23600000000000004,16.0,R68,SOUTH
Bucknell,32.0,9.0,23.0,0.281,-14.62,-6.37,5.0,13.0,7.0,6.0,2.0,15.0,71.15625,79.40625,1310.0,25.5625,55.9375,0.457,7.90625,21.03125,0.376,12.125,15.84375,0.765,24.875,6.8125,31.6875,14.71875,4.625,3.125,13.46875,15.3125,68.3,101.8,0.28300000000000003,0.376,0.561,0.471,0.576,0.6599999999999999,0.79,0.5279999999999999,0.175,0.21399999999999997,0.217,,,
Buffalo,30.0,19.0,11.0,0.633,1.9,-3.21,13.0,6.0,9.0,3.0,9.0,6.0,79.93333333333334,72.26666666666667,1200.0,29.7,65.23333333333333,0.45499999999999996,8.5,24.866666666666667,0.342,12.033333333333333,16.966666666666665,0.7090000000000001,28.266666666666666,14.166666666666666,42.43333333333333,15.033333333333333,7.133333333333334,4.566666666666666,13.2,17.1,72.5,110.3,0.26,0.381,0.545,0.55,0.506,0.9800000000000001,0.10800000000000001,0.52,0.153,0.372,0.184,,,
Butler,33.0,14.0,19.0,0.42400000000000004,4.45,9.16,6.0,14.0,9.0,7.0,3.0,8.0,63.84848484848485,66.93939393939394,1335.0,22.696969696969695,54.515151515151516,0.41600000000000004,6.9393939393939394,22.757575757575758,0.305,11.515151515151516,16.545454545454547,0.696,23.78787878787879,9.030303030303031,32.81818181818182,11.0,5.181818181818182,2.4242424242424243,11.969696969696969,16.666666666666668,64.9,97.2,0.304,0.417,0.512,0.491,0.485,0.79,0.7,0.48,0.161,0.267,0.21100000000000002,,,
Cal Poly,28.0,7.0,21.0,0.25,-10.6,-3.3,4.0,12.0,4.0,7.0,2.0,12.0,61.464285714285715,67.32142857142857,1135.0,21.178571428571427,51.785714285714285,0.409,5.25,18.107142857142858,0.29,13.857142857142858,19.035714285714285,0.728,25.714285714285715,9.25,34.964285714285715,10.535714285714286,4.714285714285714,2.4285714285714284,14.714285714285714,19.392857142857142,65.5,92.5,0.368,0.35,0.505,0.513,0.49700000000000005,0.71,0.7,0.46,0.195,0.279,0.268,,,
Cal State Bakersfield,28.0,9.0,19.0,0.321,-7.57,-2.01,2.0,14.0,6.0,7.0,2.0,11.0,64.85714285714286,66.32142857142857,1120.0,24.357142857142858,57.607142857142854,0.42299999999999993,3.8214285714285716,13.285714285714286,0.288,12.321428571428571,17.464285714285715,0.706,23.107142857142858,11.928571428571429,35.035714285714285,9.964285714285714,6.178571428571429,2.392857142857143,11.678571428571429,20.607142857142858,65.6,98.9,0.30300000000000005,0.231,0.492,0.5279999999999999,0.409,0.9400000000000001,0.8400000000000001,0.45600000000000007,0.151,0.336,0.21399999999999997,,,
Cal State Fullerton,32.0,21.0,11.0,0.6559999999999999,-0.04,-2.28,12.0,5.0,11.0,2.0,7.0,7.0,69.96875,66.53125,1280.0,24.75,55.65625,0.445,5.5,16.71875,0.329,14.96875,19.53125,0.7659999999999999,23.6875,9.75,33.4375,11.25,7.28125,1.96875,12.125,15.8125,67.2,104.1,0.35100000000000003,0.3,0.5389999999999999,0.511,0.45499999999999996,0.10800000000000001,0.5700000000000001,0.49399999999999994,0.15699999999999997,0.297,0.269,15.0,R64,WEST
Cal State Northridge,30.0,7.0,23.0,0.233,-12.02,-1.41,3.0,15.0,4.0,11.0,3.0,11.0,61.56666666666667,71.23333333333333,1215.0,22.6,56.13333333333333,0.4029999999999999,5.133333333333334,16.933333333333334,0.30300000000000005,11.233333333333333,16.466666666666665,0.682,21.9,9.833333333333334,31.733333333333334,9.166666666666666,7.2,2.533333333333333,12.266666666666667,18.666666666666668,65.7,92.5,0.29300000000000004,0.302,0.48100000000000004,0.45999999999999996,0.406,0.10800000000000001,0.75,0.44799999999999995,0.161,0.27,0.2,,,
California,32.0,12.0,20.0,0.375,3.96,6.96,5.0,15.0,10.0,8.0,2.0,9.0,63.0625,66.0625,1290.0,23.625,56.1875,0.42,5.46875,17.78125,0.308,10.34375,14.21875,0.7270000000000001,26.3125,8.71875,35.03125,10.6875,4.875,2.59375,11.21875,16.53125,64.9,96.4,0.253,0.316,0.501,0.509,0.45200000000000007,0.74,0.72,0.469,0.151,0.253,0.184,,,
California Baptist,34.0,18.0,16.0,0.529,-3.53,-3.34,7.0,11.0,14.0,5.0,3.0,9.0,70.6470588235294,67.17647058823529,1365.0,24.441176470588236,55.88235294117647,0.437,8.0,24.029411764705884,0.33299999999999996,13.764705882352942,20.441176470588236,0.6729999999999999,27.058823529411764,10.0,37.05882352941177,15.911764705882353,5.176470588235294,2.735294117647059,13.911764705882353,18.41176470588235,69.3,101.6,0.366,0.43,0.5389999999999999,0.518,0.651,0.74,0.71,0.509,0.175,0.28700000000000003,0.246,,,
Campbell,29.0,16.0,13.0,0.552,-4.84,-5.76,8.0,8.0,9.0,4.0,5.0,8.0,66.17241379310344,62.0,1170.0,24.862068965517242,54.03448275862069,0.46,6.344827586206897,19.93103448275862,0.318,10.10344827586207,14.862068965517242,0.68,24.93103448275862,6.931034482758621,31.862068965517242,13.931034482758621,6.206896551724138,2.2758620689655173,10.448275862068966,13.827586206896552,63.9,102.7,0.275,0.369,0.542,0.49700000000000005,0.5599999999999999,0.96,0.7,0.5189999999999999,0.146,0.22199999999999998,0.187,,,
Canisius,32.0,11.0,21.0,0.344,-7.48,-2.25,7.0,13.0,10.0,5.0,1.0,15.0,68.5,71.5,1290.0,24.28125,60.6875,0.4,7.375,24.09375,0.306,12.5625,18.125,0.693,24.3125,11.09375,35.40625,13.0,6.03125,2.59375,11.8125,17.1875,69.6,97.6,0.299,0.397,0.49399999999999994,0.493,0.5349999999999999,0.86,0.6599999999999999,0.461,0.146,0.28500000000000003,0.207,,,
Central Arkansas,31.0,11.0,20.0,0.355,-13.83,-1.7,7.0,9.0,8.0,4.0,3.0,14.0,73.19354838709677,81.12903225806451,1250.0,27.806451612903224,63.225806451612904,0.44,6.67741935483871,22.225806451612904,0.3,10.903225806451612,14.32258064516129,0.7609999999999999,25.35483870967742,10.096774193548388,35.45161290322581,14.32258064516129,6.806451612903226,3.193548387096774,13.67741935483871,16.70967741935484,73.0,99.4,0.227,0.35200000000000004,0.5229999999999999,0.48600000000000004,0.515,0.9199999999999999,0.8,0.493,0.163,0.27399999999999997,0.172,,,
Central Connecticut State,32.0,8.0,24.0,0.25,-17.43,-7.09,4.0,13.0,4.0,7.0,4.0,15.0,61.78125,72.125,1295.0,21.5625,54.84375,0.39299999999999996,7.34375,21.5,0.342,11.3125,15.96875,0.708,22.625,9.25,31.875,10.625,6.21875,2.1875,13.78125,16.09375,66.2,92.2,0.29100000000000004,0.392,0.495,0.466,0.493,0.93,0.63,0.46,0.181,0.263,0.20600000000000002,,,
Central Florida,30.0,18.0,12.0,0.6,6.23,4.63,9.0,9.0,13.0,3.0,4.0,8.0,69.83333333333333,68.23333333333333,1205.0,24.666666666666668,58.266666666666666,0.42299999999999993,8.8,25.133333333333333,0.35,11.7,16.633333333333333,0.703,24.166666666666668,11.066666666666666,35.233333333333334,14.5,7.0,3.6666666666666665,13.033333333333333,15.7,68.1,102.2,0.28500000000000003,0.43100000000000005,0.5279999999999999,0.49700000000000005,0.588,0.10200000000000001,0.10900000000000001,0.499,0.16499999999999998,0.308,0.201,,,
Central Michigan,30.0,7.0,23.0,0.233,-12.56,-1.52,6.0,12.0,2.0,9.0,5.0,11.0,65.93333333333334,76.96666666666667,1205.0,23.133333333333333,56.53333333333333,0.409,7.733333333333333,22.666666666666668,0.341,11.933333333333334,17.233333333333334,0.692,24.0,9.2,33.2,11.5,6.266666666666667,3.033333333333333,13.566666666666666,19.9,68.8,95.4,0.305,0.40099999999999997,0.509,0.466,0.49700000000000005,0.9099999999999999,0.9,0.4779999999999999,0.173,0.253,0.21100000000000002,,,
Charleston Southern,31.0,6.0,25.0,0.194,-17.56,-4.21,1.0,15.0,4.0,9.0,1.0,13.0,68.45161290322581,76.0,1245.0,24.032258064516128,58.96774193548387,0.40800000000000003,8.258064516129032,26.774193548387096,0.308,12.129032258064516,17.93548387096774,0.6759999999999999,25.677419354838708,10.483870967741936,36.16129032258065,11.96774193548387,6.548387096774194,3.0,14.64516129032258,16.193548387096776,71.3,95.6,0.304,0.454,0.507,0.5,0.49799999999999994,0.9099999999999999,0.8099999999999999,0.4779999999999999,0.178,0.276,0.20600000000000002,,,
Charlotte,31.0,17.0,14.0,0.5479999999999999,-1.62,-0.42,10.0,8.0,11.0,4.0,6.0,6.0,70.03225806451613,71.2258064516129,1240.0,25.193548387096776,54.774193548387096,0.46,7.516129032258065,21.774193548387096,0.34500000000000003,12.129032258064516,15.32258064516129,0.792,24.161290322580644,7.096774193548387,31.258064516129032,13.96774193548387,4.806451612903226,2.903225806451613,11.483870967741936,14.064516129032258,66.7,105.1,0.28,0.39799999999999996,0.564,0.49000000000000005,0.554,0.72,0.8,0.529,0.156,0.22600000000000003,0.221,,,
Chattanooga,35.0,27.0,8.0,0.7709999999999999,6.12,-0.94,14.0,4.0,12.0,3.0,12.0,4.0,74.17142857142858,64.37142857142857,1410.0,27.314285714285713,58.82857142857143,0.46399999999999997,7.885714285714286,22.857142857142858,0.34500000000000003,11.657142857142857,15.628571428571428,0.7459999999999999,25.314285714285713,10.8,36.114285714285714,12.82857142857143,7.2,2.142857142857143,10.971428571428572,15.628571428571428,66.0,111.6,0.266,0.38899999999999996,0.56,0.537,0.47000000000000003,0.10800000000000001,0.64,0.531,0.142,0.32700000000000007,0.198,13.0,R64,SOUTH
