School,G,Overall.W,Overall.L,W-L%,SRS,SOS,Conf.W,Conf.L,Home.W,Home.L,Away.W,Away.L,TP,OP,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,DRB,ORB,TRB,AST,STL,BLK,TOV,PF,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,SEED,POSTSEASON,REGION
Dayton,32,24,8,0.75,12.98,4.27,15,3,15,1,7,3,75.875,66.4375,1285,25.625,55.09375,0.465,8.0625,20.96875,0.385,16.5625,24.0,0.69,25.625,8.65625,34.28125,15.625,7.78125,4.0,11.75,601,69.4,108.9,0.436,0.381,0.571,49.7,61.0,11.2,11.9,0.538,15.0,25.8,0.301,7.0,R64,SOUTH
Delaware,33,13,20,0.394,-9.97,-1.42,5,13,9,5,3,12,65.36363636363636,72.15151515151516,1325,23.484848484848484,55.696969696969695,0.422,5.9393939393939394,19.484848484848484,0.305,12.454545454545455,18.151515151515152,0.686,25.363636363636363,9.757575757575758,35.121212121212125,11.666666666666666,5.333333333333333,3.090909090909091,12.0,625,66.1,98.4,0.326,0.35,0.508,50.1,49.7,8.0,9.7,0.475,15.7,27.5,0.224,,,
Delaware State,32,10,22,0.313,-18.81,-9.37,7,9,4,7,6,14,68.3125,74.96875,1295,24.4375,58.28125,0.419,8.21875,22.71875,0.362,11.21875,17.03125,0.659,22.15625,10.875,33.03125,13.40625,5.53125,2.78125,13.625,608,68.4,98.6,0.292,0.39,0.515,46.2,54.9,8.0,8.5,0.49,17.0,29.3,0.192,,,
Denver,30,16,14,0.533,-2.99,-4.19,8,8,8,5,7,8,75.83333333333333,74.63333333333334,1210,27.033333333333335,56.13333333333333,0.482,7.433333333333334,18.5,0.402,14.266666666666667,19.433333333333334,0.734,26.166666666666668,9.1,35.266666666666666,15.066666666666666,5.0,2.1333333333333333,13.466666666666667,603,69.0,109.0,0.346,0.33,0.58,53.1,55.7,7.2,6.1,0.548,17.1,28.8,0.254,,,
DePaul,32,9,23,0.281,2.09,7.78,2,16,8,10,1,9,68.9375,74.625,1285,24.21875,56.375,0.43,5.75,17.625,0.326,14.75,20.0625,0.735,22.4375,10.59375,33.03125,11.4375,6.65625,2.875,14.09375,635,69.0,99.5,0.356,0.313,0.523,49.0,47.2,9.6,8.8,0.481,17.6,29.9,0.262,,,
Detroit Mercy,31,8,23,0.258,-10.72,-1.62,6,12,5,9,3,13,77.0,84.83870967741936,1255,26.774193548387096,60.225806451612904,0.445,8.096774193548388,21.774193548387096,0.372,15.35483870967742,23.129032258064516,0.664,23.096774193548388,10.32258064516129,33.41935483870968,12.838709677419354,6.548387096774194,2.5161290322580645,14.548387096774194,741,74.3,102.4,0.384,0.362,0.541,47.1,48.0,8.7,6.9,0.512,17.0,27.6,0.255,,,
Drake,31,7,24,0.226,-4.71,1.91,5,13,6,9,1,11,71.2258064516129,77.09677419354838,1255,24.516129032258064,59.87096774193548,0.409,8.709677419354838,25.225806451612904,0.345,13.483870967741936,17.838709677419356,0.756,24.483870967741936,10.03225806451613,34.516129032258064,13.03225806451613,6.064516129032258,2.4193548387096775,12.548387096774194,563,70.0,100.5,0.298,0.421,0.521,47.5,53.2,8.6,6.4,0.482,15.5,26.9,0.225,,,
Drexel,32,9,23,0.281,-7.43,-2.56,3,15,5,8,4,14,74.90625,78.375,1300,27.03125,62.09375,0.435,8.0,23.15625,0.345,12.84375,19.28125,0.666,24.90625,11.875,36.78125,14.6875,5.84375,3.0625,13.28125,644,71.4,103.3,0.311,0.373,0.526,49.8,54.3,8.1,8.1,0.5,15.7,31.0,0.207,,,
Duke,37,28,9,0.757,21.56,10.91,11,7,15,1,4,6,80.83783783783784,70.1891891891892,1480,27.54054054054054,57.945945945945944,0.475,8.405405405405405,22.216216216216218,0.378,17.35135135135135,22.756756756756758,0.762,25.7027027027027,10.54054054054054,36.24324324324324,13.08108108108108,6.108108108108108,4.648648648648648,11.378378378378379,675,69.9,115.7,0.393,0.383,0.588,51.9,47.5,8.7,10.9,0.548,14.2,31.6,0.299,2.0,R32,EAST
Duquesne,32,10,22,0.313,-3.06,0.69,3,15,8,10,1,10,70.5,74.25,1280,24.53125,57.34375,0.428,7.0625,21.15625,0.334,14.375,21.25,0.676,25.75,10.71875,36.46875,12.53125,4.90625,3.96875,14.1875,593,71.0,99.3,0.371,0.369,0.523,49.4,51.1,6.9,10.0,0.489,17.4,29.0,0.251,,,
East Carolina,33,15,18,0.455,-0.49,1.33,6,12,12,5,1,11,63.27272727272727,65.0909090909091,1320,21.696969696969695,54.45454545454545,0.398,6.484848484848484,20.242424242424242,0.32,13.393939393939394,20.393939393939394,0.657,26.727272727272727,11.212121212121213,37.93939393939394,11.93939393939394,5.090909090909091,5.181818181818182,13.909090909090908,550,66.8,94.8,0.375,0.372,0.493,50.4,55.0,7.6,13.2,0.458,17.8,30.7,0.246,,,
East Tennessee State,35,27,8,0.771,7.31,-2.11,14,4,13,2,8,5,79.48571428571428,69.65714285714286,1415,27.428571428571427,56.2,0.488,7.571428571428571,19.8,0.382,17.057142857142857,24.285714285714285,0.702,26.057142857142857,10.2,36.25714285714286,14.742857142857142,8.371428571428572,4.628571428571429,14.82857142857143,698,71.4,110.2,0.432,0.352,0.587,53.1,53.8,11.6,13.6,0.555,18.0,31.3,0.304,13.0,R64,EAST
Eastern Illinois,29,14,15,0.483,-5.35,-5.05,6,10,8,6,6,9,74.79310344827586,71.82758620689656,1195,26.620689655172413,63.86206896551724,0.417,8.931034482758621,24.0,0.372,12.620689655172415,17.275862068965516,0.731,25.310344827586206,11.96551724137931,37.275862068965516,15.310344827586206,6.827586206896552,4.103448275862069,12.758620689655173,559,70.5,102.9,0.271,0.376,0.519,49.0,57.5,9.4,10.7,0.487,15.0,30.3,0.198,,,
Eastern Kentucky,31,12,19,0.387,-8.65,-2.44,5,11,8,6,3,12,70.87096774193549,75.16129032258064,1265,24.193548387096776,56.483870967741936,0.428,7.580645161290323,23.64516129032258,0.321,14.903225806451612,21.129032258064516,0.705,23.612903225806452,9.225806451612904,32.83870967741935,13.612903225806452,5.967741935483871,3.6451612903225805,13.935483870967742,619,69.7,99.7,0.374,0.419,0.533,46.8,56.3,8.4,10.0,0.495,17.3,26.2,0.264,,,
Eastern Michigan,33,16,17,0.485,-0.18,0.16,7,11,10,6,5,10,77.75757575757575,73.0,1330,27.818181818181817,62.0,0.449,6.393939393939394,18.666666666666668,0.343,15.727272727272727,21.696969696969695,0.725,23.666666666666668,12.727272727272727,36.39393939393939,13.424242424242424,9.606060606060606,4.363636363636363,12.090909090909092,704,71.2,108.4,0.35,0.301,0.538,49.9,48.3,13.4,13.1,0.5,14.3,34.3,0.254,,,
Eastern Washington,34,22,12,0.647,-2.77,-4.43,13,5,15,1,6,10,79.26470588235294,76.23529411764706,1410,27.852941176470587,58.088235294117645,0.479,8.264705882352942,21.794117647058822,0.379,15.294117647058824,19.852941176470587,0.77,26.08823529411765,9.088235294117647,35.1764705882353,12.382352941176471,4.647058823529412,4.764705882352941,12.205882352941176,679,68.0,112.4,0.342,0.375,0.587,50.9,44.5,6.6,12.5,0.551,15.3,27.6,0.263,,,
Elon,32,18,14,0.563,0.24,-1.39,10,8,10,4,6,8,75.09375,71.625,1310,26.5625,59.71875,0.445,9.625,27.125,0.355,12.34375,18.03125,0.685,28.6875,9.09375,37.78125,14.5625,5.15625,2.28125,11.6875,532,69.2,106.1,0.302,0.454,0.55,50.2,54.8,7.3,6.1,0.525,14.6,25.0,0.207,,,
Evansville,33,16,17,0.485,1.45,2.42,6,12,13,4,2,9,69.33333333333333,68.51515151515152,1335,24.242424242424242,53.39393939393939,0.454,3.8484848484848486,10.515151515151516,0.366,17.0,23.848484848484848,0.713,25.393939393939394,9.030303030303031,34.42424242424242,13.393939393939394,5.212121212121212,3.0,11.787878787878787,659,67.0,102.3,0.447,0.197,0.536,50.6,55.3,7.7,9.1,0.49,15.4,27.2,0.318,,,
Fairfield,31,16,15,0.516,-4.75,-3.85,11,9,7,6,8,8,72.61290322580645,73.51612903225806,1250,26.516129032258064,59.96774193548387,0.442,8.451612903225806,25.225806451612904,0.335,11.129032258064516,16.322580645161292,0.682,27.096774193548388,8.870967741935484,35.96774193548387,14.96774193548387,5.354838709677419,2.967741935483871,13.419354838709678,567,71.7,100.5,0.272,0.421,0.536,48.5,56.4,7.4,7.3,0.513,16.5,24.4,0.186,,,
Fairleigh Dickinson,30,11,19,0.367,-9.28,-5.31,9,9,7,4,3,14,72.76666666666667,75.0,1205,25.133333333333333,57.1,0.44,6.7,20.2,0.332,15.8,20.666666666666668,0.765,23.4,9.7,33.1,12.2,6.3,2.6,13.266666666666667,637,70.2,103.2,0.362,0.354,0.544,47.3,48.5,8.9,7.0,0.499,16.5,27.8,0.277,,,
Florida,36,27,9,0.75,22.4,11.01,14,4,9,1,8,4,77.88888888888889,66.5,1455,26.47222222222222,58.833333333333336,0.45,7.722222222222222,21.555555555555557,0.358,17.22222222222222,23.63888888888889,0.729,25.416666666666668,11.555555555555555,36.97222222222222,12.5,7.555555555555555,4.638888888888889,11.972222222222221,661,70.1,110.0,0.402,0.366,0.556,51.3,47.2,10.7,11.8,0.516,14.6,31.8,0.293,4.0,E8,EAST
Florida A&M,30,7,23,0.233,-20.88,-11.85,5,11,4,10,3,11,71.76666666666667,78.83333333333333,1220,25.4,60.0,0.423,6.233333333333333,17.933333333333334,0.348,14.733333333333333,22.366666666666667,0.659,24.733333333333334,10.166666666666666,34.9,12.633333333333333,6.566666666666666,3.3,13.566666666666666,568,72.2,97.7,0.373,0.299,0.508,45.7,49.7,8.9,9.1,0.475,16.1,25.9,0.246,,,
Florida Atlantic,30,10,20,0.333,-7.95,-1.98,6,12,5,9,5,8,70.26666666666667,74.03333333333333,1215,25.2,61.266666666666666,0.411,6.8,21.3,0.319,13.066666666666666,18.6,0.703,25.0,10.533333333333333,35.53333333333333,12.3,5.7,3.1,11.6,570,70.2,98.9,0.304,0.348,0.501,47.3,48.8,8.0,7.4,0.467,14.2,27.0,0.213,,,
Florida Gulf Coast,34,26,8,0.765,2.26,-3.42,12,2,16,3,10,3,79.44117647058823,69.29411764705883,1370,29.61764705882353,59.3235294117647,0.499,6.5,18.705882352941178,0.347,13.705882352941176,19.529411764705884,0.702,26.176470588235293,11.147058823529411,37.3235294117647,15.5,6.088235294117647,3.411764705882353,12.382352941176471,635,69.3,113.8,0.329,0.315,0.579,53.9,52.3,8.7,9.7,0.554,15.3,33.9,0.231,14.0,R64,WEST
Florida International,31,7,24,0.226,-8.1,-3.27,3,15,6,9,1,13,70.25806451612904,73.61290322580645,1270,25.967741935483872,57.193548387096776,0.454,5.838709677419355,17.580645161290324,0.332,12.483870967741936,16.64516129032258,0.75,23.741935483870968,10.161290322580646,33.903225806451616,11.161290322580646,5.967741935483871,2.161290322580645,13.32258064516129,570,66.5,103.1,0.291,0.307,0.54,51.2,43.0,8.8,5.9,0.505,17.0,30.5,0.218,,,
Florida State,35,26,9,0.743,18.87,8.87,12,6,18,0,3,6,82.08571428571429,72.08571428571429,1400,29.6,61.31428571428572,0.483,6.6571428571428575,19.17142857142857,0.347,16.228571428571428,23.542857142857144,0.689,26.142857142857142,11.685714285714285,37.82857142857143,14.6,7.4,5.142857142857143,11.857142857142858,684,72.6,113.1,0.384,0.313,0.566,52.7,49.3,10.2,13.7,0.537,14.1,33.6,0.265,3.0,R32,WEST
Fordham,32,13,19,0.406,-1.97,1.36,7,11,8,9,5,8,65.3125,67.71875,1300,23.15625,55.71875,0.416,8.25,24.71875,0.334,10.75,14.8125,0.726,20.375,8.15625,28.53125,13.40625,9.8125,2.84375,13.0625,611,66.8,96.3,0.266,0.444,0.52,44.3,57.9,14.5,9.3,0.49,17.2,23.4,0.193,,,
Fresno State,33,20,13,0.606,4.37,2.31,11,7,13,2,6,10,73.51515151515152,70.15151515151516,1350,25.818181818181817,56.72727272727273,0.455,6.333333333333333,17.96969696969697,0.352,15.545454545454545,23.12121212121212,0.672,26.09090909090909,9.515151515151516,35.60606060606061,12.545454545454545,8.393939393939394,3.8484848484848486,13.454545454545455,718,70.1,102.5,0.408,0.317,0.543,50.6,48.6,11.7,11.3,0.511,16.6,27.5,0.274,,,
Furman,35,23,12,0.657,1.46,-3.75,14,4,11,3,12,8,74.0,66.25714285714285,1410,26.228571428571428,55.457142857142856,0.473,9.114285714285714,23.65714285714286,0.385,12.428571428571429,17.82857142857143,0.697,25.542857142857144,9.057142857142857,34.6,14.971428571428572,7.0,2.342857142857143,12.885714285714286,613,67.4,109.1,0.321,0.427,0.579,51.7,57.1,10.3,7.3,0.555,16.8,28.0,0.224,,,
Gardner-Webb,33,19,14,0.576,-3.08,-5.71,11,7,9,5,8,8,77.15151515151516,70.27272727272727,1345,27.666666666666668,57.72727272727273,0.479,6.333333333333333,16.727272727272727,0.379,15.484848484848484,24.818181818181817,0.624,26.87878787878788,11.272727272727273,38.15151515151515,14.727272727272727,8.818181818181818,3.5757575757575757,14.363636363636363,670,71.4,106.1,0.43,0.29,0.555,52.8,53.2,12.1,9.7,0.534,17.1,31.9,0.268,,,
George Mason,34,20,14,0.588,3.01,1.28,9,9,10,7,7,5,74.08823529411765,71.67647058823529,1385,25.852941176470587,57.705882352941174,0.448,5.352941176470588,15.941176470588236,0.336,17.029411764705884,22.794117647058822,0.747,29.08823529411765,11.205882352941176,40.294117647058826,11.705882352941176,4.970588235294118,2.823529411764706,12.941176470588236,570,69.2,105.2,0.395,0.276,0.541,55.0,45.3,7.1,7.2,0.494,15.9,32.0,0.295,,,
George Washington,35,20,15,0.571,2.37,2.11,10,8,14,3,5,8,69.91428571428571,69.65714285714286,1400,23.457142857142856,55.371428571428574,0.424,7.885714285714286,21.228571428571428,0.371,15.114285714285714,20.285714285714285,0.745,25.285714285714285,11.257142857142858,36.542857142857144,13.314285714285715,5.485714285714286,3.8857142857142857,12.942857142857143,541,67.0,104.3,0.366,0.383,0.538,53.0,56.8,8.2,9.9,0.495,16.6,32.5,0.273,,,
Georgetown,32,14,18,0.438,11.18,9.31,5,13,9,8,3,7,74.03125,72.15625,1290,25.25,54.75,0.461,6.4375,18.4375,0.349,17.09375,23.3125,0.733,26.15625,9.53125,35.6875,15.0,5.46875,4.59375,14.1875,672,70.2,104.7,0.426,0.337,0.562,50.6,59.4,7.7,11.5,0.52,17.7,28.9,0.312,,,
Georgia,34,19,15,0.559,11.13,10.28,9,9,12,6,5,7,71.61764705882354,70.38235294117646,1370,24.58823529411765,55.970588235294116,0.439,5.147058823529412,15.823529411764707,0.325,17.294117647058822,22.852941176470587,0.757,27.323529411764707,9.705882352941176,37.029411764705884,12.617647058823529,5.352941176470588,3.7058823529411766,13.058823529411764,632,69.7,102.0,0.408,0.283,0.536,51.5,51.3,7.6,9.8,0.485,16.3,28.7,0.309,,,
Georgia Southern,33,18,15,0.545,-3.63,-2.83,11,7,10,4,6,11,75.51515151515152,73.33333333333333,1325,25.484848484848484,57.84848484848485,0.441,9.181818181818182,25.363636363636363,0.362,15.363636363636363,23.12121212121212,0.664,25.060606060606062,9.696969696969697,34.75757575757576,10.363636363636363,6.787878787878788,3.090909090909091,11.757575757575758,641,70.5,106.7,0.4,0.438,0.549,46.8,40.7,9.6,8.8,0.52,14.6,26.0,0.266,,,
Georgia State,33,20,13,0.606,-0.33,-2.17,12,6,11,3,6,9,74.0,70.06060606060606,1325,26.818181818181817,57.21212121212121,0.469,7.454545454545454,20.90909090909091,0.357,12.909090909090908,19.939393939393938,0.647,25.454545454545453,10.121212121212121,35.57575757575758,12.090909090909092,7.151515151515151,4.242424242424242,14.030303030303031,673,70.3,104.8,0.349,0.365,0.555,51.6,45.1,10.1,14.0,0.534,17.4,30.4,0.226,,,
Georgia Tech,37,21,16,0.568,7.82,8.21,8,10,16,4,3,10,67.45945945945945,66.8108108108108,1485,24.594594594594593,56.189189189189186,0.438,4.621621621621622,13.945945945945946,0.331,13.64864864864865,20.0,0.682,26.324324324324323,9.621621621621621,35.945945945945944,15.405405405405405,6.621621621621622,5.972972972972973,13.35135135135135,592,69.3,97.0,0.356,0.248,0.513,49.8,62.6,9.5,15.7,0.479,16.9,28.0,0.243,,,
Gonzaga,39,37,2,0.949,25.26,4.13,17,1,15,1,10,0,82.61538461538461,61.48717948717949,1560,29.46153846153846,58.46153846153846,0.504,7.333333333333333,19.205128205128204,0.382,16.358974358974358,22.82051282051282,0.717,31.0,9.692307692307692,40.69230769230769,15.256410256410257,6.794871794871795,4.6923076923076925,11.487179487179487,660,70.9,116.4,0.39,0.329,0.596,54.7,51.8,9.6,11.2,0.567,14.2,29.8,0.28,1.0,2ND,WEST
Grambling,33,16,17,0.485,-17.29,-11.89,10,8,11,2,4,12,71.54545454545455,73.0909090909091,1340,25.484848484848484,58.878787878787875,0.433,5.575757575757576,17.606060606060606,0.317,15.0,22.636363636363637,0.663,21.515151515151516,12.06060606060606,33.57575757575758,11.151515151515152,8.848484848484848,2.303030303030303,13.636363636363637,658,69.8,101.0,0.384,0.299,0.514,47.6,43.8,12.5,6.9,0.48,16.4,31.6,0.255,,,
Grand Canyon,31,22,9,0.71,-0.16,-4.22,11,3,15,3,5,6,73.61290322580645,67.83870967741936,1250,25.483870967741936,58.45161290322581,0.436,6.612903225806452,19.967741935483872,0.331,16.032258064516128,24.096774193548388,0.665,26.806451612903224,10.806451612903226,37.61290322580645,13.64516129032258,7.516129032258065,2.5483870967741935,12.806451612903226,539,71.2,102.6,0.412,0.342,0.527,50.9,53.5,10.5,6.7,0.493,15.5,29.1,0.274,,,
Green Bay,32,18,14,0.563,-2.77,-2.83,12,6,10,3,7,9,80.15625,77.46875,1295,28.53125,64.40625,0.443,6.15625,19.125,0.322,16.9375,24.59375,0.689,28.90625,12.09375,41.0,13.9375,7.71875,4.15625,14.0,632,76.8,103.2,0.382,0.297,0.527,51.2,48.8,9.9,10.6,0.491,15.5,30.2,0.263,,,
Hampton,31,14,17,0.452,-13.23,-9.92,11,5,9,4,5,11,69.3225806451613,71.58064516129032,1250,24.225806451612904,59.483870967741936,0.407,6.32258064516129,20.0,0.316,14.548387096774194,20.419354838709676,0.712,24.903225806451612,11.96774193548387,36.87096774193548,11.741935483870968,4.903225806451613,3.6451612903225805,14.03225806451613,633,70.9,97.1,0.343,0.336,0.501,50.7,48.5,6.9,10.1,0.46,16.9,31.7,0.245,,,
Hartford,32,9,23,0.281,-15.85,-5.56,4,12,6,8,3,15,66.75,77.03125,1295,22.8125,56.6875,0.402,8.21875,24.28125,0.338,12.90625,18.46875,0.699,23.5625,9.125,32.6875,11.46875,7.125,3.6875,14.4375,603,70.0,94.3,0.326,0.428,0.51,45.0,50.3,10.1,9.2,0.475,18.1,24.8,0.228,,,
Harvard,28,18,10,0.643,2.3,-2.24,10,4,11,3,7,5,71.85714285714286,65.78571428571429,1120,24.964285714285715,55.857142857142854,0.447,8.178571428571429,23.035714285714285,0.355,13.75,18.5,0.743,25.75,10.142857142857142,35.892857142857146,14.392857142857142,6.285714285714286,4.75,12.821428571428571,531,67.3,106.7,0.331,0.412,0.556,51.1,57.7,9.3,13.3,0.52,16.6,29.8,0.246,,,
Hawaii,30,14,16,0.467,-6.19,-4.92,8,8,11,8,3,5,68.06666666666666,68.26666666666667,1210,23.266666666666666,55.0,0.423,7.133333333333334,21.933333333333334,0.325,14.4,20.133333333333333,0.715,22.633333333333333,9.566666666666666,32.2,13.933333333333334,5.0,1.9,13.8,570,68.3,98.9,0.366,0.399,0.527,49.1,59.9,7.3,5.3,0.488,17.6,28.3,0.262,,,
High Point,31,15,16,0.484,-9.06,-6.28,9,9,8,8,7,7,68.80645161290323,68.90322580645162,1260,23.612903225806452,54.61290322580645,0.432,6.32258064516129,16.774193548387096,0.377,15.258064516129032,20.516129032258064,0.744,25.193548387096776,9.903225806451612,35.096774193548384,12.548387096774194,5.935483870967742,3.096774193548387,13.129032258064516,539,66.8,101.4,0.376,0.307,0.535,51.2,53.1,8.7,9.4,0.49,16.9,29.0,0.279,,,
Hofstra,32,15,17,0.469,-2.35,-1.9,7,11,7,7,6,7,77.28125,76.6875,1290,26.4375,59.625,0.443,9.09375,24.75,0.367,15.3125,22.375,0.684,24.78125,11.59375,36.375,13.09375,4.4375,2.5625,10.65625,544,69.0,111.1,0.375,0.415,0.55,50.3,49.5,6.4,6.3,0.52,13.2,31.1,0.257,,,
Holy Cross,32,15,17,0.469,-5.26,-3.51,9,9,9,5,6,12,60.375,62.125,1285,20.71875,48.5,0.427,7.375,21.40625,0.345,11.5625,16.6875,0.693,19.4375,5.90625,25.34375,13.3125,9.4375,2.375,10.96875,515,61.5,97.7,0.344,0.441,0.535,42.8,64.3,15.3,9.2,0.503,16.3,19.4,0.238,,,
Houston,32,21,11,0.656,12.2,3.42,12,6,12,4,6,5,73.6875,64.90625,1285,26.5625,59.4375,0.447,8.375,21.28125,0.394,12.1875,17.0,0.717,24.25,11.3125,35.5625,12.6875,5.3125,3.53125,9.84375,601,65.8,111.6,0.286,0.358,0.546,50.5,47.8,8.0,10.7,0.517,12.7,31.9,0.205,,,
Houston Christian,31,17,14,0.548,-7.3,-4.44,12,6,13,1,4,12,78.74193548387096,77.35483870967742,1240,28.096774193548388,62.064516129032256,0.453,6.290322580645161,18.516129032258064,0.34,16.258064516129032,23.258064516129032,0.699,24.967741935483872,13.709677419354838,38.67741935483871,14.741935483870968,6.290322580645161,2.6129032258064515,13.225806451612904,597,72.9,108.0,0.375,0.298,0.539,54.1,52.5,8.6,7.0,0.503,15.3,36.9,0.262,,,
Howard,34,10,24,0.294,-16.97,-7.97,5,11,6,6,2,16,63.61764705882353,71.55882352941177,1360,21.264705882352942,54.588235294117645,0.39,5.0588235294117645,17.38235294117647,0.291,16.08823529411765,24.5,0.657,24.61764705882353,12.352941176470589,36.970588235294116,9.029411764705882,5.264705882352941,3.7058823529411766,14.705882352941176,636,68.4,93.0,0.449,0.318,0.48,49.4,42.5,7.7,10.1,0.436,18.2,32.5,0.295,,,
Idaho,33,19,14,0.576,-5.34,-5.89,12,6,12,3,6,10,73.0909090909091,71.0909090909091,1350,24.515151515151516,56.666666666666664,0.433,7.7272727272727275,21.03030303030303,0.367,16.333333333333332,22.606060606060606,0.723,25.78787878787879,10.969696969696969,36.75757575757576,12.787878787878787,4.96969696969697,2.4545454545454546,12.757575757575758,697,67.9,105.2,0.399,0.371,0.542,52.6,52.2,7.2,7.9,0.501,15.9,30.9,0.288,,,
Idaho State,31,5,26,0.161,-15.1,-3.37,3,15,4,7,1,16,69.80645161290323,80.19354838709677,1250,23.93548387096774,55.096774193548384,0.434,7.645161290322581,21.29032258064516,0.359,14.290322580645162,20.903225806451612,0.684,22.193548387096776,7.516129032258065,29.70967741935484,10.193548387096774,7.225806451612903,2.3548387096774195,12.903225806451612,578,70.1,98.8,0.379,0.386,0.537,44.4,42.6,10.2,6.7,0.504,16.6,21.9,0.259,,,
Illinois,35,20,15,0.571,10.54,9.25,8,10,14,5,3,7,71.65714285714286,69.05714285714286,1405,25.65714285714286,57.68571428571428,0.445,7.714285714285714,20.885714285714286,0.369,12.628571428571428,18.37142857142857,0.687,25.0,9.771428571428572,34.77142857142857,13.485714285714286,5.628571428571429,2.3714285714285714,12.371428571428572,641,68.9,103.7,0.318,0.362,0.539,51.2,52.6,8.1,6.5,0.512,15.7,28.7,0.219,,,
Illinois State,35,28,7,0.8,10.3,2.71,17,1,16,1,9,4,69.08571428571429,61.31428571428572,1405,24.714285714285715,56.34285714285714,0.439,8.4,22.771428571428572,0.369,11.257142857142858,16.942857142857143,0.664,26.4,10.542857142857143,36.94285714285714,13.8,7.142857142857143,4.857142857142857,12.2,620,65.8,104.6,0.301,0.404,0.536,51.7,55.8,10.8,14.4,0.513,15.9,30.6,0.2,,,
Illinois-Chicago,36,17,19,0.472,-5.95,-3.63,7,11,10,8,5,9,76.36111111111111,76.5,1455,26.083333333333332,58.69444444444444,0.444,7.555555555555555,20.72222222222222,0.365,16.63888888888889,23.416666666666668,0.711,27.97222222222222,11.722222222222221,39.69444444444444,14.555555555555555,5.472222222222222,5.083333333333333,16.36111111111111,678,74.0,102.2,0.399,0.353,0.547,52.1,55.8,7.3,11.1,0.509,19.0,32.2,0.283,,,
Incarnate Word,29,12,17,0.414,-12.14,-5.62,7,11,10,5,2,12,76.27586206896552,80.0,1165,25.379310344827587,55.758620689655174,0.455,8.03448275862069,20.724137931034484,0.388,17.482758620689655,25.20689655172414,0.694,24.862068965517242,7.896551724137931,32.758620689655174,12.482758620689655,5.793103448275862,4.689655172413793,13.482758620689655,583,73.3,103.6,0.452,0.372,0.563,45.7,49.2,7.9,10.4,0.527,16.6,22.6,0.314,,,
Indiana,34,18,16,0.529,14.63,8.16,7,11,14,4,2,8,79.73529411764706,73.26470588235294,1390,28.205882352941178,58.94117647058823,0.479,8.676470588235293,22.823529411764707,0.38,14.647058823529411,20.08823529411765,0.729,26.91176470588235,12.147058823529411,39.05882352941177,14.352941176470589,6.147058823529412,4.617647058823529,15.205882352941176,682,69.5,112.3,0.341,0.387,0.582,55.1,50.9,8.7,11.8,0.552,18.2,36.3,0.249,,,
Indiana State,31,11,20,0.355,-1.02,3.18,5,13,8,6,3,10,70.0,72.74193548387096,1275,24.580645161290324,59.096774193548384,0.416,8.193548387096774,23.451612903225808,0.349,12.64516129032258,18.580645161290324,0.681,27.35483870967742,8.483870967741936,35.83870967741935,13.451612903225806,6.580645161290323,4.064516129032258,12.774193548387096,660,70.1,97.1,0.314,0.397,0.515,46.7,54.7,9.1,10.1,0.485,15.8,22.2,0.214,,,
Iona,35,22,13,0.629,1.08,-2.47,12,8,8,4,7,7,80.37142857142857,76.82857142857142,1415,27.97142857142857,61.57142857142857,0.454,9.771428571428572,24.62857142857143,0.397,14.657142857142857,19.085714285714285,0.768,26.085714285714285,9.628571428571428,35.714285714285715,15.457142857142857,6.828571428571428,3.085714285714286,12.028571428571428,669,72.3,109.9,0.31,0.4,0.569,48.2,55.3,9.3,7.7,0.534,14.6,26.9,0.238,14.0,R64,MIDWEST
Iowa,34,19,15,0.559,10.01,7.54,10,8,15,5,3,7,80.52941176470588,78.05882352941177,1395,28.352941176470587,62.38235294117647,0.455,8.823529411764707,23.264705882352942,0.379,15.0,21.794117647058822,0.688,26.41176470588235,12.0,38.411764705882355,17.705882352941178,7.411764705882353,3.823529411764706,13.882352941176471,608,72.8,107.8,0.349,0.373,0.554,50.1,62.4,9.9,9.4,0.525,16.0,31.8,0.24,,,
Iowa State,35,24,11,0.686,20.51,11.94,12,6,12,3,5,6,80.82857142857142,72.25714285714285,1425,29.457142857142856,62.457142857142856,0.472,9.82857142857143,24.571428571428573,0.4,12.085714285714285,17.257142857142856,0.7,25.742857142857144,9.085714285714285,34.82857142857143,15.8,7.771428571428571,3.5428571428571427,10.142857142857142,557,70.6,112.5,0.276,0.393,0.572,47.7,53.6,10.8,8.9,0.55,12.6,25.6,0.194,5.0,R32,MIDWEST
IUPUI,32,14,18,0.438,-4.29,-1.62,7,9,8,4,5,13,78.125,78.65625,1290,27.59375,61.15625,0.451,9.0,23.21875,0.388,13.9375,20.40625,0.683,23.625,10.875,34.5,14.21875,6.78125,2.71875,12.53125,655,72.0,107.7,0.334,0.38,0.551,49.4,51.5,9.3,7.3,0.525,15.0,29.5,0.228,,,
Jackson State,32,14,18,0.438,-15.42,-11.55,10,8,10,4,4,13,64.59375,66.9375,1290,22.375,58.125,0.385,6.8125,22.8125,0.299,13.03125,19.34375,0.674,23.03125,13.28125,36.3125,10.9375,6.15625,2.59375,12.1875,648,65.9,97.2,0.333,0.392,0.48,51.5,48.9,9.3,8.0,0.444,15.3,34.3,0.224,,,
