School,G,Overall.W,Overall.L,W-L%,SRS,SOS,Conf.W,Conf.L,Home.W,Home.L,Away.W,Away.L,TP,OP,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,DRB,ORB,TRB,AST,STL,BLK,TOV,PF,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,SEED,POSTSEASON,REGION
Arizona,34,25,9,0.735,18.79,7.23,12,6,17,1,5,5,80.44117647058823,68.88235294117646,1390,27.823529411764707,57.94117647058823,0.48,6.5,17.058823529411764,0.381,18.294117647058822,25.38235294117647,0.721,28.647058823529413,11.588235294117647,40.23529411764706,14.264705882352942,4.823529411764706,4.735294117647059,13.0,621,69.8,112.8,0.438,0.294,0.575,56.5,51.3,6.8,11.3,0.536,15.7,34.9,0.316,6.0,R64,SOUTH
Arizona State,32,15,17,0.469,8.28,8.96,5,13,11,6,3,9,73.28125,73.96875,1290,24.875,59.96875,0.415,7.9375,23.65625,0.336,15.59375,22.6875,0.687,24.46875,12.3125,36.78125,12.65625,5.3125,2.6875,12.0,649,69.8,104.2,0.378,0.394,0.518,50.4,50.9,7.6,7.3,0.481,14.5,31.5,0.26,,,
Arkansas,32,16,16,0.5,10.23,6.76,9,9,13,4,3,8,78.15625,74.6875,1305,27.59375,62.25,0.443,6.75,17.0,0.397,16.21875,23.375,0.694,25.40625,11.6875,37.09375,16.1875,7.28125,5.15625,11.15625,687,71.3,107.5,0.376,0.273,0.533,50.0,58.7,10.0,13.8,0.497,13.2,30.9,0.261,,,
Arkansas State,31,11,20,0.355,-7.48,-2.37,7,13,9,6,2,14,73.61290322580645,75.90322580645162,1260,24.838709677419356,59.83870967741935,0.415,5.806451612903226,18.387096774193548,0.316,18.129032258064516,24.70967741935484,0.734,29.322580645161292,10.774193548387096,40.096774193548384,12.290322580645162,5.064516129032258,4.387096774193548,12.838709677419354,613,72.7,99.7,0.413,0.307,0.514,49.7,49.5,6.9,10.9,0.464,15.2,28.1,0.303,,,
Arkansas-Pine Bluff,33,8,25,0.242,-19.31,-5.52,6,12,3,6,4,17,56.57575757575758,70.36363636363636,1325,20.424242424242426,52.18181818181818,0.391,6.121212121212121,20.181818181818183,0.303,9.606060606060606,15.727272727272727,0.611,20.666666666666668,9.757575757575758,30.424242424242426,9.606060606060606,7.121212121212121,3.727272727272727,15.636363636363637,723,65.3,86.3,0.301,0.387,0.474,44.6,47.0,10.9,10.8,0.45,20.8,27.7,0.184,,,
Army,33,19,14,0.576,-7.32,-8.13,9,9,7,8,11,6,76.93939393939394,74.96969696969697,1350,27.12121212121212,63.15151515151515,0.429,8.909090909090908,26.575757575757574,0.335,13.787878787878787,19.87878787878788,0.694,28.181818181818183,12.363636363636363,40.54545454545455,15.181818181818182,4.9393939393939394,3.727272727272727,13.575757575757576,628,72.2,104.2,0.315,0.421,0.53,52.1,56.0,6.7,8.3,0.5,15.8,31.5,0.218,,,
Auburn,31,11,20,0.355,0.15,7.54,5,13,8,7,2,11,70.70967741935483,78.09677419354838,1245,23.35483870967742,58.70967741935484,0.398,8.774193548387096,25.774193548387096,0.34,15.225806451612904,24.06451612903226,0.633,25.419354838709676,11.161290322580646,36.58064516129032,11.35483870967742,5.354838709677419,4.064516129032258,13.806451612903226,658,72.5,97.1,0.41,0.439,0.504,47.2,48.6,7.4,10.4,0.473,16.4,27.9,0.259,,,
Austin Peay,36,18,18,0.5,-6.04,-2.98,7,9,7,7,7,9,76.11111111111111,76.80555555555556,1460,26.25,56.916666666666664,0.461,6.194444444444445,17.916666666666668,0.346,17.416666666666668,26.0,0.67,25.11111111111111,11.722222222222221,36.833333333333336,13.305555555555555,6.944444444444445,2.8055555555555554,13.944444444444445,633,70.5,106.4,0.457,0.315,0.549,51.8,50.7,9.7,7.7,0.516,16.8,33.0,0.306,16.0,R64,SOUTH
Ball State,35,21,14,0.6,0.11,-2.98,10,8,13,6,6,8,70.82857142857142,66.8,1430,24.428571428571427,54.82857142857143,0.446,8.714285714285714,23.37142857142857,0.373,13.257142857142858,19.142857142857142,0.693,27.0,9.428571428571429,36.42857142857143,14.628571428571428,5.457142857142857,3.6,13.285714285714286,665,66.2,104.8,0.349,0.426,0.554,51.7,59.9,8.1,10.0,0.525,17.2,27.9,0.242,,,
Baylor,34,22,12,0.647,16.13,9.76,10,8,15,5,6,5,77.08823529411765,69.58823529411765,1375,27.441176470588236,58.911764705882355,0.466,6.176470588235294,16.823529411764707,0.367,16.029411764705884,22.11764705882353,0.725,23.529411764705884,13.735294117647058,37.26470588235294,17.735294117647058,7.911764705882353,3.9705882352941178,12.705882352941176,660,67.6,112.8,0.375,0.286,0.555,55.6,64.6,11.6,11.2,0.518,15.5,40.1,0.272,5.0,R64,WEST
Belmont,32,20,12,0.625,1.19,-2.1,12,4,11,1,8,10,82.4375,78.4375,1285,28.5625,57.78125,0.494,10.5625,29.09375,0.363,14.75,20.3125,0.726,26.0625,8.46875,34.53125,17.0,4.53125,2.53125,14.0625,639,72.8,112.8,0.352,0.504,0.611,49.3,59.5,6.2,6.3,0.586,17.3,26.1,0.255,,,
Bethune-Cookman,32,14,18,0.438,-14.35,-9.18,10,6,9,2,5,13,70.5625,72.8125,1295,24.96875,60.375,0.414,7.78125,24.59375,0.316,12.84375,18.65625,0.688,24.34375,12.71875,37.0625,11.59375,6.15625,5.96875,12.96875,601,68.2,102.3,0.309,0.407,0.51,48.5,46.4,8.9,15.3,0.478,15.8,32.9,0.213,,,
Binghamton,30,8,22,0.267,-14.08,-6.35,5,11,5,9,3,13,60.9,68.63333333333334,1205,20.966666666666665,53.8,0.39,5.7,19.966666666666665,0.285,13.266666666666667,19.466666666666665,0.682,25.0,9.1,34.1,11.1,5.366666666666666,2.2666666666666666,13.966666666666667,558,67.4,90.0,0.362,0.371,0.483,48.0,52.9,7.9,6.4,0.443,18.1,25.2,0.247,,,
Boise State,32,20,12,0.625,7.23,3.13,11,7,14,2,5,7,77.5,70.1875,1290,26.3125,58.09375,0.453,8.15625,24.625,0.331,16.71875,23.59375,0.709,24.84375,9.84375,34.6875,13.4375,6.53125,2.0,11.625,622,70.5,109.1,0.406,0.424,0.559,51.3,51.1,9.2,5.8,0.523,14.4,28.5,0.288,,,
Boston College,32,7,25,0.219,-1.61,7.67,0,18,6,11,0,10,61.21875,70.5,1285,22.40625,54.71875,0.409,7.21875,22.28125,0.324,9.1875,14.125,0.65,23.4375,7.59375,31.03125,12.8125,5.65625,2.90625,13.46875,579,67.0,91.0,0.258,0.407,0.498,45.8,57.2,8.4,8.1,0.475,18.0,21.8,0.168,,,
Boston University,34,19,15,0.559,-6.79,-6.37,11,7,9,6,10,9,73.02941176470588,72.47058823529412,1375,25.264705882352942,55.6764705882353,0.454,8.0,22.0,0.364,14.5,20.235294117647058,0.717,26.61764705882353,9.147058823529411,35.76470588235294,13.411764705882353,6.0,3.7941176470588234,13.764705882352942,641,69.4,104.1,0.363,0.395,0.559,50.7,53.1,8.6,10.2,0.526,17.4,27.1,0.26,,,
Bowling Green State,34,16,18,0.471,-5.88,-1.85,5,13,7,8,7,8,70.58823529411765,72.26470588235294,1360,24.970588235294116,56.26470588235294,0.444,5.970588235294118,16.558823529411764,0.361,14.676470588235293,22.38235294117647,0.656,26.264705882352942,10.147058823529411,36.411764705882355,11.705882352941176,6.147058823529412,3.323529411764706,12.647058823529411,655,69.4,101.8,0.398,0.294,0.528,50.6,46.9,8.9,9.2,0.497,15.9,28.7,0.261,,,
Bradley,32,5,27,0.156,-10.91,3.7,3,15,4,11,1,12,56.03125,69.9375,1290,18.9375,49.875,0.38,5.15625,18.4375,0.28,13.0,19.625,0.662,25.21875,8.625,33.84375,9.125,4.4375,2.71875,17.125,744,67.3,82.7,0.393,0.37,0.473,49.1,48.2,6.5,7.7,0.431,22.4,24.9,0.261,,,
Brigham Young,37,26,11,0.703,12.36,2.36,13,5,17,2,6,6,83.5945945945946,72.75675675675676,1485,29.62162162162162,64.02702702702703,0.463,8.91891891891892,23.324324324324323,0.382,15.432432432432432,22.35135135135135,0.69,29.0,11.91891891891892,40.91891891891892,16.513513513513512,6.918918918918919,4.351351351351352,11.72972972972973,690,74.0,112.6,0.349,0.364,0.56,53.0,55.7,9.3,11.5,0.532,13.6,31.0,0.241,,,
Brown,28,8,20,0.286,-8.05,-2.82,3,11,7,6,1,13,72.85714285714286,76.96428571428571,1140,24.892857142857142,58.035714285714285,0.429,8.035714285714286,22.821428571428573,0.352,15.035714285714286,21.428571428571427,0.702,26.678571428571427,9.714285714285714,36.392857142857146,14.785714285714286,5.357142857142857,4.071428571428571,13.428571428571429,543,70.5,101.5,0.369,0.393,0.534,48.3,59.4,7.5,10.2,0.498,16.4,26.5,0.259,,,
Bryant,31,8,23,0.258,-18.58,-6.71,5,13,4,10,4,13,65.09677419354838,76.16129032258064,1250,24.35483870967742,58.0,0.42,6.387096774193548,19.838709677419356,0.322,10.0,15.548387096774194,0.643,24.129032258064516,9.67741935483871,33.806451612903224,13.387096774193548,5.67741935483871,2.6774193548387095,13.548387096774194,591,68.4,94.4,0.268,0.342,0.498,46.3,55.0,8.2,7.4,0.475,17.2,26.3,0.172,,,
Bucknell,31,17,14,0.548,-2.09,-5.89,14,4,8,7,9,7,78.96774193548387,73.80645161290323,1265,26.806451612903224,57.67741935483871,0.465,7.516129032258065,20.612903225806452,0.365,17.838709677419356,24.967741935483872,0.714,26.451612903225808,10.225806451612904,36.67741935483871,15.774193548387096,6.580645161290323,3.225806451612903,13.64516129032258,657,71.5,108.2,0.433,0.357,0.568,51.6,58.8,9.0,8.5,0.53,16.4,29.8,0.309,,,
Buffalo,35,20,15,0.571,1.34,0.9,10,8,10,5,5,9,77.4,75.25714285714285,1410,26.142857142857142,59.885714285714286,0.437,7.514285714285714,22.17142857142857,0.339,17.6,24.771428571428572,0.71,26.8,12.142857142857142,38.94285714285714,12.6,6.857142857142857,3.5428571428571427,13.571428571428571,748,72.6,105.9,0.414,0.37,0.54,51.7,48.2,9.4,9.2,0.499,15.9,32.2,0.294,14.0,R64,SOUTH
Butler,33,22,11,0.667,16.46,7.55,10,8,13,3,5,5,79.93939393939394,71.03030303030303,1325,27.818181818181817,59.666666666666664,0.466,7.151515151515151,18.21212121212121,0.393,17.151515151515152,23.454545454545453,0.731,24.90909090909091,11.090909090909092,36.0,14.181818181818182,6.878787878787879,3.242424242424242,10.151515151515152,646,69.8,114.1,0.393,0.305,0.564,52.3,51.0,9.8,8.9,0.526,12.5,32.1,0.287,9.0,R32,MIDWEST
Cal Poly,30,10,20,0.333,-3.49,0.9,4,12,5,7,3,12,72.36666666666666,75.16666666666667,1220,25.166666666666668,60.4,0.417,7.933333333333334,22.7,0.349,14.1,20.866666666666667,0.676,24.8,11.7,36.5,14.166666666666666,5.433333333333334,3.2,10.266666666666667,602,67.8,104.9,0.345,0.376,0.515,49.8,56.3,7.9,8.2,0.482,12.7,30.1,0.233,,,
Cal State Bakersfield,33,24,9,0.727,2.58,-5.15,11,3,14,1,7,7,72.87878787878788,63.75757575757576,1330,26.515151515151516,58.75757575757576,0.451,5.424242424242424,15.878787878787879,0.342,14.424242424242424,22.0,0.656,25.727272727272727,12.545454545454545,38.27272727272727,15.636363636363637,7.96969696969697,5.0,12.272727272727273,707,68.4,105.8,0.374,0.27,0.527,52.8,59.0,11.6,14.2,0.497,15.1,34.6,0.245,15.0,R64,WEST
Cal State Fullerton,30,10,20,0.333,-7.12,-0.76,3,13,5,8,5,9,70.13333333333334,74.23333333333333,1205,23.266666666666666,56.766666666666666,0.41,6.433333333333334,19.4,0.332,17.166666666666668,24.766666666666666,0.693,26.033333333333335,11.166666666666666,37.2,10.133333333333333,4.9,1.6,13.1,610,70.0,99.8,0.436,0.342,0.512,50.5,43.6,7.0,4.5,0.467,16.0,29.8,0.302,,,
Cal State Northridge,30,10,20,0.333,-6.85,-0.85,5,11,5,7,4,12,71.43333333333334,75.36666666666666,1225,24.833333333333332,57.43333333333333,0.432,4.2,14.166666666666666,0.296,17.566666666666666,24.5,0.717,26.1,10.1,36.2,14.1,6.766666666666667,3.2,14.0,604,71.4,98.1,0.427,0.247,0.517,48.6,56.8,9.3,7.9,0.469,16.9,27.4,0.306,,,
California,34,23,11,0.676,15.39,7.87,12,6,18,0,4,7,74.8529411764706,67.32352941176471,1375,26.176470588235293,56.794117647058826,0.461,6.9411764705882355,19.147058823529413,0.363,15.558823529411764,23.705882352941178,0.656,28.323529411764707,11.352941176470589,39.6764705882353,12.647058823529411,4.088235294117647,4.676470588235294,12.323529411764707,706,68.2,108.5,0.417,0.337,0.55,54.5,48.3,5.9,10.9,0.522,15.3,32.6,0.274,4.0,R64,SOUTH
Campbell,30,12,18,0.4,-11.07,-6.67,5,13,7,9,5,8,73.56666666666666,73.43333333333334,1205,24.8,55.7,0.445,7.466666666666667,22.5,0.332,16.5,23.0,0.717,24.166666666666668,8.066666666666666,32.233333333333334,11.5,7.133333333333334,2.4,11.766666666666667,582,70.0,104.7,0.413,0.404,0.552,46.6,46.4,10.2,6.2,0.512,15.0,23.3,0.296,,,
Canisius,33,14,19,0.424,-5.62,-3.77,8,12,7,7,4,11,76.54545454545455,78.39393939393939,1355,25.606060606060606,61.03030303030303,0.42,8.636363636363637,25.333333333333332,0.341,16.696969696969695,22.545454545454547,0.741,21.90909090909091,11.909090909090908,33.81818181818182,14.121212121212121,6.03030303030303,2.6666666666666665,11.212121212121213,640,68.9,108.3,0.369,0.415,0.533,47.6,55.1,8.5,7.6,0.49,13.5,31.0,0.274,,,
Central Arkansas,28,7,21,0.25,-15.17,-6.81,6,12,4,6,2,14,75.35714285714286,83.71428571428571,1120,26.214285714285715,59.142857142857146,0.443,6.607142857142857,17.75,0.372,16.321428571428573,24.785714285714285,0.659,25.464285714285715,11.821428571428571,37.285714285714285,13.214285714285714,5.428571428571429,3.7142857142857144,14.535714285714286,575,73.7,102.2,0.419,0.3,0.531,50.4,50.4,7.4,9.4,0.499,17.0,31.3,0.276,,,
Central Connecticut State,29,4,25,0.138,-22.35,-9.24,3,15,3,11,1,14,65.10344827586206,78.20689655172414,1175,23.517241379310345,58.758620689655174,0.4,5.655172413793103,16.551724137931036,0.342,12.413793103448276,18.275862068965516,0.679,24.517241379310345,11.551724137931034,36.06896551724138,11.758620689655173,4.379310344827586,3.689655172413793,13.862068965517242,505,68.9,93.3,0.311,0.282,0.483,48.8,50.0,6.3,9.0,0.448,17.1,29.9,0.211,,,
Central Florida,30,12,18,0.4,0.18,3.01,6,12,8,8,4,9,68.73333333333333,71.56666666666666,1210,23.833333333333332,55.43333333333333,0.43,6.9,21.666666666666668,0.318,14.166666666666666,20.633333333333333,0.687,27.9,10.966666666666667,38.86666666666667,12.633333333333333,4.566666666666666,4.633333333333334,14.666666666666666,467,68.3,99.8,0.372,0.391,0.527,51.7,53.0,6.6,11.1,0.492,18.4,31.3,0.256,,,
Central Michigan,33,17,16,0.515,-0.67,-1.3,10,8,13,4,4,8,75.60606060606061,72.75757575757575,1325,26.272727272727273,59.515151515151516,0.441,9.818181818181818,27.78787878787879,0.353,13.242424242424242,18.424242424242426,0.719,25.060606060606062,9.848484848484848,34.90909090909091,13.363636363636363,4.696969696969697,2.727272727272727,9.181818181818182,608,67.4,111.8,0.31,0.467,0.554,48.3,50.9,6.9,7.1,0.524,11.9,27.3,0.223,,,
Charleston Southern,30,9,21,0.3,-10.92,-2.59,5,13,6,8,3,12,71.53333333333333,75.1,1210,25.8,60.266666666666666,0.428,9.333333333333334,27.0,0.346,10.6,17.066666666666666,0.621,24.833333333333332,10.266666666666667,35.1,12.633333333333333,5.1,2.1,12.6,576,70.0,101.4,0.283,0.448,0.523,48.9,49.0,7.2,6.0,0.506,15.6,27.0,0.176,,,
Charlotte,33,14,19,0.424,-3.14,-1.72,9,9,8,7,5,8,78.3030303030303,79.72727272727273,1340,27.87878787878788,62.60606060606061,0.445,8.06060606060606,21.09090909090909,0.382,14.484848484848484,20.757575757575758,0.698,24.90909090909091,11.333333333333334,36.24242424242424,14.575757575757576,6.181818181818182,2.212121212121212,12.0,588,72.1,107.0,0.332,0.337,0.54,49.9,52.3,8.5,5.5,0.51,14.2,29.7,0.231,,,
Chattanooga,35,29,6,0.829,3.24,-3.46,15,3,13,1,10,4,75.77142857142857,67.54285714285714,1410,25.62857142857143,56.08571428571429,0.457,7.485714285714286,20.82857142857143,0.359,17.02857142857143,23.17142857142857,0.735,24.571428571428573,10.885714285714286,35.457142857142856,14.4,7.771428571428571,4.714285714285714,12.485714285714286,596,68.1,110.5,0.413,0.371,0.565,52.3,56.2,11.3,13.1,0.524,15.7,32.6,0.304,12.0,R64,EAST
Chicago State,32,4,28,0.125,-17.52,-1.38,0,14,4,9,0,15,66.875,77.4375,1280,23.875,62.34375,0.383,7.125,23.4375,0.304,12.0,17.90625,0.67,23.6875,12.9375,36.625,11.71875,7.6875,3.0625,14.3125,697,72.0,92.8,0.287,0.376,0.472,47.7,49.1,10.7,9.3,0.44,16.8,31.0,0.192,,,
Cincinnati,33,22,11,0.667,15.19,5.25,12,6,14,3,6,6,73.27272727272727,63.333333333333336,1355,25.78787878787879,60.0,0.43,7.636363636363637,21.96969696969697,0.348,14.06060606060606,19.939393939393938,0.705,25.757575757575758,13.363636363636363,39.121212121212125,15.393939393939394,7.787878787878788,5.818181818181818,11.0,513,65.5,108.9,0.332,0.366,0.527,53.2,59.7,11.6,15.5,0.493,13.7,36.6,0.234,9.0,R64,WEST
Clemson,31,17,14,0.548,12.03,6.87,10,8,13,4,3,8,69.64516129032258,64.48387096774194,1250,24.29032258064516,55.645161290322584,0.437,7.67741935483871,21.870967741935484,0.351,13.387096774193548,18.516129032258064,0.723,24.387096774193548,10.32258064516129,34.70967741935484,13.258064516129032,5.774193548387097,5.225806451612903,10.161290322580646,511,63.7,108.4,0.333,0.393,0.54,50.4,54.6,9.0,14.2,0.506,13.6,30.4,0.241,,,
Cleveland State,32,9,23,0.281,-9.17,0.09,4,14,5,9,3,10,60.84375,67.78125,1285,22.0,54.5625,0.403,5.4375,16.78125,0.324,11.40625,16.8125,0.678,22.59375,10.5625,33.15625,10.21875,6.125,2.71875,14.34375,670,65.9,91.9,0.308,0.308,0.486,48.6,46.4,9.3,8.1,0.453,18.7,30.1,0.209,,,
Coastal Carolina,33,21,12,0.636,-1.85,-4.22,12,6,14,4,7,5,73.03030303030303,66.54545454545455,1325,25.87878787878788,57.84848484848485,0.447,7.393939393939394,21.696969696969695,0.341,13.878787878787879,20.87878787878788,0.665,27.939393939393938,11.424242424242424,39.36363636363637,12.0,5.909090909090909,3.4242424242424243,12.303030303030303,568,68.3,106.6,0.361,0.375,0.539,52.4,46.4,8.6,9.7,0.511,15.4,31.6,0.24,,,
Colgate,30,13,17,0.433,-8.61,-6.06,9,9,8,4,5,13,69.76666666666667,71.5,1220,24.9,55.766666666666666,0.447,8.9,23.933333333333334,0.372,11.066666666666666,16.266666666666666,0.68,22.366666666666667,9.333333333333334,31.7,13.266666666666667,6.133333333333334,2.4,12.166666666666666,583,65.4,104.9,0.292,0.429,0.549,47.7,53.3,9.2,7.2,0.526,16.1,27.4,0.198,,,
College of Charleston,31,17,14,0.548,2.37,0.04,8,10,10,5,6,8,65.41935483870968,61.96774193548387,1250,23.29032258064516,55.41935483870968,0.42,6.645161290322581,19.193548387096776,0.346,12.193548387096774,18.29032258064516,0.667,24.35483870967742,10.806451612903226,35.16129032258065,11.64516129032258,7.161290322580645,2.4193548387096775,12.67741935483871,620,65.2,99.6,0.33,0.346,0.51,50.8,50.0,10.9,7.4,0.48,16.5,30.0,0.22,,,
Colorado,34,22,12,0.647,12.04,7.64,10,8,16,1,4,7,75.76470588235294,70.79411764705883,1370,25.441176470588236,59.6764705882353,0.426,7.411764705882353,19.029411764705884,0.389,17.470588235294116,23.764705882352942,0.735,29.058823529411764,13.117647058823529,42.1764705882353,13.558823529411764,5.205882352941177,4.911764705882353,13.352941176470589,638,70.8,106.3,0.398,0.319,0.534,55.7,53.3,7.3,11.6,0.488,15.8,35.3,0.293,8.0,R64,SOUTH
Colorado State,34,18,16,0.529,2.31,1.53,8,10,12,5,3,8,79.41176470588235,77.23529411764706,1400,25.823529411764707,60.794117647058826,0.425,9.588235294117647,26.352941176470587,0.364,18.176470588235293,25.323529411764707,0.718,26.970588235294116,13.0,39.970588235294116,13.382352941176471,3.8529411764705883,2.264705882352941,11.617647058823529,657,69.3,111.3,0.417,0.433,0.545,53.6,51.8,5.4,6.2,0.504,13.8,33.7,0.299,,,
Columbia,35,25,10,0.714,3.45,-2.55,10,4,18,4,7,6,76.28571428571429,68.54285714285714,1415,25.685714285714287,56.74285714285714,0.453,9.6,25.514285714285716,0.376,15.314285714285715,21.285714285714285,0.719,24.97142857142857,10.457142857142857,35.42857142857143,14.8,6.285714285714286,3.4571428571428573,10.82857142857143,649,66.7,113.1,0.375,0.45,0.571,51.8,57.6,9.3,10.3,0.537,13.9,30.2,0.27,,,
Connecticut,36,25,11,0.694,15.89,6.28,11,7,14,3,6,4,73.08333333333333,63.47222222222222,1460,26.22222222222222,57.72222222222222,0.454,7.083333333333333,19.416666666666668,0.365,13.555555555555555,17.083333333333332,0.793,26.72222222222222,9.38888888888889,36.111111111111114,13.583333333333334,5.833333333333333,5.055555555555555,10.694444444444445,657,66.1,109.0,0.296,0.336,0.555,51.1,51.8,8.7,14.0,0.516,14.0,28.5,0.235,9.0,R32,SOUTH
Coppin State,31,9,22,0.29,-15.75,-6.06,6,10,5,7,3,14,72.25806451612904,80.54838709677419,1280,23.903225806451612,62.354838709677416,0.383,7.67741935483871,23.06451612903226,0.333,16.774193548387096,23.774193548387096,0.706,23.806451612903224,13.096774193548388,36.903225806451616,11.225806451612904,5.612903225806452,2.935483870967742,13.161290322580646,666,71.4,98.1,0.381,0.37,0.491,47.1,47.0,7.6,7.2,0.445,15.2,31.5,0.269,,,
Cornell,28,10,18,0.357,-9.55,-1.04,3,11,5,8,5,10,71.14285714285714,78.32142857142857,1130,25.107142857142858,59.785714285714285,0.42,8.321428571428571,24.357142857142858,0.342,12.607142857142858,19.357142857142858,0.651,23.785714285714285,8.714285714285714,32.5,10.785714285714286,7.75,3.8214285714285716,13.285714285714286,563,72.7,97.0,0.324,0.407,0.516,43.2,43.0,10.6,9.6,0.49,16.1,22.8,0.211,,,
Creighton,35,20,15,0.571,13.69,6.44,9,9,14,5,4,9,79.62857142857143,72.37142857142857,1400,27.97142857142857,59.457142857142856,0.47,8.085714285714285,22.97142857142857,0.352,15.6,22.285714285714285,0.7,27.571428571428573,9.542857142857143,37.114285714285714,15.342857142857143,6.0285714285714285,3.085714285714286,11.6,661,72.1,110.5,0.375,0.386,0.568,51.4,54.9,8.4,7.8,0.538,14.2,27.3,0.262,,,
