School,G,Overall.W,Overall.L,W-L%,SRS,SOS,Conf.W,Conf.L,Home.W,Home.L,Away.W,Away.L,TP,OP,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,DRB,ORB,TRB,AST,STL,BLK,TOV,PF,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,SEED,POSTSEASON
Texas Tech,31,18,13,0.581,16.83,8.41,9,9,13,4,3,7,71.93548387096774,63.516129032258064,1260,25.129032258064516,55.61290322580645,0.452,7.225806451612903,20.35483870967742,0.355,14.451612903225806,19.161290322580644,0.754,24.322580645161292,9.0,33.32258064516129,15.35483870967742,7.709677419354839,4.0,13.64516129032258,17.580645161290324,68.2,103.8,0.345,0.366,0.556,50.0,61.1,11.1,11.5,0.517,17.4,27.8,0.26,,
Texas-Rio Grande Valley,30,14,16,0.467,-7.05,-3.7,9,7,11,3,3,11,72.96666666666667,71.43333333333334,1215,25.966666666666665,59.63333333333333,0.435,6.366666666666666,18.566666666666666,0.343,14.666666666666666,20.466666666666665,0.717,22.6,10.466666666666667,33.06666666666667,15.033333333333333,8.366666666666667,3.7,12.533333333333333,19.833333333333332,70.6,102.0,0.343,0.311,0.526,48.5,57.9,11.7,10.8,0.489,15.3,28.6,0.246,,
The Citadel,30,6,24,0.2,-13.82,-1.0,0,18,3,11,3,12,74.8,81.1,1215,26.3,60.666666666666664,0.434,9.333333333333334,28.433333333333334,0.328,12.866666666666667,18.633333333333333,0.691,25.833333333333332,8.233333333333333,34.06666666666667,14.4,6.733333333333333,2.933333333333333,15.2,17.133333333333333,75.6,97.7,0.307,0.469,0.538,46.9,54.8,8.8,7.9,0.51,17.9,22.8,0.212,,
Toledo,32,17,15,0.531,1.2,-1.47,8,10,10,6,7,9,74.5625,70.125,1285,25.0625,57.59375,0.435,8.84375,24.1875,0.366,15.59375,20.90625,0.746,27.8125,10.03125,37.84375,14.5,5.625,3.375,12.1875,15.96875,69.5,106.8,0.363,0.42,0.552,51.3,57.9,8.1,8.8,0.512,15.3,28.3,0.271,,
Towson,32,19,13,0.594,0.09,-1.51,12,6,9,5,8,4,70.5625,66.40625,1290,24.6875,57.0,0.433,6.5625,19.0625,0.344,14.625,18.96875,0.771,25.8125,11.34375,37.15625,11.375,5.625,3.15625,11.875,18.21875,65.7,106.6,0.333,0.334,0.534,54.0,46.1,8.5,9.9,0.491,15.2,33.5,0.257,,
Troy,31,9,22,0.29,-9.01,-1.32,5,15,6,9,3,13,68.74193548387096,73.41935483870968,1250,24.193548387096776,60.58064516129032,0.399,8.419354838709678,26.483870967741936,0.318,11.935483870967742,17.70967741935484,0.674,24.64516129032258,11.903225806451612,36.54838709677419,13.870967741935484,5.741935483870968,2.6774193548387095,14.225806451612904,18.838709677419356,70.8,96.3,0.292,0.437,0.498,49.2,57.3,8.0,7.8,0.469,17.1,30.2,0.197,,
Tulane,30,12,18,0.4,0.94,3.54,4,14,7,7,3,7,68.33333333333333,70.93333333333334,1210,23.4,56.96666666666667,0.411,7.666666666666667,22.966666666666665,0.334,13.866666666666667,19.466666666666665,0.712,22.766666666666666,8.166666666666666,30.933333333333334,11.233333333333333,8.466666666666667,2.533333333333333,11.833333333333334,15.666666666666666,69.4,97.7,0.342,0.403,0.516,44.4,48.0,12.1,7.9,0.478,15.2,22.3,0.243,,
Tulsa,31,21,10,0.677,7.92,3.59,13,5,15,2,6,7,67.83870967741936,63.516129032258064,1260,23.483870967741936,53.32258064516129,0.44,5.870967741935484,18.258064516129032,0.322,15.0,21.193548387096776,0.708,25.838709677419356,8.64516129032258,34.483870967741936,12.612903225806452,7.548387096774194,2.2580645161290325,13.451612903225806,15.129032258064516,67.1,99.5,0.397,0.342,0.535,50.1,53.7,11.1,7.5,0.495,17.5,26.3,0.281,,
UAB,32,19,13,0.594,-0.94,-1.64,9,9,11,6,5,7,67.3125,65.25,1280,24.375,53.71875,0.454,5.28125,16.09375,0.328,13.28125,18.875,0.704,26.8125,10.25,37.0625,10.53125,5.96875,2.90625,14.71875,16.46875,67.2,100.2,0.351,0.3,0.537,54.7,43.2,8.9,8.7,0.503,19.0,31.7,0.247,,
UC Davis,32,14,18,0.438,-4.7,-2.63,8,8,8,4,5,12,72.8125,71.4375,1290,25.5,55.28125,0.461,8.09375,20.40625,0.397,13.71875,17.4375,0.787,23.375,7.3125,30.6875,12.78125,5.78125,1.78125,12.75,18.53125,68.4,105.7,0.315,0.369,0.573,48.3,50.1,8.4,5.3,0.534,16.7,23.4,0.248,,
UC Irvine,32,21,11,0.656,3.73,-2.18,13,3,11,2,8,8,73.96875,65.21875,1280,27.75,58.6875,0.473,6.1875,17.46875,0.354,12.28125,16.625,0.739,28.0625,11.4375,39.5,14.84375,6.4375,3.71875,13.84375,18.375,69.1,107.1,0.283,0.298,0.555,56.7,53.5,9.3,9.9,0.526,17.2,35.3,0.209,,
UC Riverside,32,17,15,0.531,-3.63,-4.18,7,9,11,5,6,10,64.34375,60.59375,1285,23.25,53.34375,0.436,7.9375,22.5625,0.352,9.90625,14.375,0.689,27.03125,8.75,35.78125,12.3125,4.96875,2.6875,13.15625,17.46875,64.4,99.5,0.269,0.423,0.535,54.2,53.0,7.7,7.5,0.51,17.9,27.6,0.186,,
UC Santa Barbara,31,21,10,0.677,-0.57,-4.06,10,6,13,3,8,7,70.80645161290323,66.25806451612904,1245,24.677419354838708,53.935483870967744,0.458,6.451612903225806,18.870967741935484,0.342,15.0,19.838709677419356,0.756,23.967741935483872,10.258064516129032,34.225806451612904,13.870967741935484,4.741935483870968,2.5161290322580645,11.806451612903226,16.806451612903224,64.9,108.6,0.368,0.35,0.559,53.6,56.2,7.3,7.2,0.517,15.7,32.2,0.278,,
UCLA,31,19,12,0.613,9.83,8.23,12,6,13,4,5,5,69.45161290322581,67.06451612903226,1250,24.225806451612904,55.87096774193548,0.434,6.0,18.580645161290324,0.323,15.0,20.903225806451612,0.718,24.70967741935484,11.935483870967742,36.645161290322584,12.935483870967742,6.709677419354839,3.3870967741935485,13.193548387096774,18.419354838709676,66.5,103.7,0.374,0.333,0.528,54.2,53.4,10.0,10.2,0.487,16.7,34.5,0.268,,
UNC Asheville,31,15,16,0.484,-10.31,-8.31,8,10,10,5,5,10,75.03225806451613,74.7741935483871,1245,27.0,58.83870967741935,0.459,7.838709677419355,22.64516129032258,0.346,13.193548387096774,20.0,0.66,21.70967741935484,8.516129032258064,30.225806451612904,10.838709677419354,8.225806451612904,2.3548387096774195,11.419354838709678,19.483870967741936,71.2,105.0,0.34,0.385,0.549,45.7,40.1,11.5,6.4,0.525,14.3,24.0,0.224,,
UNC Greensboro,32,23,9,0.719,5.92,-1.48,13,5,14,4,9,4,74.125,63.125,1295,27.46875,63.46875,0.433,8.71875,26.78125,0.326,10.46875,16.59375,0.631,23.96875,12.96875,36.9375,12.625,9.3125,4.25,11.625,18.25,69.0,106.1,0.261,0.422,0.519,52.1,46.0,13.3,13.7,0.501,14.0,33.8,0.165,,
UNC Wilmington,32,10,22,0.313,-9.31,-0.9,5,13,8,8,1,12,68.3125,71.6875,1290,24.46875,56.75,0.431,6.5,19.0625,0.341,12.875,18.15625,0.709,25.5625,8.4375,34.0,12.03125,6.25,3.0,13.03125,17.46875,69.6,97.5,0.32,0.336,0.522,48.1,49.2,8.9,8.4,0.488,16.6,24.1,0.227,,
UT Arlington,32,14,18,0.438,2.76,2.13,10,10,8,8,6,9,70.59375,68.40625,1295,25.0,60.1875,0.415,7.8125,25.21875,0.31,12.78125,17.09375,0.748,26.90625,10.0625,36.96875,14.9375,5.8125,2.8125,11.1875,17.78125,68.8,101.5,0.284,0.419,0.517,49.1,59.8,8.4,7.4,0.48,14.1,26.7,0.212,,
Utah,31,16,15,0.516,8.47,7.86,7,11,12,2,1,10,70.93548387096774,70.3225806451613,1260,24.741935483870968,55.12903225806452,0.449,7.064516129032258,21.129032258064516,0.334,14.387096774193548,19.70967741935484,0.73,26.161290322580644,9.516129032258064,35.67741935483871,13.96774193548387,5.483870967741935,2.774193548387097,13.516129032258064,15.451612903225806,67.7,103.2,0.358,0.383,0.55,51.9,56.5,8.0,7.2,0.513,17.3,28.9,0.261,,
Utah State,34,26,8,0.765,13.66,4.04,12,6,15,1,4,6,76.47058823529412,64.08823529411765,1375,26.61764705882353,57.85294117647059,0.46,7.294117647058823,21.91176470588235,0.333,15.941176470588236,20.88235294117647,0.763,29.970588235294116,10.764705882352942,40.73529411764706,16.5,6.147058823529412,3.2058823529411766,12.529411764705882,15.647058823529411,68.9,109.8,0.361,0.379,0.564,56.6,62.0,8.8,9.5,0.523,15.6,31.8,0.276,,
Utah Valley,30,11,19,0.367,-7.47,-4.18,5,10,6,7,5,12,70.16666666666667,71.03333333333333,1210,24.933333333333334,56.53333333333333,0.441,6.4,21.166666666666668,0.302,13.9,19.5,0.713,26.8,8.433333333333334,35.233333333333334,13.733333333333333,5.766666666666667,5.233333333333333,14.233333333333333,17.8,71.2,97.7,0.345,0.374,0.533,49.6,55.1,8.0,12.5,0.498,17.8,24.3,0.246,,
UTEP,32,17,15,0.531,-1.0,-0.45,8,10,13,4,3,9,67.40625,66.125,1285,23.34375,55.15625,0.423,6.625,22.03125,0.301,14.09375,18.8125,0.749,26.53125,8.34375,34.875,12.625,6.0625,3.1875,13.6875,17.53125,69.2,97.1,0.341,0.399,0.526,49.7,54.1,8.7,9.0,0.483,17.6,24.2,0.256,,
UTSA,32,13,19,0.406,-3.18,0.41,7,11,10,5,3,9,76.90625,77.03125,1300,27.0625,64.875,0.417,9.625,27.53125,0.35,13.15625,17.25,0.763,28.0,11.0,39.0,12.4375,5.90625,2.6875,12.90625,20.125,74.0,102.3,0.266,0.424,0.526,50.0,46.0,7.9,7.3,0.491,15.0,27.5,0.203,,
Valparaiso,35,19,16,0.543,1.44,1.17,9,9,11,2,4,10,72.28571428571429,71.25714285714285,1420,26.34285714285714,59.65714285714286,0.442,8.2,24.085714285714285,0.34,11.4,15.971428571428572,0.714,24.771428571428572,9.4,34.17142857142857,15.228571428571428,7.685714285714286,3.3142857142857145,12.742857142857142,17.17142857142857,69.5,102.5,0.268,0.404,0.537,48.9,57.8,10.9,8.9,0.51,15.9,26.2,0.191,,
Vanderbilt,32,11,21,0.344,3.16,6.41,3,15,10,10,1,9,71.71875,74.96875,1290,23.75,55.5,0.428,8.1875,24.5625,0.333,16.03125,23.0,0.697,23.34375,9.0,32.34375,11.40625,7.0625,3.25,13.0625,19.1875,70.0,101.6,0.414,0.443,0.54,47.2,48.0,10.0,8.7,0.502,16.4,25.4,0.289,,
Vermont,33,26,7,0.788,6.07,-4.84,14,2,13,3,12,3,71.54545454545455,59.484848484848484,1320,25.484848484848484,56.84848484848485,0.448,8.090909090909092,24.727272727272727,0.327,12.484848484848484,17.393939393939394,0.718,27.242424242424242,9.484848484848484,36.72727272727273,13.818181818181818,5.878787878787879,3.3636363636363638,11.242424242424242,16.181818181818183,66.5,107.6,0.306,0.435,0.549,53.0,54.2,8.8,10.7,0.519,14.7,28.0,0.22,,
Villanova,31,24,7,0.774,16.84,10.03,13,5,12,3,9,3,73.19354838709677,66.38709677419355,1245,25.70967741935484,58.25806451612903,0.441,9.903225806451612,27.548387096774192,0.359,11.870967741935484,15.64516129032258,0.759,27.129032258064516,8.741935483870968,35.87096774193548,14.483870967741936,5.645161290322581,2.6129032258064515,10.806451612903226,15.193548387096774,67.6,107.8,0.269,0.473,0.557,51.2,56.3,8.3,6.5,0.526,14.1,25.6,0.204,,
Virginia,30,23,7,0.767,12.16,7.5,15,5,14,3,7,4,57.03333333333333,52.36666666666667,1215,20.866666666666667,50.5,0.413,5.666666666666667,18.666666666666668,0.304,9.633333333333333,13.433333333333334,0.717,26.066666666666666,8.1,34.166666666666664,11.433333333333334,5.366666666666666,4.9,12.266666666666667,13.233333333333333,60.2,93.5,0.266,0.37,0.501,52.8,54.8,8.8,16.5,0.469,17.7,26.4,0.191,,
Virginia Commonwealth,31,18,13,0.581,9.66,4.08,8,10,14,4,4,7,70.74193548387096,65.16129032258064,1245,25.0,57.806451612903224,0.432,7.451612903225806,21.516129032258064,0.346,13.290322580645162,19.096774193548388,0.696,23.64516129032258,9.870967741935484,33.516129032258064,13.193548387096774,8.96774193548387,4.32258064516129,12.387096774193548,18.35483870967742,69.2,101.8,0.33,0.372,0.529,48.1,52.8,12.9,12.4,0.497,15.6,27.5,0.23,,
VMI,33,9,24,0.273,-6.92,-2.72,3,15,5,10,2,12,72.12121212121212,71.0909090909091,1340,25.818181818181817,60.333333333333336,0.428,10.878787878787879,30.666666666666668,0.355,9.606060606060606,13.575757575757576,0.708,25.636363636363637,10.121212121212121,35.75757575757576,16.0,6.7272727272727275,2.515151515151515,12.666666666666666,17.90909090909091,68.4,103.9,0.225,0.508,0.54,49.9,62.0,9.7,7.4,0.518,15.9,27.9,0.159,,
Virginia Tech,32,16,16,0.5,8.22,6.16,7,13,12,6,3,7,68.5625,66.5,1310,24.59375,58.65625,0.419,9.84375,28.0,0.352,9.53125,13.40625,0.711,26.4375,7.5,33.9375,14.625,6.03125,2.96875,9.90625,14.75,66.1,101.3,0.229,0.477,0.527,47.7,59.5,8.9,8.9,0.503,13.2,21.0,0.162,,
Wagner,29,8,21,0.276,-14.79,-5.57,5,13,5,8,3,13,68.34482758620689,76.20689655172414,1175,24.344827586206897,58.96551724137931,0.413,7.0344827586206895,22.20689655172414,0.317,12.620689655172415,17.379310344827587,0.726,23.137931034482758,10.758620689655173,33.89655172413793,12.89655172413793,6.0,2.3448275862068964,13.724137931034482,20.82758620689655,69.1,97.6,0.295,0.377,0.508,49.3,53.0,8.6,7.4,0.473,17.0,29.9,0.214,,
Wake Forest,31,13,18,0.419,6.69,8.14,6,14,9,5,1,11,73.41935483870968,74.87096774193549,1260,24.677419354838708,57.064516129032256,0.432,6.580645161290323,18.774193548387096,0.351,17.483870967741936,23.419354838709676,0.747,27.580645161290324,10.161290322580646,37.74193548387097,12.741935483870968,4.870967741935484,2.806451612903226,14.193548387096774,19.096774193548388,70.8,102.1,0.41,0.329,0.538,51.9,51.6,6.8,7.2,0.49,17.2,28.6,0.306,,
Washington,32,15,17,0.469,12.41,8.25,5,13,10,7,3,7,70.59375,66.4375,1290,24.3125,55.09375,0.441,6.875,21.15625,0.325,15.09375,20.90625,0.722,26.4375,8.8125,35.25,12.46875,7.375,6.0,15.03125,17.34375,70.2,99.7,0.379,0.384,0.543,49.7,51.3,10.4,16.2,0.504,18.8,27.4,0.274,,
Washington State,32,16,16,0.5,5.13,4.94,6,12,11,5,2,9,69.84375,69.65625,1290,24.25,61.0,0.398,7.40625,24.0,0.309,13.9375,18.75,0.743,25.65625,10.75,36.40625,11.5625,6.8125,2.65625,12.3125,17.5625,71.1,97.5,0.307,0.393,0.5,49.5,47.7,9.5,6.8,0.458,15.0,27.6,0.228,,
Weber State,32,12,20,0.375,-8.32,-0.66,8,12,8,6,4,9,69.53125,71.25,1290,25.65625,56.6875,0.453,6.65625,20.65625,0.322,11.5625,15.9375,0.725,24.71875,7.25,31.96875,10.84375,5.125,3.90625,11.8125,14.15625,68.7,100.4,0.281,0.364,0.541,48.0,42.3,7.4,9.8,0.511,15.5,22.2,0.204,,
West Virginia,31,21,10,0.677,18.51,10.64,9,9,14,2,4,8,70.29032258064517,62.41935483870968,1245,24.967741935483872,59.12903225806452,0.422,5.0,17.483870967741936,0.286,15.35483870967742,23.93548387096774,0.642,25.29032258064516,15.161290322580646,40.45161290322581,12.35483870967742,7.67741935483871,3.5806451612903225,14.419354838709678,18.451612903225808,69.4,100.9,0.405,0.296,0.499,55.6,49.5,11.0,10.6,0.465,17.0,40.0,0.26,,
Western Carolina,31,19,12,0.613,-0.1,-1.55,10,8,10,4,8,7,78.83870967741936,74.74193548387096,1250,27.0,57.74193548387097,0.468,9.741935483870968,26.387096774193548,0.369,15.096774193548388,21.258064516129032,0.71,27.838709677419356,9.741935483870968,37.58064516129032,14.483870967741936,5.32258064516129,1.8064516129032258,14.35483870967742,17.161290322580644,72.4,108.0,0.368,0.457,0.581,53.1,53.6,7.3,5.0,0.552,17.5,28.9,0.261,,
