School,G,Overall.W,Overall.L,W-L%,SRS,SOS,Conf.W,Conf.L,Home.W,Home.L,Away.W,Away.L,TP,OP,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,DRB,ORB,TRB,AST,STL,BLK,TOV,PF,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,SEED,POSTSEASON,REGION
Bradley,35,25,10,0.714,6.85,-0.33,16.0,4.0,15,1,8,6,70.65714285714286,62.714285714285715,1405,26.2,56.82857142857143,0.461,7.885714285714286,22.2,0.355,10.371428571428572,15.6,0.665,25.685714285714287,9.742857142857142,35.42857142857143,13.285714285714286,6.8,3.8857142857142857,11.685714285714285,16.142857142857142,65.9,106.8,0.275,0.391,0.55,0.5279999999999999,0.507,0.10300000000000001,0.11800000000000002,0.53,0.154,0.292,0.183,,,
Brigham Young,34,19,15,0.559,9.81,5.78,7.0,9.0,12,4,2,7,75.52941176470588,69.88235294117646,1365,26.852941176470587,59.05882352941177,0.455,8.117647058823529,23.88235294117647,0.34,13.705882352941176,19.11764705882353,0.717,26.41176470588235,11.0,37.411764705882355,14.735294117647058,7.382352941176471,3.9705882352941178,14.147058823529411,19.38235294117647,70.9,106.1,0.324,0.404,0.554,0.54,0.549,0.10400000000000001,0.11400000000000002,0.523,0.172,0.318,0.232,,,
Brown,27,14,13,0.519,-2.73,-2.95,7.0,7.0,7,5,7,8,69.55555555555556,69.33333333333333,1086,25.25925925925926,57.666666666666664,0.438,8.0,23.037037037037038,0.347,11.037037037037036,17.185185185185187,0.642,25.962962962962962,8.925925925925926,34.888888888888886,13.777777777777779,7.185185185185185,3.2222222222222223,13.37037037037037,16.22222222222222,69.9,99.1,0.298,0.399,0.528,0.5029999999999999,0.545,0.10200000000000001,0.9,0.507,0.16899999999999998,0.253,0.191,,,
Bryant,30,17,13,0.567,-3.63,-4.56,8.0,8.0,9,4,7,8,79.36666666666666,73.1,1205,28.266666666666666,60.7,0.466,8.1,23.8,0.34,14.733333333333333,20.066666666666666,0.734,28.7,10.6,39.3,13.433333333333334,6.666666666666667,3.533333333333333,13.4,17.266666666666666,73.0,108.3,0.331,0.392,0.565,0.536,0.475,0.9099999999999999,0.9400000000000001,0.532,0.16,0.30100000000000005,0.243,,,
Bucknell,32,12,20,0.375,-9.97,-7.0,5.0,13.0,7,7,3,13,67.53125,68.5,1290,24.90625,54.65625,0.456,7.34375,20.625,0.356,10.375,14.46875,0.717,25.75,8.125,33.875,13.40625,5.5,3.78125,13.34375,15.5625,66.4,100.9,0.265,0.377,0.549,0.515,0.538,0.82,0.10300000000000001,0.523,0.178,0.258,0.19,,,
Buffalo,32,15,17,0.469,-2.73,0.91,9.0,9.0,11,4,3,9,77.53125,77.65625,1285,28.3125,62.5,0.453,7.0,21.75,0.322,13.90625,19.75,0.704,25.96875,11.78125,37.75,14.6875,7.9375,3.1875,14.125,18.8125,74.2,104.1,0.316,0.348,0.539,0.518,0.5189999999999999,0.10699999999999998,0.82,0.509,0.16399999999999998,0.319,0.223,,,
Butler,32,14,18,0.438,5.77,8.45,6.0,14.0,10,6,3,10,65.25,67.9375,1280,24.09375,55.21875,0.436,6.46875,19.78125,0.327,10.59375,14.34375,0.739,23.46875,6.46875,29.9375,12.59375,6.75,4.3125,11.8125,13.40625,67.2,97.1,0.26,0.358,0.526,0.45200000000000007,0.5229999999999999,1.0,0.11000000000000001,0.495,0.16,0.19899999999999998,0.192,,,
Cal Poly,33,8,25,0.242,-7.17,-0.2,1.0,18.0,6,11,1,13,60.78787878787879,65.87878787878788,1330,21.666666666666668,52.515151515151516,0.413,5.484848484848484,18.636363636363637,0.294,11.969696969696969,16.09090909090909,0.744,24.21212121212121,8.515151515151516,32.72727272727273,10.333333333333334,5.484848484848484,2.484848484848485,13.848484848484848,19.78787878787879,65.1,92.7,0.306,0.355,0.505,0.5029999999999999,0.47700000000000004,0.8400000000000001,0.76,0.465,0.187,0.258,0.228,,,
Cal State Bakersfield,33,11,22,0.333,-8.06,-1.19,6.0,14.0,6,8,3,12,60.45454545454545,64.66666666666667,1340,22.181818181818183,53.63636363636363,0.414,4.303030303030303,13.242424242424242,0.325,11.787878787878787,15.515151515151516,0.76,22.545454545454547,9.424242424242424,31.96969696969697,10.757575757575758,6.212121212121212,3.0303030303030303,12.848484848484848,18.818181818181817,63.4,93.9,0.289,0.247,0.495,0.49700000000000005,0.485,0.96,0.10600000000000001,0.454,0.174,0.28600000000000003,0.22,,,
Cal State Fullerton,33,20,13,0.606,2.05,0.05,12.0,6.0,11,2,7,8,69.18181818181819,65.0909090909091,1360,23.606060606060606,54.90909090909091,0.43,7.666666666666667,20.78787878787879,0.369,14.303030303030303,20.636363636363637,0.693,24.393939393939394,9.181818181818182,33.57575757575758,10.303030303030303,6.484848484848484,2.5757575757575757,11.848484848484848,17.87878787878788,65.5,102.5,0.376,0.379,0.535,0.49000000000000005,0.43600000000000005,0.96,0.77,0.5,0.155,0.269,0.26,,,
Cal State Northridge,32,7,25,0.219,-10.08,-1.41,4.0,16.0,7,8,0,14,63.375,68.5625,1285,21.71875,54.21875,0.401,5.75,17.96875,0.32,14.1875,19.125,0.742,23.53125,9.78125,33.3125,9.8125,6.28125,3.09375,12.5,18.90625,65.7,96.1,0.353,0.331,0.501,0.48600000000000004,0.45200000000000007,0.95,0.9199999999999999,0.454,0.16499999999999998,0.27999999999999997,0.262,,,
California,32,3,29,0.094,-2.9,8.88,2.0,18.0,3,14,0,12,58.3125,70.09375,1290,20.6875,52.9375,0.391,4.875,16.375,0.298,12.0625,16.6875,0.723,22.78125,8.6875,31.46875,9.625,4.71875,3.125,13.03125,17.125,64.3,90.0,0.315,0.309,0.479,0.47000000000000003,0.465,0.73,0.9099999999999999,0.437,0.17600000000000002,0.253,0.228,,,
California Baptist,33,17,16,0.515,0.5,-0.41,7.0,10.0,12,5,4,8,69.42424242424242,65.33333333333333,1330,24.575757575757574,57.515151515151516,0.427,8.363636363636363,25.363636363636363,0.33,11.909090909090908,17.939393939393938,0.664,26.21212121212121,10.969696969696969,37.18181818181818,14.272727272727273,4.424242424242424,3.121212121212121,11.484848484848484,17.242424242424242,65.9,104.6,0.312,0.441,0.526,0.5229999999999999,0.5810000000000001,0.67,0.82,0.5,0.148,0.304,0.207,,,
Campbell,34,16,18,0.471,-5.24,-4.9,8.0,10.0,8,6,4,10,69.82352941176471,68.5,1385,24.41176470588235,52.26470588235294,0.467,6.705882352941177,20.08823529411765,0.334,14.294117647058824,20.323529411764707,0.703,23.5,7.852941176470588,31.352941176470587,12.235294117647058,6.235294117647059,2.8529411764705883,11.882352941176471,16.294117647058822,64.6,106.1,0.389,0.384,0.564,0.496,0.501,0.95,0.9,0.531,0.161,0.253,0.273,,,
Canisius,30,10,20,0.333,-6.94,-3.35,8.0,12.0,7,7,3,12,70.36666666666666,72.3,1225,25.433333333333334,60.3,0.422,8.5,24.466666666666665,0.347,10.933333333333334,14.933333333333334,0.732,23.166666666666668,10.433333333333334,33.6,14.366666666666667,5.6,2.6333333333333333,11.9,15.633333333333333,67.5,102.1,0.248,0.406,0.522,0.484,0.5650000000000001,0.8099999999999999,0.6599999999999999,0.492,0.15,0.288,0.181,,,
Central Arkansas,31,9,22,0.29,-13.57,-3.01,4.0,14.0,6,8,2,13,72.93548387096774,81.51612903225806,1255,26.387096774193548,64.09677419354838,0.412,8.516129032258064,26.387096774193548,0.323,11.64516129032258,15.548387096774194,0.749,25.193548387096776,11.193548387096774,36.38709677419355,12.387096774193548,6.516129032258065,3.161290322580645,13.32258064516129,16.387096774193548,72.7,99.1,0.243,0.412,0.51,0.48200000000000004,0.469,0.89,0.82,0.478,0.15699999999999997,0.284,0.182,,,
Central Connecticut State,32,10,22,0.313,-13.95,-9.77,7.0,9.0,6,7,4,14,65.96875,70.15625,1295,24.71875,58.5625,0.422,6.84375,20.90625,0.327,9.6875,13.65625,0.709,24.0,10.125,34.125,12.875,5.59375,3.8125,11.875,14.09375,65.7,99.3,0.233,0.357,0.507,0.495,0.521,0.8400000000000001,0.10600000000000001,0.481,0.154,0.28500000000000003,0.165,,,
Central Florida,33,19,14,0.576,11.83,5.22,8.0,10.0,11,6,5,6,72.06060606060606,65.45454545454545,1355,25.12121212121212,58.121212121212125,0.432,8.787878787878787,24.393939393939394,0.36,13.030303030303031,16.90909090909091,0.771,23.515151515151516,11.606060606060606,35.121212121212125,14.030303030303031,7.575757575757576,3.8484848484848486,13.303030303030303,16.484848484848484,65.9,106.4,0.291,0.42,0.545,0.515,0.5589999999999999,0.11199999999999999,0.11499999999999999,0.508,0.16699999999999998,0.33999999999999997,0.224,,,
Central Michigan,31,10,21,0.323,-11.63,-2.28,5.0,13.0,6,8,3,12,65.74193548387096,73.0,1245,22.64516129032258,54.45161290322581,0.416,6.161290322580645,20.548387096774192,0.3,14.290322580645162,20.70967741935484,0.69,24.29032258064516,11.064516129032258,35.354838709677416,10.741935483870968,5.838709677419355,3.806451612903226,15.935483870967742,19.806451612903224,69.0,94.9,0.38,0.377,0.511,0.49799999999999994,0.47400000000000003,0.8400000000000001,0.11499999999999999,0.472,0.19899999999999998,0.312,0.262,,,
Charleston Southern,31,10,21,0.323,-9.41,-4.44,5.0,13.0,6,8,3,12,72.61290322580645,74.35483870967742,1245,26.419354838709676,59.67741935483871,0.443,8.096774193548388,23.580645161290324,0.343,11.67741935483871,16.06451612903226,0.727,23.580645161290324,11.612903225806452,35.193548387096776,12.03225806451613,5.064516129032258,2.6129032258064515,11.774193548387096,18.129032258064516,67.1,107.8,0.269,0.395,0.539,0.51,0.45499999999999996,0.75,0.78,0.511,0.149,0.326,0.196,,,
Charlotte,32,18,14,0.563,3.68,-0.29,9.0,11.0,11,4,5,8,66.71875,62.75,1305,24.625,52.28125,0.471,8.0,21.25,0.376,9.46875,12.71875,0.744,23.25,6.65625,29.90625,12.90625,5.34375,2.5625,10.8125,13.96875,61.5,106.5,0.243,0.406,0.572,0.502,0.524,0.85,0.79,0.548,0.156,0.229,0.181,,,
Chattanooga,35,18,17,0.514,-2.2,-3.2,7.0,11.0,9,7,6,9,77.2,72.08571428571429,1405,26.4,58.34285714285714,0.452,11.371428571428572,30.2,0.377,13.028571428571428,18.257142857142856,0.714,26.65714285714286,9.571428571428571,36.22857142857143,15.314285714285715,5.714285714285714,3.4571428571428573,11.628571428571428,15.771428571428572,68.9,111.7,0.313,0.518,0.576,0.517,0.58,0.8300000000000001,1.0,0.55,0.148,0.27999999999999997,0.223,,,
Chicago State,31,11,20,0.355,-10.97,-3.19,,,8,0,3,20,70.3225806451613,73.03225806451613,1245,24.516129032258064,56.67741935483871,0.433,8.258064516129032,24.35483870967742,0.339,13.03225806451613,17.903225806451612,0.728,23.387096774193548,11.774193548387096,35.16129032258065,12.225806451612904,5.645161290322581,2.6774193548387095,13.612903225806452,18.096774193548388,66.8,104.9,0.316,0.43,0.539,0.512,0.499,0.8400000000000001,0.75,0.505,0.173,0.342,0.23,,,
Cincinnati,34,22,12,0.647,12.23,5.26,11.0,7.0,16,3,4,6,77.32352941176471,69.29411764705883,1370,28.38235294117647,63.088235294117645,0.45,8.941176470588236,25.147058823529413,0.356,11.617647058823529,16.529411764705884,0.703,26.029411764705884,11.0,37.029411764705884,15.676470588235293,6.235294117647059,4.0,10.617647058823529,15.705882352941176,69.8,110.0,0.262,0.399,0.545,0.517,0.552,0.89,0.9800000000000001,0.521,0.13,0.306,0.184,,,
Clemson,34,23,11,0.676,10.49,3.66,14.0,6.0,15,2,5,6,74.70588235294117,67.88235294117646,1370,26.441176470588236,56.55882352941177,0.467,8.294117647058824,22.794117647058822,0.364,13.529411764705882,17.235294117647058,0.785,27.764705882352942,7.411764705882353,35.1764705882353,14.264705882352942,5.147058823529412,3.1470588235294117,11.058823529411764,17.323529411764707,68.1,109.0,0.305,0.403,0.577,0.515,0.5389999999999999,0.75,0.9199999999999999,0.541,0.146,0.23399999999999999,0.239,,,
Cleveland State,34,21,13,0.618,-1.9,-4.93,14.0,6.0,13,3,7,9,71.67647058823529,68.05882352941177,1380,27.294117647058822,60.0,0.455,5.117647058823529,16.529411764705884,0.31,11.970588235294118,17.61764705882353,0.679,23.08823529411765,12.588235294117647,35.6764705882353,13.411764705882353,6.970588235294118,3.3529411764705883,11.647058823529411,16.705882352941178,66.4,106.4,0.294,0.275,0.524,0.504,0.491,0.10300000000000001,0.95,0.498,0.146,0.354,0.2,,,
Coastal Carolina,31,11,20,0.355,-8.81,-1.63,5.0,13.0,8,8,3,11,73.3225806451613,74.0,1250,26.322580645161292,60.645161290322584,0.434,7.193548387096774,22.741935483870968,0.316,13.483870967741936,17.193548387096776,0.784,25.93548387096774,11.258064516129032,37.193548387096776,12.35483870967742,6.064516129032258,3.193548387096774,12.225806451612904,16.032258064516128,69.1,105.3,0.284,0.375,0.533,0.512,0.469,0.8699999999999999,0.96,0.493,0.151,0.316,0.222,,,
Colgate,34,26,8,0.765,2.2,-6.71,17.0,1.0,14,2,11,4,78.58823529411765,68.97058823529412,1360,29.91176470588235,58.23529411764706,0.514,8.323529411764707,20.41176470588235,0.408,10.441176470588236,15.882352941176471,0.657,26.029411764705884,7.9411764705882355,33.970588235294116,18.558823529411764,6.970588235294118,2.8529411764705883,10.176470588235293,12.558823529411764,68.3,115.1,0.273,0.351,0.597,0.5189999999999999,0.62,0.10200000000000001,0.76,0.585,0.134,0.254,0.179,15.0,,MIDWEST
College of Charleston,34,31,3,0.912,8.43,-4.54,16.0,2.0,17,1,11,2,80.79411764705883,67.3529411764706,1370,27.676470588235293,63.11764705882353,0.438,10.088235294117647,30.205882352941178,0.334,15.352941176470589,20.705882352941178,0.741,26.852941176470587,13.647058823529411,40.5,13.794117647058824,7.352941176470588,3.1470588235294117,12.0,16.823529411764707,70.8,113.3,0.328,0.479,0.554,0.545,0.49799999999999994,0.10300000000000001,0.78,0.518,0.141,0.356,0.243,12.0,,SOUTH
