School,G,Overall.W,Overall.L,W-L%,SRS,SOS,Conf.W,Conf.L,Home.W,Home.L,Away.W,Away.L,TP,OP,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,SEED,POSTSEASON
Towson,32,19,13,0.594,0.09,-1.51,12,6,9,5,8,4,2258,2125,1290,736,1795,0.41,250,774,0.323,403,546,0.738,293,1012,392,153,88,348,551,65.7,100.3,0.304,0.431,0.517,46.0,53.3,7.2,7.2,0.48,14.5,26.2,0.225,NA,NA
Tulane,30,12,18,0.4,0.94,3.54,4,14,7,7,3,7,2050,2128,1210,766,1690,0.453,249,732,0.34,347,500,0.694,309,1164,482,156,95,484,545,69.4,101.4,0.296,0.433,0.552,55.6,62.9,7.4,9.3,0.527,20.1,31.1,0.205,NA,NA
Utah Valley,30,11,19,0.367,-7.47,-4.18,5,10,6,7,5,12,2105,2131,1210,757,1785,0.424,172,533,0.323,445,598,0.744,285,1075,362,185,111,377,576,71.2,98.9,0.335,0.299,0.515,50.4,47.8,8.6,10.5,0.472,15.4,26.2,0.249,NA,NA
VMI,33,9,24,0.273,-6.92,-2.72,3,15,5,10,2,12,2380,2346,1340,801,1855,0.432,237,740,0.32,507,704,0.72,323,1187,434,189,93,428,494,68.4,102.4,0.38,0.399,0.536,50.1,54.2,8.2,9.5,0.496,16.4,27.6,0.273,NA,NA
Wagner,29,8,21,0.276,-14.79,-5.57,5,13,5,8,3,13,1982,2210,1175,726,1580,0.459,252,655,0.385,506,717,0.706,277,1009,439,196,94,382,506,69.1,108.9,0.454,0.415,0.575,50.7,60.5,9.7,8.8,0.539,16.6,29.2,0.32,NA,NA
Washington State,32,16,16,0.5,5.13,4.94,6,12,11,5,2,9,2235,2229,1290,820,1826,0.449,184,584,0.315,405,589,0.688,286,1189,367,185,120,480,593,71.1,97.2,0.323,0.32,0.529,50.5,44.8,8.1,10.1,0.499,18.6,25.8,0.222,NA,NA
Western Carolina,31,19,12,0.613,-0.1,-1.55,10,8,10,4,8,7,2444,2317,1250,828,1906,0.434,243,781,0.311,418,581,0.719,287,1030,377,206,108,387,615,72.4,102.3,0.305,0.41,0.531,46.9,45.5,9.1,11.1,0.498,15.1,25.0,0.219,NA,NA
Western Illinois,26,5,21,0.192,-14.28,-3.03,2,14,4,10,1,11,1934,2126,1050,757,1582,0.479,208,557,0.373,404,540,0.748,219,998,318,128,70,300,409,73.1,110.8,0.341,0.352,0.578,53.1,42.0,6.7,6.6,0.544,14.0,24.7,0.255,NA,NA
Western Kentucky,30,20,10,0.667,4.2,0.96,13,5,12,2,6,6,2297,2160,1225,828,1879,0.441,216,720,0.3,288,392,0.735,335,1081,390,166,90,409,553,69.8,101.0,0.209,0.383,0.523,51.6,47.1,7.8,8.4,0.498,16.5,30.6,0.153,NA,NA
William & Mary,32,21,11,0.656,-2.46,-3.1,13,5,11,2,10,7,2288,2208,1280,811,1905,0.426,234,673,0.348,352,493,0.714,269,1019,364,212,90,316,526,68.0,101.5,0.259,0.353,0.516,46.9,44.9,9.7,8.3,0.487,12.9,23.3,0.185,NA,NA
Youngstown State,33,18,15,0.545,-5.56,-4.79,10,8,13,4,5,11,2401,2351,1335,855,1951,0.438,222,646,0.344,419,599,0.699,347,1160,420,187,110,398,569,68.6,102.7,0.307,0.331,0.526,47.4,49.1,8.2,8.5,0.495,15.1,29.4,0.215,NA,NA
