School,G,Overall.W,Overall.L,W-L%,SRS,SOS,Conf.W,Conf.L,Home.W,Home.L,Away.W,Away.L,TP,OP,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,SEED,POSTSEASON,REGION,YEAR
Drexel,32,13,19,0.406,-7.02,-2.93,7,11,9,7,3,11,2425,2475,1280,921,1909,0.482,244,652,0.374,389,576,0.675,280,1043,435,195,116,334,530,70.0,110.5,0.302,0.342,0.567,48.1,47.2,8.7,9.4,0.546,13.3,25.6,0.204,NA,NA,NA,2019
Duke,38,32,6,0.842,26.9,11.98,14,4,15,2,7,2,3143,2576,1525,960,2415,0.398,253,844,0.3,403,579,0.696,441,1348,479,243,121,540,659,73.2,92.3,0.24,0.349,0.479,46.2,49.9,8.7,8.0,0.45,16.7,29.1,0.167,1.0,E8,EAST,2019
East Tennessee State,34,24,10,0.706,5.21,-1.79,13,5,13,3,8,6,2707,2371,1375,836,1921,0.435,296,781,0.379,403,584,0.69,276,1006,433,229,116,494,592,70.2,98.3,0.304,0.407,0.539,42.7,51.8,9.5,8.9,0.512,18.3,23.3,0.21,NA,NA,NA,2019
Eastern Kentucky,31,13,18,0.419,-7.4,-2.47,6,12,9,5,3,11,2562,2577,1265,898,1931,0.465,230,669,0.344,551,767,0.718,341,1288,466,210,116,568,602,79.9,101.9,0.397,0.346,0.561,52.5,51.9,8.3,9.0,0.525,19.8,29.8,0.285,NA,NA,NA,2019
Eastern Washington,34,16,18,0.471,-6.77,-4.17,12,8,9,4,4,13,2460,2527,1380,877,1940,0.452,291,766,0.38,482,672,0.717,272,1199,452,203,102,408,572,69.5,105.4,0.346,0.395,0.559,50.1,51.5,8.5,8.8,0.527,15.3,23.3,0.248,NA,NA,NA,2019
Fairleigh Dickinson,35,21,14,0.6,-6.09,-7.24,12,6,13,4,7,9,2620,2515,1420,908,2041,0.445,277,789,0.351,422,608,0.694,389,1186,473,218,116,508,632,68.7,103.2,0.298,0.387,0.54,50.7,52.1,8.9,9.2,0.513,17.9,31.9,0.207,16.0,R64,WEST,2019
Florida Gulf Coast,32,14,18,0.438,-5.11,-1.48,9,7,10,4,4,10,2280,2360,1280,852,1928,0.442,288,785,0.367,368,525,0.701,346,1138,485,225,103,445,542,71.1,103.7,0.272,0.407,0.542,51.7,56.9,9.9,9.7,0.517,17.0,30.4,0.191,NA,NA,NA,2019
Florida State,37,29,8,0.784,17.99,10.26,13,5,15,1,6,4,2771,2485,1500,842,2067,0.407,269,803,0.335,532,737,0.722,348,1223,369,203,113,529,682,69.5,95.4,0.357,0.388,0.514,46.8,43.8,7.8,8.4,0.472,18.0,26.3,0.257,4.0,S16,WEST,2019
Florida,36,20,16,0.556,15.42,11.22,9,9,9,6,5,6,2440,2289,1455,806,1916,0.421,231,730,0.316,446,644,0.693,390,1242,389,221,104,527,615,64.7,97.3,0.336,0.381,0.515,50.8,48.3,9.4,9.1,0.481,19.2,32.1,0.233,10.0,R32,WEST,2019
Fresno State,32,23,9,0.719,8.99,0.67,13,5,13,4,7,3,2448,2162,1285,750,1788,0.419,225,735,0.306,437,617,0.708,287,1092,389,181,103,438,576,69.6,96.7,0.345,0.411,0.519,49.0,51.9,8.1,10.6,0.482,17.4,25.5,0.244,NA,NA,NA,2019
Gardner-Webb,35,23,12,0.657,-2.61,-4.43,11,6,13,0,8,9,2718,2468,1430,871,2101,0.415,310,951,0.326,416,579,0.718,393,1229,470,206,102,468,600,68.5,100.7,0.276,0.453,0.519,50.8,54.0,8.4,8.2,0.488,16.5,30.0,0.198,16.0,R64,SOUTH,2019
George Washington,33,9,24,0.273,-6.65,1.2,4,14,6,11,2,10,2097,2356,1340,849,1925,0.441,275,773,0.356,383,582,0.658,334,1236,464,223,110,387,566,67.5,104.2,0.302,0.402,0.535,52.6,54.7,9.9,9.1,0.512,15.0,28.4,0.199,NA,NA,NA,2019
Georgetown,33,19,14,0.576,6.8,5.31,9,9,13,6,5,6,2625,2576,1355,913,2111,0.432,291,858,0.339,459,640,0.717,333,1198,494,252,115,404,641,73.2,103.8,0.303,0.406,0.533,48.0,54.1,10.2,9.1,0.501,14.3,26.0,0.217,NA,NA,NA,2019
Georgia State,34,24,10,0.706,2.44,0.65,13,5,13,1,7,7,2598,2491,1360,872,2051,0.425,304,926,0.328,443,631,0.702,428,1336,512,169,108,512,595,71.3,102.7,0.308,0.451,0.53,54.6,58.7,7.0,9.7,0.499,17.9,33.8,0.216,14.0,R64,MIDWEST,2019
Georgia Tech,32,14,18,0.438,6.93,8.15,6,12,11,7,3,9,2091,2130,1285,740,1848,0.4,207,697,0.297,443,643,0.689,376,1154,452,225,108,410,555,68.1,97.3,0.348,0.377,0.495,51.8,61.1,10.3,9.5,0.456,16.0,31.6,0.24,NA,NA,NA,2019
Georgia,32,11,21,0.344,5.31,8.12,2,16,8,9,2,9,2274,2364,1280,853,2004,0.426,238,717,0.332,420,600,0.7,385,1119,386,240,100,349,602,70.4,104.9,0.299,0.358,0.516,47.9,45.3,10.6,9.0,0.485,13.2,31.0,0.21,NA,NA,NA,2019
Gonzaga,37,33,4,0.892,27.79,5.01,16,0,17,0,9,1,3243,2400,1480,877,2256,0.389,239,787,0.304,407,584,0.697,382,1194,363,201,84,501,685,71.7,90.4,0.259,0.349,0.474,45.3,41.4,7.6,5.8,0.442,16.5,26.0,0.18,1.0,E8,WEST,2019
Grand Canyon,34,20,14,0.588,3.85,-1.49,10,6,12,2,5,8,2560,2353,1370,848,1945,0.436,240,690,0.348,417,584,0.714,301,1152,368,185,101,465,658,69.6,98.7,0.3,0.355,0.529,48.2,43.4,7.8,8.2,0.498,17.3,25.3,0.214,NA,NA,NA,2019
Green Bay,38,21,17,0.553,-2.24,-0.36,10,8,15,3,5,13,3090,3036,1535,1082,2432,0.445,325,969,0.335,547,773,0.708,433,1511,528,268,112,574,725,76.4,103.5,0.318,0.398,0.542,51.8,48.8,9.1,7.3,0.512,17.0,29.6,0.225,NA,NA,NA,2019
Hampton,35,18,17,0.514,-3.34,-5.06,9,7,12,3,6,12,2847,2669,1430,927,2180,0.425,286,865,0.331,529,741,0.714,357,1333,486,169,125,436,669,73.3,101.9,0.34,0.397,0.527,49.3,52.4,6.5,9.0,0.491,14.7,26.2,0.243,NA,NA,NA,2019
Hartford,33,18,15,0.545,-3.95,-4.89,10,6,10,4,8,9,2477,2407,1345,865,1911,0.453,258,763,0.338,419,577,0.726,343,1161,436,195,115,449,590,68.0,105.3,0.302,0.399,0.551,52.5,50.4,8.5,11.3,0.52,17.0,30.8,0.219,NA,NA,NA,2019
Harvard,31,19,12,0.613,1.86,0.66,10,4,9,2,8,9,2222,2174,1265,763,1756,0.435,228,669,0.341,420,593,0.708,256,979,375,233,84,381,540,68.5,100.4,0.338,0.381,0.533,46.7,49.1,10.8,8.5,0.499,15.8,23.6,0.239,NA,NA,NA,2019
Hawaii,31,18,13,0.581,-1.3,-3.61,9,7,12,5,4,5,2241,2131,1250,774,1727,0.448,203,597,0.34,380,562,0.676,250,1009,352,177,71,371,580,67.6,100.9,0.325,0.346,0.534,48.9,45.5,8.4,7.1,0.507,15.7,24.4,0.22,NA,NA,NA,2019
Holy Cross,33,16,17,0.485,-6.43,-4.01,6,12,8,6,6,11,2216,2296,1335,825,1805,0.457,292,783,0.373,354,484,0.731,338,1190,465,188,92,479,473,65.0,105.8,0.268,0.434,0.564,56.5,56.4,8.7,7.9,0.538,19.1,32.7,0.196,NA,NA,NA,2019
Houston,37,33,4,0.892,18.91,4.61,16,2,19,1,10,1,2787,2258,1480,749,2035,0.368,233,836,0.279,527,759,0.694,360,1236,374,195,81,452,639,67.3,90.6,0.373,0.411,0.471,45.1,49.9,7.8,6.4,0.425,15.9,25.5,0.259,3.0,S16,MIDWEST,2019
Illinois,33,12,21,0.364,8.95,11.53,7,13,9,6,1,9,2398,2483,1335,849,1833,0.463,214,649,0.33,571,777,0.735,345,1203,452,193,121,516,612,71.0,104.8,0.424,0.354,0.564,52.4,53.2,8.1,9.7,0.522,19.0,31.8,0.312,NA,NA,NA,2019
Indiana,35,19,16,0.543,13.82,10.1,8,12,15,6,3,9,2504,2374,1420,862,2057,0.419,260,785,0.331,390,601,0.649,363,1234,471,204,135,439,643,68.3,97.9,0.292,0.382,0.507,49.2,54.6,8.4,10.1,0.482,15.8,28.1,0.19,NA,NA,NA,2019
Iona,33,17,16,0.515,-4.78,-5.5,12,6,8,3,5,9,2532,2508,1320,900,2021,0.445,314,857,0.366,394,576,0.684,369,1249,499,178,118,437,617,71.4,106.4,0.285,0.424,0.547,52.0,55.4,7.6,11.2,0.523,16.0,29.8,0.195,16.0,R64,MIDWEST,2019
Iowa State,35,23,12,0.657,18.07,9.3,9,9,12,4,5,6,2692,2385,1400,877,2097,0.418,276,822,0.336,355,495,0.717,388,1213,438,183,92,440,569,68.2,99.9,0.236,0.392,0.511,49.7,49.9,7.7,7.4,0.484,15.9,30.1,0.169,6.0,R64,MIDWEST,2019
Iowa,35,23,12,0.657,14.27,9.84,10,10,14,4,4,6,2740,2585,1415,943,2104,0.448,281,866,0.324,418,606,0.69,363,1218,545,230,97,457,721,70.2,104.1,0.288,0.412,0.54,49.4,57.8,9.3,7.9,0.515,16.0,29.0,0.199,10.0,R32,SOUTH,2019
Jacksonville State,33,24,9,0.727,1.59,-5.47,15,3,11,1,10,7,2574,2283,1345,798,1931,0.413,270,800,0.338,417,569,0.733,305,1102,390,217,84,494,600,71.3,95.3,0.295,0.414,0.519,45.7,48.9,9.1,5.9,0.483,18.3,25.1,0.216,NA,NA,NA,2019
Kansas State,34,25,9,0.735,15.39,9.18,14,4,13,2,7,5,2236,2025,1360,717,1728,0.415,233,741,0.314,358,531,0.674,279,1098,391,213,95,504,560,64.9,91.7,0.307,0.429,0.511,49.1,54.5,9.6,8.2,0.482,20.3,25.6,0.207,4.0,R64,SOUTH,2019
Kansas,36,26,10,0.722,18.35,12.79,12,6,16,0,3,8,2725,2525,1455,898,2201,0.408,309,921,0.336,420,612,0.686,385,1263,473,237,123,455,620,70.3,98.7,0.278,0.418,0.507,47.9,52.7,9.3,8.9,0.478,15.4,27.8,0.191,4.0,R32,MIDWEST,2019
Kent State,33,22,11,0.667,1.26,0.61,11,7,14,3,8,7,2481,2417,1330,862,1880,0.459,244,712,0.343,449,650,0.691,327,1139,442,192,106,451,566,69.4,104.7,0.346,0.379,0.552,49.0,51.3,8.3,8.4,0.523,17.1,29.7,0.239,NA,NA,NA,2019
Kentucky,37,30,7,0.811,21.43,10.29,15,3,17,1,8,2,2806,2394,1490,854,2134,0.4,283,824,0.343,403,572,0.705,337,1083,409,215,112,449,725,67.3,95.5,0.268,0.386,0.498,43.1,47.9,8.6,7.8,0.466,15.7,25.2,0.189,2.0,E8,MIDWEST,2019
Lafayette,30,10,20,0.333,-11.17,-4.93,7,11,4,11,6,9,2209,2349,1220,854,1810,0.472,246,645,0.381,395,555,0.712,275,1075,381,189,68,335,469,70.4,109.4,0.307,0.356,0.566,51.7,44.6,8.8,6.5,0.54,13.9,26.3,0.218,NA,NA,NA,2019
Liberty,36,29,7,0.806,5.27,-3.88,14,2,16,1,11,3,2654,2209,1440,790,1894,0.417,231,713,0.324,398,588,0.677,300,1104,363,194,97,482,561,65.4,93.9,0.31,0.376,0.508,48.5,45.9,8.2,8.8,0.478,18.2,24.9,0.21,12.0,R32,EAST,2019
Lipscomb,37,29,8,0.784,9.21,-1.2,14,2,14,3,14,4,3076,2597,1480,929,2227,0.417,279,875,0.319,460,614,0.749,303,1229,460,241,139,558,730,74.9,93.7,0.276,0.393,0.516,47.1,49.5,8.7,10.3,0.48,18.1,22.4,0.207,NA,NA,NA,2019
Long Island University,32,16,16,0.5,-8.99,-9.08,9,9,8,5,7,9,2373,2337,1285,823,1944,0.423,209,634,0.33,482,680,0.709,356,1191,402,221,119,436,591,72.9,99.8,0.35,0.326,0.515,49.9,48.8,9.4,11.2,0.477,16.1,28.9,0.248,NA,NA,NA,2019
Louisiana,32,19,13,0.594,-2.07,-1.51,10,8,10,4,7,7,2612,2575,1290,903,1951,0.463,256,695,0.368,513,699,0.734,363,1215,411,202,95,485,624,74.8,106.7,0.358,0.356,0.564,51.5,45.5,8.4,7.9,0.528,17.5,31.8,0.263,NA,NA,NA,2019
Louisiana State,35,28,7,0.8,16.5,9.16,16,2,15,2,9,1,2815,2558,1435,900,2085,0.432,281,833,0.337,477,691,0.69,388,1200,405,225,113,508,670,70.6,100.9,0.331,0.4,0.53,47.0,45.0,8.9,7.9,0.499,17.4,30.2,0.229,3.0,S16,EAST,2019
Louisville,34,20,14,0.588,17.28,11.04,10,8,14,4,5,6,2536,2324,1380,819,2007,0.408,239,746,0.32,447,643,0.695,330,1176,392,195,117,380,652,68.4,98.4,0.32,0.372,0.503,47.6,47.9,8.3,10.6,0.468,14.1,25.7,0.223,7.0,R64,EAST,2019
Loyola (IL),34,20,14,0.588,3.99,-0.16,12,6,13,4,5,7,2231,2066,1360,764,1749,0.437,248,683,0.363,290,409,0.709,223,992,395,194,140,448,523,63.7,95.4,0.234,0.391,0.532,49.5,51.7,9.0,12.5,0.508,18.7,21.3,0.166,NA,NA,NA,2019
Manhattan,32,11,21,0.344,-12.89,-7.32,8,10,4,9,4,11,1833,2011,1285,650,1499,0.434,227,627,0.362,484,683,0.709,287,1066,388,201,114,473,563,62.8,99.8,0.456,0.418,0.551,51.0,59.7,10.0,12.0,0.509,20.6,29.1,0.323,NA,NA,NA,2019
Marquette,34,24,10,0.706,14.78,6.96,12,6,16,3,6,4,2629,2363,1375,819,2020,0.405,233,720,0.324,492,725,0.679,341,1146,418,236,102,402,644,70.7,97.2,0.359,0.356,0.5,47.0,51.0,9.7,8.9,0.463,14.5,26.2,0.244,5.0,R64,WEST,2019
Marshall,37,23,14,0.622,-0.64,-0.61,11,7,16,3,6,10,2978,2979,1495,1071,2340,0.458,293,826,0.355,544,758,0.718,433,1551,476,239,96,591,639,76.3,104.5,0.324,0.353,0.552,55.2,44.4,8.4,7.3,0.52,18.0,31.5,0.232,NA,NA,NA,2019
Maryland-Baltimore County,34,21,13,0.618,-5.85,-5.85,11,5,13,4,6,8,2296,2177,1400,742,1774,0.418,289,874,0.331,404,566,0.714,266,1132,400,194,88,532,606,65.8,94.5,0.319,0.493,0.533,49.7,53.9,8.4,8.1,0.5,20.7,23.9,0.228,NA,NA,NA,2019
Maryland,34,23,11,0.676,16.01,10.09,13,7,15,3,6,5,2429,2228,1360,795,2005,0.397,252,790,0.319,386,534,0.723,315,1050,413,236,118,318,595,66.6,98.4,0.266,0.394,0.493,44.0,51.9,10.4,9.8,0.459,12.3,24.7,0.193,6.0,R32,EAST,2019
Massachusetts,32,11,21,0.344,-3.02,-0.18,4,14,9,8,1,11,2263,2354,1290,800,1773,0.451,216,617,0.35,538,734,0.733,288,1037,479,213,114,371,565,68.4,106.7,0.414,0.348,0.555,48.0,59.9,9.7,10.4,0.512,14.9,26.9,0.303,NA,NA,NA,2019
Memphis,36,22,14,0.611,10.7,5.09,11,7,17,2,3,8,2882,2680,1450,917,2169,0.423,275,855,0.322,571,814,0.701,404,1292,533,282,163,583,755,75.5,98.0,0.375,0.394,0.524,48.8,58.1,10.3,11.4,0.486,18.6,30.5,0.263,NA,NA,NA,2019
Mercer,31,11,20,0.355,-2.86,-0.24,6,12,9,6,2,12,2248,2246,1245,779,1772,0.44,289,832,0.347,399,591,0.675,345,1093,425,205,120,442,586,69.1,104.4,0.334,0.47,0.547,50.8,54.6,9.5,11.1,0.521,17.7,31.5,0.225,NA,NA,NA,2019
Miami (FL),32,14,18,0.438,9.39,8.7,5,13,11,5,0,10,2297,2275,1285,852,1888,0.451,260,744,0.349,311,428,0.727,326,1161,455,182,91,436,545,68.5,103.3,0.227,0.394,0.544,52.3,53.4,8.3,8.7,0.52,17.3,29.7,0.165,NA,NA,NA,2019
Michigan State,39,32,7,0.821,24.93,12.34,16,4,15,1,8,4,3025,2534,1570,905,2378,0.381,280,885,0.316,444,654,0.679,404,1238,470,243,117,398,694,68.1,94.8,0.275,0.372,0.471,43.9,51.9,9.1,8.4,0.439,12.9,25.7,0.187,2.0,F4,EAST,2019
Michigan,37,30,7,0.811,21.82,10.55,15,5,17,1,7,4,2575,2158,1480,823,2073,0.397,181,623,0.291,331,499,0.663,320,1273,377,147,121,434,557,65.4,89.2,0.241,0.301,0.467,49.3,45.8,6.1,9.6,0.441,15.8,24.1,0.16,2.0,S16,WEST,2019
Middle Tennessee,32,11,21,0.344,-6.09,1.44,8,10,9,5,2,11,2141,2313,1280,807,1869,0.432,259,755,0.343,440,621,0.709,311,1118,424,245,104,394,508,70.3,102.9,0.332,0.404,0.534,47.7,52.5,10.9,8.6,0.501,15.4,26.9,0.235,NA,NA,NA,2019
Milwaukee,31,9,22,0.29,-8.9,-2.5,4,14,6,8,3,12,2146,2315,1245,796,1812,0.439,276,817,0.338,447,638,0.701,305,1125,426,179,107,326,481,68.9,107.9,0.352,0.451,0.547,50.7,53.5,8.3,9.5,0.515,13.4,27.5,0.247,NA,NA,NA,2019
Minnesota,36,22,14,0.611,12.52,11.27,9,11,14,3,2,9,2543,2498,1445,922,2107,0.438,243,714,0.34,411,594,0.692,353,1252,468,209,156,412,693,67.9,101.8,0.282,0.339,0.523,48.8,50.8,8.5,10.9,0.495,14.7,27.9,0.195,10.0,R32,EAST,2019
Mississippi State,34,23,11,0.676,15.96,9.07,10,8,14,3,5,5,2628,2394,1370,848,1937,0.438,253,708,0.357,445,622,0.715,342,1086,429,199,122,458,559,68.6,102.0,0.321,0.366,0.536,47.2,50.6,8.5,10.1,0.503,17.0,29.4,0.23,5.0,R64,EAST,2019
Mississippi,33,20,13,0.606,12.32,8.13,10,8,11,5,6,5,2485,2347,1325,832,1869,0.445,241,644,0.374,442,627,0.705,332,1080,459,203,112,471,563,69.2,102.4,0.335,0.345,0.542,48.9,55.2,8.9,9.8,0.51,17.9,29.2,0.236,8.0,R64,SOUTH,2019
Missouri,32,15,17,0.469,8.6,9.16,5,13,9,7,2,8,2150,2168,1290,738,1719,0.429,223,700,0.319,469,654,0.717,271,1011,370,193,117,386,568,66.1,101.7,0.38,0.407,0.534,47.2,50.1,9.1,11.3,0.494,16.0,25.7,0.273,NA,NA,NA,2019
Montana,35,26,9,0.743,1.5,-5.05,16,4,12,2,9,5,2665,2397,1405,823,1906,0.432,236,696,0.339,515,687,0.75,286,1094,373,195,97,472,612,68.6,99.5,0.36,0.365,0.537,48.2,45.3,8.1,8.0,0.494,17.5,24.5,0.27,15.0,R64,WEST,2019
Morehead State,33,13,20,0.394,-7.73,-1.76,8,10,7,7,4,11,2431,2543,1335,924,2029,0.455,273,759,0.36,422,569,0.742,361,1236,463,196,157,424,642,70.6,108.0,0.28,0.374,0.553,51.2,50.1,8.3,12.8,0.523,15.6,30.6,0.208,NA,NA,NA,2019
Mount St. Mary's,31,9,22,0.29,-14.57,-6.02,6,12,4,9,5,13,2092,2286,1240,802,1804,0.445,247,701,0.352,435,604,0.72,331,1148,438,192,98,393,551,69.5,106.1,0.335,0.389,0.547,52.6,54.6,8.9,9.5,0.513,15.8,30.8,0.241,NA,NA,NA,2019
Murray State,33,28,5,0.848,8.96,-3.11,16,2,15,1,10,3,2727,2255,1320,827,2014,0.411,204,713,0.286,397,552,0.719,376,1145,374,199,117,464,584,71.8,95.1,0.274,0.354,0.495,47.9,45.2,8.4,9.2,0.461,16.9,29.6,0.197,12.0,R32,WEST,2019
Nebraska,36,19,17,0.528,14.85,11.31,6,14,13,5,2,10,2586,2421,1445,875,2080,0.421,237,714,0.332,434,613,0.708,413,1358,425,173,132,470,629,67.2,99.7,0.295,0.343,0.511,51.5,48.6,7.1,9.9,0.478,16.5,31.5,0.209,NA,NA,NA,2019
Nevada,34,29,5,0.853,16.0,2.68,15,3,15,0,9,3,2723,2270,1360,815,1984,0.411,263,791,0.332,375,555,0.676,312,1186,421,158,85,461,717,70.7,94.4,0.28,0.399,0.505,48.2,51.7,6.6,7.4,0.477,17.0,24.7,0.189,7.0,R64,WEST,2019
New Mexico State,35,30,5,0.857,10.05,-2.38,15,1,16,1,10,1,2734,2259,1405,789,1882,0.419,252,755,0.334,429,611,0.702,236,1003,309,174,66,460,715,68.3,94.1,0.325,0.401,0.52,42.8,39.2,7.2,5.9,0.486,17.5,20.8,0.228,12.0,R64,MIDWEST,2019
New Mexico,32,14,18,0.438,-0.55,1.61,7,11,9,7,4,9,2443,2454,1280,869,1925,0.451,230,648,0.355,486,708,0.686,319,1191,489,223,105,438,653,74.5,103.0,0.368,0.337,0.543,49.8,56.3,9.4,9.7,0.511,16.2,27.3,0.252,NA,NA,NA,2019
New Orleans,33,19,14,0.576,-8.88,-6.47,12,6,12,4,5,9,2384,2325,1345,815,1860,0.438,202,631,0.32,493,699,0.705,377,1180,443,262,139,577,599,71.1,97.3,0.376,0.339,0.53,50.3,54.4,11.0,10.1,0.492,20.8,32.8,0.265,NA,NA,NA,2019
Norfolk State,36,22,14,0.611,-8.04,-8.74,14,2,11,2,9,8,2652,2503,1460,831,2033,0.409,279,849,0.329,562,837,0.671,372,1308,474,175,118,562,683,71.8,95.6,0.412,0.418,0.515,49.8,57.0,6.7,9.0,0.477,18.8,28.1,0.276,NA,NA,NA,2019
UNC Asheville,31,4,27,0.129,-19.81,-2.35,2,14,3,10,1,15,1857,2313,1245,810,1702,0.476,271,743,0.365,422,593,0.712,346,1073,536,211,104,366,462,64.2,115.8,0.348,0.437,0.583,53.5,66.2,10.6,11.1,0.556,15.6,35.3,0.248,NA,NA,NA,2019
North Carolina Central,34,18,16,0.529,-11.53,-11.24,10,6,10,2,4,12,2429,2266,1365,831,1911,0.435,213,672,0.317,391,582,0.672,308,1045,442,198,123,450,550,68.5,97.0,0.305,0.352,0.518,45.2,53.2,8.5,10.0,0.491,17.1,26.2,0.205,16.0,R68,EAST,2019
UNC Greensboro,36,29,7,0.806,4.08,-0.9,15,3,15,2,11,4,2738,2443,1445,867,1981,0.438,265,766,0.346,444,628,0.707,348,1218,409,206,105,592,635,69.9,96.8,0.317,0.387,0.536,49.3,47.2,8.2,7.7,0.505,20.6,29.0,0.224,NA,NA,NA,2019
NC State,36,24,12,0.667,14.94,6.22,9,9,17,5,4,6,2882,2568,1450,898,2037,0.441,216,699,0.309,556,790,0.704,362,1232,468,224,151,559,628,71.8,98.7,0.388,0.343,0.532,47.0,52.1,8.6,10.1,0.494,18.8,28.6,0.273,NA,NA,NA,2019
UNC Wilmington,33,10,23,0.303,-8.1,-2.04,5,13,5,9,2,12,2515,2670,1335,938,1984,0.473,330,854,0.386,464,634,0.732,293,1109,455,206,76,342,594,70.2,113.9,0.32,0.43,0.584,47.6,48.5,8.8,6.1,0.556,13.0,26.0,0.234,NA,NA,NA,2019
North Carolina,36,29,7,0.806,23.94,11.35,16,2,14,2,11,1,3089,2636,1445,935,2248,0.416,330,985,0.335,434,639,0.679,321,1216,507,242,170,501,630,75.9,96.1,0.284,0.438,0.517,43.4,54.2,8.8,11.0,0.489,16.4,22.4,0.193,1.0,S16,MIDWEST,2019
North Dakota State,35,19,16,0.543,-4.01,-2.07,9,7,10,3,4,9,2556,2541,1410,942,2043,0.461,261,721,0.362,396,529,0.749,284,1164,426,181,95,343,581,66.8,107.9,0.259,0.353,0.554,51.3,45.2,7.7,9.4,0.525,13.0,24.5,0.194,16.0,R64,EAST,2019
North Dakota,30,12,18,0.4,-8.78,-3.55,6,10,8,6,4,11,2220,2196,1200,806,1783,0.452,204,599,0.341,380,489,0.777,254,1054,348,211,65,382,495,71.5,102.4,0.274,0.336,0.545,51.1,43.2,9.8,5.8,0.509,15.9,24.7,0.213,NA,NA,NA,2019
North Florida,33,16,17,0.485,-3.47,-0.7,9,7,10,3,5,13,2485,2531,1325,939,2161,0.435,214,631,0.339,439,628,0.699,425,1261,525,304,105,428,523,74.0,103.2,0.291,0.292,0.515,50.2,55.9,12.4,9.4,0.484,14.8,32.3,0.203,NA,NA,NA,2019
North Texas,33,21,12,0.636,-0.25,-3.48,8,10,12,4,6,7,2302,2077,1325,718,1766,0.407,205,654,0.313,436,653,0.668,295,1095,352,215,132,451,531,67.5,92.9,0.37,0.37,0.5,46.8,49.0,9.6,12.3,0.465,17.8,25.2,0.247,NA,NA,NA,2019
Northeastern,34,23,11,0.676,3.95,-0.7,14,4,11,2,8,6,2564,2406,1385,889,1931,0.46,234,694,0.337,394,536,0.735,272,1090,403,185,73,383,596,66.3,104.8,0.278,0.359,0.55,50.3,45.3,8.1,7.4,0.521,14.9,24.5,0.204,13.0,R64,MIDWEST,2019
Northern Iowa,34,16,18,0.471,-1.54,0.62,9,9,9,5,3,9,2215,2230,1360,793,1803,0.44,233,691,0.337,411,571,0.72,244,1115,388,221,82,412,546,65.8,99.6,0.317,0.383,0.538,50.0,48.9,9.9,7.8,0.504,16.6,22.2,0.228,NA,NA,NA,2019
Northern Kentucky,35,26,9,0.743,4.67,-2.39,13,5,17,1,7,7,2747,2410,1410,834,1987,0.42,244,778,0.314,498,692,0.72,317,1141,428,206,133,466,630,70.0,97.7,0.348,0.392,0.52,46.8,51.3,8.4,11.1,0.481,16.8,25.3,0.251,14.0,R64,WEST,2019
Northwestern,32,13,19,0.406,9.97,9.16,4,16,10,8,1,9,2108,2082,1290,743,1770,0.42,166,567,0.293,430,602,0.714,289,1157,420,184,104,385,547,66.8,96.6,0.34,0.32,0.506,51.6,56.5,8.5,9.6,0.467,15.8,26.3,0.243,NA,NA,NA,2019
Notre Dame,33,14,19,0.424,7.97,8.28,3,15,11,8,1,9,2266,2276,1320,861,2006,0.429,244,737,0.331,310,438,0.708,379,1287,423,163,95,359,530,66.4,103.8,0.218,0.367,0.514,51.6,49.1,7.4,8.6,0.49,14.0,31.1,0.155,NA,NA,NA,2019
Ohio State,35,20,15,0.571,13.89,11.0,8,12,12,6,4,7,2419,2318,1405,814,1929,0.422,236,722,0.327,454,613,0.741,308,1170,408,218,107,425,651,66.7,98.9,0.318,0.374,0.522,49.1,50.1,9.3,9.2,0.483,16.1,25.8,0.235,11.0,R32,MIDWEST,2019
Ohio,31,14,17,0.452,-1.84,3.16,6,12,11,5,3,10,2174,2288,1255,812,1861,0.436,260,727,0.358,404,572,0.706,300,1114,417,238,73,416,558,71.5,102.0,0.307,0.391,0.536,49.2,51.4,10.6,6.1,0.506,16.3,26.8,0.217,NA,NA,NA,2019
Oklahoma State,32,12,20,0.375,8.09,11.53,5,13,8,7,2,10,2178,2288,1285,789,1843,0.428,276,780,0.354,434,580,0.748,332,1154,435,188,108,379,525,67.1,106.1,0.315,0.423,0.54,51.4,55.1,8.7,10.4,0.503,15.2,29.4,0.235,NA,NA,NA,2019
Oklahoma,34,20,14,0.588,15.3,12.21,7,11,11,4,5,7,2423,2318,1365,852,2096,0.406,288,865,0.333,326,485,0.672,368,1253,424,225,125,408,586,69.3,98.0,0.231,0.413,0.498,49.8,49.8,9.5,9.5,0.475,14.9,27.8,0.156,9.0,R32,SOUTH,2019
Old Dominion,35,26,9,0.743,3.74,-1.18,13,5,14,2,8,4,2300,2128,1400,737,1887,0.391,248,765,0.324,408,612,0.667,305,1201,390,169,86,424,573,65.6,92.7,0.324,0.405,0.489,46.8,52.9,7.4,6.8,0.456,16.3,24.4,0.216,14.0,R64,SOUTH,2019
