School,G,Overall.W,Overall.L,W-L%,SRS,SOS,Conf.W,Conf.L,Home.W,Home.L,Away.W,Away.L,TP,OP,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,SEED,POSTSEASON,REGION
Western Michigan,32,17,15,0.531,-2.22,-1.99,9,9,10,6,6,7,2402,2349,1285,818,1803,0.454,290,780,0.372,423,585,0.723,287,1096,424,166,94,440,576,69.4,105.3,0.324,0.433,0.564,49.2,51.8,7.4,7.5,0.534,17.5,27.0,0.235,NA,NA,NA
Wichita State,33,25,8,0.758,16.58,5.46,14,4,13,3,9,2,2731,2364,1330,809,1922,0.421,282,776,0.363,464,639,0.726,271,1005,356,200,111,379,658,70.0,101.5,0.332,0.404,0.531,42.9,44.0,8.6,9.1,0.494,14.6,22.5,0.241,4.0,R64,EAST
Winthrop,31,19,12,0.613,-1.63,-5.85,12,6,11,3,7,9,2464,2219,1240,772,1847,0.418,229,689,0.332,446,598,0.746,311,1070,347,229,88,425,592,72.4,98.8,0.324,0.373,0.521,48.7,44.9,10.2,8.7,0.48,16.6,27.0,0.241,NA,NA,NA
Wisconsin,33,15,18,0.455,10.38,9.5,7,11,11,7,3,8,2206,2177,1325,798,1740,0.459,185,528,0.35,396,526,0.753,271,1023,378,175,122,386,611,63.4,103.6,0.302,0.303,0.547,50.3,47.4,8.3,10.8,0.512,16.2,27.6,0.228,NA,NA,NA
Wofford,34,21,13,0.618,-0.97,-2.45,11,7,12,5,7,7,2578,2405,1360,833,1857,0.449,287,803,0.357,452,616,0.734,282,1088,474,210,81,438,535,67.8,104.4,0.332,0.432,0.559,49.7,56.9,9.1,7.8,0.526,16.9,25.4,0.243,NA,NA,NA
Wright State,35,25,10,0.714,0.58,-3.64,14,4,14,2,8,7,2500,2307,1410,816,1965,0.415,268,775,0.346,407,573,0.71,303,1178,420,204,102,531,702,69.9,93.6,0.292,0.394,0.516,48.2,51.5,8.3,7.8,0.483,19.2,25.0,0.207,14.0,R64,SOUTH
Wyoming,33,20,13,0.606,4.26,3.54,10,8,13,4,5,7,2633,2597,1365,898,2022,0.444,260,700,0.371,541,752,0.719,315,1288,461,203,79,483,708,74.7,101.8,0.372,0.346,0.546,52.9,51.3,8.0,7.3,0.508,16.9,25.6,0.268,NA,NA,NA
Xavier,35,29,6,0.829,19.06,9.43,15,3,17,1,9,2,2953,2616,1415,944,2192,0.431,301,902,0.334,427,562,0.76,296,1095,492,238,127,400,731,72.3,102.3,0.256,0.411,0.532,44.9,52.1,9.3,9.6,0.499,14.0,22.9,0.195,1.0,R32,WEST
Yale,31,16,15,0.516,-4.19,-2.83,9,5,9,3,7,11,2312,2288,1250,824,1793,0.46,214,631,0.339,426,589,0.723,277,1061,428,214,80,397,539,70.1,104.4,0.328,0.352,0.552,50.2,51.9,9.8,7.7,0.519,16.1,26.3,0.238,NA,NA,NA
Air Force,31,12,19,0.387,-4.31,1.72,6,12,9,7,3,10,2124,2244,1245,781,1686,0.463,288,726,0.397,394,553,0.712,274,1069,447,174,106,436,582,67.7,106.5,0.328,0.431,0.576,51.3,57.2,8.3,10.6,0.549,18.3,27.8,0.234,NA,NA,NA
Akron,32,14,18,0.438,-6.82,-1.92,6,12,12,4,2,10,2296,2411,1295,828,1797,0.461,257,720,0.357,498,689,0.723,298,1106,423,202,114,410,554,69.0,107.9,0.383,0.401,0.567,50.8,51.1,9.0,11.7,0.532,16.2,28.0,0.277,NA,NA,NA
Alabama A&M,31,3,28,0.097,-23.97,-8.04,3,15,2,9,1,18,1873,2367,1245,881,1844,0.478,228,595,0.383,377,549,0.687,340,1126,460,237,151,353,528,68.2,111.5,0.298,0.323,0.562,51.8,52.2,11.2,13.8,0.54,14.4,32.4,0.204,NA,NA,NA
Alabama State,31,8,23,0.258,-18.56,-8.62,8,10,4,8,4,13,2129,2437,1245,813,1795,0.453,238,631,0.377,573,836,0.685,392,1232,418,207,119,401,590,70.5,111.0,0.466,0.352,0.556,52.1,51.4,9.4,9.9,0.519,15.5,34.7,0.319,NA,NA,NA
Alcorn State,32,11,21,0.344,-18.07,-8.6,7,11,9,5,2,16,2244,2388,1285,809,1867,0.433,266,766,0.347,504,716,0.704,363,1179,466,201,99,419,557,70.4,105.5,0.384,0.41,0.541,51.6,57.6,8.9,8.8,0.505,16.0,31.2,0.27,NA,NA,NA
Arkansas-Pine Bluff,35,14,21,0.4,-14.84,-9.36,12,6,7,3,6,13,2307,2499,1410,831,1919,0.433,227,690,0.329,610,858,0.711,445,1327,489,274,68,531,609,68.4,103.7,0.447,0.36,0.537,56.4,58.8,11.4,5.7,0.492,18.6,37.4,0.318,NA,NA,NA
Arkansas State,32,11,21,0.344,-9.65,-3.02,6,12,7,7,4,13,2369,2523,1290,911,1852,0.492,245,642,0.382,456,641,0.711,318,1133,471,182,113,437,593,70.4,111.0,0.346,0.347,0.585,51.4,51.7,8.0,9.3,0.558,16.8,30.8,0.246,NA,NA,NA
Army,30,13,17,0.433,-8.62,-7.17,6,12,6,5,4,12,2230,2223,1205,757,1709,0.443,251,699,0.359,458,640,0.716,281,1092,406,200,108,427,467,71.7,103.0,0.374,0.409,0.552,50.4,53.6,9.3,10.1,0.516,17.5,26.7,0.268,NA,NA,NA
Ball State,32,19,13,0.594,-1.22,-2.0,10,8,14,2,5,10,2410,2362,1295,841,1977,0.425,258,715,0.361,422,580,0.728,335,1160,419,222,113,384,608,71.1,102.6,0.293,0.362,0.524,48.9,49.8,9.6,9.7,0.491,14.6,27.3,0.213,NA,NA,NA
Bethune-Cookman,32,18,14,0.563,-12.19,-12.46,12,4,10,3,8,10,2621,2543,1290,883,2080,0.425,231,700,0.33,546,780,0.7,396,1239,488,213,114,444,674,77.7,101.5,0.375,0.337,0.519,47.9,55.3,8.5,8.9,0.48,15.3,30.0,0.263,NA,NA,NA
Binghamton,31,11,20,0.355,-10.27,-6.34,2,14,7,7,3,12,2147,2181,1245,780,1750,0.446,235,616,0.381,386,545,0.708,278,1085,430,177,83,372,495,67.9,103.2,0.311,0.352,0.543,50.4,55.1,8.4,7.5,0.513,15.6,26.2,0.221,NA,NA,NA
Boston College,35,19,16,0.543,9.0,7.2,7,11,14,3,2,11,2673,2610,1415,938,2109,0.445,309,855,0.361,425,571,0.744,336,1212,483,197,108,435,614,70.1,105.2,0.271,0.405,0.548,48.4,51.5,7.9,8.5,0.518,15.5,26.7,0.202,NA,NA,NA
Boston University,31,15,16,0.484,-8.33,-5.83,10,8,6,7,9,9,2186,2226,1240,793,1762,0.45,252,711,0.354,388,533,0.728,303,1041,411,198,93,427,541,68.7,104.5,0.302,0.404,0.552,49.9,51.8,9.3,8.3,0.522,17.5,29.0,0.22,NA,NA,NA
Bowling Green State,32,16,16,0.5,-6.38,-2.88,7,11,9,6,6,9,2429,2490,1305,893,1949,0.458,261,709,0.368,443,614,0.721,302,1168,457,200,114,404,653,71.9,106.2,0.315,0.364,0.556,48.8,51.2,8.5,9.0,0.525,15.3,26.1,0.227,NA,NA,NA
Brown,27,11,16,0.407,-7.78,-4.67,4,10,8,5,3,11,2080,2133,1100,741,1558,0.476,205,557,0.368,446,631,0.707,247,959,366,182,126,388,562,72.7,106.7,0.405,0.358,0.574,49.3,49.4,9.1,12.1,0.541,17.3,26.7,0.286,NA,NA,NA
Bryant,31,3,28,0.097,-18.75,-5.42,2,16,1,11,2,17,2169,2582,1245,921,1867,0.493,308,760,0.405,432,616,0.701,354,1236,500,202,132,394,528,71.0,116.9,0.33,0.407,0.598,55.3,54.3,9.1,11.7,0.576,15.4,34.0,0.231,NA,NA,NA
Cal State Northridge,30,6,24,0.2,-13.5,-3.53,3,13,4,9,2,13,1983,2206,1215,801,1726,0.464,194,544,0.357,410,567,0.723,323,1104,428,176,110,333,487,66.5,109.3,0.329,0.315,0.553,54.0,53.4,8.7,9.4,0.52,14.3,31.8,0.238,NA,NA,NA
UC Riverside,31,9,22,0.29,-8.5,-1.54,4,12,6,8,3,13,2024,2163,1245,735,1776,0.414,233,707,0.33,460,663,0.694,351,1195,409,209,104,432,586,69.8,99.6,0.373,0.398,0.517,52.3,55.6,9.6,8.8,0.479,17.1,31.1,0.259,NA,NA,NA
Campbell,34,18,16,0.529,-5.68,-6.68,10,8,14,4,4,11,2581,2412,1370,861,1933,0.445,235,694,0.339,455,633,0.719,308,1151,425,209,92,427,574,68.6,102.6,0.327,0.359,0.54,51.5,49.4,8.9,8.7,0.506,16.0,26.5,0.235,NA,NA,NA
Canisius,33,21,12,0.636,0.44,-4.8,15,3,11,3,8,8,2519,2346,1325,818,1825,0.448,207,645,0.321,503,686,0.733,334,1121,386,174,84,500,571,69.9,101.4,0.376,0.353,0.545,50.5,47.2,7.5,7.9,0.505,18.9,30.4,0.276,NA,NA,NA
Central Arkansas,35,18,17,0.514,-5.83,-5.97,10,8,9,5,8,11,2819,2766,1425,975,2183,0.447,252,700,0.36,564,834,0.676,445,1405,500,251,107,509,688,74.3,104.5,0.382,0.321,0.536,52.5,51.3,9.5,7.9,0.504,16.5,32.8,0.258,NA,NA,NA
Central Connecticut State,32,14,18,0.438,-11.62,-7.59,7,11,8,4,6,14,2171,2300,1305,816,1860,0.439,276,758,0.364,392,560,0.7,319,1029,425,218,78,360,562,66.3,106.3,0.301,0.408,0.541,47.7,52.1,10.1,6.8,0.513,14.5,28.3,0.211,NA,NA,NA
Central Michigan,36,21,15,0.583,-1.39,-3.24,7,11,12,5,6,9,2835,2661,1465,966,2173,0.445,318,913,0.348,411,567,0.725,378,1269,490,202,130,465,652,69.1,105.1,0.261,0.42,0.545,49.3,50.7,8.0,11.3,0.518,16.0,29.6,0.189,NA,NA,NA
Charleston Southern,31,15,16,0.484,-8.16,-6.16,9,9,9,6,6,10,2232,2133,1260,714,1644,0.434,284,742,0.383,421,559,0.753,273,1021,410,184,98,484,518,67.5,100.3,0.34,0.451,0.559,48.8,57.4,8.7,8.4,0.521,20.2,27.3,0.256,NA,NA,NA
Charlotte,29,6,23,0.207,-10.13,0.27,2,16,4,11,2,12,2066,2317,1165,842,1762,0.478,231,625,0.37,402,566,0.71,289,1044,412,222,103,370,551,72.2,110.2,0.321,0.355,0.57,51.3,48.9,10.6,9.6,0.543,15.4,28.6,0.228,NA,NA,NA
Chicago State,32,3,29,0.094,-21.53,1.17,1,13,3,8,0,19,2171,2756,1280,949,1908,0.497,295,743,0.397,563,797,0.706,363,1250,583,208,145,454,607,74.0,116.4,0.418,0.389,0.603,54.5,61.4,8.8,10.7,0.575,16.6,33.5,0.295,NA,NA,NA
The Citadel,32,11,21,0.344,-13.64,-2.95,5,13,7,8,3,12,2639,2819,1290,1020,2123,0.48,331,913,0.363,448,619,0.724,393,1382,617,246,135,542,595,79.6,109.8,0.292,0.43,0.583,53.9,60.5,9.6,13.3,0.558,18.3,32.8,0.211,NA,NA,NA
Colorado State,32,11,21,0.344,-3.86,3.79,4,14,8,8,3,10,2314,2537,1295,879,1918,0.458,302,842,0.359,477,677,0.705,321,1166,503,199,82,406,621,71.4,109.7,0.353,0.439,0.566,49.3,57.2,8.6,6.5,0.537,15.3,28.0,0.249,NA,NA,NA
Columbia,27,8,19,0.296,-5.63,-3.02,5,9,7,5,1,14,2062,2085,1090,723,1608,0.45,269,715,0.376,370,505,0.733,275,1000,405,163,72,354,432,71.0,107.8,0.314,0.445,0.564,51.0,56.0,8.4,7.6,0.533,16.1,28.6,0.23,NA,NA,NA
Coppin State,32,5,27,0.156,-20.96,-7.24,5,11,4,6,1,20,1945,2384,1305,810,1897,0.427,247,732,0.337,517,713,0.725,379,1332,449,181,102,404,494,69.1,105.7,0.376,0.386,0.533,55.2,55.4,8.0,10.7,0.492,15.3,31.9,0.273,NA,NA,NA
Cornell,28,12,16,0.429,-8.8,-3.24,6,8,8,4,4,11,2124,2250,1150,809,1785,0.453,258,663,0.389,374,516,0.725,316,1042,407,186,101,320,529,70.7,110.7,0.289,0.371,0.554,52.0,50.3,9.2,10.4,0.525,13.6,30.2,0.21,NA,NA,NA
Dartmouth,27,7,20,0.259,-10.31,-4.0,3,11,6,6,1,14,1841,1970,1085,724,1552,0.466,220,631,0.349,302,386,0.782,233,901,378,167,78,337,458,67.8,107.2,0.249,0.407,0.568,51.5,52.2,9.1,8.7,0.537,16.3,26.7,0.195,NA,NA,NA
Delaware State,32,4,28,0.125,-24.57,-9.3,2,14,4,9,0,18,2034,2458,1300,846,1822,0.464,313,813,0.385,454,646,0.703,367,1146,478,240,106,410,488,66.9,113.1,0.355,0.446,0.577,51.8,56.5,11.0,8.9,0.55,16.1,33.6,0.249,NA,NA,NA
Denver,30,15,15,0.5,-5.21,-2.53,8,6,10,4,3,9,2192,2189,1220,746,1719,0.434,250,746,0.335,447,618,0.723,250,929,330,199,87,335,554,68.7,104.4,0.36,0.434,0.544,45.6,44.2,9.5,7.4,0.507,14.3,23.9,0.26,NA,NA,NA
DePaul,31,11,20,0.355,6.55,8.45,4,14,6,10,4,7,2230,2289,1245,787,1788,0.44,286,770,0.371,429,578,0.742,303,1083,463,219,93,447,557,71.2,103.3,0.323,0.431,0.555,48.3,58.8,9.9,7.2,0.52,17.8,28.1,0.24,NA,NA,NA
Detroit Mercy,32,8,24,0.25,-12.47,-2.07,4,14,5,11,2,11,2516,2743,1285,959,1989,0.482,298,751,0.397,527,743,0.709,356,1230,525,210,140,434,582,75.4,113.3,0.374,0.378,0.586,52.5,54.7,8.7,11.5,0.557,15.6,31.4,0.265,NA,NA,NA
Duquesne,32,16,16,0.5,-1.08,-3.33,7,11,13,6,2,7,2317,2245,1310,803,1771,0.453,192,573,0.335,447,645,0.693,309,1094,451,171,95,401,560,66.5,103.1,0.364,0.324,0.54,48.8,56.2,7.9,8.4,0.508,16.2,28.9,0.252,NA,NA,NA
East Carolina,30,10,20,0.333,-8.72,-0.22,4,14,8,11,2,8,1993,2248,1215,818,1808,0.452,225,637,0.353,385,562,0.685,350,1108,476,199,102,360,482,68.8,107.5,0.311,0.352,0.542,52.1,58.2,9.5,9.1,0.515,14.8,32.5,0.213,NA,NA,NA
Eastern Illinois,31,12,19,0.387,-8.33,-3.4,7,11,7,6,4,12,2065,2120,1245,740,1696,0.436,246,643,0.383,394,551,0.715,308,1070,416,194,99,410,517,66.4,102.6,0.325,0.379,0.541,50.1,56.2,9.4,9.0,0.509,17.3,29.6,0.232,NA,NA,NA
Eastern Michigan,35,22,13,0.629,-0.23,-2.81,11,7,14,3,7,9,2509,2339,1415,814,2013,0.404,278,792,0.351,433,599,0.723,411,1244,516,240,107,506,591,67.5,97.9,0.298,0.393,0.509,50.3,63.4,10.0,8.2,0.473,18.0,32.0,0.215,NA,NA,NA
Elon,32,14,18,0.438,-6.89,-1.69,6,12,8,5,4,12,2346,2437,1320,892,2037,0.438,332,901,0.368,321,458,0.701,341,1224,420,208,95,327,498,68.0,108.6,0.225,0.442,0.54,51.8,47.1,9.3,10.0,0.519,12.7,27.9,0.158,NA,NA,NA
Evansville,32,17,15,0.531,0.68,1.35,7,11,15,3,2,10,2094,2045,1285,712,1696,0.42,246,728,0.338,375,545,0.688,278,1025,400,229,136,437,594,65.7,96.8,0.321,0.429,0.523,49.2,56.2,10.8,11.3,0.492,18.3,25.5,0.221,NA,NA,NA
Fairfield,33,17,16,0.515,-4.98,-3.68,9,9,10,3,3,10,2506,2549,1345,886,1946,0.455,271,690,0.393,506,716,0.707,317,1243,422,198,91,457,597,72.1,105.1,0.368,0.355,0.557,51.7,47.6,8.2,8.2,0.525,16.7,26.9,0.26,NA,NA,NA
Florida A&M,34,9,25,0.265,-19.21,-8.33,7,9,6,4,2,20,2343,2684,1385,963,2027,0.475,243,697,0.349,515,727,0.708,426,1329,475,213,111,458,593,69.5,111.6,0.359,0.344,0.566,54.8,49.3,8.9,8.1,0.535,16.2,36.3,0.254,NA,NA,NA
Florida Atlantic,31,12,19,0.387,-5.35,-0.14,6,12,7,7,4,10,2155,2172,1245,788,1827,0.431,192,584,0.329,404,583,0.693,303,1167,371,201,89,393,466,70.9,98.4,0.319,0.32,0.516,49.4,47.1,9.1,6.5,0.484,15.7,26.6,0.221,NA,NA,NA
Florida International,32,14,18,0.438,-4.3,-1.99,8,10,11,7,3,9,2262,2278,1310,799,1841,0.434,240,709,0.339,440,643,0.684,321,1257,431,155,112,467,563,69.8,99.6,0.349,0.385,0.531,52.2,53.9,6.8,8.8,0.499,17.9,27.9,0.239,NA,NA,NA
Fordham,31,9,22,0.29,-6.74,1.26,4,14,8,9,1,10,1931,2179,1250,806,1738,0.464,205,584,0.351,362,528,0.686,334,1193,496,179,100,440,455,66.8,104.4,0.304,0.336,0.548,57.4,61.5,8.6,11.2,0.523,18.1,32.8,0.208,NA,NA,NA
Furman,33,23,10,0.697,4.43,-3.64,13,5,13,3,7,6,2619,2260,1325,825,1905,0.433,224,708,0.316,386,550,0.702,319,1152,402,178,105,489,539,70.5,96.7,0.289,0.372,0.522,49.9,48.7,7.6,9.9,0.492,18.4,27.5,0.203,NA,NA,NA
George Mason,33,16,17,0.485,-2.97,0.85,9,9,10,7,5,7,2371,2497,1345,899,1994,0.451,278,788,0.353,421,614,0.686,322,1173,465,210,141,376,584,69.6,106.8,0.308,0.395,0.546,49.2,51.7,9.0,11.3,0.521,14.1,26.7,0.211,NA,NA,NA
Georgia Southern,33,21,12,0.636,-0.54,-3.28,11,7,10,3,8,7,2504,2315,1325,816,1916,0.426,245,758,0.323,438,661,0.663,383,1272,394,140,121,486,677,70.5,99.1,0.345,0.396,0.519,50.5,48.3,6.0,10.0,0.49,17.9,31.1,0.229,NA,NA,NA
Grambling,31,17,14,0.548,-12.97,-10.3,13,5,6,4,11,10,2257,2321,1250,792,1820,0.435,209,657,0.318,528,778,0.679,357,1160,398,202,143,465,649,73.8,100.6,0.427,0.361,0.53,49.3,50.3,8.8,10.3,0.493,17.5,30.5,0.29,NA,NA,NA
High Point,30,14,16,0.467,-6.75,-6.38,9,9,11,4,3,11,2126,1993,1205,674,1581,0.426,210,611,0.344,435,593,0.734,283,976,330,190,132,441,512,67.1,98.6,0.375,0.386,0.535,48.4,49.0,9.4,10.7,0.493,19.1,28.4,0.275,NA,NA,NA
Hofstra,31,19,12,0.613,-0.53,-1.6,12,6,9,4,9,4,2464,2397,1245,874,1831,0.477,237,653,0.363,412,586,0.703,282,1042,432,185,90,362,608,70.3,109.6,0.32,0.357,0.568,48.6,49.4,8.5,7.7,0.542,14.6,27.0,0.225,NA,NA,NA
Houston Christian,31,6,25,0.194,-16.14,-3.97,2,16,5,8,1,16,2382,2617,1250,912,1895,0.481,271,687,0.394,522,687,0.76,313,1177,509,200,164,456,627,75.5,110.9,0.363,0.363,0.589,49.1,55.8,8.5,11.9,0.553,17.0,29.7,0.275,NA,NA,NA
Howard,33,10,23,0.303,-17.26,-9.74,7,9,7,4,2,18,2449,2654,1345,931,1992,0.467,251,719,0.349,541,773,0.7,424,1313,518,186,104,465,646,71.3,110.7,0.388,0.361,0.562,53.2,55.6,7.8,8.5,0.53,16.5,35.2,0.272,NA,NA,NA
Idaho State,30,14,16,0.467,-5.76,-3.69,9,9,9,5,5,10,2211,2232,1200,816,1789,0.456,208,616,0.338,392,555,0.706,286,1041,353,177,86,358,587,70.8,105.0,0.31,0.344,0.544,52.0,43.3,8.3,8.6,0.514,14.9,27.4,0.219,NA,NA,NA
Idaho,31,22,9,0.71,0.82,-3.94,14,4,11,2,9,4,2330,2134,1245,746,1781,0.419,261,754,0.346,381,535,0.712,264,939,365,164,68,342,572,68.0,100.9,0.3,0.423,0.524,45.2,48.9,7.8,6.4,0.492,14.4,24.2,0.214,NA,NA,NA
Illinois-Chicago,36,20,16,0.556,-2.91,-4.21,12,6,11,7,9,8,2708,2597,1445,919,2265,0.406,245,766,0.32,514,744,0.691,420,1335,543,258,139,465,673,73.6,97.7,0.328,0.338,0.496,49.1,59.1,9.7,9.8,0.46,15.1,29.3,0.227,NA,NA,NA
Illinois State,33,18,15,0.545,1.07,3.67,10,8,11,3,3,10,2364,2418,1350,828,1944,0.426,240,771,0.311,522,738,0.707,382,1288,470,213,104,426,589,69.3,103.3,0.38,0.397,0.527,52.4,56.8,9.1,10.1,0.488,15.7,30.9,0.269,NA,NA,NA
Incarnate Word,28,7,21,0.25,-17.71,-5.04,2,16,6,9,1,12,1978,2163,1120,775,1746,0.444,212,584,0.363,401,565,0.71,365,1076,378,210,114,385,552,72.5,106.5,0.324,0.334,0.537,52.4,48.8,10.3,10.6,0.505,16.0,34.4,0.23,NA,NA,NA
Indiana State,31,13,18,0.419,1.53,2.43,8,10,8,7,5,7,2248,2253,1275,760,1714,0.443,225,633,0.355,508,706,0.72,253,1074,384,209,121,439,591,70.1,100.9,0.412,0.369,0.55,48.9,50.5,9.4,11.5,0.509,17.6,24.0,0.296,NA,NA,NA
Purdue-Fort Wayne,33,18,15,0.545,-1.48,-3.24,7,7,13,3,4,10,2716,2535,1325,924,1999,0.462,266,752,0.354,421,568,0.741,286,1176,431,174,73,500,582,74.6,102.6,0.284,0.376,0.559,50.4,46.6,7.0,6.4,0.529,18.1,25.4,0.211,NA,NA,NA
IUPUI,30,11,19,0.367,-9.82,-3.53,8,10,9,4,2,14,2047,2180,1205,759,1614,0.47,211,608,0.347,451,612,0.737,275,1022,408,224,127,441,524,68.7,105.3,0.379,0.377,0.572,50.0,53.8,10.8,11.3,0.536,18.8,28.9,0.279,NA,NA,NA
Jackson State,32,12,20,0.375,-17.66,-10.5,9,9,9,2,2,17,1991,2161,1295,719,1599,0.45,205,591,0.347,518,736,0.704,311,1202,380,152,102,474,508,65.4,102.0,0.46,0.37,0.555,52.5,52.9,7.2,8.5,0.514,19.6,31.2,0.324,NA,NA,NA
Jacksonville,33,15,18,0.455,-13.39,-6.12,8,6,10,6,3,12,2405,2482,1345,907,2043,0.444,247,790,0.313,421,571,0.737,342,1219,442,224,119,465,582,72.4,102.0,0.279,0.387,0.536,50.8,48.7,9.2,8.5,0.504,16.7,28.7,0.206,NA,NA,NA
James Madison,32,10,22,0.313,-5.47,-2.15,6,12,7,7,3,11,2341,2414,1310,811,1804,0.45,260,711,0.366,532,745,0.714,309,1158,458,186,107,426,603,69.4,106.2,0.413,0.394,0.559,50.2,56.5,8.2,8.6,0.522,16.5,28.2,0.295,NA,NA,NA
Kennesaw State,30,10,20,0.333,-11.17,-4.31,6,8,8,6,2,14,2182,2328,1205,862,1802,0.478,200,613,0.326,404,566,0.714,327,1057,443,190,86,402,518,71.4,108.2,0.314,0.34,0.562,51.7,51.4,8.8,6.5,0.534,16.3,32.5,0.224,NA,NA,NA
La Salle,32,13,19,0.406,1.7,2.54,7,11,10,4,2,10,2333,2360,1315,839,1858,0.452,241,633,0.381,441,627,0.703,281,1136,376,201,94,397,554,69.0,104.0,0.337,0.341,0.547,50.3,44.8,8.9,7.9,0.516,15.6,25.3,0.237,NA,NA,NA
Lamar,33,19,14,0.576,-5.19,-7.23,11,7,11,4,8,7,2500,2296,1340,809,1809,0.447,215,629,0.342,463,669,0.692,306,1179,433,185,127,553,658,71.1,96.4,0.37,0.348,0.54,48.6,53.5,7.8,10.0,0.507,20.6,27.2,0.256,NA,NA,NA
Lehigh,30,16,14,0.533,-6.41,-5.65,11,7,9,6,7,8,2336,2333,1230,828,1849,0.448,281,815,0.345,396,563,0.703,291,1079,476,193,100,356,459,71.0,106.9,0.304,0.441,0.551,50.1,57.5,8.8,8.9,0.524,14.4,26.6,0.214,NA,NA,NA
Long Beach State,33,15,18,0.455,-3.76,0.89,9,7,8,5,6,10,2485,2586,1330,955,2040,0.468,255,699,0.365,421,558,0.754,347,1137,498,253,110,449,664,72.3,107.6,0.274,0.343,0.561,48.8,52.1,10.5,8.1,0.531,16.3,29.9,0.206,NA,NA,NA
Longwood,33,7,26,0.212,-18.31,-4.31,3,15,5,11,2,13,2088,2445,1320,856,1938,0.442,263,804,0.327,470,650,0.723,363,1244,428,256,97,419,552,69.7,106.3,0.335,0.415,0.544,53.8,50.0,11.1,9.0,0.51,15.7,31.0,0.243,NA,NA,NA
Louisiana-Monroe,32,16,16,0.5,-6.28,-3.31,9,9,12,4,3,11,2235,2187,1290,771,1796,0.429,266,774,0.344,379,536,0.707,310,1108,463,165,125,422,464,67.0,101.2,0.298,0.431,0.533,50.7,60.1,7.6,11.8,0.503,17.1,28.4,0.211,NA,NA,NA
Louisiana Tech,33,17,16,0.515,1.33,-0.12,7,11,11,5,2,10,2468,2331,1325,838,1900,0.441,230,635,0.362,425,600,0.708,330,1155,438,185,113,427,605,69.1,101.7,0.316,0.334,0.533,50.4,52.3,8.1,10.2,0.502,16.3,28.6,0.224,NA,NA,NA
Loyola Marymount,31,11,20,0.355,-4.34,1.09,5,13,7,7,3,12,2226,2369,1250,817,1645,0.497,238,626,0.38,497,687,0.723,277,996,501,187,147,416,557,67.8,111.8,0.418,0.381,0.601,49.6,61.3,8.8,11.9,0.569,17.4,30.3,0.302,NA,NA,NA
Loyola (MD),31,9,22,0.29,-12.71,-5.25,6,12,8,6,1,16,2154,2326,1255,805,1714,0.47,226,628,0.36,490,674,0.727,265,1064,404,188,152,414,559,69.7,106.4,0.393,0.366,0.572,49.7,50.2,8.6,11.6,0.536,16.9,26.3,0.286,NA,NA,NA
Maine,32,6,26,0.188,-14.64,-3.27,3,13,4,8,2,16,2140,2408,1295,833,1894,0.44,255,755,0.338,487,685,0.711,348,1236,444,236,112,434,526,71.6,103.9,0.362,0.399,0.542,52.2,53.3,10.2,9.9,0.507,16.4,29.7,0.257,NA,NA,NA
Marist,31,6,25,0.194,-12.48,-3.57,4,14,4,9,2,10,2239,2515,1260,896,1976,0.453,287,778,0.369,436,589,0.74,342,1139,472,227,93,332,570,71.5,111.7,0.298,0.394,0.557,52.2,52.7,10.1,10.2,0.526,12.8,29.7,0.221,NA,NA,NA
Maryland-Eastern Shore,32,7,25,0.219,-24.63,-7.56,3,13,6,5,0,18,1992,2473,1280,882,1879,0.469,271,750,0.361,438,616,0.711,373,1261,525,198,108,355,525,67.6,114.4,0.328,0.399,0.569,54.2,59.5,9.2,9.7,0.542,14.1,34.2,0.233,NA,NA,NA
Massachusetts-Lowell,30,12,18,0.4,-9.53,-5.77,6,10,9,7,3,11,2286,2356,1205,862,1772,0.486,216,584,0.37,416,589,0.706,318,1091,424,211,99,439,621,72.1,108.5,0.332,0.33,0.574,53.0,49.2,9.7,9.0,0.547,17.6,31.6,0.235,NA,NA,NA
McNeese State,29,12,17,0.414,-12.06,-6.1,8,10,7,5,5,12,2184,2209,1170,805,1878,0.429,216,627,0.344,383,562,0.681,361,1118,407,187,86,357,532,73.5,102.8,0.299,0.334,0.515,49.4,50.6,8.7,7.2,0.486,14.3,30.6,0.204,NA,NA,NA
Miami (OH),34,16,18,0.471,-3.56,-1.15,8,10,9,5,6,11,2449,2404,1390,881,2002,0.44,246,749,0.328,396,559,0.708,305,1174,404,217,120,433,520,68.7,100.7,0.279,0.374,0.53,48.8,45.9,9.1,10.6,0.501,16.0,25.5,0.198,NA,NA,NA
Mississippi Valley State,32,4,28,0.125,-21.41,-8.13,4,14,3,6,1,21,2075,2500,1300,862,1823,0.473,275,747,0.368,501,715,0.701,344,1273,489,194,171,445,556,69.9,110.1,0.392,0.41,0.578,52.8,56.7,8.5,12.1,0.548,17.1,31.6,0.275,NA,NA,NA
Kansas City,32,10,22,0.313,-10.19,-1.02,5,9,6,8,3,11,2251,2447,1285,840,1850,0.454,227,643,0.353,540,769,0.702,359,1295,438,171,115,481,588,72.4,105.2,0.416,0.348,0.552,56.0,52.1,7.4,11.3,0.515,17.8,32.1,0.292,NA,NA,NA
