School,G,Overall.W,Overall.L,W-L%,SRS,SOS,Conf.W,Conf.L,Home.W,Home.L,Away.W,Away.L,TP,OP,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,SEED,POSTSEASON
Michigan State,35,20,15,0.571,13.67,10.5,10,8,14,2,2,7,2515,2404,1405,832,2027,0.41,229,662,0.346,511,704,0.726,349,1150,446,211,105,380,658,68.2,100.4,0.347,0.327,0.509,47.4,53.6,8.8,8.8,0.467,13.9,26.9,0.252,9.0,R32
Michigan,38,26,12,0.684,18.8,10.17,10,8,15,3,3,8,2851,2523,1535,958,2060,0.465,224,593,0.378,383,560,0.684,348,1210,438,162,95,478,650,63.8,103.1,0.272,0.288,0.542,52.1,45.7,6.6,8.3,0.519,17.0,29.5,0.186,7.0,S16
Middle Tennessee,36,31,5,0.861,9.8,-0.48,17,1,13,2,11,2,2697,2299,1445,791,1882,0.42,219,678,0.323,498,700,0.711,286,1088,400,171,85,476,602,66.4,95.8,0.372,0.36,0.519,46.1,50.6,7.1,5.8,0.478,17.7,23.8,0.265,12.0,R32
Milwaukee,35,11,24,0.314,-7.37,-2.17,4,14,5,8,2,13,2347,2494,1430,891,1915,0.465,267,757,0.353,445,634,0.702,291,1175,479,203,124,408,580,65.1,107.2,0.331,0.395,0.563,51.5,53.8,8.7,10.6,0.535,15.5,26.3,0.232,NA,NA
Minnesota,34,24,10,0.706,14.56,8.82,11,7,17,3,5,5,2556,2361,1390,857,2142,0.4,220,712,0.309,427,626,0.682,415,1312,460,192,124,429,687,70.3,96.6,0.292,0.332,0.484,49.5,53.7,7.9,8.7,0.451,15.0,30.1,0.199,5.0,R64
Mississippi State,32,16,16,0.5,7.12,5.9,6,12,10,7,2,8,2320,2281,1285,792,1852,0.428,199,632,0.315,498,701,0.71,354,1182,373,164,108,448,560,70.8,100.3,0.379,0.341,0.522,51.1,47.1,7.2,9.5,0.481,17.0,30.2,0.269,NA,NA
Mississippi,36,22,14,0.611,9.65,7.99,10,8,13,6,6,6,2807,2747,1450,938,2204,0.426,321,884,0.363,550,785,0.701,414,1313,557,244,131,501,756,73.4,103.2,0.356,0.401,0.533,48.0,59.4,9.2,9.7,0.498,16.3,30.0,0.25,NA,NA
Missouri,32,8,24,0.25,2.98,6.73,2,16,6,11,0,9,2213,2333,1290,779,1821,0.428,247,719,0.344,528,775,0.681,351,1259,397,168,145,439,670,70.5,102.7,0.426,0.395,0.533,51.9,51.0,7.4,12.6,0.496,16.7,30.2,0.29,NA,NA
Montana,32,16,16,0.5,-2.67,-4.02,11,7,8,5,7,8,2391,2348,1290,802,1737,0.462,202,585,0.345,542,772,0.702,283,1082,362,166,130,404,605,68.7,105.9,0.444,0.337,0.558,50.0,45.1,7.5,10.7,0.52,16.1,26.8,0.312,NA,NA
Morehead State,30,14,16,0.467,-3.6,-1.85,10,6,10,4,4,11,2370,2311,1215,780,1689,0.462,261,679,0.384,490,697,0.703,269,981,401,156,108,440,526,71.8,105.9,0.413,0.402,0.572,46.5,51.4,7.1,8.1,0.539,17.9,26.8,0.29,NA,NA
Mount St. Mary's,36,20,16,0.556,-4.29,-3.51,14,4,11,4,8,11,2446,2474,1445,923,2039,0.453,190,558,0.341,438,664,0.66,427,1351,405,230,99,534,674,68.4,100.2,0.326,0.274,0.525,55.5,43.9,9.3,7.9,0.499,18.5,34.6,0.215,16.0,R64
Murray State,33,16,17,0.485,-3.06,-4.41,8,8,10,4,3,11,2639,2543,1350,879,1955,0.45,260,722,0.36,525,742,0.708,346,1201,439,191,107,434,640,71.1,106.0,0.38,0.369,0.551,49.1,49.9,8.0,8.6,0.516,15.8,29.1,0.269,NA,NA
Nebraska,31,12,19,0.387,6.47,10.74,6,12,8,8,3,8,2168,2264,1260,805,1800,0.447,240,601,0.399,414,593,0.698,323,1125,411,192,148,422,564,69.2,103.9,0.329,0.334,0.544,48.7,51.1,8.8,11.0,0.514,16.9,29.4,0.23,NA,NA
Nevada,35,28,7,0.8,10.49,2.03,14,4,13,1,8,4,2792,2496,1405,920,2149,0.428,236,762,0.31,420,607,0.692,341,1229,478,193,78,397,724,70.9,100.2,0.282,0.355,0.512,47.6,52.0,7.7,6.3,0.483,14.0,26.1,0.195,12.0,R64
New Mexico State,34,28,6,0.824,4.66,-3.82,11,3,17,1,8,4,2678,2310,1365,827,1972,0.419,188,640,0.294,468,686,0.682,371,1124,359,178,65,466,736,70.0,96.7,0.348,0.325,0.503,45.6,43.4,7.4,5.4,0.467,16.9,29.1,0.237,14.0,R64
New Mexico,31,17,14,0.548,3.04,2.07,10,8,11,4,5,7,2283,2253,1245,766,1771,0.433,261,708,0.369,460,667,0.69,307,1049,436,233,102,416,651,70.5,102.6,0.377,0.4,0.54,49.5,56.9,10.6,8.2,0.506,16.6,27.8,0.26,NA,NA
New Orleans,32,20,12,0.625,-4.1,-5.34,13,5,11,3,7,8,2331,2215,1300,792,1793,0.442,209,661,0.316,422,614,0.687,349,1016,405,269,106,521,684,69.5,98.1,0.342,0.369,0.531,47.1,51.1,11.9,8.0,0.5,20.0,31.6,0.235,16.0,R68
Norfolk State,34,17,17,0.5,-12.07,-8.57,12,4,10,2,5,12,2374,2430,1380,822,2024,0.406,266,785,0.339,520,795,0.654,380,1244,465,201,128,418,653,70.6,99.8,0.393,0.388,0.506,48.8,56.6,8.3,10.0,0.472,14.8,28.7,0.257,NA,NA
UNC Asheville,33,23,10,0.697,0.84,-5.61,15,3,13,1,10,8,2544,2261,1345,815,1814,0.449,249,702,0.355,382,581,0.657,298,1142,454,178,107,547,586,69.5,96.7,0.32,0.387,0.541,51.0,55.7,7.6,8.6,0.518,20.7,26.8,0.211,NA,NA
North Carolina Central,34,25,9,0.735,-3.18,-12.12,13,3,11,2,11,6,2542,2159,1360,788,2007,0.393,210,724,0.29,373,576,0.648,416,1225,359,155,92,474,608,68.8,92.3,0.287,0.361,0.473,48.3,45.6,6.6,7.4,0.445,17.2,31.2,0.186,16.0,R68
UNC Greensboro,35,25,10,0.714,-0.1,-2.63,14,4,13,4,8,5,2628,2424,1400,832,1942,0.428,258,719,0.359,502,673,0.746,361,1119,441,225,106,486,605,68.4,101.3,0.347,0.37,0.536,47.4,53.0,9.4,8.6,0.495,17.7,30.1,0.258,NA,NA
NC State,32,15,17,0.469,6.09,8.09,4,14,11,7,2,8,2483,2547,1290,918,2039,0.45,268,726,0.369,443,619,0.716,380,1156,450,208,93,361,576,71.9,109.8,0.304,0.356,0.546,49.9,49.0,9.0,7.4,0.516,13.4,31.4,0.217,NA,NA
UNC Wilmington,35,29,6,0.829,8.06,-0.55,15,3,13,1,11,3,2967,2624,1405,938,1964,0.478,192,568,0.338,556,777,0.716,320,1184,433,171,97,504,662,71.5,104.4,0.396,0.289,0.562,48.4,46.2,6.8,7.4,0.526,17.8,27.6,0.283,12.0,R64
North Carolina,40,33,7,0.825,24.84,11.76,14,4,16,0,6,5,3377,2824,1605,982,2377,0.413,319,939,0.34,541,746,0.725,362,1258,458,249,177,544,778,72.6,97.0,0.314,0.395,0.517,41.8,46.6,8.6,9.6,0.48,16.6,24.5,0.228,1.0,Champions
North Dakota State,30,19,11,0.633,-1.31,-2.63,11,5,11,2,7,7,2244,2146,1215,757,1764,0.429,251,660,0.38,379,535,0.708,301,1046,407,171,88,369,574,68.8,102.7,0.303,0.374,0.532,50.0,53.8,8.2,8.3,0.5,15.5,27.6,0.215,NA,NA
North Dakota,32,22,10,0.688,-1.83,-5.45,14,4,11,2,7,6,2578,2357,1300,824,1858,0.443,215,612,0.351,494,715,0.691,310,1123,369,201,75,479,654,72.9,99.5,0.385,0.329,0.536,49.5,44.8,8.5,5.6,0.501,17.9,26.7,0.266,15.0,R64
North Florida,34,15,19,0.441,-7.78,-1.65,8,6,10,5,4,13,2637,2674,1360,960,2143,0.448,257,718,0.358,497,725,0.686,410,1224,511,273,112,408,654,73.3,107.3,0.338,0.335,0.538,48.1,53.2,11.0,9.5,0.508,14.1,31.3,0.232,NA,NA
North Texas,30,8,22,0.267,-11.14,-3.32,2,16,7,11,1,11,2075,2258,1205,784,1815,0.432,231,678,0.341,459,616,0.745,347,1163,413,207,108,398,548,71.6,104.6,0.339,0.374,0.536,52.0,52.7,9.6,9.3,0.496,15.9,30.9,0.253,NA,NA
Northeastern,31,15,16,0.484,-0.78,-0.91,8,10,7,4,7,10,2234,2230,1255,806,1773,0.455,235,646,0.364,383,550,0.696,284,1051,424,180,111,359,571,67.2,105.7,0.31,0.364,0.548,50.3,52.6,8.5,11.6,0.521,15.0,26.8,0.216,NA,NA
Northern Iowa,30,14,16,0.467,1.29,5.22,9,9,9,4,3,9,1854,1931,1215,697,1624,0.429,230,635,0.362,307,409,0.751,271,1099,365,174,65,415,553,64.7,98.3,0.252,0.391,0.531,55.6,52.4,8.9,7.6,0.5,18.6,28.0,0.189,NA,NA
Northern Kentucky,35,24,11,0.686,-0.17,-2.84,12,6,12,2,8,7,2659,2507,1400,918,2087,0.44,227,699,0.325,444,628,0.707,322,1165,417,207,146,427,643,70.8,101.2,0.301,0.335,0.526,46.9,45.4,8.4,12.4,0.494,15.2,25.8,0.213,15.0,R64
Northwestern,36,24,12,0.667,14.02,8.43,10,8,14,4,5,5,2558,2357,1440,817,2025,0.403,233,698,0.334,490,732,0.669,404,1275,428,206,139,430,640,66.5,98.4,0.361,0.345,0.497,49.4,52.4,8.6,10.3,0.461,15.3,30.6,0.242,8.0,R32
Notre Dame,36,26,10,0.722,17.81,9.78,12,6,16,2,5,4,2783,2494,1445,914,2118,0.432,250,739,0.338,416,565,0.736,387,1278,467,188,146,456,575,67.7,102.0,0.267,0.349,0.523,51.3,51.1,7.7,11.5,0.491,16.0,30.6,0.196,5.0,R32
Ohio State,32,17,15,0.531,10.31,7.28,7,11,13,6,4,7,2329,2232,1285,791,1902,0.416,278,780,0.356,372,560,0.664,351,1119,417,158,98,387,615,68.7,101.2,0.294,0.41,0.515,48.4,52.7,7.2,8.2,0.489,15.1,28.8,0.196,NA,NA
Ohio,31,20,11,0.645,3.9,-2.56,11,7,12,4,7,6,2387,2166,1240,768,1853,0.414,218,675,0.323,412,602,0.684,326,1149,337,182,86,417,611,72.1,97.0,0.325,0.364,0.506,50.2,43.9,8.1,7.9,0.473,16.3,27.6,0.222,NA,NA
Oklahoma State,33,20,13,0.606,19.19,12.22,9,9,11,5,7,5,2828,2589,1320,875,1856,0.471,235,641,0.367,604,834,0.724,345,1083,451,213,142,491,683,72.7,107.9,0.449,0.345,0.575,47.1,51.5,8.9,10.8,0.535,17.9,31.2,0.325,10.0,R64
Oklahoma,31,11,20,0.355,11.42,12.62,5,13,8,7,1,9,2262,2299,1265,806,1871,0.431,259,711,0.364,428,627,0.683,344,1152,416,218,139,415,579,71.1,102.3,0.335,0.38,0.53,49.5,51.6,9.7,10.7,0.5,16.1,29.8,0.229,NA,NA
Old Dominion,31,19,12,0.613,1.94,-1.35,12,6,11,4,7,5,1998,1896,1250,632,1579,0.4,202,601,0.336,430,609,0.706,265,1015,319,154,100,400,570,63.8,95.0,0.386,0.381,0.507,46.0,50.5,7.7,7.8,0.464,17.6,25.4,0.272,NA,NA
Oral Roberts,30,8,22,0.267,-5.51,1.24,4,12,7,6,1,13,2252,2398,1210,857,1832,0.468,277,698,0.397,407,576,0.707,307,1109,475,204,94,357,524,71.4,111.1,0.314,0.381,0.569,51.7,55.4,9.5,7.6,0.543,14.5,28.9,0.222,NA,NA
Oregon State,32,5,27,0.156,-4.59,5.89,1,17,5,11,0,13,2021,2321,1285,798,1793,0.445,237,661,0.359,488,696,0.701,350,1128,439,259,99,376,578,67.0,107.8,0.388,0.369,0.546,52.1,55.0,12.0,9.0,0.511,15.0,31.9,0.272,NA,NA
Oregon,39,33,6,0.846,20.8,8.38,16,2,17,0,7,3,3076,2565,1565,932,2311,0.403,273,873,0.313,428,595,0.719,408,1274,456,186,133,516,742,68.8,95.2,0.257,0.378,0.494,47.1,48.9,6.9,9.6,0.462,16.6,28.6,0.185,3.0,F4
Pennsylvania,28,13,15,0.464,-0.65,-1.5,6,8,6,6,7,8,1928,1904,1125,650,1561,0.416,222,617,0.36,382,524,0.729,294,998,355,159,86,381,448,67.4,100.5,0.336,0.395,0.526,50.7,54.6,8.4,9.4,0.488,17.4,29.4,0.245,NA,NA
Pittsburgh,33,16,17,0.485,9.25,11.06,4,14,11,6,2,8,2404,2464,1340,910,2028,0.449,261,734,0.356,383,540,0.709,354,1153,498,173,113,322,616,67.2,109.5,0.266,0.362,0.539,49.9,54.7,7.7,10.3,0.513,12.4,29.5,0.189,NA,NA
Prairie View,33,13,20,0.394,-14.54,-8.48,10,8,10,3,3,17,2276,2419,1330,806,1756,0.459,213,610,0.349,594,861,0.69,383,1253,426,179,127,502,576,68.9,105.6,0.49,0.347,0.559,55.1,52.9,7.8,10.9,0.52,18.8,34.5,0.338,NA,NA
Princeton,30,23,7,0.767,6.57,-1.84,14,0,10,1,10,4,2149,1843,1205,652,1568,0.416,195,587,0.332,344,499,0.689,238,1002,317,134,78,394,458,65.2,93.9,0.318,0.374,0.511,50.0,48.6,6.8,8.4,0.478,17.9,23.9,0.219,12.0,R64
Providence,33,20,13,0.606,11.24,7.84,10,8,15,3,4,7,2319,2207,1325,810,1840,0.44,207,631,0.328,380,562,0.676,322,1142,392,206,96,454,629,67.6,98.6,0.305,0.343,0.524,50.9,48.4,9.2,8.3,0.496,17.7,28.5,0.207,11.0,R68
Purdue,35,27,8,0.771,20.13,8.79,14,4,15,2,6,4,2790,2393,1415,902,2145,0.421,242,728,0.332,347,491,0.707,313,1088,451,228,109,411,666,70.0,96.6,0.229,0.339,0.503,45.1,50.0,9.2,8.6,0.477,14.7,24.2,0.162,4.0,S16
Radford,32,14,18,0.438,-11.34,-4.58,8,10,8,6,4,11,2090,2247,1300,826,1851,0.446,214,600,0.357,381,551,0.691,300,1060,382,223,118,327,498,65.7,105.3,0.298,0.324,0.532,46.5,46.2,10.4,10.9,0.504,13.4,26.7,0.206,NA,NA
Rhode Island,35,25,10,0.714,12.88,4.62,13,5,13,3,7,5,2577,2288,1405,762,1875,0.406,166,563,0.295,598,845,0.708,373,1212,353,184,104,459,692,67.4,96.6,0.451,0.3,0.503,48.2,46.3,7.8,7.6,0.451,16.8,29.5,0.319,11.0,R32
Robert Morris,33,14,19,0.424,-8.56,-5.13,9,9,6,7,6,12,2125,2238,1325,777,1773,0.438,162,545,0.297,522,754,0.692,354,1227,390,212,129,548,689,69.9,96.6,0.425,0.307,0.525,51.9,50.2,9.1,10.4,0.484,20.5,31.3,0.294,NA,NA
Rutgers,33,15,18,0.455,3.69,6.22,3,15,10,6,3,10,2163,2215,1325,778,1882,0.413,232,709,0.327,427,594,0.719,356,1158,448,216,167,427,605,67.3,99.4,0.316,0.377,0.512,46.8,57.6,9.7,11.4,0.475,16.5,29.8,0.227,NA,NA
Saint Joseph's,31,11,20,0.355,0.14,3.69,4,14,6,8,4,9,2155,2265,1250,779,1795,0.434,281,805,0.349,426,584,0.729,283,1111,453,173,92,392,633,69.7,104.0,0.325,0.448,0.546,49.5,58.2,7.9,7.2,0.512,15.9,26.6,0.237,NA,NA
Saint Louis,33,12,21,0.364,-6.09,1.85,6,12,10,8,1,10,2026,2288,1330,784,1787,0.439,240,674,0.356,480,688,0.698,305,1178,496,209,129,367,598,65.5,105.1,0.385,0.377,0.541,51.9,63.3,9.6,12.2,0.506,14.8,27.3,0.269,NA,NA
Saint Mary's (CA),34,29,5,0.853,16.75,2.19,16,2,15,2,10,1,2449,1954,1360,738,1792,0.412,149,496,0.3,329,476,0.691,245,903,297,190,82,318,548,61.3,93.8,0.266,0.277,0.484,42.8,40.2,9.1,7.8,0.453,13.6,21.8,0.184,7.0,R32
San Diego State,33,19,14,0.576,6.88,1.47,9,9,10,4,3,9,2260,2064,1325,715,1845,0.388,219,676,0.324,415,587,0.707,342,1157,366,175,116,426,627,67.0,93.0,0.318,0.366,0.486,49.1,51.2,7.9,10.2,0.447,16.7,28.7,0.225,NA,NA
Seton Hall,33,21,12,0.636,12.1,9.25,10,8,12,2,4,6,2417,2323,1335,811,1872,0.433,214,628,0.341,487,677,0.719,295,1087,398,231,114,403,642,69.0,100.8,0.362,0.335,0.53,45.3,49.1,10.0,8.4,0.49,15.5,25.3,0.26,9.0,R64
South Carolina,37,26,11,0.703,17.52,10.16,12,6,15,3,6,5,2707,2414,1505,789,1969,0.401,208,687,0.303,628,868,0.724,382,1304,363,222,142,632,777,69.9,91.8,0.441,0.349,0.507,49.2,46.0,8.4,9.7,0.454,21.0,30.2,0.319,7.0,F4
South Dakota State,35,18,17,0.514,-2.3,-0.66,8,8,11,3,3,12,2683,2697,1415,963,2140,0.45,369,990,0.373,402,557,0.722,356,1195,510,235,106,400,721,69.2,110.2,0.26,0.463,0.561,49.3,53.0,9.6,10.0,0.536,14.3,28.1,0.188,16.0,R64
Southern California,36,26,10,0.722,11.48,6.4,10,8,14,3,6,5,2816,2633,1445,973,2243,0.434,301,819,0.368,386,538,0.717,408,1272,522,200,115,452,673,70.1,103.9,0.24,0.365,0.527,49.7,53.6,7.9,8.5,0.501,15.3,31.2,0.172,11.0,R32
Southern Methodist,35,30,5,0.857,18.71,4.45,17,1,18,0,8,3,2599,2100,1400,745,1928,0.386,282,878,0.321,328,474,0.692,329,1035,415,172,105,409,633,63.7,94.2,0.246,0.455,0.488,43.7,55.7,7.7,8.5,0.46,16.0,26.4,0.17,6.0,R64
Southern,33,15,18,0.455,-14.48,-11.68,10,8,11,4,4,13,2360,2401,1325,849,1988,0.427,206,653,0.315,495,742,0.667,425,1206,370,193,135,407,631,69.9,103.7,0.373,0.328,0.513,49.2,43.6,8.3,9.8,0.479,14.8,33.5,0.249,NA,NA
St. Bonaventure,32,20,12,0.625,5.95,1.48,11,7,11,4,5,5,2459,2316,1290,778,1801,0.432,243,689,0.353,517,747,0.692,352,1101,444,165,121,475,659,70.6,101.8,0.415,0.383,0.537,48.8,57.1,7.3,9.4,0.499,18.1,31.0,0.287,NA,NA
St. John's (NY),33,14,19,0.424,6.45,8.39,7,11,9,5,4,9,2534,2598,1320,904,1962,0.461,249,664,0.375,541,772,0.701,390,1285,495,207,107,501,676,73.9,106.5,0.393,0.338,0.558,53.1,54.8,8.5,8.6,0.524,17.7,32.8,0.276,NA,NA
Stanford,31,14,17,0.452,6.39,8.59,6,12,10,5,1,10,2162,2204,1245,751,1691,0.444,258,676,0.382,444,640,0.694,277,1030,440,192,114,445,586,69.4,102.0,0.378,0.4,0.552,49.1,58.6,8.9,9.0,0.52,18.2,26.9,0.263,NA,NA
Stephen F. Austin,33,18,15,0.545,-7.01,-5.75,12,6,12,2,4,10,2289,2271,1330,772,1712,0.451,208,592,0.351,519,763,0.68,306,1013,399,239,102,534,673,69.3,98.6,0.446,0.346,0.547,46.9,51.7,10.4,8.9,0.512,20.5,28.5,0.303,NA,NA
Stony Brook,32,18,14,0.563,-4.71,-5.05,12,4,10,6,7,8,2215,2204,1280,747,1702,0.439,232,618,0.375,478,682,0.701,303,1158,363,142,75,423,623,66.9,102.9,0.401,0.363,0.544,51.1,48.6,6.6,6.7,0.507,17.3,28.8,0.281,NA,NA
Syracuse,34,19,15,0.559,13.7,8.47,10,8,17,4,2,8,2594,2416,1370,867,2014,0.43,295,861,0.343,387,586,0.66,431,1216,582,210,89,456,611,67.9,104.0,0.291,0.428,0.527,50.7,67.1,9.0,7.7,0.504,16.6,34.5,0.192,NA,NA
Temple,32,16,16,0.5,4.84,5.09,7,11,9,7,4,8,2269,2277,1295,807,1875,0.43,226,658,0.343,437,601,0.727,369,1212,437,172,126,404,486,67.9,103.6,0.321,0.351,0.527,52.5,54.2,7.8,11.4,0.491,15.8,32.2,0.233,NA,NA
Tennessee,32,16,16,0.5,11.28,10.18,8,10,11,6,4,7,2383,2335,1285,783,1832,0.427,219,616,0.356,550,787,0.699,355,1184,384,191,121,447,677,71.5,101.6,0.43,0.336,0.529,49.5,49.0,8.3,9.1,0.487,16.8,30.3,0.3,NA,NA
Texas A&M,31,16,15,0.516,10.36,7.97,8,10,11,5,3,7,2176,2102,1240,739,1829,0.404,249,708,0.352,375,514,0.73,361,1029,426,205,104,360,539,66.8,101.5,0.281,0.387,0.507,46.3,57.6,9.9,8.8,0.472,14.8,31.3,0.205,NA,NA
TCU,39,24,15,0.615,15.64,10.95,6,12,15,6,4,8,2914,2718,1570,988,2230,0.443,273,757,0.361,469,685,0.685,392,1260,580,226,149,509,709,68.3,101.5,0.307,0.339,0.532,47.3,58.7,8.4,10.0,0.504,16.6,29.2,0.21,NA,NA
Texas Southern,35,23,12,0.657,-6.41,-7.81,16,2,10,0,11,11,2593,2544,1410,940,2113,0.445,196,603,0.325,466,682,0.683,441,1310,453,182,118,473,742,69.7,103.5,0.323,0.285,0.522,51.6,48.2,7.4,8.9,0.491,16.3,34.8,0.221,16.0,R64
Texas Tech,32,18,14,0.563,14.11,7.86,6,12,16,3,1,9,2346,2146,1300,731,1690,0.433,255,718,0.355,429,602,0.713,261,956,370,165,80,436,625,65.9,100.2,0.356,0.425,0.543,47.7,50.6,7.7,6.7,0.508,18.1,25.8,0.254,NA,NA
Texas,33,11,22,0.333,10.99,12.75,4,14,10,7,0,11,2215,2273,1320,820,1932,0.424,218,669,0.326,415,580,0.716,367,1183,396,213,104,414,606,68.5,100.5,0.3,0.346,0.515,51.1,48.3,9.4,8.5,0.481,15.8,31.2,0.215,NA,NA
Troy,37,22,15,0.595,-0.47,-3.36,10,8,10,4,6,10,2889,2667,1485,933,2182,0.428,295,869,0.339,506,703,0.72,380,1267,464,222,119,463,705,70.1,102.4,0.322,0.398,0.53,48.2,49.7,8.5,9.3,0.495,15.5,28.5,0.232,15.0,R64
Tulsa,32,15,17,0.469,2.45,5.29,8,10,10,5,3,9,2158,2249,1285,786,1810,0.434,254,707,0.359,423,600,0.705,316,1062,389,226,134,400,648,67.8,103.3,0.331,0.391,0.537,48.9,49.5,10.4,13.5,0.504,16.0,28.3,0.234,NA,NA
UCLA,36,31,5,0.861,20.67,6.39,15,3,16,1,8,2,3233,2719,1440,1000,2371,0.422,310,849,0.365,409,602,0.679,413,1257,468,226,64,423,615,74.2,101.8,0.254,0.358,0.512,47.6,46.8,8.5,4.4,0.487,13.7,28.4,0.173,3.0,S16
Utah State,31,14,17,0.452,2.9,2.46,7,11,10,5,3,8,2241,2195,1245,771,1821,0.423,230,685,0.336,423,609,0.695,305,1073,435,193,95,341,554,68.8,102.5,0.334,0.376,0.52,49.4,56.4,9.0,8.7,0.487,13.9,26.6,0.232,NA,NA
Utah,32,20,12,0.625,12.45,4.32,11,7,14,4,5,6,2511,2180,1290,787,1887,0.417,216,632,0.342,390,573,0.681,281,998,367,200,103,385,610,70.1,96.4,0.304,0.335,0.505,45.1,46.6,8.8,8.3,0.474,15.1,23.9,0.207,NA,NA
Valparaiso,33,24,9,0.727,3.94,-1.59,14,4,15,2,7,6,2465,2274,1330,801,1935,0.414,243,733,0.332,429,619,0.693,326,1114,435,203,105,426,654,70.0,97.7,0.32,0.379,0.51,47.1,54.3,8.7,8.5,0.477,16.0,26.6,0.222,NA,NA
Vanderbilt,35,19,16,0.543,13.69,10.72,10,8,11,5,5,6,2489,2385,1405,862,2028,0.425,226,669,0.338,435,622,0.699,339,1209,399,193,104,379,587,67.1,101.1,0.307,0.33,0.513,50.0,46.3,8.2,10.7,0.481,14.0,26.9,0.214,9.0,R64
Vermont,35,29,6,0.829,6.67,-3.27,16,0,16,1,11,3,2571,2174,1400,812,1918,0.423,199,596,0.334,351,498,0.705,315,1066,363,186,95,453,644,65.4,95.0,0.26,0.311,0.505,47.2,44.7,8.1,7.4,0.475,17.4,26.7,0.183,13.0,R64
Villanova,36,32,4,0.889,23.8,9.28,15,3,14,1,9,2,2779,2256,1440,846,2018,0.419,251,807,0.311,313,445,0.703,336,1073,482,185,73,475,656,65.6,95.5,0.221,0.4,0.506,47.0,57.0,7.8,6.6,0.481,17.6,27.4,0.155,1.0,R32
Virginia Commonwealth,35,26,9,0.743,11.57,3.77,14,4,15,1,7,4,2616,2343,1420,800,1897,0.422,202,597,0.338,541,776,0.697,334,1185,371,192,129,515,678,69.0,95.6,0.409,0.315,0.517,48.2,46.4,7.8,8.9,0.475,18.5,27.3,0.285,10.0,R64
Virginia Tech,33,22,11,0.667,12.77,8.38,10,8,15,2,4,6,2610,2465,1330,902,2029,0.445,264,728,0.363,397,554,0.717,359,1146,450,179,129,383,633,69.8,106.3,0.273,0.359,0.538,51.8,49.9,7.7,11.8,0.51,14.3,30.2,0.196,9.0,R64
Virginia,34,23,11,0.676,20.63,10.93,11,7,12,4,7,5,2246,1916,1380,658,1653,0.398,209,658,0.318,391,559,0.699,264,1022,333,168,91,432,500,60.3,92.1,0.338,0.398,0.499,47.7,50.6,8.1,7.5,0.461,18.4,24.3,0.237,5.0,R32
Wake Forest,33,19,14,0.576,14.19,9.8,9,9,11,3,5,8,2733,2588,1320,891,1948,0.457,270,755,0.358,536,740,0.724,323,1109,470,199,125,385,699,71.7,109.3,0.38,0.388,0.563,48.1,52.7,8.4,9.9,0.527,14.3,27.5,0.275,11.0,R68
Washington,31,9,22,0.29,2.15,6.82,2,16,7,9,1,11,2368,2513,1245,898,1926,0.466,236,591,0.399,481,669,0.719,345,1091,470,219,118,372,571,72.8,110.9,0.347,0.307,0.56,48.4,52.3,9.7,9.0,0.528,14.2,31.2,0.25,NA,NA
Weber State,34,20,14,0.588,-2.32,-5.13,12,6,10,3,7,8,2714,2505,1380,937,2075,0.452,197,557,0.354,434,587,0.739,366,1197,404,165,77,406,702,69.1,105.0,0.283,0.268,0.532,52.0,43.1,6.9,6.9,0.499,14.7,29.9,0.209,NA,NA
West Virginia,37,28,9,0.757,24.45,9.67,12,6,16,2,6,4,3014,2467,1505,826,1948,0.424,250,708,0.353,565,827,0.683,393,1274,442,209,142,740,792,71.4,91.8,0.425,0.363,0.527,47.9,53.5,7.8,9.0,0.488,24.0,31.5,0.29,4.0,S16
Western Michigan,32,16,16,0.5,-0.78,-0.55,11,7,13,2,3,9,2417,2408,1285,858,1824,0.47,247,684,0.361,445,631,0.705,275,1068,448,193,96,423,636,70.7,106.0,0.346,0.375,0.567,48.0,52.2,8.5,7.1,0.538,16.6,25.9,0.244,NA,NA
Wichita State,36,31,5,0.861,21.24,2.96,17,1,16,1,9,1,2916,2246,1440,754,2000,0.377,241,775,0.311,497,718,0.692,321,1154,373,189,120,488,752,69.4,89.9,0.359,0.388,0.48,43.9,49.5,7.6,8.9,0.437,17.2,23.6,0.249,10.0,R32
Winthrop,33,26,7,0.788,1.34,-6.12,15,3,13,3,12,3,2615,2322,1350,811,1990,0.408,219,700,0.313,481,666,0.722,355,1207,331,199,108,462,644,71.5,96.2,0.335,0.352,0.503,49.7,40.8,8.2,9.7,0.463,16.7,28.1,0.242,13.0,R64
Wisconsin,37,27,10,0.73,19.4,9.4,12,6,15,2,5,5,2678,2308,1500,822,1992,0.413,251,667,0.376,413,559,0.739,313,1142,375,197,115,473,678,64.5,95.4,0.281,0.335,0.511,45.3,45.6,8.1,8.5,0.476,17.3,25.4,0.207,8.0,S16
Wofford,33,16,17,0.485,-0.71,-1.08,10,8,11,2,4,10,2593,2479,1350,881,1868,0.472,216,632,0.342,501,688,0.728,303,1092,409,210,90,411,604,68.2,107.7,0.368,0.338,0.565,49.7,46.4,9.1,7.8,0.529,15.8,27.9,0.268,NA,NA
