School,G,Overall.W,Overall.L,W-L%,SRS,SOS,Conf.W,Conf.L,Home.W,Home.L,Away.W,Away.L,TP,OP,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,SEED,POSTSEASON
Texas A&M,37,28,9,0.757,18.45,8.45,13,5,17,1,5,5,2828,2458,1500,862,2117,0.407,283,848,0.334,451,685,0.658,396,1296,492,198,131,534,724,68.6,95.6,0.324,0.401,0.503,47.0,57.1,7.7,9.5,0.474,17.9,28.7,0.213,3.0,S16
TCU,33,12,21,0.364,4.07,8.62,2,16,9,9,1,10,2209,2359,1320,806,1805,0.447,225,647,0.348,522,747,0.699,349,1204,486,246,151,482,738,70.0,102.2,0.414,0.358,0.546,52.0,60.3,10.7,12.1,0.509,18.2,31.6,0.289,NA,NA
Texas Southern,33,18,15,0.545,-4.64,-6.94,16,2,9,0,7,13,2403,2327,1320,873,1993,0.438,215,643,0.334,368,490,0.751,332,1079,446,205,134,355,703,68.1,103.6,0.246,0.323,0.523,46.3,51.1,9.1,11.2,0.492,13.8,28.3,0.185,NA,NA
Texas Tech,32,19,13,0.594,12.41,10.25,9,9,14,3,3,7,2305,2236,1295,783,1828,0.428,246,691,0.356,424,601,0.705,360,1080,362,207,104,401,668,66.7,103.5,0.329,0.378,0.529,49.9,46.2,9.6,8.5,0.496,15.9,32.1,0.232,8.0,R64
Texas,33,20,13,0.606,14.8,11.71,11,7,14,3,5,5,2355,2253,1330,775,1844,0.42,209,606,0.345,494,707,0.699,362,1183,365,147,107,408,669,66.8,101.5,0.383,0.329,0.517,50.9,47.1,6.6,8.9,0.477,15.8,31.8,0.268,6.0,R64
Troy,31,9,22,0.29,-9.21,-2.07,4,16,4,10,4,10,2145,2329,1250,821,1859,0.442,236,666,0.354,451,641,0.704,356,1202,442,199,111,389,630,70.1,106.3,0.345,0.358,0.538,51.5,53.8,9.1,9.7,0.505,15.2,31.3,0.243,NA,NA
Tulsa,32,20,12,0.625,9.79,5.76,12,6,12,3,6,5,2356,2227,1290,757,1819,0.416,241,672,0.359,472,629,0.75,347,1185,385,169,107,450,650,68.8,100.3,0.346,0.369,0.526,51.3,50.9,7.6,9.1,0.482,17.5,30.3,0.259,11.0,R68
UCLA,32,15,17,0.469,10.48,9.69,6,12,11,6,3,7,2480,2455,1295,860,2002,0.43,268,757,0.354,467,677,0.69,381,1188,462,213,98,372,619,71.6,105.9,0.338,0.378,0.528,48.4,53.7,9.2,6.7,0.497,13.8,30.4,0.233,NA,NA
Utah State,31,16,15,0.516,2.68,2.06,7,11,10,6,5,8,2274,2217,1240,795,1800,0.442,228,663,0.344,399,575,0.694,315,1070,435,190,96,353,558,68.2,104.9,0.319,0.368,0.535,49.1,54.7,9.0,8.9,0.505,14.5,28.5,0.222,NA,NA
Utah,36,27,9,0.75,15.5,8.79,13,5,16,1,5,5,2778,2502,1460,933,2226,0.419,269,726,0.371,367,506,0.725,371,1173,395,238,129,378,711,67.7,101.3,0.227,0.326,0.507,46.8,42.3,9.6,10.3,0.48,13.3,27.3,0.165,3.0,R32
Valparaiso,37,30,7,0.811,10.71,0.02,16,2,17,1,12,4,2782,2323,1490,792,2061,0.384,225,683,0.329,514,784,0.656,347,1208,395,215,135,475,716,68.7,90.8,0.38,0.331,0.477,44.1,49.9,8.4,10.0,0.439,16.3,24.6,0.249,NA,NA
Vanderbilt,33,19,14,0.576,17.2,8.68,11,7,14,2,3,9,2506,2225,1330,784,2033,0.386,183,622,0.294,474,700,0.677,396,1235,343,185,101,323,650,69.2,96.7,0.344,0.306,0.47,49.2,43.8,8.0,8.7,0.431,12.0,29.2,0.233,11.0,R68
Vermont,37,23,14,0.622,-1.51,-4.73,11,5,13,3,9,10,2774,2611,1480,904,2124,0.426,257,709,0.362,546,791,0.69,368,1223,464,251,132,431,725,69.3,101.8,0.372,0.334,0.522,48.1,51.3,9.8,9.5,0.486,14.7,27.3,0.257,NA,NA
Villanova,40,35,5,0.875,24.08,9.71,16,2,15,1,10,2,3118,2543,1605,906,2247,0.403,285,840,0.339,446,674,0.662,418,1322,510,232,87,552,757,67.3,94.2,0.3,0.374,0.495,48.8,56.3,8.6,6.8,0.467,17.7,28.8,0.198,2.0,Champions
Virginia Commonwealth,36,25,11,0.694,13.83,4.35,14,4,15,2,7,4,2781,2440,1450,872,1980,0.44,202,599,0.337,494,728,0.679,342,1242,457,205,144,535,641,69.8,96.5,0.368,0.303,0.525,48.0,52.4,8.1,9.6,0.491,18.7,27.5,0.249,10.0,R32
Virginia Tech,35,20,15,0.571,9.93,7.53,10,8,14,5,4,7,2624,2540,1425,906,2099,0.432,244,778,0.314,484,703,0.688,400,1251,462,200,183,444,773,69.7,102.3,0.335,0.371,0.522,50.4,51.0,8.1,13.3,0.49,15.4,31.8,0.231,NA,NA
Virginia,37,29,8,0.784,22.04,11.12,13,5,15,0,5,6,2626,2222,1485,777,1849,0.42,235,677,0.347,433,617,0.702,287,1047,370,199,83,428,617,61.5,97.3,0.334,0.366,0.519,46.8,47.6,8.7,5.9,0.484,16.7,24.9,0.234,1.0,E8
Wake Forest,31,11,20,0.355,5.53,10.53,2,16,6,9,3,9,2295,2450,1250,847,1923,0.44,209,626,0.334,547,742,0.737,367,1142,390,247,121,339,652,71.9,109.0,0.386,0.326,0.538,49.1,46.0,11.0,10.2,0.495,13.0,31.2,0.284,NA,NA
Washington,34,19,15,0.559,11.21,8.12,9,9,13,5,3,7,2853,2748,1385,936,2175,0.43,211,638,0.331,665,969,0.686,490,1438,433,205,131,550,786,78.0,101.8,0.446,0.293,0.521,51.4,46.3,7.6,8.7,0.479,17.3,35.6,0.306,NA,NA
Weber State,35,26,9,0.743,0.18,-5.13,15,3,13,1,6,7,2662,2344,1420,880,2113,0.416,202,576,0.351,382,571,0.669,336,1170,358,201,57,382,731,68.6,96.3,0.27,0.273,0.492,47.4,40.7,8.3,5.2,0.464,13.8,25.2,0.181,15.0,R64
West Virginia,35,26,9,0.743,21.61,9.78,13,5,13,2,7,4,2749,2335,1410,726,1713,0.424,206,622,0.331,677,948,0.714,305,1078,371,244,128,624,812,70.7,93.7,0.553,0.363,0.54,43.9,51.1,9.8,8.8,0.484,22.4,27.1,0.395,3.0,R64
Western Michigan,32,13,19,0.406,-2.07,0.06,7,11,10,5,2,12,2342,2352,1310,804,1824,0.441,264,754,0.35,480,690,0.696,286,1097,430,187,116,388,683,68.7,104.5,0.378,0.413,0.547,48.0,53.5,8.3,9.2,0.513,15.3,25.6,0.263,NA,NA
Wichita State,35,26,9,0.743,17.39,4.24,16,2,14,1,9,3,2535,2066,1410,659,1705,0.387,203,626,0.324,545,769,0.709,276,1154,315,163,106,539,715,66.1,88.7,0.451,0.367,0.499,46.9,47.8,7.0,8.5,0.446,20.7,23.5,0.32,11.0,R32
Winthrop,32,23,9,0.719,-1.42,-5.7,13,5,14,1,7,7,2631,2429,1280,870,2051,0.424,226,669,0.338,463,651,0.711,407,1202,366,196,102,375,653,72.9,104.1,0.317,0.326,0.515,50.9,42.1,8.4,9.3,0.479,13.7,31.9,0.226,NA,NA
Wisconsin,35,22,13,0.629,13.4,9.4,12,6,13,5,6,5,2373,2233,1410,794,1862,0.426,201,539,0.373,444,627,0.708,314,1121,369,190,116,420,698,64.1,98.9,0.337,0.289,0.517,47.7,46.5,8.4,9.2,0.48,16.3,27.4,0.238,7.0,S16
Wofford,32,15,17,0.469,-3.75,-2.35,11,7,11,2,4,14,2296,2295,1295,826,1699,0.486,177,502,0.353,466,682,0.683,254,1005,379,192,100,370,607,66.0,107.3,0.401,0.295,0.567,49.8,45.9,9.0,9.4,0.538,15.5,25.6,0.274,NA,NA
Wright State,35,22,13,0.629,0.18,-1.76,13,5,13,2,5,9,2399,2303,1405,745,1768,0.421,206,627,0.329,607,846,0.717,294,1215,373,176,114,488,622,67.5,97.2,0.479,0.355,0.531,52.6,50.1,7.4,9.3,0.48,18.4,25.4,0.343,NA,NA
Wyoming,32,14,18,0.438,0.09,2.19,7,11,10,6,4,8,2193,2302,1295,787,1826,0.431,239,682,0.35,489,701,0.698,340,1181,371,186,71,346,709,65.5,108.5,0.384,0.373,0.533,54.4,47.1,8.8,9.6,0.496,13.8,29.5,0.268,NA,NA
Xavier,34,28,6,0.824,18.58,8.43,14,4,15,1,8,3,2737,2392,1360,834,2010,0.415,253,814,0.311,471,675,0.698,334,1138,456,206,119,474,774,72.4,97.2,0.336,0.405,0.513,45.1,54.7,8.4,8.8,0.478,16.9,26.0,0.234,2.0,R32
Yale,30,23,7,0.767,9.08,-1.03,13,1,12,0,9,6,2248,1914,1205,678,1654,0.41,183,564,0.324,375,537,0.698,256,881,339,202,107,364,641,66.9,94.9,0.325,0.341,0.501,42.2,50.0,10.0,9.1,0.465,16.0,24.2,0.227,12.0,R32
