School,G,Overall.W,Overall.L,W-L%,SRS,SOS,Conf.W,Conf.L,Home.W,Home.L,Away.W,Away.L,TP,OP,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,SEED,POSTSEASON,REGION,YEAR
St. John's (NY),33,21,12,0.636,11.85,9.04,10,8,15,3,5,6,2343.0,2240.0,1325.0,793.0,1948.0,0.407,230.0,697.0,0.33,424.0,649.0,0.653,444.0,1293.0,445.0,170.0,112.0,436.0,612.0,67.6,100.0,0.333,0.358,0.496,52.6,56.1,7.6,8.5,0.466,16.2,34.9,0.218,9.0,R64,SOUTH,2015
Stanford,37,24,13,0.649,12.33,7.33,9,9,16,3,4,8,2676.0,2491.0,1505.0,867.0,2048.0,0.423,247.0,661.0,0.374,510.0,747.0,0.683,360.0,1207.0,450.0,176.0,121.0,424.0,738.0,65.5,101.1,0.365,0.323,0.518,47.0,51.9,7.1,8.4,0.484,15.0,27.8,0.249,,,,2015
Stephen F. Austin,34,29,5,0.853,8.61,-4.2,17,1,15,1,10,3,2672.0,2188.0,1365.0,730.0,1665.0,0.438,155.0,464.0,0.334,571.0,821.0,0.695,316.0,994.0,349.0,203.0,113.0,587.0,731.0,68.0,94.4,0.493,0.279,0.532,45.8,47.8,8.8,9.6,0.485,22.2,29.3,0.343,12.0,R64,SOUTH,2015
Stony Brook,35,23,12,0.657,-0.03,-4.03,12,4,13,2,9,10,2290.0,2102.0,1405.0,736.0,1858.0,0.396,226.0,662.0,0.341,404.0,576.0,0.701,300.0,1105.0,413.0,221.0,113.0,400.0,621.0,63.6,94.1,0.31,0.356,0.493,44.2,56.1,9.9,7.9,0.457,15.8,24.9,0.217,,,,2015
Syracuse,31,18,13,0.581,11.91,7.68,9,9,13,5,4,7,2096.0,1965.0,1250.0,699.0,1724.0,0.405,203.0,645.0,0.315,364.0,517.0,0.704,348.0,1087.0,460.0,196.0,101.0,436.0,538.0,66.1,95.2,0.3,0.374,0.499,48.9,65.8,9.5,8.0,0.464,18.1,31.4,0.211,,,,2015
Temple,37,26,11,0.703,8.2,3.52,13,5,16,2,7,5,2436.0,2263.0,1485.0,803.0,2040.0,0.394,210.0,669.0,0.314,447.0,683.0,0.654,395.0,1368.0,420.0,187.0,149.0,455.0,631.0,65.1,93.6,0.335,0.328,0.479,49.2,52.3,7.7,10.8,0.445,16.1,29.2,0.219,,,,2015
Tennessee,32,16,16,0.5,7.23,8.16,7,11,9,7,5,5,2025.0,2055.0,1285.0,673.0,1533.0,0.439,244.0,661.0,0.369,465.0,667.0,0.697,322.0,996.0,448.0,166.0,103.0,445.0,541.0,61.2,104.5,0.435,0.431,0.555,48.9,66.6,8.4,9.2,0.519,19.4,33.3,0.303,,,,2015
Texas A&M,33,21,12,0.636,10.73,5.91,11,7,14,4,5,6,2236.0,2077.0,1330.0,703.0,1749.0,0.402,232.0,748.0,0.31,439.0,637.0,0.689,324.0,1045.0,423.0,204.0,140.0,414.0,601.0,64.3,97.1,0.364,0.428,0.506,46.6,60.2,9.5,11.1,0.468,16.8,28.2,0.251,,,,2015
TCU,33,18,15,0.545,11.1,5.32,4,14,13,6,2,8,2249.0,2058.0,1330.0,684.0,1708.0,0.4,140.0,418.0,0.335,550.0,820.0,0.671,386.0,1127.0,345.0,189.0,146.0,431.0,725.0,64.7,95.7,0.48,0.245,0.491,48.1,50.4,8.8,10.8,0.441,17.0,33.4,0.322,,,,2015
Texas Southern,35,22,13,0.629,-5.98,-6.09,16,2,9,1,10,11,2390.0,2386.0,1430.0,882.0,1983.0,0.445,193.0,561.0,0.344,429.0,656.0,0.654,422.0,1194.0,421.0,228.0,132.0,431.0,727.0,64.5,103.5,0.331,0.283,0.52,50.0,47.7,9.9,10.4,0.493,15.8,34.6,0.216,15.0,R64,WEST,2015
Texas Tech,32,13,19,0.406,3.77,7.2,3,15,13,6,0,10,1949.0,2059.0,1290.0,712.0,1668.0,0.427,217.0,640.0,0.339,418.0,619.0,0.675,337.0,1043.0,376.0,234.0,123.0,408.0,638.0,63.0,101.3,0.371,0.384,0.525,49.3,52.8,11.5,11.3,0.492,17.2,32.6,0.251,,,,2015
Texas,34,20,14,0.588,16.16,9.07,8,10,13,5,4,7,2290.0,2049.0,1375.0,702.0,1910.0,0.368,204.0,588.0,0.347,441.0,665.0,0.663,372.0,1063.0,355.0,214.0,105.0,303.0,631.0,62.9,94.7,0.348,0.308,0.46,44.0,50.6,9.9,8.7,0.421,12.0,28.6,0.231,11.0,R64,MIDWEST,2015
Troy,29,10,19,0.345,-8.72,-5.09,5,15,5,9,4,10,1946.0,2013.0,1170.0,738.0,1678.0,0.44,198.0,615.0,0.322,339.0,478.0,0.709,346.0,1033.0,386.0,186.0,92.0,383.0,534.0,66.6,103.4,0.285,0.367,0.528,51.2,52.3,9.6,9.3,0.499,16.7,34.1,0.202,,,,2015
Tulsa,34,23,11,0.676,6.66,2.81,14,4,13,5,8,4,2188.0,2064.0,1370.0,722.0,1835.0,0.393,239.0,709.0,0.337,381.0,581.0,0.656,345.0,1177.0,383.0,179.0,119.0,439.0,659.0,64.1,93.9,0.317,0.386,0.489,48.6,53.0,8.1,9.6,0.459,17.2,28.4,0.208,,,,2015
UCLA,36,22,14,0.611,12.07,8.27,11,7,16,1,2,8,2590.0,2453.0,1450.0,855.0,2054.0,0.416,281.0,790.0,0.356,462.0,664.0,0.696,371.0,1233.0,499.0,228.0,120.0,438.0,650.0,67.3,100.5,0.323,0.385,0.518,47.4,58.4,9.3,8.0,0.485,15.6,28.6,0.225,11.0,S16,SOUTH,2015
Utah State,31,18,13,0.581,2.92,0.28,11,7,11,5,7,7,2064.0,1973.0,1255.0,719.0,1782.0,0.403,189.0,637.0,0.297,346.0,523.0,0.662,393.0,1158.0,412.0,190.0,77.0,337.0,521.0,63.0,99.8,0.293,0.357,0.486,54.2,57.3,9.6,7.7,0.457,14.2,34.0,0.194,,,,2015
Utah,35,26,9,0.743,20.98,7.42,13,5,16,1,6,5,2496.0,1999.0,1405.0,704.0,1832.0,0.384,169.0,537.0,0.315,422.0,617.0,0.684,342.0,1040.0,307.0,195.0,109.0,408.0,686.0,62.6,90.9,0.337,0.293,0.47,46.3,43.6,8.9,9.9,0.43,16.1,27.9,0.23,5.0,S16,SOUTH,2015
Valparaiso,34,28,6,0.824,6.29,-2.0,13,3,15,1,8,4,2366.0,2021.0,1365.0,689.0,1802.0,0.382,228.0,688.0,0.331,415.0,589.0,0.705,323.0,1040.0,388.0,228.0,110.0,415.0,621.0,63.8,92.8,0.327,0.382,0.485,44.9,56.3,10.5,9.0,0.446,16.6,26.9,0.23,13.0,R64,MIDWEST,2015
Vanderbilt,35,21,14,0.6,11.89,6.22,9,9,15,4,5,8,2472.0,2252.0,1420.0,789.0,1941.0,0.406,216.0,637.0,0.339,458.0,662.0,0.692,409.0,1119.0,388.0,233.0,102.0,407.0,670.0,63.5,100.0,0.341,0.328,0.499,48.6,49.2,10.3,9.1,0.462,15.3,32.6,0.236,,,,2015
Vermont,34,20,14,0.588,1.21,-5.52,12,4,13,4,7,10,2279.0,2012.0,1370.0,679.0,1757.0,0.386,158.0,519.0,0.304,496.0,701.0,0.708,335.0,1077.0,323.0,231.0,124.0,439.0,658.0,64.3,91.4,0.399,0.295,0.481,48.8,47.6,10.5,10.4,0.431,17.4,28.2,0.282,,,,2015
Villanova,36,33,3,0.917,23.13,7.55,16,2,15,0,9,2,2754.0,2193.0,1450.0,797.0,1964.0,0.406,193.0,632.0,0.305,406.0,597.0,0.68,392.0,1163.0,430.0,196.0,96.0,508.0,702.0,65.0,93.1,0.304,0.322,0.488,48.5,54.0,8.3,8.6,0.455,18.4,31.2,0.207,1.0,R32,EAST,2015
Virginia Commonwealth,36,26,10,0.722,12.79,6.1,12,6,12,4,8,4,2609.0,2368.0,1475.0,822.0,1892.0,0.434,229.0,664.0,0.345,495.0,716.0,0.691,367.0,1319.0,467.0,210.0,124.0,577.0,672.0,66.4,96.7,0.378,0.351,0.53,50.8,56.8,8.6,9.6,0.495,20.5,30.6,0.262,7.0,R64,WEST,2015
Virginia Tech,33,11,22,0.333,1.29,5.32,2,16,9,9,0,11,2156.0,2289.0,1330.0,810.0,1844.0,0.439,252.0,718.0,0.351,417.0,623.0,0.669,406.0,1188.0,459.0,173.0,148.0,403.0,546.0,64.1,107.5,0.338,0.389,0.535,54.8,56.7,8.1,13.1,0.508,15.8,36.6,0.226,,,,2015
Virginia,34,30,4,0.882,21.73,7.81,16,2,15,1,11,1,2224.0,1751.0,1370.0,622.0,1697.0,0.367,191.0,621.0,0.308,314.0,486.0,0.646,280.0,969.0,308.0,171.0,94.0,359.0,555.0,58.6,87.2,0.286,0.366,0.454,44.0,49.5,8.5,7.4,0.423,15.7,24.3,0.185,2.0,R32,EAST,2015
Wake Forest,32,13,19,0.406,4.62,7.68,5,13,11,7,2,10,2209.0,2307.0,1295.0,825.0,1834.0,0.45,218.0,645.0,0.338,439.0,645.0,0.681,296.0,1100.0,429.0,260.0,127.0,379.0,626.0,68.6,103.9,0.352,0.352,0.539,47.8,52.0,11.7,10.6,0.509,15.0,26.4,0.239,,,,2015
Washington,31,16,15,0.516,5.57,4.83,5,13,8,7,3,7,2128.0,2105.0,1245.0,765.0,1816.0,0.421,177.0,535.0,0.331,398.0,575.0,0.692,375.0,1101.0,366.0,187.0,96.0,346.0,553.0,66.2,102.2,0.317,0.295,0.504,50.4,47.8,9.1,8.2,0.47,14.2,33.2,0.219,,,,2015
Weber State,30,13,17,0.433,-7.29,-3.5,8,10,8,6,4,9,2010.0,2041.0,1210.0,753.0,1680.0,0.448,167.0,467.0,0.358,368.0,516.0,0.713,303.0,994.0,356.0,194.0,87.0,334.0,579.0,64.8,104.2,0.307,0.278,0.53,49.9,47.3,9.9,9.5,0.498,14.8,29.8,0.219,,,,2015
West Virginia,35,25,10,0.714,15.12,9.29,11,7,12,3,5,5,2542.0,2338.0,1410.0,762.0,1626.0,0.469,191.0,523.0,0.365,623.0,903.0,0.69,312.0,1169.0,406.0,200.0,146.0,678.0,783.0,68.7,96.5,0.555,0.322,0.569,47.9,53.3,8.3,10.3,0.527,24.8,30.9,0.383,5.0,S16,MIDWEST,2015
Western Michigan,34,20,14,0.588,0.25,0.19,10,8,13,3,5,9,2401.0,2354.0,1375.0,810.0,1827.0,0.443,264.0,747.0,0.353,470.0,653.0,0.72,333.0,1090.0,430.0,202.0,101.0,427.0,679.0,64.8,105.6,0.357,0.409,0.551,49.6,53.1,9.1,8.8,0.516,16.7,30.2,0.257,,,,2015
Wichita State,35,30,5,0.857,15.56,3.68,17,1,15,0,10,2,2460.0,2008.0,1410.0,691.0,1721.0,0.402,187.0,531.0,0.352,439.0,634.0,0.692,304.0,1077.0,314.0,142.0,116.0,464.0,638.0,61.9,92.0,0.368,0.309,0.497,46.4,45.4,6.5,9.2,0.456,18.7,26.8,0.255,7.0,S16,MIDWEST,2015
Winthrop,32,19,13,0.594,-3.9,-7.38,12,6,11,3,6,9,2356.0,2159.0,1300.0,742.0,1817.0,0.408,198.0,612.0,0.324,477.0,686.0,0.695,376.0,1143.0,337.0,194.0,111.0,434.0,581.0,67.4,98.6,0.378,0.337,0.504,50.4,45.4,8.9,10.0,0.463,16.8,32.1,0.263,,,,2015
Wisconsin,40,36,4,0.9,24.61,10.29,16,2,15,1,10,2,2900.0,2327.0,1610.0,896.0,2092.0,0.428,202.0,538.0,0.375,333.0,469.0,0.71,297.0,1106.0,358.0,163.0,84.0,378.0,723.0,59.5,97.2,0.224,0.257,0.503,45.3,40.0,6.8,6.3,0.477,14.0,23.7,0.159,1.0,2ND,WEST,2015
Wofford,35,28,7,0.8,2.56,-2.98,16,2,13,1,10,5,2331.0,2089.0,1400.0,737.0,1763.0,0.418,173.0,559.0,0.309,442.0,629.0,0.703,300.0,1089.0,317.0,184.0,114.0,445.0,651.0,62.7,95.2,0.357,0.317,0.507,48.9,43.0,8.4,9.5,0.467,17.8,26.9,0.251,12.0,R64,WEST,2015
Wright State,31,11,20,0.355,-6.41,-1.14,3,13,4,8,6,10,1989.0,2107.0,1250.0,722.0,1602.0,0.451,187.0,528.0,0.354,476.0,648.0,0.735,295.0,1060.0,393.0,172.0,107.0,404.0,498.0,64.4,104.6,0.404,0.33,0.552,54.0,54.4,8.5,10.2,0.509,17.5,30.6,0.297,,,,2015
Wyoming,35,25,10,0.714,3.81,-0.04,11,7,17,2,5,7,2151.0,1974.0,1430.0,715.0,1775.0,0.403,219.0,630.0,0.348,325.0,462.0,0.703,298.0,1052.0,350.0,187.0,79.0,377.0,645.0,58.3,94.6,0.26,0.355,0.495,50.1,49.0,9.0,8.1,0.465,15.9,26.4,0.183,12.0,R64,EAST,2015
Xavier,37,23,14,0.622,15.42,9.48,9,9,13,3,5,7,2712.0,2492.0,1505.0,886.0,2035.0,0.435,261.0,756.0,0.345,459.0,678.0,0.677,345.0,1145.0,485.0,245.0,133.0,464.0,740.0,65.6,100.9,0.333,0.371,0.529,47.2,54.7,9.9,9.9,0.5,16.4,27.3,0.226,6.0,S16,WEST,2015
Yale,33,22,10,0.688,3.53,-0.87,11,4,9,3,11,6,2164.0,1931.0,1300.0,698.0,1679.0,0.416,171.0,552.0,0.31,364.0,538.0,0.677,298.0,956.0,343.0,196.0,100.0,389.0,625.0,62.3,95.4,0.32,0.329,0.499,45.6,49.1,9.7,9.3,0.467,16.7,27.7,0.217,,,,2015
Abilene Christian,31,13,18,0.419,-13.93,-7.53,8,10,10,5,2,12,2209.0,2272.0,1250.0,792.0,1662.0,0.477,168.0,486.0,0.346,520.0,735.0,0.707,266.0,1031.0,376.0,160.0,98.0,448.0,596.0,69.7,104.3,0.442,0.292,0.565,51.0,47.5,7.3,8.6,0.527,18.2,26.9,0.313,,,,2016
UAB,33,26,7,0.788,3.5,-3.07,16,2,16,0,10,4,2606.0,2323.0,1340.0,841.0,2017.0,0.417,233.0,712.0,0.327,408.0,589.0,0.693,390.0,1144.0,430.0,205.0,103.0,417.0,590.0,69.4,99.9,0.292,0.353,0.506,47.6,51.1,8.8,7.9,0.475,15.4,30.4,0.202,,,,2016
Alabama,33,18,15,0.545,7.14,8.62,8,10,10,4,5,8,2193.0,2242.0,1330.0,769.0,1878.0,0.409,211.0,642.0,0.329,493.0,735.0,0.671,431.0,1259.0,370.0,189.0,96.0,402.0,647.0,66.1,102.0,0.391,0.342,0.503,52.5,48.1,8.6,9.7,0.466,15.3,34.6,0.263,,,,2016
Albany (NY),33,24,9,0.727,0.93,-7.57,13,3,14,1,10,8,2495.0,2180.0,1335.0,801.0,1899.0,0.422,229.0,750.0,0.305,349.0,516.0,0.676,310.0,1027.0,404.0,177.0,131.0,428.0,695.0,67.8,96.4,0.272,0.395,0.508,44.6,50.4,7.8,10.4,0.482,16.6,25.9,0.184,,,,2016
American,31,12,19,0.387,-14.18,-6.08,9,9,5,7,7,12,1785.0,2036.0,1250.0,735.0,1568.0,0.469,147.0,473.0,0.311,419.0,628.0,0.667,284.0,992.0,362.0,225.0,75.0,370.0,530.0,62.0,105.1,0.401,0.302,0.545,53.2,49.3,11.6,8.2,0.516,16.5,30.2,0.267,,,,2016
Appalachian State,31,9,22,0.29,-7.91,-1.1,7,13,6,7,2,12,2187.0,2398.0,1240.0,856.0,1852.0,0.462,183.0,474.0,0.386,503.0,738.0,0.682,357.0,1157.0,373.0,197.0,116.0,349.0,673.0,70.8,109.2,0.398,0.256,0.544,50.3,43.6,9.0,10.8,0.512,13.7,32.3,0.272,,,,2016
Arizona State,32,15,17,0.469,8.28,8.96,5,13,11,6,3,9,2345.0,2367.0,1290.0,830.0,1812.0,0.458,224.0,633.0,0.354,483.0,690.0,0.7,302.0,1159.0,483.0,186.0,150.0,411.0,670.0,69.8,105.2,0.381,0.349,0.553,49.6,58.2,8.3,12.9,0.52,16.1,27.8,0.267,,,,2016
Arizona,34,25,9,0.735,18.79,7.23,12,6,17,1,5,5,2735.0,2342.0,1390.0,853.0,2067.0,0.413,204.0,646.0,0.316,432.0,606.0,0.713,320.0,1055.0,412.0,187.0,117.0,388.0,743.0,69.8,96.6,0.293,0.313,0.497,43.5,48.3,7.7,8.4,0.462,14.1,24.7,0.209,6.0,R64,SOUTH,2016
Little Rock,35,30,5,0.857,7.12,-1.76,17,3,14,0,12,4,2487.0,2129.0,1415.0,720.0,1825.0,0.395,226.0,721.0,0.313,463.0,677.0,0.684,353.0,1190.0,377.0,140.0,96.0,486.0,609.0,64.5,93.3,0.371,0.395,0.496,49.9,52.4,6.1,7.6,0.456,18.5,28.8,0.254,12.0,R32,MIDWEST,2016
Arkansas,32,16,16,0.5,10.23,6.76,9,9,13,4,3,8,2501.0,2390.0,1305.0,803.0,1844.0,0.435,231.0,644.0,0.359,553.0,790.0,0.7,349.0,1187.0,447.0,165.0,140.0,454.0,658.0,71.3,102.7,0.428,0.349,0.538,50.0,55.7,7.1,9.7,0.498,17.0,30.0,0.3,,,,2016
Auburn,31,11,20,0.355,0.15,7.54,5,13,8,7,2,11,2192.0,2421.0,1245.0,832.0,1877.0,0.443,232.0,667.0,0.348,525.0,752.0,0.698,376.0,1270.0,439.0,187.0,122.0,400.0,656.0,72.5,107.3,0.401,0.355,0.542,52.8,52.8,8.3,11.9,0.505,15.2,32.3,0.28,,,,2016
Austin Peay,36,18,18,0.5,-6.04,-2.98,7,9,7,7,7,9,2740.0,2765.0,1460.0,995.0,2159.0,0.461,302.0,840.0,0.36,471.0,667.0,0.706,378.0,1236.0,524.0,252.0,108.0,478.0,765.0,70.5,107.4,0.309,0.389,0.558,48.2,52.7,9.8,7.7,0.531,16.2,29.5,0.218,16.0,R64,SOUTH,2016
Baylor,34,22,12,0.647,16.13,9.76,10,8,15,5,6,5,2621.0,2366.0,1375.0,823.0,1843.0,0.447,233.0,638.0,0.365,485.0,693.0,0.7,314.0,1011.0,598.0,223.0,134.0,463.0,666.0,67.6,101.9,0.376,0.346,0.545,44.4,72.7,9.6,9.4,0.51,17.6,28.2,0.263,5.0,R64,WEST,2016
Belmont,32,20,12,0.625,1.19,-2.1,12,4,11,1,8,10,2638.0,2510.0,1285.0,873.0,1977.0,0.442,242.0,689.0,0.351,522.0,725.0,0.72,370.0,1137.0,420.0,229.0,100.0,390.0,665.0,72.8,107.3,0.367,0.349,0.541,50.7,48.1,9.8,10.9,0.503,14.4,30.7,0.264,,,,2016
Boise State,32,20,12,0.625,7.23,3.13,11,7,14,2,5,7,2480.0,2246.0,1290.0,785.0,1765.0,0.445,234.0,669.0,0.35,442.0,631.0,0.7,264.0,1054.0,388.0,169.0,105.0,472.0,675.0,70.5,98.8,0.358,0.379,0.544,48.7,49.4,7.4,9.8,0.511,18.6,24.9,0.25,,,,2016
Bradley,32,5,27,0.156,-10.91,3.7,3,15,4,11,1,12,1793.0,2238.0,1290.0,737.0,1675.0,0.44,188.0,544.0,0.346,576.0,866.0,0.665,288.0,1121.0,397.0,247.0,99.0,374.0,647.0,67.3,103.2,0.517,0.325,0.536,50.9,53.9,11.4,9.8,0.496,15.2,26.3,0.344,,,,2016
Brigham Young,37,26,11,0.703,12.36,2.36,13,5,17,2,6,6,3093.0,2692.0,1485.0,943.0,2269.0,0.416,287.0,863.0,0.333,519.0,725.0,0.716,359.0,1340.0,509.0,205.0,136.0,487.0,728.0,74.0,98.0,0.32,0.38,0.515,47.0,54.0,7.5,9.0,0.479,15.7,25.1,0.229,,,,2016
Bucknell,31,17,14,0.548,-2.09,-5.89,14,4,8,7,9,7,2448.0,2288.0,1265.0,779.0,1824.0,0.427,229.0,654.0,0.35,501.0,747.0,0.671,321.0,1067.0,447.0,218.0,132.0,404.0,663.0,71.5,101.1,0.41,0.359,0.525,48.4,57.4,9.6,11.5,0.49,15.6,28.1,0.275,,,,2016
Buffalo,35,20,15,0.571,1.34,0.9,10,8,10,5,5,9,2709.0,2634.0,1410.0,906.0,2098.0,0.432,256.0,755.0,0.339,566.0,790.0,0.716,378.0,1273.0,458.0,197.0,117.0,464.0,720.0,72.6,102.9,0.377,0.36,0.532,48.3,50.6,7.7,8.9,0.493,15.8,28.7,0.27,14.0,R64,SOUTH,2016
Butler,33,22,11,0.667,16.46,7.55,10,8,13,3,5,5,2638.0,2344.0,1325.0,818.0,1879.0,0.435,231.0,683.0,0.338,477.0,672.0,0.71,309.0,1082.0,414.0,152.0,145.0,432.0,670.0,69.8,101.3,0.358,0.363,0.533,47.7,50.6,6.6,10.6,0.497,16.4,27.3,0.254,9.0,R32,MIDWEST,2016
Cal Poly,30,10,20,0.333,-3.49,0.9,4,12,5,7,3,12,2171.0,2255.0,1220.0,792.0,1720.0,0.46,213.0,547.0,0.389,458.0,658.0,0.696,287.0,1102.0,455.0,152.0,99.0,326.0,566.0,67.8,109.0,0.383,0.318,0.555,50.2,57.4,7.3,8.8,0.522,13.8,27.8,0.266,,,,2016
Cal State Bakersfield,33,24,9,0.727,2.58,-5.15,11,3,14,1,7,7,2405.0,2104.0,1330.0,696.0,1764.0,0.395,198.0,605.0,0.327,514.0,747.0,0.688,347.0,1128.0,339.0,177.0,108.0,499.0,657.0,68.4,92.6,0.423,0.343,0.497,47.2,48.7,7.8,7.6,0.451,19.1,29.0,0.291,15.0,R64,WEST,2016
Cal State Fullerton,30,10,20,0.333,-7.12,-0.76,3,13,5,8,5,9,2104.0,2227.0,1205.0,752.0,1753.0,0.429,238.0,677.0,0.352,485.0,664.0,0.73,307.0,1096.0,436.0,162.0,118.0,341.0,611.0,70.0,105.6,0.379,0.386,0.538,49.5,58.0,7.7,10.5,0.497,14.2,28.2,0.277,,,,2016
UC Davis,30,11,19,0.367,-5.58,-1.26,6,10,8,7,3,11,1914.0,1980.0,1225.0,707.0,1710.0,0.413,196.0,632.0,0.31,370.0,517.0,0.716,296.0,1057.0,409.0,223.0,103.0,408.0,566.0,67.1,96.3,0.302,0.37,0.506,50.6,57.9,10.8,9.0,0.471,17.3,27.6,0.216,,,,2016
UC Irvine,38,28,10,0.737,5.33,0.77,13,3,11,2,13,5,2706.0,2512.0,1535.0,847.0,2210.0,0.383,272.0,815.0,0.334,546.0,745.0,0.733,403.0,1325.0,530.0,204.0,93.0,441.0,716.0,67.6,96.8,0.337,0.369,0.49,48.3,62.6,7.9,6.3,0.445,14.7,27.8,0.247,,,,2016
UC Santa Barbara,33,19,14,0.576,3.79,1.44,11,5,6,5,10,6,2335.0,2219.0,1325.0,736.0,1842.0,0.4,229.0,764.0,0.3,518.0,750.0,0.691,340.0,1178.0,410.0,171.0,95.0,403.0,545.0,68.3,98.0,0.407,0.415,0.505,48.8,55.7,7.6,7.6,0.462,15.5,27.6,0.281,,,,2016
California,34,23,11,0.676,15.39,7.87,12,6,18,0,4,7,2545.0,2289.0,1375.0,789.0,1989.0,0.397,183.0,527.0,0.347,528.0,745.0,0.709,327.0,1126.0,369.0,172.0,100.0,329.0,693.0,68.2,97.6,0.375,0.265,0.489,45.5,46.8,7.3,7.8,0.443,12.3,25.3,0.265,4.0,R64,SOUTH,2016
Central Florida,30,12,18,0.4,0.18,3.01,6,12,8,8,4,9,2062.0,2147.0,1210.0,799.0,1925.0,0.415,217.0,671.0,0.323,332.0,482.0,0.689,367.0,1089.0,440.0,224.0,92.0,277.0,552.0,68.3,103.9,0.25,0.349,0.498,48.3,55.1,10.8,9.1,0.471,11.4,30.5,0.172,,,,2016
Chattanooga,35,29,6,0.829,3.24,-3.46,15,3,13,1,10,4,2652.0,2364.0,1410.0,866.0,1967.0,0.44,235.0,711.0,0.331,397.0,584.0,0.68,344.0,1133.0,442.0,226.0,132.0,494.0,692.0,68.1,98.5,0.297,0.361,0.527,47.7,51.0,9.4,10.7,0.5,18.0,28.6,0.202,12.0,R64,EAST,2016
Cincinnati,33,22,11,0.667,15.19,5.25,12,6,14,3,6,6,2418.0,2090.0,1355.0,750.0,1907.0,0.393,240.0,672.0,0.357,350.0,515.0,0.68,373.0,1136.0,380.0,169.0,109.0,446.0,575.0,65.5,94.1,0.27,0.352,0.486,46.8,50.7,7.6,8.7,0.456,17.2,30.5,0.184,9.0,R64,WEST,2016
Clemson,31,17,14,0.548,12.03,6.87,10,8,13,4,3,8,2159.0,1999.0,1250.0,723.0,1725.0,0.419,205.0,583.0,0.352,348.0,492.0,0.707,327.0,1060.0,375.0,157.0,88.0,357.0,557.0,63.7,100.4,0.285,0.338,0.51,49.6,51.9,7.9,8.4,0.479,15.4,30.2,0.202,,,,2016
Cleveland State,32,9,23,0.281,-9.17,0.09,4,14,5,9,3,10,1947.0,2169.0,1285.0,738.0,1662.0,0.444,200.0,587.0,0.341,493.0,751.0,0.656,336.0,1121.0,436.0,203.0,102.0,431.0,562.0,65.9,102.4,0.452,0.353,0.537,51.4,59.1,9.6,8.4,0.504,17.6,31.7,0.297,,,,2016
Coastal Carolina,33,21,12,0.636,-1.85,-4.22,12,6,14,4,7,5,2410.0,2196.0,1325.0,780.0,1980.0,0.394,249.0,820.0,0.304,387.0,591.0,0.655,366.0,1181.0,390.0,197.0,91.0,362.0,599.0,68.3,97.1,0.298,0.414,0.486,47.6,50.0,8.7,7.6,0.457,13.8,28.4,0.195,,,,2016
Colgate,30,13,17,0.433,-8.61,-6.06,9,9,8,4,5,13,2093.0,2145.0,1220.0,734.0,1599.0,0.459,222.0,595.0,0.373,455.0,664.0,0.685,301.0,1043.0,384.0,166.0,108.0,386.0,530.0,65.4,107.5,0.415,0.372,0.56,52.3,52.3,8.3,11.3,0.528,16.8,31.0,0.285,,,,2016
College of Charleston,31,17,14,0.548,2.37,0.04,8,10,10,5,6,8,2028.0,1921.0,1250.0,657.0,1548.0,0.424,173.0,535.0,0.323,434.0,660.0,0.658,274.0,1056.0,312.0,165.0,103.0,441.0,571.0,65.2,94.3,0.426,0.346,0.516,49.2,47.5,8.1,9.2,0.48,19.2,26.6,0.28,,,,2016
Colorado,34,22,12,0.647,12.04,7.64,10,8,16,1,4,7,2576.0,2407.0,1370.0,852.0,2038.0,0.418,212.0,596.0,0.356,491.0,716.0,0.686,322.0,1140.0,357.0,254.0,153.0,371.0,698.0,70.8,99.3,0.351,0.292,0.506,44.3,41.9,10.5,11.1,0.47,13.5,24.6,0.241,8.0,R64,SOUTH,2016
Connecticut,36,25,11,0.694,15.89,6.28,11,7,14,3,6,4,2631.0,2285.0,1460.0,785.0,2032.0,0.386,240.0,736.0,0.326,475.0,719.0,0.661,393.0,1242.0,409.0,184.0,129.0,431.0,592.0,66.1,94.7,0.354,0.362,0.481,48.9,52.1,7.6,9.4,0.445,15.4,29.0,0.234,9.0,R32,SOUTH,2016
Creighton,35,20,15,0.571,13.69,6.44,9,9,14,5,4,9,2787.0,2533.0,1400.0,901.0,2088.0,0.432,244.0,705.0,0.346,487.0,700.0,0.696,341.0,1230.0,459.0,224.0,111.0,441.0,698.0,72.1,100.4,0.335,0.338,0.523,48.6,50.9,8.9,8.7,0.49,15.4,26.1,0.233,,,,2016
Davidson,33,20,13,0.606,5.74,5.14,10,8,15,1,3,10,2608.0,2576.0,1325.0,945.0,2059.0,0.459,252.0,727.0,0.347,434.0,617.0,0.703,373.0,1294.0,464.0,183.0,106.0,378.0,643.0,71.2,109.2,0.3,0.353,0.548,52.9,49.1,7.8,9.4,0.52,13.8,30.7,0.211,,,,2016
