School,G,Overall.W,Overall.L,W-L%,SRS,SOS,Conf.W,Conf.L,Home.W,Home.L,Away.W,Away.L,TP,OP,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,DRB,ORB,TRB,AST,STL,BLK,TOV,PF,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,SEED,POSTSEASON,REGION,YEAR
Arizona,34.0,28.0,6.0,824.0,20.05,8.87,14.0,6.0,15.0,2.0,6.0,4.0,82.67647058823529,71.5,1360.0,29.38235294117647,59.26470588235294,496.0,8.588235294117647,22.5,382.0,15.323529411764708,21.61764705882353,709.0,29.11764705882353,10.264705882352942,39.38235294117647,19.176470588235293,6.117647058823529,3.2058823529411766,13.382352941176473,17.029411764705884,72.9,113.4,365.0,0.38,595.0,0.5429999999999999,653.0,84.0,83.0,568.0,161.0,311.0,259.0,2.0,R64,SOUTH,2023.0
Arizona State,35.0,23.0,12.0,657.0,11.71,8.46,11.0,9.0,10.0,5.0,7.0,6.0,71.11428571428571,67.85714285714286,1415.0,25.285714285714285,60.31428571428572,419.0,7.6,23.82857142857143,319.0,12.942857142857145,18.77142857142857,689.0,25.485714285714284,11.114285714285714,36.6,14.428571428571429,7.2,4.6571428571428575,11.685714285714283,18.485714285714284,69.1,101.8,311.0,395.0,514.0,488.0,0.5710000000000001,103.0,132.0,482.0,144.0,294.0,215.0,11.0,R64,WEST,2023.0
Arkansas,33.0,20.0,13.0,606.0,16.51,9.48,8.0,10.0,14.0,3.0,2.0,8.0,74.42424242424242,67.39393939393939,1325.0,27.060606060606062,56.93939393939394,475.0,5.090909090909091,16.060606060606062,317.0,15.212121212121213,22.060606060606062,0.69,25.181818181818183,10.030303030303031,35.21212121212121,13.424242424242424,8.393939393939394,5.242424242424242,12.909090909090908,19.12121212121212,70.1,105.7,387.0,282.0,552.0,518.0,496.0,119.0,134.0,0.52,161.0,305.0,267.0,8.0,S16,WEST,2023.0
Arkansas State,33.0,13.0,20.0,394.0,-7.93,-3.17,4.0,14.0,10.0,8.0,2.0,11.0,65.72727272727273,67.63636363636364,1325.0,23.545454545454547,54.51515151515152,432.0,6.333333333333333,17.96969696969697,352.0,12.303030303030305,18.181818181818183,677.0,23.727272727272727,9.848484848484848,33.57575757575758,13.12121212121212,6.666666666666667,3.272727272727273,11.666666666666666,16.757575757575758,64.8,101.0,334.0,0.33,0.52,503.0,557.0,102.0,92.0,0.49,156.0,0.29,226.0,,,,2023.0
Arkansas-Pine Bluff,31.0,10.0,21.0,323.0,-12.66,-5.03,6.0,12.0,8.0,5.0,2.0,16.0,66.90322580645162,69.74193548387096,1250.0,22.61290322580645,57.774193548387096,391.0,7.903225806451613,25.032258064516128,316.0,13.774193548387096,18.93548387096774,727.0,24.41935483870968,10.129032258064516,34.54838709677419,12.774193548387096,8.064516129032258,2.774193548387097,15.258064516129032,19.70967741935484,71.3,93.0,328.0,433.0,501.0,487.0,565.0,0.1119999999999999,79.0,0.46,186.0,272.0,238.0,,,,2023.0
Army,33.0,17.0,16.0,515.0,-7.27,-7.72,10.0,8.0,10.0,5.0,7.0,8.0,73.0909090909091,70.36363636363636,1330.0,26.818181818181817,56.15151515151515,478.0,7.636363636363637,21.75757575757576,351.0,11.818181818181818,17.272727272727273,684.0,25.818181818181817,8.484848484848484,34.303030303030305,13.090909090909092,5.090909090909091,2.121212121212121,12.93939393939394,16.12121212121212,68.1,106.5,308.0,387.0,568.0,0.53,488.0,74.0,0.06,546.0,0.1669999999999999,275.0,0.21,,,,2023.0
Auburn,32.0,20.0,12.0,625.0,14.84,9.19,10.0,8.0,14.0,2.0,4.0,8.0,72.71875,67.0625,1285.0,25.8125,58.59375,441.0,6.5,20.71875,314.0,14.59375,20.78125,702.0,24.5,11.71875,36.21875,14.1875,8.0,5125.0,12.46875,19.21875,68.7,105.4,355.0,354.0,531.0,508.0,0.55,0.1159999999999999,138.0,496.0,154.0,0.3329999999999999,249.0,9.0,R32,MIDWEST,2023.0
Austin Peay,31.0,9.0,22.0,0.29,-12.02,-2.45,3.0,15.0,7.0,8.0,1.0,13.0,66.6774193548387,72.29032258064517,1245.0,23.967741935483872,57.74193548387097,415.0,7.161290322580645,22.258064516129032,322.0,11.580645161290322,15.96774193548387,725.0,21.29032258064516,10.064516129032258,31.35483870967742,12.483870967741936,7.096774193548387,3.032258064516129,11.741935483870968,16.93548387096774,66.8,99.4,277.0,385.0,0.51,471.0,521.0,106.0,88.0,477.0,152.0,0.28,201.0,,,,2023.0
Ball State,32.0,20.0,12.0,625.0,-0.82,-3.12,11.0,7.0,12.0,2.0,6.0,7.0,76.40625,71625.0,1285.0,26.28125,55.78125,471.0,7.5,20.34375,369.0,16.34375,23.71875,689.0,25.3125,10.53125,35.84375,13.1875,5.5,3.84375,12.21875,16.40625,68.5,111.1,425.0,365.0,0.57,521.0,502.0,0.08,98.0,538.0,154.0,312.0,293.0,,,,2023.0
Baylor,32.0,22.0,10.0,688.0,17.96,11.06,11.0,7.0,14.0,3.0,5.0,5.0,77.15625,70.25,1285.0,25.71875,57.59375,447.0,9.6875,26.0625,372.0,16.03125,21.40625,749.0,22625.0,11.65625,34.28125,14.5,6.65625,2375.0,12.3125,17375.0,67.9,113.3,372.0,453.0,569.0,516.0,564.0,98.0,68.0,531.0,154.0,347.0,278.0,3.0,R32,SOUTH,2023.0
Bellarmine,33.0,15.0,18.0,455.0,-7.32,-1.26,9.0,9.0,8.0,6.0,6.0,12.0,66.27272727272727,67.15151515151516,1330.0,24.151515151515152,52.66666666666666,459.0,8.0,22.78787878787879,351.0,9.969696969696969,13.212121212121213,755.0,22.51515151515152,6.575757575757576,29.09090909090909,14.151515151515152,5.575757575757576,1.3636363636363635,11.151515151515152,15.818181818181818,62.8,104.7,251.0,433.0,562.0,0.48,586.0,88.0,54.0,535.0,159.0,221.0,189.0,,,,2023.0
Belmont,32.0,21.0,11.0,656.0,2.2,-1.61,14.0,6.0,12.0,2.0,7.0,7.0,76.46875,71.84375,1290.0,28.0625,59.4375,472.0,9.59375,24.71875,388.0,10.75,14.8125,726.0,24625.0,8.34375,32.96875,15.25,7.03125,3.15625,11.40625,15.59375,69.0,109.9,249.0,416.0,575.0,484.0,0.5429999999999999,0.1009999999999999,81.0,553.0,146.0,252.0,181.0,,,,2023.0
Bethune-Cookman,33.0,13.0,20.0,394.0,-16.56,-7.59,9.0,10.0,8.0,5.0,4.0,13.0,67.63636363636364,74.51515151515152,1325.0,24.03030303030303,58.36363636363637,412.0,6.878787878787879,19.0,362.0,12.696969696969695,18.24242424242424,696.0,22.393939393939394,9.909090909090908,32.303030303030305,11.242424242424242,7.151515151515151,2.9393939393939394,12.727272727272728,17.424242424242426,69.6,96.9,313.0,326.0,505.0,0.4589999999999999,0.4679999999999999,102.0,0.08,471.0,0.16,272.0,218.0,,,,2023.0
Binghamton,31.0,13.0,18.0,419.0,-10.47,-5.54,8.0,8.0,8.0,7.0,5.0,11.0,68.80645161290323,71.51612903225806,1260.0,25.61290322580645,56.87096774193548,0.45,5.548387096774194,17.193548387096776,323.0,12.03225806451613,16.870967741935484,713.0,25.32258064516129,9.709677419354838,35.03225806451613,11.64516129032258,4.645161290322581,3.161290322580645,13.03225806451613,18.0,67.0,101.0,297.0,302.0,0.53,0.51,455.0,68.0,84.0,499.0,0.1669999999999999,0.29,212.0,,,,2023.0
Boise State,33.0,24.0,9.0,727.0,13.34,6.31,13.0,5.0,15.0,1.0,5.0,6.0,72.24242424242425,64.33333333333333,1335.0,25.818181818181817,56.75757575757576,455.0,7.848484848484849,21.51515151515152,365.0,12.757575757575758,17.363636363636363,735.0,26.87878787878788,8.696969696969697,35.57575757575758,11.212121212121213,5.121212121212121,2.9393939393939394,11.212121212121213,16.303030303030305,67.0,106.7,306.0,379.0,556.0,525.0,434.0,76.0,0.0819999999999999,524.0,147.0,267.0,225.0,10.0,R64,WEST,2023.0
Boston College,33.0,16.0,17.0,485.0,1.0,4.64,9.0,11.0,9.0,7.0,4.0,7.0,66.57575757575758,70.21212121212122,1330.0,24.818181818181817,56.75757575757576,437.0,5.696969696969697,17.87878787878788,319.0,11.242424242424242,15.515151515151516,725.0,23.78787878787879,9.333333333333334,33.121212121212125,12.515151515151516,6.363636363636363,3.575757575757576,12.272727272727272,15.787878787878787,66.7,99.0,273.0,315.0,519.0,493.0,504.0,95.0,104.0,487.0,161.0,275.0,198.0,,,,2023.0
Boston University,32.0,15.0,17.0,469.0,-8.22,-6.64,8.0,10.0,9.0,4.0,6.0,11.0,67.09375,67.21875,1300.0,23.78125,57.65625,412.0,7.4375,22.5625,0.33,12.09375,16375.0,739.0,25.25,10.25,35.5,10.46875,6.40625,2.46875,12.0,17.53125,66.3,99.7,284.0,391.0,513.0,513.0,0.44,95.0,75.0,477.0,155.0,286.0,0.21,,,,2023.0
Bowling Green State,31.0,11.0,20.0,355.0,-8.14,-3.48,5.0,13.0,7.0,9.0,4.0,11.0,75.96774193548387,78.51612903225806,1240.0,27.096774193548388,59.96774193548387,452.0,7.225806451612903,21.225806451612904,0.34,14.548387096774194,20.06451612903226,725.0,25.258064516129032,10.516129032258064,35.774193548387096,13.806451612903226,6.064516129032258,3.0,12.193548387096774,17.741935483870968,71.2,106.7,335.0,354.0,547.0,508.0,0.51,85.0,81.0,512.0,149.0,296.0,243.0,,,,2023.0
Bradley,35.0,25.0,10.0,714.0,6.85,-0.33,16.0,4.0,15.0,1.0,8.0,6.0,70.65714285714286,62.71428571428572,1405.0,26.2,56.82857142857143,461.0,7.885714285714286,22.2,355.0,10.371428571428572,15.6,665.0,25.685714285714287,9.742857142857142,35.42857142857143,13.285714285714286,6.8,3.8857142857142857,11.685714285714283,16.142857142857142,65.9,106.8,275.0,391.0,0.55,528.0,507.0,103.0,118.0,0.53,154.0,292.0,183.0,,,,2023.0
Brigham Young,34.0,19.0,15.0,559.0,9.81,5.78,7.0,9.0,12.0,4.0,2.0,7.0,75.52941176470588,69.88235294117646,1365.0,26.852941176470587,59.05882352941177,455.0,8.117647058823529,23.88235294117647,0.34,13.705882352941176,19.11764705882353,717.0,26.41176470588235,11.0,37.41176470588236,14.735294117647058,7.382352941176471,3.9705882352941178,14.147058823529411,19.38235294117647,70.9,106.1,324.0,404.0,554.0,0.54,0.5489999999999999,104.0,114.0,523.0,172.0,318.0,232.0,,,,2023.0
Brown,27.0,14.0,13.0,519.0,-2.73,-2.95,7.0,7.0,7.0,5.0,7.0,8.0,69.55555555555556,69.33333333333333,1086.0,25.25925925925926,57.66666666666666,438.0,8.0,23.03703703703704,347.0,11.037037037037036,17.185185185185187,642.0,25.96296296296296,8.925925925925926,34.888888888888886,13.77777777777778,7.185185185185185,3.2222222222222223,13.37037037037037,16.22222222222222,69.9,99.1,298.0,399.0,528.0,503.0,545.0,102.0,0.09,507.0,0.1689999999999999,253.0,191.0,,,,2023.0
Bryant,30.0,17.0,13.0,567.0,-3.63,-4.56,8.0,8.0,9.0,4.0,7.0,8.0,79.36666666666666,73.1,1205.0,28.266666666666666,60.7,466.0,8.1,23.8,0.34,14.733333333333333,20.066666666666663,734.0,28.7,10.6,39.3,13.433333333333334,6.666666666666667,3.533333333333333,13.4,17.266666666666666,73.0,108.3,331.0,392.0,565.0,536.0,475.0,91.0,94.0,532.0,0.16,301.0,243.0,,,,2023.0
Bucknell,32.0,12.0,20.0,375.0,-9.97,-7.0,5.0,13.0,7.0,7.0,3.0,13.0,67.53125,68.5,1290.0,24.90625,54.65625,456.0,7.34375,20625.0,356.0,10375.0,14.46875,717.0,25.75,8125.0,33875.0,13.40625,5.5,3.78125,13.34375,15.5625,66.4,100.9,265.0,377.0,549.0,515.0,0.5379999999999999,0.0819999999999999,103.0,523.0,178.0,258.0,0.19,,,,2023.0
Buffalo,32.0,15.0,17.0,469.0,-2.73,0.91,9.0,9.0,11.0,4.0,3.0,9.0,77.53125,77.65625,1285.0,28.3125,62.5,453.0,7.0,21.75,322.0,13.90625,19.75,704.0,25.96875,11.78125,37.75,14.6875,7.9375,3.1875,14125.0,18.8125,74.2,104.1,316.0,348.0,539.0,518.0,519.0,107.0,0.0819999999999999,509.0,0.1639999999999999,319.0,223.0,,,,2023.0
Butler,32.0,14.0,18.0,438.0,5.77,8.45,6.0,14.0,10.0,6.0,3.0,10.0,65.25,67.9375,1280.0,24.09375,55.21875,436.0,6.46875,19.78125,327.0,10.59375,14.34375,739.0,23.46875,6.46875,29.9375,12.59375,6.75,4.3125,11.8125,13.40625,67.2,97.1,0.26,358.0,526.0,452.0,523.0,0.1,0.11,495.0,0.16,0.1989999999999999,192.0,,,,2023.0
Cal Poly,33.0,8.0,25.0,242.0,-7.17,-0.2,1.0,18.0,6.0,11.0,1.0,13.0,60.78787878787879,65.87878787878788,1330.0,21.666666666666668,52.51515151515152,413.0,5.484848484848484,18.63636363636364,294.0,11.969696969696969,16.09090909090909,744.0,24.21212121212121,8.515151515151516,32.72727272727273,10.333333333333334,5.484848484848484,2.484848484848485,13.848484848484848,19.78787878787879,65.1,92.7,306.0,355.0,505.0,503.0,477.0,84.0,76.0,465.0,187.0,258.0,228.0,,,,2023.0
Cal State Bakersfield,33.0,11.0,22.0,333.0,-8.06,-1.19,6.0,14.0,6.0,8.0,3.0,12.0,60.45454545454545,64.66666666666667,1340.0,22.181818181818183,53.63636363636363,414.0,4.303030303030303,13.242424242424242,325.0,11.787878787878787,15.515151515151516,0.76,22.545454545454547,9.424242424242424,31.96969696969697,10.757575757575758,6.212121212121212,3.0303030303030303,12.848484848484848,18.818181818181817,63.4,93.9,289.0,247.0,495.0,497.0,485.0,96.0,106.0,454.0,174.0,286.0,0.22,,,,2023.0
Cal State Fullerton,33.0,20.0,13.0,606.0,2.05,0.05,12.0,6.0,11.0,2.0,7.0,8.0,69.18181818181819,65.0909090909091,1360.0,23.60606060606061,54.90909090909091,0.43,7.666666666666667,20.78787878787879,369.0,14.303030303030305,20.63636363636364,693.0,24.393939393939394,9.181818181818182,33.57575757575758,10.303030303030305,6.484848484848484,2.575757575757576,11.848484848484848,17.87878787878788,65.5,102.5,376.0,379.0,535.0,0.49,436.0,96.0,77.0,0.5,155.0,0.2689999999999999,0.26,,,,2023.0
Cal State Northridge,32.0,7.0,25.0,219.0,-10.08,-1.41,4.0,16.0,7.0,8.0,0.0,14.0,63375.0,68.5625,1285.0,21.71875,54.21875,401.0,5.75,17.96875,0.32,14.1875,19125.0,742.0,23.53125,9.78125,33.3125,9.8125,6.28125,3.09375,12.5,18.90625,65.7,96.1,353.0,331.0,501.0,486.0,452.0,95.0,92.0,454.0,165.0,0.28,262.0,,,,2023.0
California,32.0,3.0,29.0,94.0,-2.9,8.88,2.0,18.0,3.0,14.0,0.0,12.0,58.3125,70.09375,1290.0,20.6875,52.9375,391.0,4875.0,16375.0,298.0,12.0625,16.6875,723.0,22.78125,8.6875,31.46875,9625.0,4.71875,3125.0,13.03125,17125.0,64.3,90.0,315.0,309.0,479.0,0.47,465.0,73.0,91.0,437.0,176.0,253.0,228.0,,,,2023.0
California Baptist,33.0,17.0,16.0,515.0,0.5,-0.41,7.0,10.0,12.0,5.0,4.0,8.0,69.42424242424242,65.33333333333333,1330.0,24.57575757575757,57.51515151515152,427.0,8.363636363636363,25.363636363636363,0.33,11.909090909090908,17.939393939393938,664.0,26.21212121212121,10.969696969696969,37.18181818181818,14.272727272727272,4.424242424242424,3.121212121212121,11.484848484848484,17.242424242424242,65.9,104.6,312.0,441.0,526.0,523.0,581.0,67.0,0.0819999999999999,0.5,148.0,304.0,207.0,,,,2023.0
Campbell,34.0,16.0,18.0,471.0,-5.24,-4.9,8.0,10.0,8.0,6.0,4.0,10.0,69.82352941176471,68.5,1385.0,24.41176470588235,52.26470588235294,467.0,6.705882352941177,20.08823529411765,334.0,14.294117647058824,20.323529411764707,703.0,23.5,7.852941176470588,31.352941176470587,12.235294117647058,6.235294117647059,2.8529411764705883,11.882352941176473,16.294117647058822,64.6,106.1,389.0,384.0,564.0,496.0,501.0,95.0,0.09,531.0,161.0,253.0,273.0,,,,2023.0
Canisius,30.0,10.0,20.0,333.0,-6.94,-3.35,8.0,12.0,7.0,7.0,3.0,12.0,70.36666666666666,72.3,1225.0,25.433333333333334,60.3,422.0,8.5,24.466666666666665,347.0,10.933333333333334,14.933333333333334,732.0,23.166666666666668,10.433333333333334,33.6,14.366666666666667,5.6,2.6333333333333333,11.9,15.633333333333333,67.5,102.1,248.0,406.0,522.0,484.0,565.0,81.0,66.0,492.0,0.15,288.0,181.0,,,,2023.0
Central Arkansas,31.0,9.0,22.0,0.29,-13.57,-3.01,4.0,14.0,6.0,8.0,2.0,13.0,72.93548387096774,81.51612903225806,1255.0,26.387096774193548,64.09677419354838,412.0,8.516129032258064,26.387096774193548,323.0,11.64516129032258,15.548387096774194,749.0,25.193548387096776,11.193548387096774,36.38709677419355,12.387096774193548,6.516129032258065,3.161290322580645,13.32258064516129,16.387096774193548,72.7,99.1,243.0,412.0,0.51,482.0,469.0,89.0,0.0819999999999999,478.0,157.0,284.0,182.0,,,,2023.0
Central Connecticut State,32.0,10.0,22.0,313.0,-13.95,-9.77,7.0,9.0,6.0,7.0,4.0,14.0,65.96875,70.15625,1295.0,24.71875,58.5625,422.0,6.84375,20.90625,327.0,9.6875,13.65625,709.0,24.0,10125.0,34125.0,12875.0,5.59375,3.8125,11875.0,14.09375,65.7,99.3,233.0,357.0,507.0,495.0,521.0,84.0,106.0,481.0,154.0,285.0,165.0,,,,2023.0
Central Florida,33.0,19.0,14.0,576.0,11.83,5.22,8.0,10.0,11.0,6.0,5.0,6.0,72.06060606060606,65.45454545454545,1355.0,25.12121212121212,58.121212121212125,432.0,8.787878787878787,24.393939393939394,0.36,13.030303030303031,16.90909090909091,771.0,23.51515151515152,11.606060606060606,35.121212121212125,14.030303030303031,7.575757575757576,3.8484848484848486,13.303030303030305,16.484848484848484,65.9,106.4,291.0,0.42,545.0,515.0,0.5589999999999999,0.1119999999999999,115.0,508.0,0.1669999999999999,0.34,224.0,,,,2023.0
Central Michigan,31.0,10.0,21.0,323.0,-11.63,-2.28,5.0,13.0,6.0,8.0,3.0,12.0,65.74193548387096,73.0,1245.0,22.64516129032258,54.45161290322581,416.0,6.161290322580645,20.548387096774192,0.3,14.290322580645162,20.70967741935484,0.69,24.29032258064516,11.064516129032258,35.354838709677416,10.741935483870968,5.838709677419355,3.806451612903226,15.935483870967742,19.806451612903224,69.0,94.9,0.38,377.0,511.0,498.0,474.0,84.0,115.0,472.0,0.1989999999999999,312.0,262.0,,,,2023.0
Charleston Southern,31.0,10.0,21.0,323.0,-9.41,-4.44,5.0,13.0,6.0,8.0,3.0,12.0,72.61290322580645,74.35483870967742,1245.0,26.41935483870968,59.67741935483871,443.0,8.096774193548388,23.580645161290324,343.0,11.67741935483871,16.06451612903226,727.0,23.580645161290324,11.612903225806452,35.193548387096776,12.03225806451613,5.064516129032258,2.6129032258064515,11.774193548387096,18.12903225806452,67.1,107.8,269.0,395.0,539.0,0.51,455.0,75.0,78.0,511.0,149.0,326.0,196.0,,,,2023.0
Charlotte,32.0,18.0,14.0,563.0,3.68,-0.29,9.0,11.0,11.0,4.0,5.0,8.0,66.71875,62.75,1305.0,24625.0,52.28125,471.0,8.0,21.25,376.0,9.46875,12.71875,744.0,23.25,6.65625,29.90625,12.90625,5.34375,2.5625,10.8125,13.96875,61.5,106.5,243.0,406.0,572.0,502.0,524.0,85.0,79.0,548.0,156.0,0.2289999999999999,181.0,,,,2023.0
Chattanooga,35.0,18.0,17.0,514.0,-2.2,-3.2,7.0,11.0,9.0,7.0,6.0,9.0,77.2,72.08571428571429,1405.0,26.4,58.34285714285714,452.0,11.371428571428572,30.2,377.0,13.028571428571428,18.257142857142856,714.0,26.65714285714286,9.571428571428571,36.22857142857143,15.314285714285717,5.714285714285714,3.4571428571428573,11.628571428571428,15.771428571428572,68.9,111.7,313.0,518.0,576.0,517.0,0.58,83.0,0.1,0.55,148.0,0.28,223.0,,,,2023.0
Chicago State,31.0,11.0,20.0,355.0,-10.97,-3.19,,,8.0,0.0,3.0,20.0,70.3225806451613,73.03225806451613,1245.0,24.516129032258064,56.67741935483871,433.0,8.258064516129032,24.35483870967742,339.0,13.03225806451613,17.903225806451612,728.0,23.387096774193548,11.774193548387096,35.16129032258065,12.225806451612904,5.645161290322581,2.677419354838709,13.612903225806452,18.096774193548388,66.8,104.9,316.0,0.43,539.0,512.0,499.0,84.0,75.0,505.0,173.0,342.0,0.23,,,,2023.0
Cincinnati,34.0,22.0,12.0,647.0,12.23,5.26,11.0,7.0,16.0,3.0,4.0,6.0,77.32352941176471,69.29411764705883,1370.0,28.38235294117647,63.088235294117645,0.45,8.941176470588236,25.147058823529413,356.0,11.617647058823527,16.529411764705884,703.0,26.029411764705884,11.0,37.02941176470589,15.676470588235292,6.235294117647059,4.0,10.617647058823527,15.705882352941176,69.8,110.0,262.0,399.0,545.0,517.0,552.0,89.0,98.0,521.0,0.13,306.0,184.0,,,,2023.0
Clemson,34.0,23.0,11.0,676.0,10.49,3.66,14.0,6.0,15.0,2.0,5.0,6.0,74.70588235294117,67.88235294117646,1370.0,26.44117647058824,56.55882352941177,467.0,8.294117647058824,22.794117647058822,364.0,13.529411764705882,17.235294117647058,785.0,27.764705882352946,7.411764705882353,35.1764705882353,14.264705882352942,5.147058823529412,3.147058823529412,11.058823529411764,17.323529411764707,68.1,109.0,305.0,403.0,577.0,515.0,539.0,75.0,92.0,541.0,146.0,0.2339999999999999,239.0,,,,2023.0
Cleveland State,34.0,21.0,13.0,618.0,-1.9,-4.93,14.0,6.0,13.0,3.0,7.0,9.0,71.67647058823529,68.05882352941177,1380.0,27.294117647058822,60.0,455.0,5.117647058823529,16.529411764705884,0.31,11.970588235294118,17.61764705882353,679.0,23.08823529411765,12.588235294117649,35.6764705882353,13.411764705882351,6.970588235294118,3.3529411764705883,11.647058823529411,16.705882352941178,66.4,106.4,294.0,275.0,524.0,504.0,491.0,103.0,95.0,498.0,146.0,354.0,0.2,,,,2023.0
