School,G,Overall.W,Overall.L,W-L%,SRS,SOS,Conf.W,Conf.L,Home.W,Home.L,Away.W,Away.L,TP,OP,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,DRB,ORB,TRB,AST,STL,BLK,TOV,PF,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,SEED,POSTSEASON,REGION,YEAR
Arizona,32.0,17.0,15.0,0.531,8.32,6.32,8.0,10.0,12.0,5.0,4.0,7.0,70.90625,68.90625,1290.0,24.8125,58.15625,0.427,7.34375,21.84375,0.336,13.9375,19.375,0.719,24.71875,10.125,34.84375,12.4375,5.15625,2.28125,11.5625,18.5625,68.6,102.6,0.333,0.376,0.526,0.505,0.501,0.75,0.66,0.49,0.147,0.284,0.24,NA,NA,NA,2019
Arizona State,34.0,23.0,11.0,0.676,10.28,6.04,12.0,6.0,13.0,3.0,6.0,5.0,77.58823529411765,73.3529411764706,1380.0,26.44117647058824,59.1764705882353,0.447,7.0588235294117645,21.0,0.336,17.647058823529413,25.94117647058824,0.68,28.0,11.735294117647058,39.73529411764706,13.5,6.264705882352941,3.2058823529411766,13.705882352941176,19.852941176470587,72.5,105.4,0.438,0.355,0.543,0.526,0.511,0.85,0.96,0.506,0.161,0.313,0.298,11.0,R64,WEST,2019
Arkansas,34.0,18.0,16.0,0.529,11.75,8.78,8.0,10.0,12.0,6.0,5.0,8.0,75.26470588235294,72.29411764705883,1370.0,26.264705882352946,58.94117647058823,0.446,7.617647058823529,22.08823529411765,0.345,15.117647058823527,22.61764705882353,0.668,23.73529411764705,10.147058823529411,33.88235294117647,15.970588235294118,8.117647058823529,5.0588235294117645,13.235294117647058,20.38235294117647,71.7,104.2,0.384,0.375,0.54,0.47,0.608,0.1119999999999999,0.154,0.51,0.16,0.283,0.256,NA,NA,NA,2019
Arkansas State,32.0,13.0,19.0,0.406,-7.1,-1.23,7.0,11.0,10.0,4.0,2.0,13.0,73.71875,77.34375,1310.0,24.875,59.5,0.418,7.40625,22.15625,0.334,16.5625,22.53125,0.735,25.25,12.59375,37.84375,11.34375,5.71875,4.34375,14.0,21.375,70.2,102.6,0.379,0.372,0.525,0.515,0.456,0.08,0.118,0.48,0.166,0.332,0.278,NA,NA,NA,2019
Arkansas-Pine Bluff,32.0,13.0,19.0,0.406,-14.43,-8.18,10.0,8.0,8.0,2.0,4.0,17.0,65.875,70.90625,1300.0,22.46875,52.65625,0.427,6.0625,17.9375,0.338,14.875,21.9375,0.678,23.3125,9.90625,33.21875,11.40625,6.75,3.40625,14.9375,19.65625,67.3,96.3,0.417,0.341,0.522,0.494,0.508,0.99,0.95,0.484,0.191,0.291,0.282,NA,NA,NA,2019
Army,32.0,13.0,19.0,0.406,-7.57,-4.73,8.0,10.0,10.0,4.0,3.0,13.0,70.875,72.03125,1280.0,26.15625,61.125,0.428,8.5,26.96875,0.315,10.0625,14.71875,0.684,27.0625,8.09375,35.15625,15.59375,6.1875,1.5625,11.75,17.0,71.7,98.9,0.241,0.441,0.52,0.489,0.596,0.86,0.46,0.497,0.147,0.218,0.165,NA,NA,NA,2019
Auburn,40.0,30.0,10.0,0.75,20.84,10.92,11.0,7.0,15.0,2.0,4.0,6.0,79.7,68.75,1615.0,27.425,60.975,0.45,11.35,30.1,0.377,13.5,19.0,0.711,22.8,11.425,34.225,14.3,9.225,4.75,11.65,18.275,69.2,114.1,0.312,0.494,0.569,0.492,0.521,0.132,0.156,0.543,0.143,0.316,0.221,5.0,F4,MIDWEST,2019
Austin Peay,33.0,22.0,11.0,0.667,0.59,-4.41,13.0,5.0,10.0,2.0,8.0,7.0,82.18181818181819,73.12121212121212,1335.0,29.484848484848484,62.42424242424242,0.472,8.121212121212121,21.27272727272728,0.382,15.090909090909092,21.363636363636363,0.706,24.78787878787879,12.030303030303031,36.81818181818182,13.757575757575758,7.636363636363637,3.333333333333333,11.87878787878788,18.060606060606062,71.8,113.1,0.342,0.341,0.566,0.517,0.467,0.105,0.92,0.537,0.141,0.331,0.242,NA,NA,NA,2019
Ball State,33.0,16.0,17.0,0.485,3.39,1.21,6.0,12.0,7.0,7.0,8.0,7.0,75.0909090909091,71.57575757575758,1340.0,26.939393939393938,57.333333333333336,0.47,6.121212121212121,18.818181818181817,0.325,15.090909090909092,21.484848484848484,0.702,28.33333333333333,9.333333333333334,37.66666666666666,12.909090909090908,6.575757575757576,3.575757575757576,14.545454545454543,17.545454545454547,71.7,103.1,0.375,0.328,0.556,0.515,0.479,0.09,0.88,0.523,0.177,0.2769999999999999,0.263,NA,NA,NA,2019
Baylor,34.0,20.0,14.0,0.588,13.38,9.26,10.0,8.0,13.0,5.0,5.0,6.0,71.82352941176471,67.70588235294117,1365.0,25.558823529411764,57.8235294117647,0.442,8.058823529411764,23.61764705882353,0.341,12.647058823529411,18.676470588235293,0.677,24.44117647058824,13.235294117647058,37.6764705882353,13.911764705882351,6.147058823529412,4.676470588235294,13.117647058823527,18.705882352941178,66.5,107.6,0.323,0.408,0.538,0.541,0.544,0.92,0.138,0.512,0.1639999999999999,0.376,0.219,9.0,R32,WEST,2019
Belmont,33.0,27.0,6.0,0.818,9.12,-2.6,16.0,2.0,13.0,1.0,12.0,3.0,86.9090909090909,73.9090909090909,1330.0,31.57575757575757,63.45454545454545,0.498,10.393939393939394,27.939393939393938,0.372,13.363636363636363,18.12121212121212,0.737,29.96969696969697,8.666666666666666,38.63636363636363,19.545454545454547,6.666666666666667,3.787878787878788,11.393939393939394,15.424242424242424,74.2,116.2,0.286,0.44,0.603,0.522,0.619,0.89,0.91,0.58,0.1369999999999999,0.251,0.211,11.0,R64,EAST,2019
Bethune-Cookman,31.0,14.0,17.0,0.452,-11.98,-9.74,9.0,7.0,11.0,4.0,3.0,12.0,73.87096774193549,72.41935483870968,1250.0,26.870967741935484,61.25806451612903,0.439,6.580645161290323,20.483870967741936,0.321,13.548387096774194,22.225806451612904,0.61,27.70967741935484,13.387096774193548,41.096774193548384,14.32258064516129,7.548387096774194,3.4838709677419355,16.161290322580644,19.677419354838708,74.3,98.6,0.363,0.334,0.514,0.521,0.5329999999999999,0.1009999999999999,0.88,0.492,0.184,0.342,0.221,NA,NA,NA,2019
Binghamton,33.0,10.0,23.0,0.303,-13.92,-4.69,5.0,11.0,5.0,11.0,5.0,12.0,65.21212121212122,72.0,1320.0,24.03030303030303,55.81818181818182,0.431,8.333333333333334,23.87878787878788,0.349,8.818181818181818,13.696969696969695,0.644,24.727272727272727,7.393939393939394,32.121212121212125,9.818181818181818,5.545454545454546,4.606060606060606,12.393939393939394,14.363636363636363,67.3,96.9,0.245,0.428,0.523,0.456,0.409,0.0819999999999999,0.126,0.505,0.166,0.214,0.158,NA,NA,NA,2019
Boise State,33.0,13.0,20.0,0.394,3.61,1.08,7.0,11.0,8.0,7.0,3.0,10.0,71.63636363636364,68.57575757575758,1330.0,25.60606060606061,54.57575757575758,0.469,7.636363636363637,21.666666666666668,0.352,12.787878787878787,17.696969696969695,0.723,23.454545454545453,7.333333333333333,30.78787878787879,12.06060606060606,6.0606060606060606,2.060606060606061,11.484848484848484,17.272727272727273,66.5,106.9,0.324,0.397,0.569,0.498,0.471,0.09,0.64,0.539,0.154,0.237,0.234,NA,NA,NA,2019
Boston College,31.0,14.0,17.0,0.452,5.83,7.76,5.0,13.0,10.0,8.0,2.0,8.0,70.83870967741936,72.7741935483871,1260.0,24.774193548387096,58.32258064516129,0.425,7.032258064516129,22.161290322580644,0.317,14.258064516129032,20.41935483870968,0.698,26.06451612903226,10.67741935483871,36.74193548387097,12.32258064516129,5.129032258064516,3.3225806451612905,12.193548387096774,16.419354838709676,68.4,101.9,0.35,0.38,0.521,0.487,0.497,0.74,0.91,0.485,0.152,0.286,0.244,NA,NA,NA,2019
Boston University,33.0,15.0,18.0,0.455,-6.61,-5.39,7.0,11.0,7.0,7.0,8.0,10.0,72.27272727272727,72.33333333333333,1325.0,27.939393939393938,58.24242424242424,0.48,6.696969696969697,19.363636363636363,0.346,9.696969696969695,14.181818181818182,0.684,23.63636363636364,9.424242424242424,33.06060606060606,13.545454545454543,6.03030303030303,2.212121212121212,12.87878787878788,17.515151515151516,68.1,105.8,0.243,0.332,0.556,0.515,0.485,0.88,0.66,0.537,0.165,0.287,0.166,NA,NA,NA,2019
Bowling Green State,34.0,22.0,12.0,0.647,4.24,0.86,12.0,6.0,14.0,2.0,5.0,8.0,78.47058823529412,73.41176470588235,1370.0,27.794117647058822,62.76470588235294,0.443,8.0,22.41176470588235,0.357,14.882352941176473,22.205882352941178,0.67,29.058823529411764,12.0,41.05882352941177,12.558823529411764,6.676470588235294,2.647058823529412,12.117647058823527,17.529411764705884,72.8,106.9,0.354,0.357,0.535,0.535,0.452,0.91,0.77,0.507,0.142,0.311,0.237,NA,NA,NA,2019
Bradley,35.0,20.0,15.0,0.571,-0.08,-0.9,9.0,9.0,10.0,6.0,5.0,8.0,66.54285714285714,65.28571428571429,1405.0,23.2,53.54285714285714,0.433,6.857142857142857,18.65714285714286,0.368,13.285714285714286,19.2,0.692,25.2,8.942857142857143,34.142857142857146,12.085714285714284,5.314285714285714,3.7714285714285714,12.571428571428571,17.62857142857143,66.2,100.2,0.359,0.348,0.531,0.507,0.521,0.08,0.1159999999999999,0.497,0.1669999999999999,0.2689999999999999,0.248,15.0,R64,EAST,2019
Brigham Young,32.0,19.0,13.0,0.594,6.15,3.31,11.0,5.0,13.0,3.0,5.0,8.0,78.96875,76.125,1295.0,27.4375,58.6875,0.468,7.0625,21.375,0.33,17.03125,23.4375,0.727,26.71875,8.21875,34.9375,15.0625,6.34375,3.34375,11.0625,19.53125,71.9,108.5,0.399,0.364,0.566,0.49,0.5489999999999999,0.87,0.88,0.528,0.1369999999999999,0.236,0.29,NA,NA,NA,2019
Brown,32.0,20.0,12.0,0.625,-0.62,-3.29,7.0,7.0,13.0,3.0,7.0,9.0,73.59375,68.875,1290.0,25.15625,56.8125,0.443,7.96875,23.28125,0.342,15.3125,21.40625,0.715,28.0,8.15625,36.15625,13.0625,7.53125,3.84375,14.3125,18.75,72.6,100.6,0.377,0.41,0.549,0.5,0.519,0.103,0.11,0.513,0.176,0.235,0.27,NA,NA,NA,2019
Bryant,30.0,10.0,20.0,0.333,-15.19,-7.66,7.0,11.0,8.0,6.0,2.0,13.0,69.6,77.13333333333334,1200.0,23.633333333333333,56.0,0.422,7.666666666666667,23.6,0.325,14.666666666666666,20.6,0.712,22.8,9.5,32.3,10.633333333333333,5.266666666666667,2.6333333333333333,12.766666666666667,19.166666666666668,69.2,100.6,0.368,0.421,0.529,0.473,0.45,0.76,0.75,0.49,0.163,0.267,0.262,NA,NA,NA,2019
Bucknell,33.0,21.0,12.0,0.636,0.59,-2.93,13.0,5.0,12.0,3.0,7.0,8.0,76.78787878787878,73.27272727272727,1325.0,26.27272727272728,58.42424242424242,0.45,9.424242424242424,26.818181818181817,0.351,14.818181818181818,19.78787878787879,0.749,26.303030303030305,8.666666666666666,34.96969696969697,15.727272727272728,5.242424242424242,3.515151515151515,12.393939393939394,19.0,71.4,107.2,0.339,0.459,0.566,0.498,0.599,0.73,0.89,0.53,0.155,0.255,0.254,NA,NA,NA,2019
Buffalo,36.0,32.0,4.0,0.889,15.56,2.62,16.0,2.0,14.0,0.0,12.0,3.0,84.36111111111111,70.83333333333333,1445.0,30.08333333333333,65.11111111111111,0.462,9.555555555555555,28.38888888888889,0.337,14.63888888888889,21.30555555555556,0.687,28.27777777777778,12.555555555555555,40.833333333333336,16.63888888888889,7.305555555555555,3.888888888888889,12.02777777777778,18.30555555555556,74.5,112.8,0.327,0.436,0.561,0.524,0.5529999999999999,0.98,0.1009999999999999,0.535,0.138,0.318,0.225,6.0,R32,WEST,2019
Butler,33.0,16.0,17.0,0.485,9.22,8.1,7.0,11.0,12.0,4.0,2.0,10.0,71.93939393939394,70.81818181818181,1330.0,26.09090909090909,58.60606060606061,0.445,8.848484848484848,25.060606060606062,0.353,10.909090909090908,14.787878787878787,0.738,23.33333333333333,8.727272727272727,32.06060606060606,13.151515151515152,5.848484848484849,1.878787878787879,10.87878787878788,17.96969696969697,67.1,106.5,0.252,0.428,0.548,0.483,0.504,0.87,0.57,0.521,0.142,0.255,0.186,NA,NA,NA,2019
Cal Poly,29.0,6.0,23.0,0.207,-13.95,-3.54,2.0,14.0,4.0,8.0,1.0,14.0,66.55172413793103,75.27586206896552,1185.0,24.344827586206897,59.13793103448276,0.412,7.758620689655173,23.6896551724138,0.328,10.10344827586207,15.586206896551724,0.648,23.82758620689655,9.79310344827586,33.62068965517241,10.379310344827584,5.068965517241379,3.413793103448276,11.517241379310343,18.75862068965517,66.8,97.5,0.264,0.401,0.5,0.4679999999999999,0.426,0.74,0.89,0.477,0.148,0.261,0.171,NA,NA,NA,2019
Cal State Bakersfield,34.0,18.0,16.0,0.529,-5.12,-2.63,7.0,9.0,9.0,4.0,7.0,10.0,70.94117647058823,70.94117647058823,1375.0,26.08823529411765,61.52941176470589,0.424,6.5,20.08823529411765,0.324,12.264705882352942,18.23529411764705,0.673,23.11764705882353,14.294117647058824,37.41176470588236,11.147058823529411,6.411764705882353,3.088235294117647,12.911764705882351,21.97058823529412,67.6,103.7,0.296,0.326,0.505,0.5329999999999999,0.427,0.94,0.104,0.477,0.155,0.374,0.199,NA,NA,NA,2019
Cal State Fullerton,34.0,16.0,18.0,0.471,-3.29,-1.14,10.0,6.0,9.0,4.0,4.0,11.0,71.67647058823529,71.0,1385.0,25.529411764705884,56.20588235294117,0.454,5.5,17.323529411764707,0.317,15.117647058823527,21.352941176470587,0.708,27.852941176470587,8.147058823529411,36.0,11.970588235294118,5.882352941176471,3.4705882352941178,13.235294117647058,18.794117647058822,70.3,100.1,0.38,0.308,0.54,0.503,0.469,0.0819999999999999,0.87,0.503,0.166,0.239,0.269,NA,NA,NA,2019
Cal State Northridge,34.0,13.0,21.0,0.382,-6.54,-3.39,7.0,9.0,7.0,9.0,4.0,11.0,76.5,79.44117647058823,1375.0,28.47058823529412,61.85294117647059,0.46,6.882352941176471,19.058823529411764,0.361,12.676470588235292,19.88235294117647,0.638,25.352941176470587,10.352941176470589,35.705882352941174,15.058823529411764,6.617647058823529,4.529411764705882,12.058823529411764,18.852941176470587,72.1,105.0,0.321,0.308,0.536,0.479,0.529,0.91,0.113,0.516,0.145,0.2769999999999999,0.205,NA,NA,NA,2019
California,31.0,8.0,23.0,0.258,-3.16,5.42,3.0,15.0,7.0,9.0,1.0,10.0,68.41935483870968,77.0,1245.0,23.83870967741936,55.96774193548387,0.426,6.67741935483871,19.096774193548388,0.35,14.064516129032258,19.451612903225808,0.723,21.0,8.03225806451613,29.032258064516128,10.903225806451612,7.32258064516129,3.193548387096774,11.35483870967742,18.516129032258064,68.5,99.5,0.348,0.341,0.525,0.446,0.457,0.107,0.1,0.486,0.148,0.233,0.251,NA,NA,NA,2019
California Baptist,31.0,16.0,15.0,0.516,-3.89,-4.12,7.0,9.0,8.0,7.0,8.0,6.0,77.51612903225806,72.29032258064517,1260.0,26.806451612903224,59.96774193548387,0.447,9.258064516129032,25.806451612903224,0.359,14.64516129032258,18.580645161290324,0.788,27.90322580645161,9.870967741935484,37.774193548387096,11.129032258064516,4.774193548387097,2.7419354838709675,12.225806451612904,20.096774193548388,70.1,108.9,0.31,0.43,0.563,0.521,0.415,0.67,0.07,0.524,0.151,0.282,0.244,NA,NA,NA,2019
Campbell,33.0,20.0,13.0,0.606,-3.62,-4.39,12.0,4.0,12.0,4.0,5.0,8.0,75.60606060606061,70.54545454545455,1325.0,26.27272727272728,57.75757575757576,0.455,9.484848484848484,27.63636363636364,0.343,13.575757575757576,17.87878787878788,0.759,23.75757575757576,8.06060606060606,31.818181818181817,14.606060606060606,6.606060606060606,3.1515151515151514,10.212121212121213,15.818181818181818,68.0,110.7,0.31,0.478,0.571,0.478,0.556,0.0969999999999999,0.99,0.537,0.134,0.237,0.235,NA,NA,NA,2019
Canisius,32.0,15.0,17.0,0.469,-8.79,-4.85,11.0,7.0,5.0,8.0,9.0,5.0,70.3125,74.25,1295.0,24.9375,57.3125,0.435,8.0,24.71875,0.324,12.4375,17.96875,0.692,22.6875,9.375,32.0625,14.5625,6.375,3.375,12.875,19.59375,68.5,101.4,0.314,0.431,0.534,0.473,0.584,0.92,0.0969999999999999,0.505,0.1639999999999999,0.271,0.217,NA,NA,NA,2019
Central Arkansas,33.0,14.0,19.0,0.424,-11.37,-4.81,8.0,10.0,8.0,5.0,5.0,13.0,72.21212121212122,75.6969696969697,1330.0,24.545454545454547,57.66666666666666,0.426,8.363636363636363,23.75757575757576,0.352,14.757575757575758,20.21212121212121,0.73,26.21212121212121,9.06060606060606,35.27272727272727,14.030303030303031,6.121212121212121,3.636363636363636,14.484848484848484,18.51515151515152,72.0,99.5,0.35,0.412,0.537,0.482,0.5720000000000001,0.84,0.1009999999999999,0.498,0.177,0.251,0.256,NA,NA,NA,2019
Central Connecticut State,31.0,11.0,20.0,0.355,-14.02,-6.71,5.0,13.0,5.0,7.0,5.0,12.0,71.12903225806451,76.35483870967742,1260.0,24.32258064516129,58.74193548387097,0.414,6.483870967741935,19.741935483870968,0.328,16.0,20.451612903225808,0.782,25.0,10.709677419354838,35.70967741935484,11.387096774193548,5.548387096774194,3.548387096774193,13.774193548387096,19.258064516129032,70.4,99.4,0.348,0.336,0.52,0.501,0.4679999999999999,0.78,0.109,0.469,0.168,0.299,0.272,NA,NA,NA,2019
Central Florida,33.0,24.0,9.0,0.727,13.37,5.58,13.0,5.0,15.0,2.0,5.0,5.0,72.27272727272727,64.48484848484848,1325.0,24.818181818181817,53.42424242424242,0.465,6.9393939393939394,19.03030303030303,0.365,15.696969696969695,24.181818181818183,0.649,27.27272727272728,9.545454545454543,36.81818181818182,13.303030303030305,5.727272727272728,4.545454545454546,11.909090909090908,16.78787878787879,67.3,107.0,0.453,0.356,0.557,0.515,0.536,0.85,0.126,0.529,0.155,0.29,0.294,9.0,R32,EAST,2019
Central Michigan,35.0,23.0,12.0,0.657,2.79,-0.34,10.0,8.0,13.0,4.0,7.0,6.0,82.74285714285715,76.85714285714286,1425.0,28.31428571428572,62.2,0.455,8.714285714285714,23.485714285714284,0.371,17.4,25.942857142857143,0.671,25.77142857142857,11.971428571428572,37.74285714285714,13.342857142857143,7.628571428571429,3.057142857142857,12.142857142857142,16.942857142857143,73.6,110.5,0.417,0.378,0.555,0.496,0.471,0.102,0.74,0.525,0.14,0.314,0.28,NA,NA,NA,2019
Charleston Southern,34.0,18.0,16.0,0.529,-2.43,-4.19,9.0,7.0,12.0,4.0,4.0,11.0,75.70588235294117,69.67647058823529,1370.0,27.23529411764705,63.41176470588236,0.429,9.529411764705882,27.794117647058822,0.343,11.705882352941176,17.294117647058822,0.677,25.58823529411765,11.970588235294118,37.55882352941177,14.323529411764708,7.735294117647059,3.235294117647059,12.970588235294118,16.794117647058822,71.9,104.5,0.273,0.438,0.528,0.51,0.526,0.107,0.99,0.505,0.153,0.309,0.185,NA,NA,NA,2019
Charlotte,29.0,8.0,21.0,0.276,-8.34,-0.89,5.0,13.0,5.0,9.0,3.0,9.0,61.241379310344826,68.6896551724138,1160.0,20.620689655172413,49.72413793103448,0.415,6.586206896551724,21.20689655172414,0.311,13.413793103448276,18.06896551724138,0.742,23.89655172413793,6.862068965517241,30.75862068965517,9.93103448275862,4.758620689655173,3.4827586206896552,14.413793103448276,16.896551724137932,65.8,93.0,0.363,0.426,0.525,0.483,0.482,0.72,0.111,0.481,0.198,0.2189999999999999,0.27,NA,NA,NA,2019
Chattanooga,32.0,12.0,20.0,0.375,-7.87,-0.76,7.0,11.0,8.0,6.0,4.0,11.0,70.875,74.25,1285.0,26.03125,58.78125,0.443,9.0625,24.84375,0.365,9.75,14.28125,0.683,25.53125,8.6875,34.21875,13.0625,4.34375,2.46875,12.78125,17.28125,69.5,101.6,0.243,0.423,0.54,0.486,0.502,0.62,0.64,0.52,0.163,0.244,0.166,NA,NA,NA,2019
Chicago State,32.0,3.0,29.0,0.94,-24.83,0.67,0.0,16.0,3.0,8.0,0.0,19.0,61.5625,84.6875,1280.0,22.4375,54.75,0.41,4.40625,14.71875,0.299,12.28125,18.15625,0.676,23.21875,7.875,31.09375,11.75,6.03125,2.25,16.0,19.53125,72.0,85.5,0.332,0.269,0.486,0.444,0.524,0.84,0.64,0.45,0.2019999999999999,0.223,0.224,NA,NA,NA,2019
Cincinnati,35.0,28.0,7.0,0.8,14.53,5.5,14.0,4.0,16.0,2.0,7.0,4.0,71.71428571428571,62.68571428571428,1410.0,24.914285714285715,57.65714285714286,0.432,6.628571428571429,19.228571428571428,0.345,15.257142857142858,21.65714285714286,0.704,23.485714285714284,12.628571428571428,36.114285714285714,13.314285714285717,6.114285714285714,4.428571428571429,10.428571428571429,16.085714285714285,65.0,109.5,0.376,0.333,0.528,0.537,0.534,0.93,0.145,0.49,0.133,0.369,0.265,7.0,R64,SOUTH,2019
Clemson,34.0,20.0,14.0,0.588,13.85,8.99,9.0,9.0,14.0,5.0,4.0,6.0,68.79411764705883,63.94117647058823,1360.0,24.5,54.61764705882353,0.449,6.382352941176471,19.44117647058824,0.328,13.411764705882351,18.323529411764707,0.732,26.323529411764707,9.088235294117649,35.411764705882355,12.058823529411764,6.5588235294117645,4.529411764705882,13.235294117647058,16.235294117647058,67.3,102.2,0.335,0.356,0.543,0.525,0.492,0.0969999999999999,0.1369999999999999,0.507,0.173,0.2789999999999999,0.246,NA,NA,NA,2019
Cleveland State,31.0,10.0,21.0,0.323,-7.96,-1.52,5.0,13.0,8.0,9.0,2.0,12.0,74.19354838709677,78.61290322580645,1250.0,25.774193548387096,59.16129032258065,0.436,9.774193548387096,26.451612903225808,0.37,12.870967741935484,18.870967741935484,0.682,25.483870967741936,9.774193548387096,35.25806451612903,14.838709677419354,5.612903225806452,3.129032258064516,13.290322580645162,17.774193548387096,71.4,103.1,0.319,0.447,0.545,0.475,0.5760000000000001,0.78,0.83,0.518,0.163,0.267,0.218,NA,NA,NA,2019
