,Rk,School,G,Overall.W,Overall.L,W-L%,SRS,SOS,Conf.W,Conf.L,Home.W,Home.L,Away.W,Away.L,Tm.,Opp.,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
309,310,UTSA,32,5,27,.156,-16.36,-3.36,3,15,4,10,1,14,2317,2698,1290,924,1826,.506,280,687,.408,564,834,.676,280,1180,541,200,159,410,664,73.1,114.4,.457,.376,.607,52.1,58.5,8.5,13.0,.583,15.6,26.9,.309
310,311,Texas Southern,33,18,15,.545,-4.64,-6.94,16,2,9,0,7,13,2403,2327,1320,873,1993,.438,215,643,.334,368,490,.751,332,1079,446,205,134,355,703,68.1,103.6,.246,.323,.523,46.3,51.1,9.1,11.2,.492,13.8,28.3,.185
311,312,Texas State,31,15,16,.484,-5.36,-4.29,8,12,10,4,4,11,2046,1993,1250,691,1627,.425,194,560,.346,417,596,.700,312,1063,340,177,92,436,606,65.2,97.9,.366,.344,.522,50.0,49.2,8.7,7.5,.484,18.6,30.0,.256
312,313,Texas Tech NCAA,32,19,13,.594,12.41,10.25,9,9,14,3,3,7,2305,2236,1295,783,1828,.428,246,691,.356,424,601,.705,360,1080,362,207,104,401,668,66.7,103.5,.329,.378,.529,49.9,46.2,9.6,8.5,.496,15.9,32.1,.232
313,314,Texas NCAA,33,20,13,.606,14.80,11.71,11,7,14,3,5,5,2355,2253,1330,775,1844,.420,209,606,.345,494,707,.699,362,1183,365,147,107,408,669,66.8,101.5,.383,.329,.517,50.9,47.1,6.6,8.9,.477,15.8,31.8,.268
314,315,Toledo,32,17,15,.531,2.96,-2.36,8,10,9,6,6,8,2482,2286,1280,815,1874,.435,267,691,.386,389,538,.723,275,1064,408,203,100,390,638,70.4,101.5,.287,.369,.537,47.8,50.1,9.0,8.6,.506,15.5,24.3,.208
315,316,Towson,33,20,13,.606,-0.06,-1.57,11,7,12,3,7,6,2358,2227,1330,746,1784,.418,209,608,.344,526,709,.742,306,1053,361,171,111,414,687,66.8,100.2,.397,.341,.525,44.8,48.4,7.7,8.4,.477,16.3,27.1,.295
316,317,Troy,31,9,22,.290,-9.21,-2.07,4,16,4,10,4,10,2145,2329,1250,821,1859,.442,236,666,.354,451,641,.704,356,1202,442,199,111,389,630,70.1,106.3,.345,.358,.538,51.5,53.8,9.1,9.7,.505,15.2,31.3,.243
317,318,Tulane,34,12,22,.353,-0.85,3.79,3,15,6,10,2,10,2240,2398,1390,845,1950,.433,212,601,.353,496,718,.691,369,1264,409,240,119,442,598,67.9,101.7,.368,.308,.523,49.9,48.4,10.2,9.1,.488,16.2,30.2,.254
318,319,Tulsa NCAA,32,20,12,.625,9.79,5.76,12,6,12,3,6,5,2356,2227,1290,757,1819,.416,241,672,.359,472,629,.750,347,1185,385,169,107,450,650,68.8,100.3,.346,.369,.526,51.3,50.9,7.6,9.1,.482,17.5,30.3,.259
319,320,UCLA,32,15,17,.469,10.48,9.69,6,12,11,6,3,7,2480,2455,1295,860,2002,.430,268,757,.354,467,677,.690,381,1188,462,213,98,372,619,71.6,105.9,.338,.378,.528,48.4,53.7,9.2,6.7,.497,13.8,30.4,.233
320,321,Utah State,31,16,15,.516,2.68,2.06,7,11,10,6,5,8,2274,2217,1240,795,1800,.442,228,663,.344,399,575,.694,315,1070,435,190,96,353,558,68.2,104.9,.319,.368,.535,49.1,54.7,9.0,8.9,.505,14.5,28.5,.222
321,322,Utah Valley,30,12,18,.400,-9.58,-3.58,6,8,7,7,5,9,2280,2360,1210,851,1902,.447,183,562,.326,475,685,.693,341,1205,440,192,93,385,569,74.8,104.3,.360,.295,.530,52.3,51.7,8.5,8.4,.496,14.7,29.3,.250
322,323,Utah NCAA,36,27,9,.750,15.50,8.79,13,5,16,1,5,5,2778,2502,1460,933,2226,.419,269,726,.371,367,506,.725,371,1173,395,238,129,378,711,67.7,101.3,.227,.326,.507,46.8,42.3,9.6,10.3,.480,13.3,27.3,.165
323,324,Valparaiso,37,30,7,.811,10.71,0.02,16,2,17,1,12,4,2782,2323,1490,792,2061,.384,225,683,.329,514,784,.656,347,1208,395,215,135,475,716,68.7,90.8,.380,.331,.477,44.1,49.9,8.4,10.0,.439,16.3,24.6,.249
324,325,Vanderbilt NCAA,33,19,14,.576,17.20,8.68,11,7,14,2,3,9,2506,2225,1330,784,2033,.386,183,622,.294,474,700,.677,396,1235,343,185,101,323,650,69.2,96.7,.344,.306,.470,49.2,43.8,8.0,8.7,.431,12.0,29.2,.233
325,326,Vermont,37,23,14,.622,-1.51,-4.73,11,5,13,3,9,10,2774,2611,1480,904,2124,.426,257,709,.362,546,791,.690,368,1223,464,251,132,431,725,69.3,101.8,.372,.334,.522,48.1,51.3,9.8,9.5,.486,14.7,27.3,.257
326,327,Villanova NCAA,40,35,5,.875,24.08,9.71,16,2,15,1,10,2,3118,2543,1605,906,2247,.403,285,840,.339,446,674,.662,418,1322,510,232,87,552,757,67.3,94.2,.300,.374,.495,48.8,56.3,8.6,6.8,.467,17.7,28.8,.198
327,328,Virginia Commonwealth NCAA,36,25,11,.694,13.83,4.35,14,4,15,2,7,4,2781,2440,1450,872,1980,.440,202,599,.337,494,728,.679,342,1242,457,205,144,535,641,69.8,96.5,.368,.303,.525,48.0,52.4,8.1,9.6,.491,18.7,27.5,.249
328,329,VMI,30,9,21,.300,-12.96,-3.15,4,14,8,6,1,14,2081,2264,1205,769,1716,.448,224,615,.364,502,693,.724,339,1163,375,205,92,390,508,69.9,107.6,.404,.358,.553,53.9,48.8,9.7,9.3,.513,16.0,32.4,.293
329,330,Virginia Tech,35,20,15,.571,9.93,7.53,10,8,14,5,4,7,2624,2540,1425,906,2099,.432,244,778,.314,484,703,.688,400,1251,462,200,183,444,773,69.7,102.3,.335,.371,.522,50.4,51.0,8.1,13.3,.490,15.4,31.8,.231
330,331,Virginia NCAA,37,29,8,.784,22.04,11.12,13,5,15,0,5,6,2626,2222,1485,777,1849,.420,235,677,.347,433,617,.702,287,1047,370,199,83,428,617,61.5,97.3,.334,.366,.519,46.8,47.6,8.7,5.9,.484,16.7,24.9,.234
331,332,Wagner,34,23,11,.676,-4.79,-9.52,13,5,13,4,10,7,2389,2209,1365,737,1789,.412,197,605,.326,538,789,.682,331,1117,382,190,113,481,629,67.8,95.5,.441,.338,.510,45.3,51.8,8.2,8.1,.467,18.2,27.5,.301
332,333,Wake Forest,31,11,20,.355,5.53,10.53,2,16,6,9,3,9,2295,2450,1250,847,1923,.440,209,626,.334,547,742,.737,367,1142,390,247,121,339,652,71.9,109.0,.386,.326,.538,49.1,46.0,11.0,10.2,.495,13.0,31.2,.284
333,334,Washington State,31,9,22,.290,0.50,7.97,1,17,8,9,0,10,2187,2394,1260,836,1886,.443,210,586,.358,512,699,.732,333,1107,380,210,95,333,524,70.4,108.0,.371,.311,.540,51.4,45.5,9.5,7.7,.499,13.1,29.4,.271
334,335,Washington,34,19,15,.559,11.21,8.12,9,9,13,5,3,7,2853,2748,1385,936,2175,.430,211,638,.331,665,969,.686,490,1438,433,205,131,550,786,78.0,101.8,.446,.293,.521,51.4,46.3,7.6,8.7,.479,17.3,35.6,.306
335,336,Weber State NCAA,35,26,9,.743,0.18,-5.13,15,3,13,1,6,7,2662,2344,1420,880,2113,.416,202,576,.351,382,571,.669,336,1170,358,201,57,382,731,68.6,96.3,.270,.273,.492,47.4,40.7,8.3,5.2,.464,13.8,25.2,.181
336,337,West Virginia NCAA,35,26,9,.743,21.61,9.78,13,5,13,2,7,4,2749,2335,1410,726,1713,.424,206,622,.331,677,948,.714,305,1078,371,244,128,624,812,70.7,93.7,.553,.363,.540,43.9,51.1,9.8,8.8,.484,22.4,27.1,.395
337,338,Western Carolina,34,16,18,.471,-4.98,-1.53,10,8,12,2,3,15,2479,2490,1385,824,1903,.433,242,712,.340,600,843,.712,375,1230,439,235,130,510,699,70.4,102.2,.443,.374,.540,49.8,53.3,9.6,10.3,.497,18.1,30.9,.315
338,339,Western Illinois,27,10,17,.370,-6.20,-1.32,3,13,7,6,3,11,1904,1914,1080,647,1508,.429,176,475,.371,444,621,.715,251,943,318,170,76,303,488,68.8,103.1,.412,.315,.531,49.9,49.1,9.2,7.4,.487,14.4,26.0,.294
339,340,Western Kentucky,34,18,16,.529,-1.29,-0.89,8,10,12,4,3,9,2620,2586,1385,949,2091,.454,280,742,.377,408,617,.661,363,1128,493,219,98,365,652,68.8,108.5,.295,.355,.542,46.2,51.9,9.2,7.4,.521,13.3,28.6,.195
340,341,Western Michigan,32,13,19,.406,-2.07,0.06,7,11,10,5,2,12,2342,2352,1310,804,1824,.441,264,754,.350,480,690,.696,286,1097,430,187,116,388,683,68.7,104.5,.378,.413,.547,48.0,53.5,8.3,9.2,.513,15.3,25.6,.263
341,342,Wichita State NCAA,35,26,9,.743,17.39,4.24,16,2,14,1,9,3,2535,2066,1410,659,1705,.387,203,626,.324,545,769,.709,276,1154,315,163,106,539,715,66.1,88.7,.451,.367,.499,46.9,47.8,7.0,8.5,.446,20.7,23.5,.320
342,343,William & Mary,31,20,11,.645,5.57,1.30,11,7,12,3,7,7,2384,2205,1250,798,1895,.421,251,769,.326,358,516,.694,319,1075,403,182,108,330,598,68.5,103.0,.272,.406,.515,48.5,50.5,8.5,9.8,.487,13.4,26.5,.189
343,344,Winthrop,32,23,9,.719,-1.42,-5.70,13,5,14,1,7,7,2631,2429,1280,870,2051,.424,226,669,.338,463,651,.711,407,1202,366,196,102,375,653,72.9,104.1,.317,.326,.515,50.9,42.1,8.4,9.3,.479,13.7,31.9,.226
344,345,Wisconsin NCAA,35,22,13,.629,13.40,9.40,12,6,13,5,6,5,2373,2233,1410,794,1862,.426,201,539,.373,444,627,.708,314,1121,369,190,116,420,698,64.1,98.9,.337,.289,.517,47.7,46.5,8.4,9.2,.480,16.3,27.4,.238
345,346,Wofford,32,15,17,.469,-3.75,-2.35,11,7,11,2,4,14,2296,2295,1295,826,1699,.486,177,502,.353,466,682,.683,254,1005,379,192,100,370,607,66.0,107.3,.401,.295,.567,49.8,45.9,9.0,9.4,.538,15.5,25.6,.274
346,347,Wright State,35,22,13,.629,0.18,-1.76,13,5,13,2,5,9,2399,2303,1405,745,1768,.421,206,627,.329,607,846,.717,294,1215,373,176,114,488,622,67.5,97.2,.479,.355,.531,52.6,50.1,7.4,9.3,.480,18.4,25.4,.343
347,348,Wyoming,32,14,18,.438,0.09,2.19,7,11,10,6,4,8,2193,2302,1295,787,1826,.431,239,682,.350,489,701,.698,340,1181,371,186,71,346,709,65.5,108.5,.384,.373,.533,54.4,47.1,8.8,9.6,.496,13.8,29.5,.268
348,349,Xavier NCAA,34,28,6,.824,18.58,8.43,14,4,15,1,8,3,2737,2392,1360,834,2010,.415,253,814,.311,471,675,.698,334,1138,456,206,119,474,774,72.4,97.2,.336,.405,.513,45.1,54.7,8.4,8.8,.478,16.9,26.0,.234
349,350,Yale NCAA,30,23,7,.767,9.08,-1.03,13,1,12,0,9,6,2248,1914,1205,678,1654,.410,183,564,.324,375,537,.698,256,881,339,202,107,364,641,66.9,94.9,.325,.341,.501,42.2,50.0,10.0,9.1,.465,16.0,24.2,.227
350,351,Youngstown State,32,11,21,.344,-10.86,-0.86,6,12,6,8,3,11,2437,2682,1305,984,2094,.470,256,756,.339,458,661,.693,396,1336,557,209,107,407,560,74.1,110.9,.316,.361,.557,55.3,56.6,8.6,8.1,.531,14.5,33.2,.219
